"Center_win","Average"
1200,0.333333333333333
1300,0.253333333333333
1400,0.173333333333333
1500,0.0933333333333334
1600,0.0133333333333333
1700,-0.0666666666666667
1800,-0.146666666666667
1900,-0.226666666666667
2000,-0.306666666666667
2100,-0.386666666666667
2200,-0.466666666666667
2300,-0.426666666666667
2400,-0.386666666666667
2500,-0.346666666666667
2600,-0.306666666666667
2700,-0.266666666666667
2800,-0.186666666666667
2900,-0.106666666666667
3000,-0.0266666666666667
3100,0.0533333333333334
3200,0.133333333333333
3300,0.18
3400,0.226666666666667
3500,0.273333333333333
3600,0.32
3700,0.366666666666667
3800,0.32
3900,0.273333333333333
4000,0.226666666666667
4100,0.18
4200,0.133333333333333
4300,0.133333333333333
4400,0.133333333333333
4500,0.133333333333333
4600,0.133333333333333
4700,0.133333333333333
4800,0.0866666666666667
4900,0.04
5000,-0.00666666666666665
5100,-0.0533333333333333
5200,-0.1
5300,-0.113333333333333
5400,-0.126666666666667
5500,-0.14
5600,-0.153333333333333
5700,-0.166666666666667
5800,-0.193333333333333
5900,-0.22
6000,-0.246666666666667
6100,-0.273333333333333
6200,-0.3
6300,-0.293333333333333
6400,-0.286666666666667
6500,-0.28
6600,-0.273333333333333
6700,-0.266666666666667
6800,-0.26
6900,-0.253333333333333
7000,-0.246666666666667
7100,-0.24
7200,-0.233333333333333
7300,-0.28
7400,-0.326666666666667
7500,-0.373333333333333
7600,-0.42
7700,-0.466666666666667
7800,-0.473333333333333
7900,-0.48
8000,-0.486666666666667
8100,-0.493333333333333
8200,-0.5
8300,-0.453333333333333
8400,-0.406666666666667
8500,-0.36
8600,-0.313333333333333
8700,-0.266666666666667
8800,-0.173333333333333
8900,-0.08
9000,0.0133333333333333
9100,0.106666666666667
9200,0.2
9300,0.28
9400,0.36
9500,0.44
9600,0.52
9700,0.6
9800,0.633333333333333
9900,0.666666666666667
10000,0.7
10100,0.733333333333333
10200,0.766666666666667
10300,0.753333333333333
10400,0.74
10500,0.726666666666667
10600,0.713333333333333
10700,0.7
10800,0.646666666666667
10900,0.593333333333333
11000,0.54
11100,0.486666666666667
11200,0.433333333333333
11300,0.273333333333333
11400,0.113333333333333
11500,-0.0466666666666666
11600,-0.206666666666667
11700,-0.366666666666667
11800,-0.506666666666667
11900,-0.646666666666667
12000,-0.786666666666667
12100,-0.926666666666667
12200,-1.06666666666667
12300,-1.28666666666667
12400,-1.50666666666667
12500,-1.72666666666667
12600,-1.94666666666667
12700,-2.16666666666667
12800,-2.26666666666667
12900,-2.36666666666667
13000,-2.46666666666667
13100,-2.56666666666667
13200,-2.66666666666667
13300,-2.74
13400,-2.81333333333333
13500,-2.88666666666667
13600,-2.96
13700,-3.03333333333333
13800,-2.98666666666667
13900,-2.94
14000,-2.89333333333333
14100,-2.84666666666667
14200,-2.8
14300,-2.84666666666667
14400,-2.89333333333333
14500,-2.94
14600,-2.98666666666667
14700,-3.03333333333333
14800,-3.06
14900,-3.08666666666667
15000,-3.11333333333333
15100,-3.14
15200,-3.16666666666667
15300,-3.28
15400,-3.39333333333333
15500,-3.50666666666667
15600,-3.62
15700,-3.73333333333333
15800,-3.88
15900,-4.02666666666667
16000,-4.17333333333333
16100,-4.32
16200,-4.46666666666667
16300,-4.74666666666667
16400,-5.02666666666667
16500,-5.30666666666667
16600,-5.58666666666667
16700,-5.86666666666667
16800,-6.06666666666667
16900,-6.26666666666667
17000,-6.46666666666667
17100,-6.66666666666667
17200,-6.86666666666667
17300,-7.04666666666667
17400,-7.22666666666667
17500,-7.40666666666667
17600,-7.58666666666667
17700,-7.76666666666667
17800,-7.88666666666667
17900,-8.00666666666667
18000,-8.12666666666667
18100,-8.24666666666667
18200,-8.36666666666667
18300,-8.49333333333333
18400,-8.62
18500,-8.74666666666667
18600,-8.87333333333333
18700,-9
18800,-9.05333333333333
18900,-9.10666666666667
19000,-9.16
19100,-9.21333333333333
19200,-9.26666666666667
19300,-9.17333333333333
19400,-9.08
19500,-8.98666666666667
19600,-8.89333333333333
19700,-8.8
19800,-8.75333333333333
19900,-8.70666666666667
20000,-8.66
20100,-8.61333333333333
20200,-8.56666666666667
20300,-8.44
20400,-8.31333333333333
20500,-8.18666666666667
20600,-8.06
20700,-7.93333333333333
20800,-7.91333333333333
20900,-7.89333333333333
21000,-7.87333333333333
21100,-7.85333333333333
21200,-7.83333333333333
21300,-7.78
21400,-7.72666666666667
21500,-7.67333333333333
21600,-7.62
21700,-7.56666666666667
21800,-7.59333333333333
21900,-7.62
22000,-7.64666666666667
22100,-7.67333333333333
22200,-7.7
22300,-7.69333333333333
22400,-7.68666666666667
22500,-7.68
22600,-7.67333333333333
22700,-7.66666666666667
22800,-7.66
22900,-7.65333333333333
23000,-7.64666666666667
23100,-7.64
23200,-7.63333333333333
23300,-7.68666666666667
23400,-7.74
23500,-7.79333333333333
23600,-7.84666666666667
23700,-7.9
23800,-7.98666666666667
23900,-8.07333333333333
24000,-8.16
24100,-8.24666666666667
24200,-8.33333333333333
24300,-8.38666666666667
24400,-8.44
24500,-8.49333333333333
24600,-8.54666666666667
24700,-8.6
24800,-8.57333333333333
24900,-8.54666666666667
25000,-8.52
25100,-8.49333333333333
25200,-8.46666666666667
25300,-8.36666666666667
25400,-8.26666666666667
25500,-8.16666666666667
25600,-8.06666666666667
25700,-7.96666666666667
25800,-7.95333333333333
25900,-7.94
26000,-7.92666666666667
26100,-7.91333333333333
26200,-7.9
26300,-7.82
26400,-7.74
26500,-7.66
26600,-7.58
26700,-7.5
26800,-7.56
26900,-7.62
27000,-7.68
27100,-7.74
27200,-7.8
27300,-7.74
27400,-7.68
27500,-7.62
27600,-7.56
27700,-7.5
27800,-7.47333333333333
27900,-7.44666666666667
28000,-7.42
28100,-7.39333333333333
28200,-7.36666666666667
28300,-7.28
28400,-7.19333333333333
28500,-7.10666666666667
28600,-7.02
28700,-6.93333333333333
28800,-6.88
28900,-6.82666666666667
29000,-6.77333333333333
29100,-6.72
29200,-6.66666666666667
29300,-6.72666666666667
29400,-6.78666666666667
29500,-6.84666666666667
29600,-6.90666666666667
29700,-6.96666666666667
