age,temp
0,0
100,1
200,0.3
300,0.4
400,0.4
500,0.2
600,0.2
700,0.3
800,0.4
900,0.4
1000,0.2
1100,0.1
1200,0.2
1300,0.3
1400,0.5
1500,0.6
1600,0.5
1700,0.4
1800,0.3
1900,0.2
2000,0.3
2100,0.5
2200,0.7
2300,0.7
2400,0.6
2500,0.4
2600,0.3
2700,0.3
2800,0.4
2900,0.3
3000,0.2
3100,0.3
3200,0.1
3300,0.2
3400,0.2
3500,0.2
3600,0.2
3700,0.3
3800,0.4
3900,0.4
4000,0.5
4100,0.7
4200,0.9
4300,0.8
4400,0.6
4500,0.6
4600,0.6
4700,0.4
4800,0.1
4900,0.2
5000,0.4
5100,0.6
5200,0.6
5300,0.7
5400,0.8
5500,0.7
5600,0.6
5700,0.6
5800,0.5
5900,0.3
6000,0.3
6100,0.4
6200,0.5
6300,0.7
6400,0.6
6500,0.6
6600,0.8
6700,0.9
6800,1.1
6900,1.1
7000,1
7100,0.9
7200,1
7300,1.1
7400,1
7500,0.6
7600,0.7
7700,0.7
7800,0.7
7900,0.5
8000,0.3
8100,0.1
8200,0.1
8300,0.3
8400,0.5
8500,0.6
8600,0.1
8700,0.4
8800,0.2
8900,-0.1
9000,-0.1
9100,-0.1
9200,-0.3
9300,-0.4
9400,-0.3
9500,-0.3
9600,-0.4
9700,-0.6
9800,-1
9900,-1.1
10000,-1
10100,-0.9
10200,-1.2
10300,-1.1
10400,-1.2
10500,-1.3
10600,-1.6
10700,-2
10800,-2.2
10900,-2.3
11000,-2.5
11100,-2.8
11200,-2.9
11300,-2.9
11400,-2.6
11500,-2.6
11600,-2.4
11700,-2.6
11800,-2.6
11900,-2.8
12000,-2.7
12100,-2.8
12200,-2.9
12300,-3
12400,-3
12500,-3
12600,-3.2
12700,-3
12800,-3.1
12900,-3
13000,-2.6
13100,-2.4
13200,-2.3
13300,-2.5
13400,-2.6
13500,-2.4
13600,-2.2
13700,-2.2
13800,-2.4
13900,-2.7
14000,-3.1
14100,-3.7
14200,-4
14300,-4.2
14400,-3.7
14500,-3.1
14600,-3.5
14700,-3.8
14800,-3
14900,-3.5
15000,-4.1
15100,-4.4
15200,-4.7
15300,-4.4
15400,-3.8
15500,-3.4
15600,-3.4
15700,-3.4
15800,-3.4
15900,-3.4
16000,-3.3
16100,-3.3
16200,-3.3
16300,-3.3
16400,-3.3
16500,-3.3
16600,-3.4
16700,-3.8
16800,-4.1
16900,-4
17000,-4.3
17100,-4.3
17200,-4.3
17300,-4.2
17400,-4.1
17500,-3.6
17600,-3.3
17700,-3.3
17800,-5.4
17900,-3.8
18000,-3.9
18100,-5.2
18200,-5.2
18300,-2.1
18400,-4.2
18500,-4.6
18600,-4.5
18700,-4.4
18800,-4.4
18900,-4.3
19000,-4.2
19100,-4.1
19200,-4.2
19300,-4.3
19400,-4.3
19500,-4.4
19600,-4.5
19700,-4.6
19800,-4.6
19900,-4.7
20000,-4.5
20100,-3.4
20200,-2.7
20300,-11.3
20400,-6.6
20500,-5.9
20600,-4.7
20700,-4.9
20800,-5.2
20900,-3.7
21000,-4.1
21100,-4.4
21200,-4.6
21300,-4.8
21400,-5.1
21500,-5.3
21600,-5.5
21700,-5.8
21800,-5.9
21900,-5.9
22000,-6
22100,-6
22200,-6
22300,-6
22400,-6
22500,-6
22600,-5.8
22700,-5.2
22800,-4.7
22900,-4.1
23000,-3.5
23100,-3
23200,-2.4
23300,-1.8
23400,-1.9
23500,-2.3
23600,-2.7
23700,-3
23800,-3.4
23900,-3.8
24000,-5.9
24100,-5.7
24200,-5.6
24300,-5.4
24400,-5.3
24500,-5.1
24600,-4.9
24700,-4.8
24800,-4.8
24900,-4.8
25000,-4.8
