age,temp
0,20.9
649,20.7
1166,21.7
1648,22.2
2505,22.2
3362,21
4214,20.9
5051,20.9
5609,21.4
6172,22.4
6903,21
7635,20.8
8199,20.9
8766,21.1
9719,21.2
10365,20
10889,20.4
11412,12.4
11919,13.8
12545,15.2
12952,12.2
13537,18.4
13873,19.8
14209,19.9
14540,20
14868,14.8
15128,11.4
15624,9.6
16120,9.5
16376,9.2
16633,9.3
16889,9.8
17143,8.8
17375,9.7
17612,14.1
17849,15.3
18085,16.7
18479,13.8
18873,14.5
19267,19.2
19661,14.2
20153,20.2
