Proxy depth,Mg/Ca,Published temperature,Published age,Marine04 age,Marine09 age,Age model error,,14C depth,Material,14C age,14C error,忖R,Marine04 age,,,Marine09 age,,
120,5.030,28.7,495,573,571,112,,,,,,,,,,,,
125,4.820,28.2,524,589,587,114,,,,,,,,,,,,
131,5.300,29.3,559,609,606,112,,,,,,,,,,,,
141,5.350,29.4,619,641,637,101,,,,,,,,,,,,
157,5.460,29.6,721,753,744,153,,,,,,,,,,,,
161,5.530,29.8,748,785,776,165,,,,,,,,,,,,
165,5.160,29.0,774,817,808,176,,,,,,,,,,,,
169,5.540,29.8,801,849,839,184,,,,,,,,,,,,
173,5.820,30.3,829,881,871,191,,,,,,,,,,,,
176,5.910,30.5,850,905,895,195,,,,,,,,,,,,
179,5.600,29.9,871,929,918,198,,,,,,,,,,,,
191,4.970,28.6,958,1023,1013,204,,,,,,,,,,,,
195,5.200,29.1,987,1055,1045,204,,,,,,,,,,,,
201,5.250,29.2,1032,1102,1092,201,,,,,,,,,,,,
203,5.700,30.1,1047,1117,1108,200,,,,,,,,,,,,
207,5.530,29.8,1078,1148,1140,196,,,,,,,,,,,,
211,5.190,29.0,1109,1179,1171,191,,,,,,,,,,,,
215,5.510,29.7,1141,1210,1203,184,,,,,,,,,,,,
219,5.290,29.3,1173,1241,1234,176,,,,,,,,,,,,
226,5.400,29.5,1229,1295,1289,157,,,,,,,,,,,,
227,5.720,30.1,1237,1303,1297,154,,,,,,,,,,,,
231,5.510,29.7,1270,1333,1328,139,,,,,,,,,,,,
235,5.310,29.3,1303,1363,1360,121,,,,,,,,,,,,
239,5.420,29.5,1337,1400,1398,116,,,,,,,,,,,,
244,4.940,28.5,1380,1479,1473,164,,,,,,,,,,,,
248,4.710,28.0,1414,1540,1532,193,,,,,,,,,,,,
251,5.330,29.3,1440,1585,1577,211,,,,,,,,,,,,
257,5.130,28.9,1493,1676,1666,241,,,,,,,,,,,,
263,4.900,28.4,1546,1766,1755,266,,,,,,,,,,,,
269,4.890,28.4,1601,1856,1843,287,,,,,,,,,,,,
271,4.980,28.6,1619,1886,1873,293,,,,,,,,,,,,
273,5.090,28.8,1637,1916,1903,299,,,,,,,,,,,,
279,4.940,28.5,1693,2006,1991,314,,,,,,,,,,,,
286,5.020,28.7,1759,2110,2095,329,,,,,,,,,,,,
289,4.770,28.1,1788,2155,2139,334,,,,,,,,,,,,
297,5.000,28.6,1865,2274,2257,346,,,,,,,,,,,,
301,5.060,28.8,1904,2334,2316,351,,,,,,,,,,,,
309,5.270,29.2,1983,2452,2435,358,,,,,,,,,,,,
317,5.270,29.2,2064,2571,2553,361,,,,,,,,,,,,
319,5.130,28.9,2084,2600,2582,362,,,,,,,,,,,,
325,4.730,28.0,2145,2689,2671,362,,,,,,,,,,,,
329,5.090,28.8,2187,2748,2730,361,,,,,,,,,,,,
333,5.120,28.9,2229,2807,2789,360,,,,,,,,,,,,
337,5.440,29.6,2271,2866,2848,358,,,,,,,,,,,,
341,4.900,28.4,2313,2925,2907,355,,,,,,,,,,,,
345,4.830,28.3,2356,2984,2966,351,,,,,,,,,,,,
351,5.700,30.1,2421,3073,3054,344,,,,,,,,,,,,
353,5.340,29.4,2443,3102,3084,341,,,,,,,,,,,,
357,4.700,28.0,2486,3161,3143,334,,,,,,,,,,,,
365,5.050,28.8,2575,3278,3261,319,,,,,,,,,,,,
369,5.270,29.2,2620,3336,3320,310,,,,,,,,,,,,
373,4.880,28.4,2665,3395,3379,299,,,,,,,,,,,,
376,5.090,28.8,2699,3439,3423,290,,,,,,,,,,,,
377,5.070,28.8,2710,3453,3437,287,,,,,,,,,,,,
381,4.860,28.3,2756,3511,3496,274,,,,,,,,,,,,
385,4.840,28.3,2802,3569,3555,259,,,,,,,,,,,,
387,5.610,29.9,2825,3598,3585,251,,,,,,,,,,,,
389,5.010,28.7,2848,3627,3614,243,,,,,,,,,,,,
393,5.650,30.0,2895,3685,3673,224,,,,,,,,,,,,
405,5.550,29.8,3037,3811,3802,179,,,,,,,,,,,,
417,5.490,29.7,3181,3851,3842,187,,,,,,,,,,,,
421,5.390,29.5,3230,3864,3855,190,,,,,,,,,,,,
426,5.440,29.6,3292,3880,3871,193,,,,,,,,,,,,
429,5.500,29.7,3329,3890,3881,194,,,,,,,,,,,,
437,5.480,29.7,3429,3916,3907,199,,,,,,,,,,,,
443,5.060,28.8,3504,3935,3927,201,,,,,,,,,,,,
452,5.360,29.4,3619,3963,3957,205,,,,,,,,,,,,
461,5.250,29.2,3736,3992,3986,208,,,,,,,,,,,,
467,5.290,29.3,3814,4010,4006,209,,,,,,,,,,,,
471,5.420,29.5,3867,4023,4019,210,,,,,,,,,,,,
475,5.420,29.5,3919,4035,4032,210,,,,,,,,,,,,
479,5.460,29.6,3973,4047,4045,210,,,,,,,,,,,,
483,5.100,28.9,4026,4059,4058,210,,,,,,,,,,,,
486,5.080,28.8,4066,4068,4068,210,,,,,,,,,,,,
495,5.230,29.1,4188,4095,4098,208,,,,,,,,,,,,
503,5.770,30.2,4298,4145,4149,218,,,,,,,,,,,,
507,5.030,28.7,4353,4211,4212,242,,,,,,,,,,,,
511,5.130,28.9,4409,4275,4274,263,,,,,,,,,,,,
519,5.160,29.0,4520,4402,4399,297,,,,,,,,,,,,
523,5.160,29.0,4577,4466,4461,312,,,,,,,,,,,,
527,5.090,28.8,4633,4529,4523,325,,,,,,,,,,,,
535,5.700,30.1,4747,4655,4648,348,,,,,,,,,,,,
543,5.270,29.2,4863,4781,4772,367,,,,,,,,,,,,
551,5.620,29.9,4979,4907,4896,383,,,,,,,,,,,,
555,5.870,30.4,5037,4969,4959,390,,,,,,,,,,,,
559,5.760,30.2,5096,5032,5021,396,,,,,,,,,,,,
567,5.840,30.4,5215,5157,5145,406,,,,,,,,,,,,
579,5.000,28.6,5394,5345,5331,417,,,,,,,,,,,,
583,5.380,29.4,5455,5407,5394,419,,,,,,,,,,,,
587,5.280,29.3,5515,5470,5456,421,,,,,,,,,,,,
595,4.950,28.5,5637,5594,5580,423,,,,,,,,,,,,
599,5.780,30.2,5699,5657,5642,424,,,,,,,,,,,,
601,5.200,29.1,5729,5688,5673,424,,,,,,,,,,,,
605,5.530,29.7,5791,5750,5735,423,,,,,,,,,,,,
611,5.290,29.3,5884,5843,5828,421,,,,,,,,,,,,
613,5.440,29.6,5916,5874,5859,420,,,,,,,,,,,,
617,5.650,30.0,5978,5937,5922,418,,,,,,,,,,,,
621,5.130,28.9,6041,5999,5984,416,,,,,,,,,,,,
625,5.810,30.3,6104,6061,6046,412,,,,,,,,,,,,
629,5.250,29.2,6167,6123,6108,408,,,,,,,,,,,,
631,5.550,29.8,6199,6154,6139,406,,,,,,,,,,,,
633,5.110,28.9,6231,6185,6170,404,,,,,,,,,,,,
636,5.360,29.4,6279,6231,6216,400,,,,,,,,,,,,
637,5.360,29.4,6295,6247,6232,399,,,,,,,,,,,,
639,5.570,29.8,6327,6278,6263,396,,,,,,,,,,,,
641,5.520,29.7,6359,6309,6294,393,,,,,,,,,,,,
643,5.350,29.4,6391,6340,6325,390,,,,,,,,,,,,
645,5.080,28.8,6423,6371,6356,387,,,,,,,,,,,,
647,5.450,29.6,6455,6402,6387,383,,,,,,,,,,,,
649,5.490,29.7,6488,6433,6418,380,,,,,,,,,,,,
651,5.180,29.0,6520,6464,6449,376,,,,,,,,,,,,
653,5.400,29.5,6552,6494,6480,372,,,,,,,,,,,,
661,5.560,29.8,6683,6618,6604,354,,,,,,,,,,,,
667,5.450,29.6,6781,6710,6697,338,,,,,,,,,,,,
669,5.390,29.5,6814,6741,6728,332,,,,,,,,,,,,
671,5.360,29.4,6847,6772,6759,326,,,,,,,,,,,,
673,5.660,30.0,6880,6803,6790,320,,,,,,,,,,,,
675,5.130,28.9,6913,6834,6821,313,,,,,,,,,,,,
677,5.430,29.5,6946,6864,6852,306,,,,,,,,,,,,
679,5.200,29.1,6979,6895,6883,298,,,,,,,,,,,,
681,5.710,30.1,7013,6926,6914,291,,,,,,,,,,,,
683,5.310,29.3,7046,6956,6945,283,,,,,,,,,,,,
685,5.470,29.6,7079,6987,6976,274,,,,,,,,,,,,
686,5.870,30.4,7096,7002,6992,269,,,,,,,,,,,,
687,5.770,30.2,7113,7018,7007,265,,,,,,,,,,,,
689,5.770,30.2,7146,7048,7038,255,,,,,,,,,,,,
691,5.350,29.4,7180,7079,7069,245,,,,,,,,,,,,
693,5.090,28.8,7213,7109,7100,234,,,,,,,,,,,,
695,5.300,29.3,7247,7140,7131,222,,,,,,,,,,,,
697,5.410,29.5,7281,7170,7162,210,,,,,,,,,,,,
699,5.570,29.8,7315,7200,7193,196,,,,,,,,,,,,
701,5.420,29.5,7348,7231,7224,181,,,,,,,,,,,,
703,5.570,29.8,7382,7261,7255,164,,,,,,,,,,,,
705,5.500,29.7,7416,7291,7285,145,,,,,,,,,,,,
709,5.700,30.1,7484,7350,7347,94,,,,,,,,,,,,
711,5.210,29.1,7518,7377,7378,51,,,,,,,,,,,,
717,5.440,29.6,7621,7432,7429,104,,,,,,,,,,,,
721,5.510,29.7,7690,7467,7462,122,,,,,,,,,,,,
725,5.720,30.1,7759,7502,7496,134,,,,,,,,,,,,
733,5.240,29.2,7897,7569,7563,143,,,,,,,,,,,,
736,5.780,30.2,7949,7594,7588,142,,,,,,,,,,,,
737,5.630,30.0,7967,7603,7596,141,,,,,,,,,,,,
741,5.400,29.5,8037,7636,7630,135,,,,,,,,,,,,
745,4.920,28.5,8107,7669,7663,124,,,,,,,,,,,,
749,5.400,29.5,8177,7701,7697,107,,,,,,,,,,,,
755,5.240,29.2,8283,7746,7746,58,,,,,,,,,,,,
759,5.630,30.0,8353,7849,7843,148,,,,,,,,,,,,
761,5.640,30.0,8389,7899,7891,175,,,,,,,,,,,,
763,5.410,29.5,8424,7948,7939,197,,,,,,,,,,,,
767,5.650,30.0,8496,8045,8035,233,,,,,,,,,,,,
771,5.460,29.6,8567,8142,8131,262,,,,,,,,,,,,
779,5.450,29.6,8711,8335,8322,304,,,,,,,,,,,,
786,5.250,29.2,8837,8504,8489,330,,,,,,,,,,,,
791,5.430,29.5,8927,8624,8609,343,,,,,,,,,,,,
794,5.450,29.6,8982,8696,8681,349,,,,,,,,,,,,
799,5.180,29.0,9073,8815,8800,356,,,,,,,,,,,,
801,5.740,30.2,9109,8863,8848,358,,,,,,,,,,,,
803,4.960,28.5,9146,8911,8896,360,,,,,,,,,,,,
807,5.290,29.3,9219,9007,8991,361,,,,,,,,,,,,
811,5.480,29.7,9292,9102,9087,361,,,,,,,,,,,,
815,5.350,29.4,9366,9197,9182,358,,,,,,,,,,,,
819,5.540,29.8,9440,9292,9278,354,,,,,,,,,,,,
823,5.710,30.1,9514,9387,9373,347,,,,,,,,,,,,
827,5.530,29.7,9588,9482,9468,338,,,,,,,,,,,,
831,5.910,30.5,9662,9577,9564,327,,,,,,,,,,,,
836,5.140,28.9,9756,9695,9683,309,,,,,,,,,,,,
839,5.770,30.2,9812,9766,9755,296,,,,,,,,,,,,
843,5.450,29.6,9887,9861,9850,275,,,,,,,,,,,,
847,5.420,29.5,9962,9954,9945,250,,,,,,,,,,,,
851,5.710,30.1,10037,10048,10040,218,,,,,,,,,,,,
855,5.750,30.2,10113,10141,10135,178,,,,,,,,,,,,
859,5.900,30.5,10188,10233,10230,119,,,,,,,,,,,,
861,5.570,29.8,10226,10275,10277,73,,,,,,,,,,,,
863,5.590,29.9,10264,10322,10320,113,,,,,,,,,,,,
867,5.590,29.9,10340,10410,10405,164,,,,,,,,,,,,
869,5.360,29.4,10378,10453,10448,183,,,,,,,,,,,,
871,6.120,30.9,10416,10497,10490,198,,,,,,,,,,,,
875,5.560,29.8,10493,10582,10575,223,,,,,,,,,,,,
879,5.680,30.0,10569,10668,10659,241,,,,,,,,,,,,
885,5.660,30.0,10685,10795,10786,259,,,,,,,,,,,,
886,5.390,29.5,10704,10816,10807,261,,,,,,,,,,,,
891,5.580,29.9,10800,10922,10913,268,,,,,,,,,,,,
893,5.100,28.9,10839,10964,10955,269,,,,,,,,,,,,
895,5.700,30.1,10877,11006,10998,269,,,,,,,,,,,,
897,5.390,29.5,10916,11048,11040,268,,,,,,,,,,,,
899,5.730,30.2,10955,11090,11082,266,,,,,,,,,,,,
901,5.260,29.2,10994,11132,11124,264,,,,,,,,,,,,
903,5.650,30.0,11033,11174,11167,260,,,,,,,,,,,,
905,5.380,29.5,11071,11216,11209,256,,,,,,,,,,,,
907,5.260,29.2,11110,11258,11251,250,,,,,,,,,,,,
909,5.210,29.1,11149,11299,11293,244,,,,,,,,,,,,
911,5.410,29.5,11188,11340,11335,236,,,,,,,,,,,,
913,5.440,29.6,11227,11382,11377,227,,,,,,,,,,,,
915,5.690,30.1,11266,11423,11420,216,,,,,,,,,,,,
917,5.410,29.5,11306,11463,11462,204,,,,,,,,,,,,
919,5.670,30.0,11345,11503,11504,190,,,,,,,,,,,,
921,6.070,30.8,11384,11554,11552,189,,,,,,,,,,,,
925,5.230,29.1,11462,11674,11659,215,,,,,,,,,,,,
929,5.980,30.6,11541,11790,11766,234,,,,,,,,,,,,
933,5.260,29.2,11620,11905,11873,247,,,,,,,,,,,,
935,5.190,29.0,11659,11962,11926,251,,,,,,,,,,,,
965,5.300,29.3,12256,12313,12257,198,,,,,,,,,,,,
969,5.400,29.5,12337,12347,12289,186,,,,,,,,,,,,
973,5.560,29.8,12417,12380,12321,172,,,,,,,,,,,,
977,5.360,29.4,12498,12413,12353,155,,,,,,,,,,,,
981,5.580,29.9,12578,12446,12384,136,,,,,,,,,,,,
985,5.240,29.2,12659,12477,12416,112,,,,,,,,,,,,
986,5.580,29.9,12680,12484,12424,105,,,,,,,,,,,,
989,4.780,28.1,12740,12526,12457,119,,,,,,,,,,,,
993,5.320,29.3,12821,12577,12501,127,,,,,,,,,,,,
997,5.030,28.7,12903,12626,12543,120,,,,,,,,,,,,
1001,4.970,28.6,12984,12685,12599,120,,,,,,,,,,,,
1005,5.270,29.2,13066,12780,12701,167,,,,,,,,,,,,
1009,5.370,29.4,13147,12874,12802,194,,,,,,,,,,,,
1011,5.510,29.7,13188,12920,12853,202,,,,,,,,,,,,
1013,4.900,28.4,13229,12966,12903,209,,,,,,,,,,,,
1017,5.130,28.9,13311,13058,13004,214,,,,,,,,,,,,
1021,5.000,28.6,13393,13149,13105,211,,,,,,,,,,,,
1025,5.020,28.7,13476,13240,13206,199,,,,,,,,,,,,
1029,5.040,28.7,13558,13329,13307,176,,,,,,,,,,,,
1033,5.070,28.8,13640,13418,13407,137,,,,,,,,,,,,
1036,5.280,29.2,13702,13481,13482,87,,,,,,,,,,,,
1037,5.360,29.4,13723,13519,13514,110,,,,,,,,,,,,
1049,5.580,29.9,13972,14171,14194,113,,,,,,,,,,,,
1053,5.320,29.3,14055,14345,14385,133,,,,,,,,,,,,
1054,5.230,29.1,14076,14383,14434,120,,,,,,,,,,,,
1056,4.920,28.5,14117,14438,14495,141,,,,,,,,,,,,
1058,4.910,28.4,14159,14491,14556,150,,,,,,,,,,,,
1060,4.720,28.0,14201,14542,14616,149,,,,,,,,,,,,
1064,4.600,27.7,14284,14639,14724,168,,,,,,,,,,,,
1066,4.670,27.9,14326,14686,14776,179,,,,,,,,,,,,
1068,4.520,27.5,14368,14732,14828,187,,,,,,,,,,,,
1070,4.760,28.1,14410,14777,14880,192,,,,,,,,,,,,
1072,4.650,27.8,14452,14822,14932,195,,,,,,,,,,,,
1078,4.560,27.6,14578,14957,15088,187,,,,,,,,,,,,
1080,4.600,27.7,14620,15001,15140,179,,,,,,,,,,,,
1082,4.690,27.9,14662,15044,15192,168,,,,,,,,,,,,
1084,4.560,27.6,14704,15088,15244,153,,,,,,,,,,,,
1088,4.370,27.1,14788,15183,15343,163,,,,,,,,,,,,
1092,4.340,27.1,14872,15288,15437,211,,,,,,,,,,,,
1094,4.480,27.4,14914,15339,15484,230,,,,,,,,,,,,
1096,4.410,27.2,14957,15391,15531,247,,,,,,,,,,,,
1098,4.700,28.0,14999,15442,15578,262,,,,,,,,,,,,
1100,4.540,27.6,15041,15493,15625,276,,,,,,,,,,,,
1104,4.580,27.7,15126,15595,15719,301,,,,,,,,,,,,
1106,4.940,28.5,15168,15646,15765,312,,,,,,,,,,,,
1111,4.800,28.2,15274,15774,15882,336,,,,,,,,,,,,
1112,4.530,27.5,15296,15799,15906,340,,,,,,,,,,,,
1114,4.560,27.6,15338,15850,15953,348,,,,,,,,,,,,
1116,4.310,27.0,15381,15901,15999,355,,,,,,,,,,,,
1118,4.550,27.6,15423,15951,16046,362,,,,,,,,,,,,
1120,4.470,27.4,15466,16002,16093,368,,,,,,,,,,,,
1122,4.680,27.9,15508,16053,16140,374,,,,,,,,,,,,
1124,4.390,27.2,15551,16103,16186,379,,,,,,,,,,,,
1128,4.300,27.0,15636,16205,16280,388,,,,,,,,,,,,
1130,4.450,27.3,15679,16255,16326,392,,,,,,,,,,,,
1132,4.240,26.8,15722,16306,16373,395,,,,,,,,,,,,
1134,4.460,27.4,15764,16356,16420,398,,,,,,,,,,,,
1136,4.150,26.6,15807,16407,16467,401,,,,,,,,,,,,
1138,4.400,27.2,15850,16457,16513,403,,,,,,,,,,,,
1140,4.070,26.4,15893,16507,16560,405,,,,,,,,,,,,
1142,4.090,26.4,15936,16558,16607,406,,,,,,,,,,,,
1144,4.060,26.3,15979,16608,16653,407,,,,,,,,,,,,
1146,4.550,27.6,16021,16659,16700,408,,,,,,,,,,,,
1148,4.020,26.2,16064,16709,16747,408,,,,,,,,,,,,
1150,4.540,27.6,16107,16759,16793,408,,,,,,,,,,,,
1152,4.240,26.8,16150,16809,16840,408,,,,,,,,,,,,
1154,4.540,27.6,16193,16860,16887,407,,,,,,,,,,,,
1156,4.290,26.9,16236,16910,16934,406,,,,,,,,,,,,
1160,4.030,26.2,16322,17010,17027,402,,,,,,,,,,,,
1161,4.400,27.2,16344,17035,17050,401,,,,,,,,,,,,
1164,4.080,26.4,16409,17111,17120,397,,,,,,,,,,,,
1166,4.480,27.4,16452,17161,17167,394,,,,,,,,,,,,
1168,3.900,25.9,16495,17211,17213,390,,,,,,,,,,,,
1170,4.010,26.2,16538,17261,17260,386,,,,,,,,,,,,
1172,4.160,26.6,16581,17311,17307,382,,,,,,,,,,,,
1174,4.420,27.3,16625,17361,17353,377,,,,,,,,,,,,
1176,4.180,26.6,16668,17411,17400,371,,,,,,,,,,,,
1178,4.030,26.2,16711,17461,17447,365,,,,,,,,,,,,
1180,4.140,26.5,16754,17511,17493,359,,,,,,,,,,,,
1182,4.350,27.1,16798,17561,17540,352,,,,,,,,,,,,
1184,3.960,26.0,16841,17611,17586,345,,,,,,,,,,,,
1186,4.010,26.2,16885,17660,17633,336,,,,,,,,,,,,
1188,4.090,26.4,16928,17710,17680,328,,,,,,,,,,,,
1192,4.260,26.9,17015,17810,17773,308,,,,,,,,,,,,
1193,4.230,26.8,17037,17834,17796,302,,,,,,,,,,,,
1194,3.960,26.1,17058,17859,17819,297,,,,,,,,,,,,
1195,3.880,25.8,17080,17884,17843,291,,,,,,,,,,,,
1197,4.030,26.2,17123,17933,17889,278,,,,,,,,,,,,
1198,4.250,26.8,17145,17958,17912,271,,,,,,,,,,,,
1199,3.920,25.9,17167,17983,17936,264,,,,,,,,,,,,
1201,3.960,26.0,17210,18032,17982,249,,,,,,,,,,,,
1202,4.530,27.5,17232,18057,18005,241,,,,,,,,,,,,
1205,3.870,25.8,17298,18130,18075,214,,,,,,,,,,,,
1206,3.920,25.9,17319,18155,18098,204,,,,,,,,,,,,
1207,4.080,26.4,17341,18179,18121,193,,,,,,,,,,,,
1209,4.160,26.6,17385,18227,18168,169,,,,,,,,,,,,
1210,4.280,26.9,17407,18250,18191,155,,,,,,,,,,,,
1211,4.710,28.0,17428,18272,18213,141,,,,,,,,,,,,
1213,4.050,26.3,17472,18303,18241,154,,,,,,,,,,,,
1214,3.840,25.7,17494,18318,18254,160,,,,,,,,,,,,
1215,4.150,26.6,17516,18332,18268,166,,,,,,,,,,,,
1217,3.870,25.8,17559,18361,18295,177,,,,,,,,,,,,
1218,4.180,26.6,17581,18375,18309,182,,,,,,,,,,,,
1219,3.840,25.7,17603,18389,18322,186,,,,,,,,,,,,
1221,3.620,25.1,17647,18417,18349,195,,,,,,,,,,,,
1222,3.570,24.9,17669,18431,18363,198,,,,,,,,,,,,
1223,3.800,25.6,17691,18445,18376,202,,,,,,,,,,,,
1225,3.700,25.3,17734,18473,18403,209,,,,,,,,,,,,
1226,3.600,25.0,17756,18487,18417,212,,,,,,,,,,,,
1227,3.980,26.1,17778,18501,18430,215,,,,,,,,,,,,
1229,3.670,25.2,17822,18529,18457,220,,,,,,,,,,,,
1230,3.810,25.6,17844,18542,18470,222,,,,,,,,,,,,
1231,3.960,26.0,17866,18556,18484,225,,,,,,,,,,,,
1232,4.020,26.2,17888,18570,18497,227,,,,,,,,,,,,
1233,3.890,25.8,17910,18584,18511,229,,,,,,,,,,,,
1234,4.360,27.1,17932,18598,18524,230,,,,,,,,,,,,
1236,4.090,26.4,17976,18625,18551,234,,,,,,,,,,,,
1238,4.360,27.1,18019,18653,18578,236,,,,,,,,,,,,
1239,3.600,25.0,18041,18666,18592,237,,,,,,,,,,,,
1241,3.940,26.0,18085,18694,18619,239,,,,,,,,,,,,
1242,3.770,25.5,18107,18708,18632,239,,,,,,,,,,,,
1243,3.750,25.4,18129,18721,18645,240,,,,,,,,,,,,
1245,3.800,25.6,18173,18749,18672,241,,,,,,,,,,,,
1246,3.920,25.9,18195,18762,18686,241,,,,,,,,,,,,
1247,3.730,25.4,18217,18776,18699,241,,,,,,,,,,,,
1249,3.990,26.1,18261,18803,18726,241,,,,,,,,,,,,
1250,3.860,25.8,18283,18817,18740,240,,,,,,,,,,,,
1251,3.840,25.7,18305,18830,18753,240,,,,,,,,,,,,
1252,3.740,25.4,18327,18844,18766,239,,,,,,,,,,,,
1253,3.750,25.4,18349,18858,18780,238,,,,,,,,,,,,
1255,3.880,25.8,18393,18885,18807,236,,,,,,,,,,,,
1256,3.800,25.6,18415,18898,18820,235,,,,,,,,,,,,
1257,3.710,25.3,18437,18912,18834,234,,,,,,,,,,,,
1259,3.820,25.6,18481,18939,18860,231,,,,,,,,,,,,
1260,3.630,25.1,18503,18953,18874,229,,,,,,,,,,,,
1264,3.920,25.9,18592,19006,18927,221,,,,,,,,,,,,
1268,4.170,26.6,18680,19060,18981,209,,,,,,,,,,,,
1269,3.930,26.0,18702,19074,18994,206,,,,,,,,,,,,
1272,4.370,27.1,18768,19114,19035,195,,,,,,,,,,,,
1276,4.150,26.6,18857,19167,19088,176,,,,,,,,,,,,
1277,4.010,26.2,18879,19180,19102,171,,,,,,,,,,,,
1280,4.040,26.3,18945,19220,19142,153,,,,,,,,,,,,
1284,3.990,26.1,19034,19271,19195,120,,,,,,,,,,,,
1286,4.120,26.5,19078,19294,19221,97,,,,,,,,,,,,
1288,3.860,25.8,19122,19340,19264,133,,,,,,,,,,,,
1289,3.830,25.7,19144,19362,19285,148,,,,,,,,,,,,
1291,3.810,25.6,19189,19405,19327,172,,,,,,,,,,,,
1292,3.640,25.1,19211,19426,19348,184,,,,,,,,,,,,
1293,3.860,25.8,19233,19447,19369,194,,,,,,,,,,,,
1295,4.060,26.3,19277,19489,19412,213,,,,,,,,,,,,
1296,4.170,26.6,19299,19510,19433,222,,,,,,,,,,,,
1297,3.950,26.0,19322,19531,19454,230,,,,,,,,,,,,
1299,4.010,26.2,19366,19573,19496,246,,,,,,,,,,,,
1300,4.000,26.2,19388,19594,19517,253,,,,,,,,,,,,
1304,4.010,26.2,19477,19677,19601,280,,,,,,,,,,,,
