Proxy depth,UK'37,Published temperature,Published age,Marine04 age,Marine09 age,Age model error,,14C depth,Material,14C age,14C error,忖R,Marine04 age,,,Marine09 age,,
(cm),,(～C),(yr BP),(yr BP),(yr BP),"(yr, 1考)",,(cm),,(yr BP),"(yr, 1考)",(yr),median (yr BP),2考 lower (yr BP),2考 upper (yr BP),median (yr BP),2考 lower (yr BP),2考 upper (yr BP)
1.00,0.865,24.3,194,107,90,228,,20.8,N. dutertrei,720,20,0,363,296,428,363,296,428
20.75,0.838,23.5,362,362,360,42,,200,Mix,2296,65,0,1911,1745,2087,1911,1745,2087
30.75,0.852,23.9,447,453,451,128,,290.8,N. dutertrei,3890,35,0,3864,3733,3971,3864,3733,3971
40.75,0.852,23.9,533,541,539,173,,660.8,Mix,8220,100,0,8748,8478,9002,8748,8478,9002
50.75,0.855,24.0,618,629,627,204,,730.8,Mix,8857,70,0,9518,9386,9702,9518,9386,9702
60.75,0.858,24.1,703,716,714,227,,850.8,N. dutertrei,10620,55,0,11923,11677,12177,11923,11677,12177
70.75,0.852,23.9,788,803,801,245,,1530,Mix,16720,100,0,19469,19207,19803,19471,18962,19855
80.50,0.852,23.9,872,888,886,257,,1550.8,N. dutertrei,17370,110,0,20097,19878,20341,20147,19605,20421
90.50,0.858,24.1,957,976,973,267,,1920.8,G. bulloides,20843,95,0,24456,24128,24793,24383,23966,24787
100.50,0.855,24.0,1042,1062,1060,272,,2120.8,G. bulloides,25200,260,0,,,,29689,29062,30324
110.75,0.841,23.6,1130,1151,1149,274,,2390.8,N. dutertrei,29100,430,0,,,,33158,31929,34502
120.50,0.814,22.8,1213,1236,1233,273,,2640.8,N.dutertrei,34640,820,0,,,,39204,37064,41036
130.75,0.828,23.2,1300,1325,1322,269,,3010.8,G. bulloides,36090,440,0,,,,40854,39637,41698
151.00,0.811,22.7,1473,1500,1497,249,,3200.8,G. bulloides,36810,600,0,,,,41431,40293,42372
160.75,0.807,22.6,1556,1584,1581,234,,,,,,,,,,,,
170.75,0.841,23.6,1641,1670,1667,212,,,,,,,,,,,,
190.50,0.855,24.0,1810,1839,1835,146,,,,,,,,,,,,
200.75,0.852,23.9,1897,1936,1932,100,,,,,,,,,,,,
210.50,0.858,24.1,2108,2147,2144,207,,,,,,,,,,,,
230.50,0.865,24.3,2542,2576,2574,291,,,,,,,,,,,,
240.50,0.852,23.9,2759,2789,2788,304,,,,,,,,,,,,
250.75,0.858,24.1,2981,3008,3007,303,,,,,,,,,,,,
260.75,0.872,24.5,3198,3220,3220,287,,,,,,,,,,,,
270.75,0.865,24.3,3414,3432,3432,254,,,,,,,,,,,,
280.50,0.865,24.3,3626,3638,3638,197,,,,,,,,,,,,
290.75,0.835,23.4,3848,3851,3851,66,,,,,,,,,,,,
300.50,0.838,23.5,3999,3984,3985,162,,,,,,,,,,,,
310.75,0.835,23.4,4158,4122,4123,222,,,,,,,,,,,,
320.75,0.831,23.3,4313,4255,4256,266,,,,,,,,,,,,
330.50,0.835,23.4,4464,4385,4386,300,,,,,,,,,,,,
340.50,0.841,23.6,4619,4518,4519,330,,,,,,,,,,,,
350.75,0.848,23.8,4778,4654,4655,356,,,,,,,,,,,,
360.75,0.841,23.6,4934,4787,4788,378,,,,,,,,,,,,
370.50,0.841,23.6,5085,4916,4917,397,,,,,,,,,,,,
380.50,0.841,23.6,5240,5049,5050,413,,,,,,,,,,,,
390.75,0.838,23.5,5399,5185,5185,428,,,,,,,,,,,,
400.75,0.852,23.9,5554,5317,5318,441,,,,,,,,,,,,
420.50,0.835,23.4,5860,5579,5579,460,,,,,,,,,,,,
430.50,0.831,23.3,6015,5711,5711,468,,,,,,,,,,,,
440.50,0.831,23.3,6170,5844,5844,474,,,,,,,,,,,,
450.50,0.841,23.6,6325,5976,5976,478,,,,,,,,,,,,
460.75,0.838,23.5,6484,6111,6111,481,,,,,,,,,,,,
470.50,0.841,23.6,6635,6240,6240,483,,,,,,,,,,,,
480.75,0.838,23.5,6794,6376,6375,483,,,,,,,,,,,,
500.75,0.835,23.4,7105,6640,6639,480,,,,,,,,,,,,
600.00,0.835,23.4,7248,7948,7946,370,,,,,,,,,,,,
610.50,0.828,23.2,7502,8086,8084,346,,,,,,,,,,,,
620.75,0.811,22.7,7750,8220,8219,318,,,,,,,,,,,,
630.75,0.807,22.6,7993,8351,8349,286,,,,,,,,,,,,
640.75,0.824,23.1,8235,8482,8480,248,,,,,,,,,,,,
660.75,0.824,23.1,8719,8741,8738,131,,,,,,,,,,,,
670.75,0.862,24.2,8821,8858,8857,175,,,,,,,,,,,,
680.75,0.903,25.4,8924,8974,8973,199,,,,,,,,,,,,
690.75,0.841,23.6,9026,9088,9089,208,,,,,,,,,,,,
700.75,0.909,25.6,9128,9203,9204,205,,,,,,,,,,,,
710.75,0.838,23.5,9230,9316,9318,188,,,,,,,,,,,,
720.75,0.845,23.7,9333,9429,9432,153,,,,,,,,,,,,
730.75,0.879,24.7,9435,9542,9546,84,,,,,,,,,,,,
740.75,0.824,23.1,9673,9744,9748,198,,,,,,,,,,,,
751.00,0.828,23.2,9918,9950,9953,259,,,,,,,,,,,,
760.75,0.811,22.7,10150,10145,10148,296,,,,,,,,,,,,
770.75,0.801,22.4,10388,10345,10347,321,,,,,,,,,,,,
780.75,0.797,22.3,10627,10545,10546,336,,,,,,,,,,,,
790.75,0.780,21.8,10865,10744,10745,341,,,,,,,,,,,,
800.75,0.780,21.8,11103,10944,10944,337,,,,,,,,,,,,
810.75,0.770,21.5,11342,11143,11142,325,,,,,,,,,,,,
820.75,0.784,21.9,11580,11341,11340,303,,,,,,,,,,,,
830.75,0.804,22.5,11818,11539,11537,268,,,,,,,,,,,,
850.75,0.746,20.8,12295,11931,11926,130,,,,,,,,,,,,
860.75,0.750,20.9,12405,12047,12041,187,,,,,,,,,,,,
870.75,0.773,21.6,12516,12160,12153,232,,,,,,,,,,,,
880.75,0.787,22.0,12626,12273,12265,269,,,,,,,,,,,,
890.75,0.794,22.2,12736,12386,12376,300,,,,,,,,,,,,
910.75,0.784,21.9,12957,12610,12597,353,,,,,,,,,,,,
920.75,0.767,21.4,13067,12723,12708,375,,,,,,,,,,,,
930.75,0.814,22.8,13178,12835,12819,396,,,,,,,,,,,,
940.75,0.787,22.0,13288,12947,12930,414,,,,,,,,,,,,
950.75,0.773,21.6,13398,13059,13040,432,,,,,,,,,,,,
960.75,0.773,21.6,13509,13171,13151,447,,,,,,,,,,,,
970.75,0.763,21.3,13619,13283,13261,462,,,,,,,,,,,,
980.75,0.777,21.7,13729,13395,13372,476,,,,,,,,,,,,
990.75,0.756,21.1,13840,13507,13482,488,,,,,,,,,,,,
1000.75,0.794,22.2,13950,13619,13592,500,,,,,,,,,,,,
1010.75,0.784,21.9,14061,13731,13703,511,,,,,,,,,,,,
1020.75,0.756,21.1,14171,13842,13813,521,,,,,,,,,,,,
1040.75,0.746,20.8,14392,14066,14034,539,,,,,,,,,,,,
1051.00,0.729,20.3,14505,14181,14147,547,,,,,,,,,,,,
1060.75,0.736,20.5,14612,14290,14254,554,,,,,,,,,,,,
1070.75,0.726,20.2,14723,14401,14365,561,,,,,,,,,,,,
1080.75,0.719,20.0,14833,14513,14475,567,,,,,,,,,,,,
1100.75,0.716,19.9,15054,14736,14695,578,,,,,,,,,,,,
1120.75,0.716,19.9,15274,14960,14915,586,,,,,,,,,,,,
1150.75,0.729,20.3,15605,15295,15246,594,,,,,,,,,,,,
1170.75,0.719,20.0,15826,15518,15466,597,,,,,,,,,,,,
1180.75,0.712,19.8,15936,15629,15576,598,,,,,,,,,,,,
1190.75,0.736,20.5,16047,15741,15686,598,,,,,,,,,,,,
1201.00,0.709,19.7,16160,15855,15799,598,,,,,,,,,,,,
1210.75,0.716,19.9,16267,15964,15906,597,,,,,,,,,,,,
1220.75,0.712,19.8,16378,16075,16016,596,,,,,,,,,,,,
1230.75,0.712,19.8,16488,16187,16126,594,,,,,,,,,,,,
1270.75,0.709,19.7,16929,16633,16566,582,,,,,,,,,,,,
1310.75,0.699,19.4,17371,17078,17005,562,,,,,,,,,,,,
1330.75,0.712,19.8,17592,17301,17225,548,,,,,,,,,,,,
1340.75,0.709,19.7,17702,17412,17334,540,,,,,,,,,,,,
1351.00,0.699,19.4,17815,17526,17447,531,,,,,,,,,,,,
1370.75,0.716,19.9,18033,17746,17664,512,,,,,,,,,,,,
1380.75,0.716,19.9,18143,17857,17773,502,,,,,,,,,,,,
1390.75,0.678,18.8,18254,17968,17883,490,,,,,,,,,,,,
1400.75,0.705,19.6,18364,18079,17993,478,,,,,,,,,,,,
1410.75,0.716,19.9,18474,18191,18102,464,,,,,,,,,,,,
1420.75,0.705,19.6,18585,18302,18212,450,,,,,,,,,,,,
1430.75,0.719,20.0,18695,18413,18321,434,,,,,,,,,,,,
1440.75,0.726,20.2,18805,18524,18431,417,,,,,,,,,,,,
1450.75,0.712,19.8,18916,18635,18540,399,,,,,,,,,,,,
1460.75,0.702,19.5,19026,18746,18649,379,,,,,,,,,,,,
1470.75,0.719,20.0,19136,18856,18759,357,,,,,,,,,,,,
1480.75,0.705,19.6,19247,18967,18868,333,,,,,,,,,,,,
1490.75,0.729,20.3,19357,19078,18977,306,,,,,,,,,,,,
1501.00,0.705,19.6,19470,19191,19089,275,,,,,,,,,,,,
1510.75,0.705,19.6,19578,19299,19195,240,,,,,,,,,,,,
1520.75,0.729,20.3,19688,19408,19303,198,,,,,,,,,,,,
1530.75,0.804,22.5,19798,19531,19424,156,,,,,,,,,,,,
1540.75,0.790,22.1,20185,19826,19721,191,,,,,,,,,,,,
1550.75,0.716,19.9,20572,20108,20008,121,,,,,,,,,,,,
1560.75,0.716,19.9,20682,20232,20132,187,,,,,,,,,,,,
1570.75,0.726,20.2,20791,20352,20252,235,,,,,,,,,,,,
1580.75,0.716,19.9,20901,20471,20371,272,,,,,,,,,,,,
1590.75,0.719,20.0,21010,20589,20489,303,,,,,,,,,,,,
1600.75,0.733,20.4,21120,20708,20608,329,,,,,,,,,,,,
1610.75,0.780,21.8,21229,20826,20726,351,,,,,,,,,,,,
1630.75,0.729,20.3,21448,21062,20963,388,,,,,,,,,,,,
1640.75,0.733,20.4,21558,21180,21081,403,,,,,,,,,,,,
1651.00,0.746,20.8,21670,21301,21202,416,,,,,,,,,,,,
1660.75,0.739,20.6,21777,21416,21317,427,,,,,,,,,,,,
1670.75,0.736,20.5,21886,21534,21435,437,,,,,,,,,,,,
1680.75,0.729,20.3,21996,21652,21553,445,,,,,,,,,,,,
1700.75,0.733,20.4,22215,21888,21789,457,,,,,,,,,,,,
1710.75,0.736,20.5,22324,22005,21907,462,,,,,,,,,,,,
1720.75,0.722,20.1,22434,22123,22025,464,,,,,,,,,,,,
1730.75,0.709,19.7,22543,22241,22142,466,,,,,,,,,,,,
1740.75,0.716,19.9,22653,22358,22260,466,,,,,,,,,,,,
1760.75,0.699,19.4,22872,22593,22495,463,,,,,,,,,,,,
1770.75,0.695,19.3,22981,22711,22613,460,,,,,,,,,,,,
1791.00,0.705,19.6,23203,22949,22851,449,,,,,,,,,,,,
