Proxy depth,UK'37,Published temperature,Published age,Marine04 age,Marine09 age,Age model error,,14C depth,Material,14C age,14C error,忖R,Marine04 age,,,Marine09 age,,
675,0.453,12.4,25720,25642,25676,605,,,,,,,,,,,,
685,0.437,11.9,26210,26128,26162,622,,,,,,,,,,,,
695,0.436,11.9,26690,26614,26647,631,,,,,,,,,,,,
700,0.435,11.9,26940,26858,26890,632,,,,,,,,,,,,
705,0.447,12.2,27180,27101,27132,631,,,,,,,,,,,,
715,0.433,11.8,27670,27589,27617,622,,,,,,,,,,,,
725,0.420,11.4,28160,28078,28101,604,,,,,,,,,,,,
735,0.454,12.4,28650,28568,28584,575,,,,,,,,,,,,
745,0.462,12.7,29140,29060,29065,532,,,,,,,,,,,,
750,0.466,12.8,29380,29313,29301,497,,,,,,,,,,,,
755,0.486,13.4,29620,29497,29516,541,,,,,,,,,,,,
765,0.457,12.5,30110,29871,29897,600,,,,,,,,,,,,
