Proxy depth,UK'37,Published temperature,Published age,Marine04 age,Marine09 age,Age model error,,14C depth,Material,14C age,14C error,忖R,Marine04 age,,,Marine09 age,,
(cm),,(～C),(yr BP),(yr BP),(yr BP),"(yr, 1考)",,(cm),,(yr BP),"(yr, 1考)",(yr),median (yr BP),2考 lower (yr BP),2考 upper (yr BP),median (yr BP),2考 lower (yr BP),2考 upper (yr BP)
0,0.626,17.6,680,NaN,NaN,NaN,,0.5,G. bulloides,1140,90,0,701,544,882,701,544,882
5,0.642,18.1,870,879,893,179,,25,G. bulloides,2060,60,0,1633,1493,1801,1633,1493,1801
15,0.641,18.1,1250,1261,1274,217,,45,G. bulloides,2550,60,0,2218,2055,2342,2218,2055,2342
25,0.651,18.4,1630,1654,1647,76,,85,G. bulloides,3610,90,0,3513,3310,3754,3513,3310,3754
45,0.647,18.3,2220,2201,2196,70,,105,G. bulloides,4410,60,0,4576,4416,4774,4576,4416,4774
55,0.649,18.3,2540,2523,2539,222,,145,G. bulloides,5460,70,0,5829,5654,5983,5829,5654,5983
65,0.651,18.4,2860,2853,2876,255,,165,G. bulloides,6370,90,0,6845,6631,7094,6845,6631,7094
75,0.654,18.5,3190,3186,3211,229,,185,G. bulloides,6960,60,0,7465,7352,7572,7465,7352,7572
85,0.667,18.9,3510,3528,3539,109,,205,G. bulloides,7560,70,0,8024,7877,8170,8024,7877,8170
95,0.675,19.1,4040,4052,4073,234,,225,G. bulloides,8180,90,0,8695,8463,8963,8695,8463,8963
105,0.683,19.4,4580,4595,4594,90,,245,G. bulloides,8690,60,0,9364,9211,9490,9364,9211,9490
115,0.682,19.3,4890,4891,4907,221,,265,G. bulloides,9170,60,0,9971,9742,10154,9971,9742,10154
125,0.685,19.4,5200,5196,5215,250,,305,G. bulloides,10630,120,0,11924,11343,12557,11919,11363,12358
135,0.687,19.5,5510,5504,5521,220,,345,G. bulloides,12260,90,0,13714,13464,13906,13699,13447,13896
145,0.691,19.6,5820,5820,5820,84,,365,G. bulloides,13130,110,0,15003,14481,15414,15077,14253,15846
155,0.696,19.8,6330,6329,6348,233,,405,G. bulloides,14490,110,0,16796,16315,17264,17145,16855,17529
165,0.693,19.7,6840,6859,6861,118,,500,G. bulloides,15960,150,0,18843,18622,19049,18749,18516,19260
175,0.688,19.5,7150,7154,7167,184,,625,G. bulloides,19940,220,0,23264,22594,23896,23316,22584,23885
185,0.698,19.8,7460,7464,7464,55,,750,G. bulloides,24860,470,0,,,,29249,28323,30295
195,0.687,19.5,7740,7736,7749,168,,,,,,,,,,,,
205,0.683,19.4,8020,8022,8023,74,,,,,,,,,,,,
215,0.678,19.2,8350,8364,8373,195,,,,,,,,,,,,
225,0.679,19.2,8680,8721,8711,119,,,,,,,,,,,,
235,0.660,18.7,9020,9030,9034,186,,,,,,,,,,,,
245,0.661,18.7,9370,9354,9347,70,,,,,,,,,,,,
255,0.661,18.7,9680,9641,9654,180,,,,,,,,,,,,
265,0.664,18.8,9990,9944,9950,104,,,,,,,,,,,,
275,0.674,19.1,10480,10429,10436,286,,,,,,,,,,,,
285,0.681,19.3,10970,10925,10916,346,,,,,,,,,,,,
295,0.662,18.7,11460,11424,11393,352,,,,,,,,,,,,
305,0.643,18.1,11950,11934,11864,310,,,,,,,,,,,,
315,0.637,18.0,12390,12361,12324,344,,,,,,,,,,,,
325,0.603,16.9,12830,12798,12778,334,,,,,,,,,,,,
335,0.556,15.5,13270,13238,13229,277,,,,,,,,,,,,
345,0.556,15.5,13720,13688,13673,113,,,,,,,,,,,,
355,0.559,15.6,14370,14307,14367,278,,,,,,,,,,,,
375,0.576,16.1,15460,15394,15589,313,,,,,,,,,,,,
385,0.565,15.8,15910,15850,16125,336,,,,,,,,,,,,
395,0.569,15.9,16350,16311,16658,315,,,,,,,,,,,,
405,0.537,14.9,16800,16781,17184,242,,,,,,,,,,,,
415,0.518,14.4,17010,16989,17367,287,,,,,,,,,,,,
425,0.518,14.4,17230,17203,17547,317,,,,,,,,,,,,
435,0.480,13.2,17440,17418,17727,335,,,,,,,,,,,,
445,0.444,12.1,17660,17634,17906,341,,,,,,,,,,,,
450,0.417,11.3,17770,17742,17995,340,,,,,,,,,,,,
455,0.442,12.1,17870,17851,18085,337,,,,,,,,,,,,
465,0.426,11.6,18090,18068,18263,322,,,,,,,,,,,,
475,0.428,11.6,18300,18286,18441,294,,,,,,,,,,,,
485,0.417,11.3,18520,18504,18619,249,,,,,,,,,,,,
495,0.414,11.2,18730,18725,18795,174,,,,,,,,,,,,
500,0.425,11.6,18840,18839,18881,104,,,,,,,,,,,,
505,0.408,11.0,19020,19007,19061,208,,,,,,,,,,,,
515,0.427,11.6,19370,19353,19413,316,,,,,,,,,,,,
525,0.419,11.4,19730,19701,19763,383,,,,,,,,,,,,
535,0.428,11.6,20080,20050,20113,429,,,,,,,,,,,,
545,0.428,11.6,20440,20401,20462,461,,,,,,,,,,,,
550,0.443,12.1,20620,20576,20636,472,,,,,,,,,,,,
555,0.423,11.5,20790,20751,20810,481,,,,,,,,,,,,
565,0.438,12.0,21150,21103,21158,491,,,,,,,,,,,,
575,0.439,12.0,21500,21455,21506,491,,,,,,,,,,,,
585,0.414,11.2,21860,21807,21853,482,,,,,,,,,,,,
595,0.411,11.1,22210,22160,22200,463,,,,,,,,,,,,
600,0.421,11.4,22390,22337,22373,450,,,,,,,,,,,,
605,0.414,11.2,22570,22514,22546,433,,,,,,,,,,,,
615,0.406,11.0,22920,22870,22892,389,,,,,,,,,,,,
625,0.416,11.3,23280,23233,23231,326,,,,,,,,,,,,
635,0.427,11.6,23760,23706,23726,422,,,,,,,,,,,,
645,0.452,12.4,24250,24188,24215,490,,,,,,,,,,,,
650,0.427,11.6,24500,24430,24459,517,,,,,,,,,,,,
655,0.462,12.7,24740,24672,24703,541,,,,,,,,,,,,
665,0.461,12.6,25230,25156,25190,578,,,,,,,,,,,,
