Proxy depth,UK'37,Published temperature,Published age,Marine04 age,Marine09 age,Age model error,,14C depth,Material,14C age,14C error,忖R,Marine04 age,,,Marine09 age,,
(cm),,(～C),(yr BP),(yr BP),(yr BP),"(yr, 1考)",,(cm),,(yr BP),"(yr, 1考)",(yr),median (yr BP),2考 lower (yr BP),2考 upper (yr BP),median (yr BP),2考 lower (yr BP),2考 upper (yr BP)
303,0.967,28.2,10150,10327,10324,295,,12.5,G. sacculifer,1505,35,0,1055,957,1156,1055,957,1156
313,0.966,28.2,10470,10650,10650,185,,92.5,G. sacculifer,3550,35,0,3435,3351,3542,3435,3351,3542
323,0.959,28.0,10770,10923,10935,175,,317.5,G. sacculifer,9860,45,0,10747,10587,11004,10747,10587,11004
333,0.956,27.9,11050,11156,11187,259,,557.5,G. sacculifer & G. ruber,14080,55,0,16286,15934,16695,16818,16639,16996
343,0.949,27.7,11330,11388,11438,318,,,,,,,,,,,,
353,0.942,27.4,11620,11620,11689,364,,,,,,,,,,,,
363,0.940,27.3,11960,11851,11940,400,,,,,,,,,,,,
373,0.935,27.2,12310,12082,12191,429,,,,,,,,,,,,
388,0.938,27.3,12820,12428,12568,463,,,,,,,,,,,,
393,0.940,27.4,12990,12544,12694,472,,,,,,,,,,,,
398,0.938,27.3,13170,12659,12819,481,,,,,,,,,,,,
403,0.941,27.4,13340,12774,12945,488,,,,,,,,,,,,
408,0.947,27.6,13510,12890,13070,494,,,,,,,,,,,,
413,0.947,27.6,13680,13005,13196,499,,,,,,,,,,,,
418,0.942,27.4,13860,13120,13321,503,,,,,,,,,,,,
423,0.940,27.4,14030,13235,13447,507,,,,,,,,,,,,
428,0.946,27.6,14200,13350,13572,509,,,,,,,,,,,,
433,0.943,27.4,14370,13465,13698,511,,,,,,,,,,,,
438,0.929,27.0,14550,13581,13823,512,,,,,,,,,,,,
443,0.925,26.9,14710,13696,13948,512,,,,,,,,,,,,
448,0.924,26.8,14780,13811,14074,511,,,,,,,,,,,,
453,0.927,26.9,14850,13926,14199,510,,,,,,,,,,,,
458,0.921,26.7,14920,14041,14325,507,,,,,,,,,,,,
463,0.928,27.0,14990,14156,14450,504,,,,,,,,,,,,
468,0.917,26.6,15060,14271,14576,500,,,,,,,,,,,,
473,0.918,26.6,15130,14386,14701,495,,,,,,,,,,,,
483,0.912,26.5,15270,14615,14952,482,,,,,,,,,,,,
493,0.920,26.7,15410,14845,15203,466,,,,,,,,,,,,
503,0.921,26.7,15550,15074,15453,444,,,,,,,,,,,,
513,0.920,26.7,15690,15304,15704,418,,,,,,,,,,,,
523,0.915,26.5,15830,15533,15955,386,,,,,,,,,,,,
533,0.911,26.4,15970,15762,16205,346,,,,,,,,,,,,
543,0.911,26.4,16110,15990,16456,295,,,,,,,,,,,,
553,0.911,26.4,16250,16217,16706,227,,,,,,,,,,,,
563,0.908,26.3,16390,16467,16979,247,,,,,,,,,,,,
573,0.908,26.3,16530,16754,17275,331,,,,,,,,,,,,
583,0.904,26.2,16670,17041,17571,398,,,,,,,,,,,,
593,0.906,26.3,16810,17327,17866,455,,,,,,,,,,,,
603,0.914,26.5,16950,17614,18161,507,,,,,,,,,,,,
613,0.922,26.8,17090,17900,18455,553,,,,,,,,,,,,
623,0.918,26.7,17230,18186,18750,596,,,,,,,,,,,,
633,0.920,26.7,17370,18472,19044,637,,,,,,,,,,,,
643,0.923,26.8,17510,18758,19339,674,,,,,,,,,,,,
653,0.924,26.8,17650,19044,19633,710,,,,,,,,,,,,
663,0.924,26.8,17790,19330,19928,744,,,,,,,,,,,,
673,0.926,26.9,17930,19616,20222,777,,,,,,,,,,,,
683,0.923,26.8,18070,19902,20516,809,,,,,,,,,,,,
693,0.923,26.8,18210,20188,20810,839,,,,,,,,,,,,
703,0.919,26.7,18350,20474,21104,868,,,,,,,,,,,,
713,0.923,26.8,18490,20760,21399,896,,,,,,,,,,,,
723,0.928,27.0,18630,21046,21693,924,,,,,,,,,,,,
733,0.925,26.9,18770,21332,21987,950,,,,,,,,,,,,
743,0.920,26.7,18910,21618,22281,976,,,,,,,,,,,,
753,0.919,26.7,19050,21904,22575,1001,,,,,,,,,,,,
