Proxy depth,Mg/Ca,Published temperature,Published age,Marine04 age,Marine09 age,Age model error,,14C depth,Material,14C age,14C error,忖R,Marine04 age,,,Marine09 age,,
(cm),(mmol/mol),(～C),(yr BP),(yr BP),(yr BP),"(yr, 1考)",,(cm),,(yr BP),"(yr, 1考)",(yr),median (yr BP),2考 lower (yr BP),2考 upper (yr BP),median (yr BP),2考 lower (yr BP),2考 upper (yr BP)
1,4.880,28.4,126,-249,-253,414,,36,Planktics,995,189.7,80,514,140,872,514,140,872
3,4.970,28.6,147,-206,-210,404,,111,Planktics,1830,170.9,80,1307,945,1681,1307,945,1681
5,5.280,29.2,169,-164,-168,394,,286,Planktics,3440,108.2,80,3211,2915,3465,3211,2915,3465
7,5.040,28.7,190,-122,-126,384,,611,Planktics,7810,108.2,80,8195,7967,8391,8195,7967,8391
9,5.030,28.7,212,-80,-83,373,,711,Planktics,9420,134,80,10167,9770,10499,10167,9770,10499
11,4.960,28.5,233,-38,-41,363,,738,Planktics,10600,228,80,11753,11136,12625,11737,11144,12530
13,4.680,27.9,255,5,2,352,,780,Planktics,11600,161.6,80,13040,12830,13280,12988,12664,13286
15,4.770,28.1,276,47,45,340,,811,Planktics,13150,143.2,230,14614,14116,15105,14646,14089,15167
17,4.870,28.3,298,89,87,328,,908,Planktics,15650,228,230,18267,17531,18818,18234,17686,18671
19,4.710,28.0,319,132,130,316,,1008,Planktics,17600,404.5,230,20123,19305,21090,20195,19410,21306
21,4.930,28.5,341,174,172,303,,,,,,,,,,,,
23,5.230,29.1,362,216,215,290,,,,,,,,,,,,
25,5.080,28.8,384,259,258,276,,,,,,,,,,,,
27,4.900,28.4,405,302,301,261,,,,,,,,,,,,
31,4.820,28.2,448,387,387,229,,,,,,,,,,,,
33,4.920,28.5,470,430,431,211,,,,,,,,,,,,
35,5.020,28.7,491,474,475,192,,,,,,,,,,,,
36,5.440,29.6,502,501,499,187,,,,,,,,,,,,
37,4.860,28.3,513,513,511,188,,,,,,,,,,,,
39,5.050,28.7,534,536,534,192,,,,,,,,,,,,
43,5.150,29.0,577,581,579,200,,,,,,,,,,,,
47,4.750,28.1,620,625,623,207,,,,,,,,,,,,
51,4.940,28.5,663,669,667,213,,,,,,,,,,,,
55,5.130,28.9,706,713,711,219,,,,,,,,,,,,
59,5.080,28.8,749,757,755,223,,,,,,,,,,,,
61,4.990,28.6,771,779,777,225,,,,,,,,,,,,
63,4.910,28.4,792,800,799,226,,,,,,,,,,,,
67,4.890,28.4,835,844,843,228,,,,,,,,,,,,
71,5.620,29.9,878,888,886,230,,,,,,,,,,,,
75,5.230,29.1,921,931,930,230,,,,,,,,,,,,
79,5.140,28.9,964,975,973,229,,,,,,,,,,,,
83,4.780,28.1,1007,1018,1016,228,,,,,,,,,,,,
86,5.380,29.4,1039,1050,1049,226,,,,,,,,,,,,
87,5.030,28.7,1050,1061,1060,225,,,,,,,,,,,,
91,5.010,28.7,1093,1104,1103,222,,,,,,,,,,,,
95,5.250,29.2,1136,1147,1146,217,,,,,,,,,,,,
99,5.000,28.6,1179,1190,1189,211,,,,,,,,,,,,
103,5.100,28.9,1222,1233,1231,204,,,,,,,,,,,,
107,5.400,29.5,1265,1275,1273,196,,,,,,,,,,,,
111,4.840,28.3,1308,1316,1314,188,,,,,,,,,,,,
115,4.990,28.6,1351,1362,1359,200,,,,,,,,,,,,
119,5.110,28.9,1394,1406,1404,213,,,,,,,,,,,,
123,4.950,28.5,1437,1450,1447,225,,,,,,,,,,,,
127,4.750,28.1,1480,1494,1491,236,,,,,,,,,,,,
131,4.700,27.9,1523,1537,1534,247,,,,,,,,,,,,
135,5.010,28.7,1566,1581,1578,256,,,,,,,,,,,,
136,5.120,28.9,1577,1592,1589,258,,,,,,,,,,,,
139,5.260,29.2,1609,1624,1621,264,,,,,,,,,,,,
143,5.110,28.9,1652,1667,1665,272,,,,,,,,,,,,
147,5.240,29.2,1695,1711,1708,279,,,,,,,,,,,,
151,4.930,28.5,1738,1754,1751,285,,,,,,,,,,,,
155,5.030,28.7,1781,1797,1794,291,,,,,,,,,,,,
159,4.950,28.5,1824,1840,1838,296,,,,,,,,,,,,
161,5.170,29.0,1846,1862,1859,298,,,,,,,,,,,,
163,5.250,29.2,1867,1883,1881,300,,,,,,,,,,,,
167,5.180,29.0,1910,1926,1924,304,,,,,,,,,,,,
171,5.160,29.0,1953,1969,1967,307,,,,,,,,,,,,
175,5.460,29.6,1996,2012,2010,310,,,,,,,,,,,,
179,5.150,29.0,2039,2055,2053,312,,,,,,,,,,,,
183,5.500,29.7,2082,2098,2096,314,,,,,,,,,,,,
186,5.090,28.8,2114,2130,2128,315,,,,,,,,,,,,
187,5.290,29.3,2125,2141,2139,316,,,,,,,,,,,,
191,5.500,29.7,2168,2184,2182,316,,,,,,,,,,,,
195,5.100,28.9,2211,2227,2225,317,,,,,,,,,,,,
199,5.410,29.5,2254,2270,2268,317,,,,,,,,,,,,
207,5.440,29.6,2340,2355,2354,315,,,,,,,,,,,,
211,4.880,28.4,2383,2398,2397,313,,,,,,,,,,,,
215,5.010,28.7,2426,2441,2440,311,,,,,,,,,,,,
219,5.010,28.7,2469,2484,2483,308,,,,,,,,,,,,
223,5.280,29.2,2512,2526,2525,305,,,,,,,,,,,,
227,5.280,29.2,2555,2569,2568,301,,,,,,,,,,,,
231,4.740,28.0,2598,2612,2611,297,,,,,,,,,,,,
235,5.440,29.6,2641,2654,2654,292,,,,,,,,,,,,
239,5.330,29.3,2684,2697,2696,286,,,,,,,,,,,,
243,5.190,29.0,2727,2739,2739,280,,,,,,,,,,,,
247,5.370,29.4,2770,2782,2782,272,,,,,,,,,,,,
251,4.940,28.5,2813,2824,2824,264,,,,,,,,,,,,
255,5.460,29.6,2856,2867,2867,256,,,,,,,,,,,,
259,5.230,29.1,2899,2909,2910,246,,,,,,,,,,,,
263,4.920,28.5,2942,2952,2952,235,,,,,,,,,,,,
267,4.950,28.5,2985,2994,2995,223,,,,,,,,,,,,
271,5.640,30.0,3028,3036,3037,209,,,,,,,,,,,,
