Proxy depth,Mg/Ca,Published temperature,Published age,Marine04 age,Marine09 age,Age model error,,14C depth,Material,14C age,14C error,忖R,Marine04 age,,,Marine09 age,,
275,5.320,29.3,3071,3078,3079,193,,,,,,,,,,,,
279,5.150,29.0,3114,3120,3121,175,,,,,,,,,,,,
283,4.960,28.5,3157,3161,3163,153,,,,,,,,,,,,
286,5.030,28.7,3189,3190,3192,132,,,,,,,,,,,,
287,5.040,28.7,3200,3208,3210,144,,,,,,,,,,,,
291,4.890,28.4,3222,3271,3273,179,,,,,,,,,,,,
295,5.030,28.7,3287,3334,3336,208,,,,,,,,,,,,
299,5.100,28.9,3351,3396,3398,232,,,,,,,,,,,,
303,4.990,28.6,3416,3459,3460,254,,,,,,,,,,,,
307,4.860,28.3,3480,3521,3522,273,,,,,,,,,,,,
311,5.060,28.8,3545,3583,3584,290,,,,,,,,,,,,
315,4.630,27.8,3610,3645,3646,306,,,,,,,,,,,,
319,4.910,28.4,3674,3707,3708,321,,,,,,,,,,,,
323,5.200,29.1,3739,3769,3770,334,,,,,,,,,,,,
327,5.060,28.8,3803,3831,3832,347,,,,,,,,,,,,
331,4.680,27.9,3868,3892,3894,359,,,,,,,,,,,,
335,5.050,28.7,3932,3954,3955,370,,,,,,,,,,,,
336,5.540,29.8,3948,3970,3971,372,,,,,,,,,,,,
339,5.110,28.9,3997,4016,4017,380,,,,,,,,,,,,
343,4.940,28.5,4025,4078,4079,390,,,,,,,,,,,,
347,5.030,28.7,4045,4139,4140,399,,,,,,,,,,,,
351,4.990,28.6,4075,4201,4202,407,,,,,,,,,,,,
355,5.050,28.7,4100,4263,4264,415,,,,,,,,,,,,
359,5.050,28.7,4119,4324,4325,423,,,,,,,,,,,,
363,5.290,29.3,4184,4386,4387,430,,,,,,,,,,,,
367,4.860,28.3,4249,4448,4449,437,,,,,,,,,,,,
371,5.290,29.3,4313,4509,4510,443,,,,,,,,,,,,
375,5.160,29.0,4378,4571,4572,449,,,,,,,,,,,,
379,5.260,29.2,4442,4632,4633,454,,,,,,,,,,,,
383,5.030,28.7,4507,4694,4695,459,,,,,,,,,,,,
386,5.460,29.6,4555,4740,4741,463,,,,,,,,,,,,
387,5.230,29.1,4571,4756,4756,464,,,,,,,,,,,,
389,5.010,28.7,4603,4786,4787,466,,,,,,,,,,,,
391,5.540,29.8,4636,4817,4818,468,,,,,,,,,,,,
395,5.740,30.2,4700,4879,4879,472,,,,,,,,,,,,
399,5.180,29.0,4765,4940,4941,476,,,,,,,,,,,,
403,5.290,29.3,4829,5002,5002,480,,,,,,,,,,,,
407,5.290,29.3,4894,5063,5064,483,,,,,,,,,,,,
411,5.300,29.3,4958,5125,5125,485,,,,,,,,,,,,
419,5.190,29.0,5087,5248,5248,490,,,,,,,,,,,,
423,5.140,28.9,5152,5309,5309,492,,,,,,,,,,,,
431,5.280,29.2,5281,5432,5432,495,,,,,,,,,,,,
435,5.480,29.7,5346,5493,5493,496,,,,,,,,,,,,
436,5.480,29.7,5362,5509,5509,496,,,,,,,,,,,,
439,5.390,29.5,5410,5555,5555,497,,,,,,,,,,,,
443,5.160,29.0,5475,5616,5616,497,,,,,,,,,,,,
447,5.470,29.6,5539,5678,5677,497,,,,,,,,,,,,
451,5.360,29.4,5604,5739,5739,497,,,,,,,,,,,,
455,5.760,30.2,5668,5800,5800,497,,,,,,,,,,,,
459,5.470,29.6,5733,5862,5861,496,,,,,,,,,,,,
461,5.440,29.6,5765,5892,5892,496,,,,,,,,,,,,
463,5.390,29.5,5797,5923,5923,495,,,,,,,,,,,,
467,5.690,30.1,5862,5984,5984,494,,,,,,,,,,,,
471,5.170,29.0,5926,6046,6045,492,,,,,,,,,,,,
475,5.340,29.4,5991,6107,6107,491,,,,,,,,,,,,
479,5.360,29.4,6056,6168,6168,488,,,,,,,,,,,,
483,4.890,28.4,6120,6230,6229,486,,,,,,,,,,,,
487,5.080,28.8,6185,6291,6290,483,,,,,,,,,,,,
491,5.220,29.1,6249,6352,6352,480,,,,,,,,,,,,
495,5.310,29.3,6314,6413,6413,477,,,,,,,,,,,,
499,4.990,28.6,6378,6475,6474,473,,,,,,,,,,,,
503,5.430,29.6,6443,6536,6535,469,,,,,,,,,,,,
507,5.270,29.2,6507,6597,6596,465,,,,,,,,,,,,
511,5.280,29.2,6572,6658,6658,460,,,,,,,,,,,,
515,5.740,30.2,6636,6720,6719,455,,,,,,,,,,,,
519,5.300,29.3,6701,6781,6780,450,,,,,,,,,,,,
523,5.470,29.6,6765,6842,6841,444,,,,,,,,,,,,
527,5.340,29.4,6830,6903,6902,438,,,,,,,,,,,,
531,5.170,29.0,6895,6964,6963,431,,,,,,,,,,,,
535,5.230,29.1,6959,7025,7024,424,,,,,,,,,,,,
536,5.690,30.1,6975,7041,7040,423,,,,,,,,,,,,
539,5.610,29.9,7024,7087,7086,417,,,,,,,,,,,,
543,5.030,28.7,7088,7148,7147,409,,,,,,,,,,,,
547,5.280,29.2,7153,7209,7208,401,,,,,,,,,,,,
551,5.180,29.0,7217,7270,7269,392,,,,,,,,,,,,
555,4.960,28.5,7282,7331,7330,382,,,,,,,,,,,,
559,5.220,29.1,7346,7392,7391,372,,,,,,,,,,,,
563,5.400,29.5,7411,7453,7452,361,,,,,,,,,,,,
567,5.390,29.5,7475,7514,7513,349,,,,,,,,,,,,
571,5.110,28.9,7540,7575,7573,337,,,,,,,,,,,,
575,5.160,29.0,7604,7636,7634,324,,,,,,,,,,,,
579,4.810,28.2,7669,7697,7695,309,,,,,,,,,,,,
583,5.170,29.0,7733,7757,7756,294,,,,,,,,,,,,
586,5.640,30.0,7782,7803,7802,281,,,,,,,,,,,,
587,5.020,28.7,7798,7818,7817,277,,,,,,,,,,,,
591,5.110,28.9,7863,7879,7877,258,,,,,,,,,,,,
595,5.720,30.1,7927,7939,7938,237,,,,,,,,,,,,
599,5.220,29.1,7992,8000,7998,214,,,,,,,,,,,,
603,5.260,29.2,8056,8060,8059,187,,,,,,,,,,,,
607,5.550,29.8,8121,8120,8119,154,,,,,,,,,,,,
611,5.300,29.3,8185,8178,8176,108,,,,,,,,,,,,
615,5.160,29.0,8250,8260,8259,161,,,,,,,,,,,,
619,5.520,29.7,8314,8340,8339,196,,,,,,,,,,,,
623,5.530,29.8,8379,8419,8418,224,,,,,,,,,,,,
627,5.560,29.8,8443,8497,8498,246,,,,,,,,,,,,
631,5.400,29.5,8643,8576,8577,264,,,,,,,,,,,,
635,5.300,29.3,8708,8655,8656,280,,,,,,,,,,,,
639,5.310,29.3,8772,8733,8735,293,,,,,,,,,,,,
643,5.010,28.7,8902,8811,8814,303,,,,,,,,,,,,
647,5.510,29.7,8934,8890,8893,312,,,,,,,,,,,,
651,5.300,29.3,9031,8968,8972,318,,,,,,,,,,,,
655,5.270,29.2,9063,9046,9050,323,,,,,,,,,,,,
659,5.210,29.1,9095,9124,9129,326,,,,,,,,,,,,
661,5.460,29.6,9160,9163,9168,327,,,,,,,,,,,,
663,5.210,29.1,9192,9202,9208,328,,,,,,,,,,,,
667,5.610,29.9,9224,9280,9286,328,,,,,,,,,,,,
671,5.110,28.9,9353,9358,9364,326,,,,,,,,,,,,
675,5.660,30.0,9353,9436,9443,323,,,,,,,,,,,,
679,5.270,29.2,9418,9513,9521,318,,,,,,,,,,,,
683,5.080,28.8,9482,9591,9599,311,,,,,,,,,,,,
687,5.190,29.0,9595,9668,9677,303,,,,,,,,,,,,
691,4.990,28.6,9611,9746,9755,292,,,,,,,,,,,,
695,5.450,29.6,9676,9823,9833,279,,,,,,,,,,,,
699,5.310,29.3,9740,9900,9911,263,,,,,,,,,,,,
703,5.120,28.9,9805,9977,9989,244,,,,,,,,,,,,
707,5.050,NaN,9870,10054,10066,220,,,,,,,,,,,,
711,4.930,28.5,10092,10127,10140,189,,,,,,,,,,,,
715,5.340,29.4,10273,10391,10398,267,,,,,,,,,,,,
719,5.050,28.7,10454,10650,10651,313,,,,,,,,,,,,
723,5.250,29.2,10635,10908,10904,343,,,,,,,,,,,,
727,5.260,29.2,10816,11166,11155,360,,,,,,,,,,,,
731,5.130,28.9,10997,11423,11406,367,,,,,,,,,,,,
735,4.900,28.4,11179,11679,11656,366,,,,,,,,,,,,
739,4.850,28.3,11360,11899,11869,357,,,,,,,,,,,,
743,4.980,28.6,11541,12015,11980,345,,,,,,,,,,,,
747,5.060,28.8,11722,12130,12089,335,,,,,,,,,,,,
751,4.680,27.9,11903,12244,12198,324,,,,,,,,,,,,
755,5.100,28.9,12084,12358,12306,311,,,,,,,,,,,,
759,5.020,28.7,12265,12471,12413,296,,,,,,,,,,,,
761,4.990,28.6,12356,12527,12467,287,,,,,,,,,,,,
763,4.940,28.5,12446,12584,12521,277,,,,,,,,,,,,
767,5.020,28.7,12627,12696,12627,254,,,,,,,,,,,,
771,4.640,27.8,12809,12808,12734,226,,,,,,,,,,,,
775,4.730,28.0,12990,12920,12840,188,,,,,,,,,,,,
779,4.730,28.0,13171,13029,12944,133,,,,,,,,,,,,
783,5.080,28.8,13352,13211,13133,192,,,,,,,,,,,,
787,4.830,28.2,13533,13415,13349,249,,,,,,,,,,,,
791,5.040,28.7,13714,13618,13563,282,,,,,,,,,,,,
795,5.130,28.9,13895,13820,13778,299,,,,,,,,,,,,
799,4.810,28.2,14076,14022,13991,304,,,,,,,,,,,,
803,4.950,28.5,14697,14223,14204,298,,,,,,,,,,,,
807,4.720,28.0,14806,14424,14416,281,,,,,,,,,,,,
811,4.390,27.2,14914,14620,14624,254,,,,,,,,,,,,
815,4.220,26.7,15023,14773,14776,288,,,,,,,,,,,,
819,4.560,27.6,15131,14922,14924,320,,,,,,,,,,,,
823,4.480,27.4,15239,15071,15072,347,,,,,,,,,,,,
827,4.890,28.4,15348,15219,15220,370,,,,,,,,,,,,
831,4.380,27.2,15456,15366,15367,389,,,,,,,,,,,,
835,4.360,27.1,15564,15514,15514,406,,,,,,,,,,,,
839,4.120,26.5,15673,15661,15661,420,,,,,,,,,,,,
843,4.250,26.8,15781,15809,15808,432,,,,,,,,,,,,
847,4.180,26.6,15890,15956,15955,442,,,,,,,,,,,,
851,4.220,26.7,15998,16103,16101,449,,,,,,,,,,,,
855,4.130,26.5,16106,16250,16248,455,,,,,,,,,,,,
859,4.460,27.4,16215,16396,16394,458,,,,,,,,,,,,
861,4.050,26.3,16269,16470,16467,459,,,,,,,,,,,,
863,4.220,26.7,16323,16543,16541,460,,,,,,,,,,,,
867,4.040,26.3,16431,16690,16687,460,,,,,,,,,,,,
871,4.130,26.5,16540,16836,16833,457,,,,,,,,,,,,
875,3.950,26.0,16648,16983,16979,453,,,,,,,,,,,,
879,4.290,26.9,16756,17129,17125,447,,,,,,,,,,,,
883,4.140,26.5,16865,17275,17271,438,,,,,,,,,,,,
887,3.970,26.1,16973,17421,17416,427,,,,,,,,,,,,
891,3.790,25.6,17082,17567,17562,414,,,,,,,,,,,,
895,3.990,26.1,17190,17713,17707,398,,,,,,,,,,,,
899,3.910,25.9,17298,17858,17852,379,,,,,,,,,,,,
903,4.010,26.2,17407,18002,17996,355,,,,,,,,,,,,
907,4.110,26.5,17515,18146,18139,327,,,,,,,,,,,,
911,3.960,26.0,17623,18244,18245,327,,,,,,,,,,,,
915,4.130,26.5,17732,18327,18337,337,,,,,,,,,,,,
919,4.070,26.3,17840,18410,18430,347,,,,,,,,,,,,
923,4.060,26.3,17949,18492,18521,355,,,,,,,,,,,,
927,4.180,26.6,18057,18574,18613,364,,,,,,,,,,,,
931,4.020,26.2,18165,18656,18704,371,,,,,,,,,,,,
935,4.090,26.4,18274,18738,18796,378,,,,,,,,,,,,
939,4.110,26.5,18382,18819,18887,385,,,,,,,,,,,,
943,4.030,26.2,18490,18901,18978,391,,,,,,,,,,,,
947,3.840,25.7,18599,18983,19069,397,,,,,,,,,,,,
951,4.060,26.3,18707,19064,19160,403,,,,,,,,,,,,
955,3.830,25.7,18815,19145,19251,408,,,,,,,,,,,,
959,4.090,26.4,18924,19227,19342,413,,,,,,,,,,,,
961,4.210,26.7,18978,19267,19387,415,,,,,,,,,,,,
963,3.900,25.9,19032,19308,19433,417,,,,,,,,,,,,
967,3.730,25.4,19141,19389,19523,421,,,,,,,,,,,,
971,3.900,25.9,19249,19470,19614,425,,,,,,,,,,,,
975,3.790,25.6,19357,19551,19705,428,,,,,,,,,,,,
979,4.170,26.6,19466,19632,19795,431,,,,,,,,,,,,
983,3.960,26.0,19574,19713,19885,434,,,,,,,,,,,,
987,4.120,26.5,19682,19794,19976,436,,,,,,,,,,,,
991,4.040,26.3,19791,19874,20066,438,,,,,,,,,,,,
995,4.310,27.0,19899,19955,20156,440,,,,,,,,,,,,
1011,4.290,26.9,20333,20270,20513,438,,,,,,,,,,,,
