Proxy depth,UK'37,Published temperature,Published age,Marine04 age,Marine09 age,Age model error,,14C depth,Material,14C age,14C error,忖R,Marine04 age,,,Marine09 age,,
(cm),,(～C),(yr BP),(yr BP),(yr BP),"(yr, 1考)",,(cm),,(yr BP),"(yr, 1考)",(yr),median (yr BP),2考 lower (yr BP),2考 upper (yr BP),median (yr BP),2考 lower (yr BP),2考 upper (yr BP)
1,0.796,22.3,172,1507,1539,681,,26.05,N. dutertrei,3810,116,-50,3826,3518,4144,3826,3518,4144
6,0.796,22.3,862,1953,1982,615,,59.65,N. dutertrei,6745,209,-50,7294,6826,7682,7294,6826,7682
11,0.806,22.6,1552,2400,2425,542,,151.85,N. dutertrei,14055,143,-50,16310,15811,16830,16824,16447,17150
16,0.813,22.8,2242,2847,2868,457,,204.65,N. dutertrei,16509,264,-50,19325,18905,19840,19270,18749,19890
20,0.808,22.6,2931,3295,3310,352,,292.25,Aira-Tanzawa ash (285-299.5 cm depth),24330,225,-50,,,,28828,28272,29404
21,0.824,23.1,3046,3370,3384,331,,,,,,,,,,,,
26,0.819,22.9,3736,3824,3833,202,,,,,,,,,,,,
31,0.816,22.8,4665,4305,4315,300,,,,,,,,,,,,
36,0.822,23.0,5594,4792,4801,369,,,,,,,,,,,,
55,0.805,22.5,6383,6744,6752,321,,,,,,,,,,,,
60,0.798,22.3,7262,7235,7243,224,,,,,,,,,,,,
64,0.837,23.5,7731,7706,7736,338,,,,,,,,,,,,
69,0.868,24.4,8201,8178,8231,424,,,,,,,,,,,,
74,0.835,23.4,8670,8650,8726,489,,,,,,,,,,,,
79,0.835,23.4,9139,9122,9222,539,,,,,,,,,,,,
84,0.784,21.9,9609,9595,9718,577,,,,,,,,,,,,
88,0.798,22.3,10078,10067,10215,608,,,,,,,,,,,,
93,0.788,22.0,10547,10540,10711,630,,,,,,,,,,,,
98,0.808,22.6,11017,11013,11208,646,,,,,,,,,,,,
103,0.792,22.2,11486,11486,11704,655,,,,,,,,,,,,
108,0.801,22.4,11955,11959,12201,658,,,,,,,,,,,,
112,0.809,22.6,12425,12432,12698,654,,,,,,,,,,,,
117,0.790,22.1,12894,12905,13195,644,,,,,,,,,,,,
118,0.778,21.7,12992,13004,13299,642,,,,,,,,,,,,
123,0.754,21.0,13461,13478,13796,624,,,,,,,,,,,,
128,0.757,21.1,13930,13951,14294,598,,,,,,,,,,,,
133,0.756,21.1,14400,14425,14791,564,,,,,,,,,,,,
137,0.771,21.5,14869,14899,15289,520,,,,,,,,,,,,
142,0.752,21.0,15338,15373,15787,462,,,,,,,,,,,,
147,0.699,19.4,15808,15847,16286,383,,,,,,,,,,,,
152,0.740,20.6,16277,16318,16781,264,,,,,,,,,,,,
157,0.746,20.8,16609,16599,17017,325,,,,,,,,,,,,
161,0.735,20.5,16941,16875,17244,368,,,,,,,,,,,,
176,0.721,20.1,17107,17703,17929,419,,,,,,,,,,,,
181,0.724,20.1,17439,17979,18158,417,,,,,,,,,,,,
185,0.714,19.8,17772,18256,18386,406,,,,,,,,,,,,
190,0.757,21.1,18104,18533,18615,385,,,,,,,,,,,,
195,0.738,20.6,18436,18810,18845,353,,,,,,,,,,,,
200,0.742,20.7,18769,19088,19075,306,,,,,,,,,,,,
205,0.775,21.7,19101,19378,19318,245,,,,,,,,,,,,
209,0.746,20.8,19668,19880,19821,371,,,,,,,,,,,,
214,0.754,21.0,20234,20397,20342,460,,,,,,,,,,,,
219,0.762,21.3,20801,20915,20863,525,,,,,,,,,,,,
224,0.744,20.7,21367,21432,21385,574,,,,,,,,,,,,
229,0.780,21.8,21934,21950,21907,612,,,,,,,,,,,,
233,0.764,21.3,22500,22469,22430,640,,,,,,,,,,,,
238,0.779,21.8,23067,22987,22952,660,,,,,,,,,,,,
248,0.784,21.9,24200,24024,23998,678,,,,,,,,,,,,
253,0.773,21.6,24766,24543,24520,676,,,,,,,,,,,,
257,0.739,20.6,25333,25062,25044,667,,,,,,,,,,,,
262,0.750,20.9,25899,25581,25567,652,,,,,,,,,,,,
267,0.744,20.7,26466,26100,26090,628,,,,,,,,,,,,
272,0.721,20.1,27032,26619,26614,596,,,,,,,,,,,,
277,0.729,20.3,27599,27139,27138,553,,,,,,,,,,,,
281,0.763,21.3,28165,27659,27662,498,,,,,,,,,,,,
