Proxy depth,UK'37,Published temperature,Published age,Marine04 age,Marine09 age,Age model error,,14C depth,Material,14C age,14C error,忖R,Marine04 age,,,Marine09 age,,
(cm),,(～C),(yr BP),(yr BP),(yr BP),"(yr, 1考)",,(cm),,(yr BP),"(yr, 1考)",(yr),median (yr BP),2考 lower (yr BP),2考 upper (yr BP),median (yr BP),2考 lower (yr BP),2考 upper (yr BP)
2,0.737,20.5,46,10,43,268,,9,G. inflata,940,30,100,467,321,550,467,321,550
4,0.741,20.7,92,128,157,228,,17,G. bulloides,1130,50,100,603,500,712,603,500,712
6,0.736,20.5,139,247,270,180,,29,G. bulloides,1390,40,100,832,692,953,832,692,953
8,0.736,20.5,185,368,383,114,,53,G. inflata,1970,40,100,1417,1283,1554,1417,1283,1554
10,0.741,20.6,231,452,452,83,,65,G. bulloides,2550,40,100,2098,1937,2287,2098,1937,2287
12,0.741,20.6,277,495,496,105,,89,G. bulloides,4290,40,100,4276,4077,4439,4276,4077,4439
14,0.743,20.7,323,540,539,104,,101,G. bulloides,4220,40,100,4180,3985,4375,4180,3985,4375
16,0.744,20.8,369,585,583,80,,121,G. inflata,4560,20,100,4647,4494,4806,4647,4494,4806
18,0.746,20.8,416,625,624,75,,123,G. bulloides,5080,40,100,5336,5088,5508,5336,5088,5508
20,0.741,20.6,488,658,661,100,,158,G. bulloides,7100,40,100,7496,7390,7610,7496,7390,7610
22,0.723,20.1,561,693,697,110,,184,G. bulloides,7620,40,100,7982,7850,8137,7982,7850,8137
24,0.738,20.6,633,729,734,111,,186,G. bulloides,7590,40,100,7951,7815,8111,7951,7815,8111
26,0.709,19.7,706,765,770,102,,202,G. bulloides,9280,60,100,9973,9703,10178,9973,9703,10178
28,0.662,18.3,778,802,806,82,,230,G. bulloides,10520,40,100,11507,11237,11835,11507,11237,11835
30,0.709,19.7,851,845,849,92,,259,G. bulloides,11780,40,100,13167,13049,13286,13179,12964,13322
32,0.744,20.8,923,893,898,128,,278,G. bulloides,11780,40,100,13167,13049,13286,13179,12964,13322
34,0.746,20.8,995,941,948,151,,279,G. bulloides,11860,60,100,13227,13094,13366,13233,13099,13387
36,0.744,20.7,1068,990,997,167,,294,G. bulloides,12360,60,100,13717,13479,13881,13702,13458,13875
38,0.744,20.8,1140,1040,1046,177,,313,G. bullodies,13180,80,100,14934,14442,15272,14982,14253,15540
40,0.751,20.9,1213,1089,1096,181,,324,G. bulloides,13030,40,100,14673,14250,15003,14697,14217,15097
42,0.743,20.7,1285,1139,1145,182,,328,G. bulloides,14860,60,100,17200,16710,17647,17456,17123,17834
44,0.737,20.5,1358,1188,1195,178,,332,G. bulloides,15770,90,100,18661,18181,18852,18544,18044,18735
55,0.742,20.7,1757,1528,1533,156,,350,G. bulloides,16490,80,100,19164,18973,19392,19146,18889,19408
57,0.731,20.4,1829,1642,1649,190,,412,G. bulloides,19960,80,100,23150,22696,23582,23211,22659,23585
59,0.735,20.5,1902,1757,1764,201,,419,G. bulloides,20950,140,100,24485,24011,25274,24396,23934,24879
61,0.743,20.7,1974,1873,1880,192,,,,,,,,,,,,
63,0.733,20.4,2047,1991,1996,161,,,,,,,,,,,,
65,0.728,20.3,2119,2112,2113,85,,,,,,,,,,,,
67,0.730,20.3,2210,2277,2285,199,,,,,,,,,,,,
69,0.734,20.4,2301,2448,2457,257,,,,,,,,,,,,
71,0.738,20.6,2392,2619,2630,295,,,,,,,,,,,,
73,0.729,20.3,2482,2790,2803,318,,,,,,,,,,,,
75,0.744,20.7,2573,2963,2975,332,,,,,,,,,,,,
77,0.736,20.5,2664,3135,3148,336,,,,,,,,,,,,
79,0.722,20.1,2755,3308,3321,331,,,,,,,,,,,,
81,0.739,20.6,2845,3481,3494,317,,,,,,,,,,,,
83,0.740,20.6,2936,3655,3666,293,,,,,,,,,,,,
85,0.735,20.5,3027,3829,3839,254,,,,,,,,,,,,
87,0.741,20.6,3118,4004,4012,195,,,,,,,,,,,,
89,0.751,20.9,3208,4184,4186,72,,,,,,,,,,,,
91,0.764,21.3,3299,4196,4198,84,,,,,,,,,,,,
93,0.751,20.9,3390,4209,4212,90,,,,,,,,,,,,
95,0.731,20.4,3481,4222,4226,93,,,,,,,,,,,,
97,0.741,20.6,3572,4235,4240,92,,,,,,,,,,,,
99,0.744,20.7,3662,4249,4255,87,,,,,,,,,,,,
102,0.731,20.4,3799,4280,4289,96,,,,,,,,,,,,
104,0.743,20.7,3889,4317,4327,121,,,,,,,,,,,,
106,0.751,20.9,3980,4355,4365,137,,,,,,,,,,,,
108,0.738,20.5,4071,4393,4403,147,,,,,,,,,,,,
110,0.740,20.6,4162,4431,4441,151,,,,,,,,,,,,
112,0.743,20.7,4252,4469,4479,151,,,,,,,,,,,,
114,0.772,21.5,4343,4508,4517,146,,,,,,,,,,,,
116,0.757,21.1,4434,4547,4555,136,,,,,,,,,,,,
118,0.757,21.1,4525,4586,4593,120,,,,,,,,,,,,
120,0.751,21.0,4616,4626,4631,95,,,,,,,,,,,,
122,0.740,20.6,4706,4965,4975,195,,,,,,,,,,,,
124,0.749,20.9,4797,5357,5363,148,,,,,,,,,,,,
126,0.739,20.6,4888,5479,5489,209,,,,,,,,,,,,
128,0.744,20.8,4979,5603,5614,251,,,,,,,,,,,,
