Proxy depth,UK'37,Published temperature,Published age,Marine04 age,Marine09 age,Age model error,,14C depth,Material,14C age,14C error,忖R,Marine04 age,,,Marine09 age,,
(cm),,(～C),(yr BP),(yr BP),(yr BP),"(yr, 1考)",,(cm),,(yr BP),"(yr, 1考)",(yr),median (yr BP),2考 lower (yr BP),2考 upper (yr BP),median (yr BP),2考 lower (yr BP),2考 upper (yr BP)
5,0.600,16.9,867,1160,1177,516,,37,boundary1-2,2800,28,0,2555,2422,2682,2555,2422,2682
10,0.540,15.1,1127,1377,1393,475,,65,boundary2-3,4000,40,0,4009,3882,4136,4009,3882,4136
20,0.540,15.1,1647,1810,1824,379,,150,boundary3-4,7200,72,0,7668,7541,7829,7668,7541,7829
25,0.576,16.2,1906,2027,2040,320,,210,boundary4-5,9000,90,0,9701,9480,10008,9701,9480,10008
30,0.596,16.8,2166,2244,2255,248,,237,boundary5-6,10000,100,0,10949,10658,11181,10949,10658,11181
35,0.625,17.7,2426,2462,2468,144,,282,boundary6-7,11400,114,0,12951,12813,13130,12879,12643,13118
45,0.588,16.5,2946,2972,2975,237,,333,boundary7-8,13200,132,0,15099,14603,15596,15249,14564,16175
50,0.605,17.0,3206,3232,3236,259,,405,boundary8-9,15000,150,0,17610,16889,18429,17751,17200,18450
55,0.656,18.6,3465,3492,3497,250,,470,boundary9-10,19000,190,0,22144,21468,22513,22160,21508,22571
65,0.630,17.8,3985,4006,4009,63,,,,,,,,,,,,
70,0.641,18.1,4201,4227,4232,202,,,,,,,,,,,,
75,0.643,18.2,4417,4445,4450,270,,,,,,,,,,,,
85,0.645,18.3,4849,4880,4886,350,,,,,,,,,,,,
95,0.646,18.3,5281,5314,5320,393,,,,,,,,,,,,
104,0.597,16.8,5669,5704,5710,410,,,,,,,,,,,,
110,0.551,15.4,5928,5964,5970,410,,,,,,,,,,,,
115,0.572,16.0,6144,6180,6186,405,,,,,,,,,,,,
125,0.667,18.9,6576,6613,6618,377,,,,,,,,,,,,
130,0.644,18.2,6792,6828,6834,352,,,,,,,,,,,,
135,0.655,18.6,7008,7044,7049,319,,,,,,,,,,,,
145,0.646,18.3,7440,7474,7479,206,,,,,,,,,,,,
152,0.674,19.1,7721,7757,7761,133,,,,,,,,,,,,
155,0.675,19.2,7819,7861,7866,184,,,,,,,,,,,,
165,0.652,18.5,8146,8207,8211,274,,,,,,,,,,,,
170,0.664,18.8,8309,8379,8383,297,,,,,,,,,,,,
175,0.718,20.5,8472,8551,8555,311,,,,,,,,,,,,
185,0.693,19.7,8799,8894,8897,314,,,,,,,,,,,,
190,0.646,18.3,8962,9065,9068,304,,,,,,,,,,,,
195,0.660,18.7,9125,9236,9238,285,,,,,,,,,,,,
205,0.579,16.3,9452,9577,9578,210,,,,,,,,,,,,
210,0.670,19.0,9615,9744,9744,133,,,,,,,,,,,,
215,0.598,16.8,9871,9965,9965,210,,,,,,,,,,,,
225,0.664,18.8,10382,10400,10397,245,,,,,,,,,,,,
230,0.634,17.9,10637,10617,10612,224,,,,,,,,,,,,
235,0.602,17.0,10893,10832,10825,169,,,,,,,,,,,,
245,0.520,14.5,11342,11286,11264,255,,,,,,,,,,,,
250,0.483,13.3,11558,11515,11484,290,,,,,,,,,,,,
255,0.571,16.0,11775,11744,11703,308,,,,,,,,,,,,
265,0.450,12.3,12208,12200,12140,302,,,,,,,,,,,,
272,0.407,11.0,12512,12519,12444,261,,,,,,,,,,,,
275,0.468,12.9,12642,12655,12574,231,,,,,,,,,,,,
285,0.508,14.1,13086,13098,13024,165,,,,,,,,,,,,
290,0.519,14.4,13321,13310,13271,238,,,,,,,,,,,,
295,0.518,14.4,13556,13520,13517,282,,,,,,,,,,,,
305,0.462,12.7,14026,13941,14007,329,,,,,,,,,,,,
310,0.497,13.8,14262,14151,14251,337,,,,,,,,,,,,
315,0.511,14.2,14497,14360,14495,336,,,,,,,,,,,,
325,0.475,13.1,14967,14778,14982,307,,,,,,,,,,,,
330,0.520,14.5,15202,14986,15224,276,,,,,,,,,,,,
335,0.580,16.3,15399,15182,15438,268,,,,,,,,,,,,
345,0.445,12.2,15680,15537,15786,332,,,,,,,,,,,,
350,0.494,13.7,15820,15714,15959,355,,,,,,,,,,,,
355,0.493,13.6,15961,15890,16132,373,,,,,,,,,,,,
365,0.444,12.1,16242,16243,16476,399,,,,,,,,,,,,
375,0.395,10.7,16523,16594,16819,412,,,,,,,,,,,,
380,0.423,11.5,16663,16770,16991,414,,,,,,,,,,,,
385,0.414,11.3,16803,16945,17162,413,,,,,,,,,,,,
395,0.410,11.1,17084,17295,17503,403,,,,,,,,,,,,
405,0.438,12.0,17365,17641,17839,378,,,,,,,,,,,,
410,0.451,12.4,17719,17981,18170,424,,,,,,,,,,,,
415,0.438,12.0,18073,18317,18496,456,,,,,,,,,,,,
425,0.430,11.7,18781,18987,19145,494,,,,,,,,,,,,
430,0.425,11.6,19135,19322,19470,502,,,,,,,,,,,,
455,0.428,11.7,20906,20992,21086,431,,,,,,,,,,,,
460,0.412,11.2,21260,21325,21408,390,,,,,,,,,,,,
470,0.420,11.4,21968,21986,22047,252,,,,,,,,,,,,
475,0.410,11.1,22322,22198,22263,331,,,,,,,,,,,,
480,0.388,10.5,22676,22413,22482,387,,,,,,,,,,,,
495,0.352,9.4,23738,23059,23137,521,,,,,,,,,,,,
500,0.515,14.3,24092,23274,23355,558,,,,,,,,,,,,
506,0.546,15.2,24517,23533,23616,600,,,,,,,,,,,,
