Proxy depth,UK'37,Published temperature,Published age,Marine04 age,Marine09 age,Age model error,,14C depth,Material,14C age,14C error,忖R,Marine04 age,,,Marine09 age,,
(cm),,(～C),(yr BP),(yr BP),(yr BP),"(yr, 1考)",,(cm),,(yr BP),"(yr, 1考)",(yr),median (yr BP),2考 lower (yr BP),2考 upper (yr BP),median (yr BP),2考 lower (yr BP),2考 upper (yr BP)
0,0.663,18.8,1008,NaN,NaN,NaN,,14,G.bulloides,1980,60,0,1538,1384,1690,1538,1384,1690
2,0.647,18.3,1082,1202,1222,259,,54,G.bulloides,3216,37,0,3029,2897,3162,3029,2897,3162
4,0.647,18.3,1156,1257,1275,238,,96,G.bulloides,4275,41,0,4391,4255,4510,4391,4255,4510
10,0.635,17.9,1379,1421,1435,162,,178,G.bulloides,5652,42,0,6056,5936,6172,6056,5936,6172
14,0.639,18.1,1527,1537,1536,78,,238,G.bulloides,6870,50,0,7384,7276,7479,7384,7276,7479
20,0.650,18.4,1750,1770,1759,205,,298,N. pachyderma,8530,47,0,9165,9010,9301,9165,9010,9301
24,0.668,19.0,1898,1922,1908,243,,348,G.bulloides,9200,60,0,10009,9792,10176,10009,9792,10176
30,0.651,18.4,2121,2147,2132,271,,418,N. pachyderma,9970,50,0,10944,10726,11115,10944,10726,11115
34,0.655,18.5,2269,2297,2281,276,,487,N. pachyderma,10560,60,0,11797,11406,12043,11797,11406,12043
40,0.646,18.3,2492,2521,2506,263,,512,N. pachyderma,10750,60,0,12172,11936,12571,12167,11937,12513
44,0.654,18.5,2640,2669,2655,240,,588,N. pachyderma,11590,60,0,13088,12949,13205,13082,12875,13264
50,0.646,18.3,2863,2890,2881,173,,595,G.bulloides,11880,80,0,13327,13172,13496,13334,13147,13491
54,0.661,18.7,3011,3032,3032,67,,682,G.bulloides,12790,90,0,14412,14068,14873,14452,14043,14982
60,0.644,18.2,3209,3233,3223,188,,708,N. pachyderma,13100,90,0,14970,14493,15318,15025,14282,15582
64,0.672,19.1,3341,3364,3351,224,,758,N. pachyderma,14350,110,0,16618,16174,17049,17015,16777,17417
66,0.654,18.5,3407,3429,3416,237,,802,N. pachyderma,15440,90,0,18334,18041,18637,18251,17998,18565
70,0.658,18.6,3539,3558,3544,253,,858,N. pachyderma,18260,120,0,21094,20649,21517,21324,20568,21600
74,0.672,19.0,3671,3687,3672,260,,958,N. pachyderma,22450,160,0,,,,26476,25921,27027
80,0.665,18.9,3868,3880,3865,253,,1044,G.bulloides,24840,280,0,,,,29216,28466,30106
