Proxy depth,UK'37,Published temperature,Published age,Marine04 age,Marine09 age,Age model error,,14C depth,Material,14C age,14C error,忖R,Marine04 age,,,Marine09 age,,
(cm),,(～C),(yr BP),(yr BP),(yr BP),"(yr, 1考)",,(cm),,(yr BP),"(yr, 1考)",(yr),median (yr BP),2考 lower (yr BP),2考 upper (yr BP),median (yr BP),2考 lower (yr BP),2考 upper (yr BP)
3,0.980,28.4,0,-1147,0,1151,,3,Mixed planktics,380,30,0,0,0,0,0,0,0
8,0.969,28.0,300,-788,290,1121,,98,G. ruber,5300,50,0,5660,5565,5800,5660,5565,5800
13,0.969,28.0,590,-429,586,1089,,110,G. ruber,5920,40,0,6335,6258,6428,6335,6258,6428
18,0.979,28.3,890,-69,883,1057,,163,Mixed planktics,8480,60,0,9106,8968,9278,9106,8968,9278
23,0.977,28.3,1190,290,1180,1024,,190,G. ruber,9150,50,0,9942,9734,10128,9942,9734,10128
28,0.976,28.2,1490,650,1478,989,,225,G. ruber,10800,90,0,12278,11951,12651,12248,11952,12556
33,0.976,28.2,1780,1009,1776,953,,228,Mixed planktics,10760,80,0,12198,11911,12622,12184,11909,12541
38,0.972,28.1,2080,1368,2075,916,,257.5,G. ruber,12220,70,0,13677,13466,13813,13662,13450,13824
43,0.973,28.1,2380,1728,2374,877,,290,G. ruber,14210,90,0,16446,16048,16868,16908,16716,17139
48,0.974,28.2,2670,2087,2673,837,,310,G. ruber,16140,100,0,18955,18792,19164,18881,18659,19287
53,0.972,28.1,2970,2447,2972,794,,420,G. ruber,23230,210,0,,,,27554,26824,28111
58,0.971,28.1,3270,2806,3272,749,,450,G. ruber,25060,260,0,,,,29499,28744,30226
63,0.970,28.1,3570,3166,3572,701,,463,Mixed planktics,27030,210,0,,,,31144,30885,31386
68,0.971,28.1,3860,3525,3872,650,,,,,,,,,,,,
73,0.969,28.0,4160,3885,4172,594,,,,,,,,,,,,
78,0.969,28.0,4460,4244,4473,532,,,,,,,,,,,,
83,0.973,28.2,4750,4604,4774,462,,,,,,,,,,,,
88,0.976,28.2,5050,4964,5076,379,,,,,,,,,,,,
93,0.963,27.9,5350,5324,5379,272,,,,,,,,,,,,
98,0.966,27.9,5650,5683,5687,59,,,,,,,,,,,,
103,0.961,27.8,5920,5957,5954,177,,,,,,,,,,,,
108,0.972,28.1,6200,6231,6229,134,,,,,,,,,,,,
113,0.954,27.6,6460,6499,6495,170,,,,,,,,,,,,
118,0.945,27.3,6720,6762,6754,261,,,,,,,,,,,,
123,0.962,27.8,6970,7025,7014,314,,,,,,,,,,,,
128,0.945,27.3,7230,7288,7275,346,,,,,,,,,,,,
133,0.954,27.6,7480,7550,7536,362,,,,,,,,,,,,
138,0.965,27.9,7740,7813,7798,366,,,,,,,,,,,,
143,0.953,27.5,7990,8076,8061,356,,,,,,,,,,,,
148,0.955,27.6,8250,8339,8324,333,,,,,,,,,,,,
153,0.954,27.6,8510,8601,8588,292,,,,,,,,,,,,
158,0.941,27.2,8760,8864,8853,225,,,,,,,,,,,,
163,0.943,27.3,9020,9127,9124,79,,,,,,,,,,,,
168,0.937,27.1,9170,9276,9267,167,,,,,,,,,,,,
173,0.941,27.2,9320,9425,9414,199,,,,,,,,,,,,
178,0.935,27.0,9470,9574,9563,206,,,,,,,,,,,,
183,0.940,27.2,9630,9724,9713,188,,,,,,,,,,,,
188,0.927,26.8,9780,9873,9865,140,,,,,,,,,,,,
198,0.926,26.7,10400,10450,10428,289,,,,,,,,,,,,
203,0.919,26.5,10750,10773,10746,329,,,,,,,,,,,,
213,0.920,26.6,11460,11419,11384,331,,,,,,,,,,,,
218,0.938,27.1,11810,11742,11705,291,,,,,,,,,,,,
223,0.929,26.8,12160,12064,12028,207,,,,,,,,,,,,
228,0.924,26.7,12430,12375,12330,146,,,,,,,,,,,,
233,0.909,26.2,12660,12590,12544,222,,,,,,,,,,,,
238,0.916,26.4,12890,12805,12763,254,,,,,,,,,,,,
243,0.909,26.2,13120,13019,12984,261,,,,,,,,,,,,
248,0.901,26.0,13350,13234,13205,243,,,,,,,,,,,,
253,0.900,25.9,13570,13449,13429,195,,,,,,,,,,,,
263,0.898,25.9,14250,14117,14180,289,,,,,,,,,,,,
268,0.900,25.9,14680,14550,14684,355,,,,,,,,,,,,
273,0.898,25.9,15100,14982,15190,382,,,,,,,,,,,,
278,0.906,26.1,15530,15415,15697,377,,,,,,,,,,,,
283,0.906,26.1,15960,15847,16206,340,,,,,,,,,,,,
288,0.901,26.0,16390,16280,16718,260,,,,,,,,,,,,
293,0.899,25.9,16870,16832,17225,300,,,,,,,,,,,,
298,0.889,25.6,17370,17464,17732,359,,,,,,,,,,,,
303,0.879,25.3,17880,18096,18243,341,,,,,,,,,,,,
308,0.860,24.7,18390,18727,18757,225,,,,,,,,,,,,
313,0.851,24.4,18820,19211,19192,228,,,,,,,,,,,,
318,0.857,24.7,19200,19598,19572,344,,,,,,,,,,,,
323,0.862,24.8,19570,19984,19955,422,,,,,,,,,,,,
328,0.866,24.9,19950,20370,20338,481,,,,,,,,,,,,
333,0.858,24.7,20330,20756,20721,528,,,,,,,,,,,,
338,0.869,25.0,20700,21143,21105,565,,,,,,,,,,,,
343,0.863,24.8,21080,21529,21489,595,,,,,,,,,,,,
348,0.864,24.8,21450,21915,21874,619,,,,,,,,,,,,
353,0.884,25.5,21830,22301,22259,637,,,,,,,,,,,,
