Proxy depth,UK'37,Published temperature,Published age,Marine04 age,Marine09 age,Age model error,,14C depth,Material,14C age,14C error,忖R,Marine04 age,,,Marine09 age,,
(cm),,(～C),(yr BP),(yr BP),(yr BP),"(yr, 1考)",,(cm),,(yr BP),"(yr, 1考)",(yr),median (yr BP),2考 lower (yr BP),2考 upper (yr BP),median (yr BP),2考 lower (yr BP),2考 upper (yr BP)
3, 0.880 ,25.2,30,-2522,-2561,769,,10,"G. ruber, G. sacculifer, O. universa",160,90,0,-2,-5,76,-2,-5,76
8, 0.870 ,25.1,90,-2225,-2262,734,,58,"G. ruber, G. sacculifer, O. universa",1150,55,0,702,610,835,702,610,835
28, 0.900 ,25.8,331,-1038,-1068,569,,108,"G. ruber, G. sacculifer, O. universa",4175,45,0,4259,4121,4400,4259,4121,4400
33, 0.870 ,24.9,392,-742,-769,520,,158,"G. ruber, G. sacculifer, O. universa",5910,45,0,6327,6235,6431,6327,6235,6431
48, 0.870 ,25.0,572,145,126,331,,208,"G. ruber, G. sacculifer, O. universa",6605,60,0,7128,6968,7258,7128,6968,7258
73, 0.850 ,24.6,1759,1794,1778,375,,255.5,"G. ruber, G. sacculifer, O. universa",8040,55,0,8496,8377,8620,8496,8377,8620
83, 0.860 ,24.6,2470,2502,2484,408,,305.5,"G. ruber, G. sacculifer, O. universa",8670,80,0,9335,9120,9493,9335,9120,9493
93, 0.840 ,24.1,3181,3208,3191,375,,355.5,"G. ruber, G. sacculifer, O. universa",9130,90,0,9894,9608,10156,9894,9608,10156
98, 0.850 ,24.5,3536,3561,3545,329,,405.5,"G. ruber, G. sacculifer, O. universa",10515,60,0,11694,11364,11942,11694,11364,11942
108, 0.850 ,24.6,4247,4260,4257,69,,455.5,"G. ruber, G. sacculifer, O. universa",11630,80,0,13123,12953,13254,13126,12887,13300
113, 0.840 ,24.0,4454,4472,4461,196,,505.5,"G. ruber, G. sacculifer, O. universa",12780,70,0,14380,14077,14810,14426,14052,14942
123, 0.850 ,24.5,4868,4889,4875,288,,555.5,"G. ruber, G. sacculifer, O. universa",14900,80,0,17453,16968,17884,17642,17228,17926
128, 0.870 ,24.9,5075,5097,5082,306,,605.5,"G. ruber, G. sacculifer, O. universa",22690,170,0,,,,26842,26207,27640
133, 0.860 ,24.6,5282,5304,5289,312,,655.5,"G. ruber, G. sacculifer, O. universa",29000,360,0,,,,32997,31855,34428
138, 0.850 ,24.5,5489,5511,5497,305,,705.5,"G. ruber, G. sacculifer, O. universa",35840,830,0,,,,40433,38735,41915
143, 0.850 ,24.5,5696,5718,5705,286,,,,,,,,,,,,
148, 0.850 ,24.6,5903,5924,5913,250,,,,,,,,,,,,
153, 0.860 ,24.7,6110,6130,6122,190,,,,,,,,,,,,
158, 0.850 ,24.5,6317,6333,6332,48,,,,,,,,,,,,
163, 0.840 ,24.1,6398,6413,6409,120,,,,,,,,,,,,
168, 0.860 ,24.6,6479,6491,6486,155,,,,,,,,,,,,
178, 0.850 ,24.4,6640,6647,6642,187,,,,,,,,,,,,
183, 0.840 ,24.3,6721,6725,6720,191,,,,,,,,,,,,
188, 0.850 ,24.3,6802,6802,6798,188,,,,,,,,,,,,
193, 0.850 ,24.4,6883,6879,6877,178,,,,,,,,,,,,
198, 0.850 ,24.3,6963,6956,6955,159,,,,,,,,,,,,
203, 0.840 ,24.1,7044,7033,7034,128,,,,,,,,,,,,
208, 0.840 ,24.3,7125,7108,7114,75,,,,,,,,,,,,
213, 0.830 ,23.9,7267,7259,7257,165,,,,,,,,,,,,
218, 0.840 ,24.2,7410,7407,7402,211,,,,,,,,,,,,
228, 0.830 ,23.9,7695,7701,7693,252,,,,,,,,,,,,
233, 0.840 ,24.1,7837,7848,7839,255,,,,,,,,,,,,
238, 0.840 ,24.1,7980,7994,7985,247,,,,,,,,,,,,
243, 0.810 ,23.3,8122,8140,8131,227,,,,,,,,,,,,
248, 0.850 ,24.5,8264,8286,8278,191,,,,,,,,,,,,
253, 0.840 ,24.2,8407,8431,8425,127,,,,,,,,,,,,
258, 0.830 ,23.8,8507,8544,8539,102,,,,,,,,,,,,
263, 0.830 ,23.9,8564,8626,8618,148,,,,,,,,,,,,
268, 0.830 ,23.7,8621,8707,8698,175,,,,,,,,,,,,
273, 0.830 ,23.9,8678,8788,8778,192,,,,,,,,,,,,
278, 0.840 ,24.2,8735,8869,8859,200,,,,,,,,,,,,
283, 0.820 ,23.4,8793,8949,8939,202,,,,,,,,,,,,
288, 0.830 ,23.9,8850,9030,9020,196,,,,,,,,,,,,
293, 0.830 ,23.8,8907,9110,9101,184,,,,,,,,,,,,
298, 0.840 ,24.3,8964,9190,9182,161,,,,,,,,,,,,
303, 0.840 ,24.0,9021,9269,9263,124,,,,,,,,,,,,
308, 0.850 ,24.4,9083,9338,9333,117,,,,,,,,,,,,
313, 0.840 ,24.0,9149,9397,9390,146,,,,,,,,,,,,
318, 0.860 ,24.7,9215,9456,9447,165,,,,,,,,,,,,
323, 0.850 ,24.5,9281,9515,9504,178,,,,,,,,,,,,
328, 0.860 ,24.8,9347,9573,9560,185,,,,,,,,,,,,
333, 0.860 ,24.8,9413,9631,9617,187,,,,,,,,,,,,
338, 0.860 ,24.6,9479,9689,9675,185,,,,,,,,,,,,
343, 0.860 ,24.8,9545,9747,9732,179,,,,,,,,,,,,
348, 0.840 ,24.3,9611,9805,9789,167,,,,,,,,,,,,
353, 0.860 ,24.6,9677,9862,9846,149,,,,,,,,,,,,
358, 0.870 ,25.1,9797,9980,9962,180,,,,,,,,,,,,
363, 0.870 ,25.0,9970,10158,10139,236,,,,,,,,,,,,
373, 0.850 ,24.3,10316,10512,10494,289,,,,,,,,,,,,
378, 0.860 ,24.8,10489,10688,10672,299,,,,,,,,,,,,
383, 0.860 ,24.6,10663,10864,10850,298,,,,,,,,,,,,
388, 0.850 ,24.4,10836,11040,11029,288,,,,,,,,,,,,
393, 0.860 ,24.6,11009,11215,11207,267,,,,,,,,,,,,
398, 0.850 ,24.6,11182,11391,11387,233,,,,,,,,,,,,
403, 0.850 ,24.5,11355,11565,11566,180,,,,,,,,,,,,
408, 0.860 ,24.7,11524,11726,11728,172,,,,,,,,,,,,
413, 0.860 ,24.7,11688,11873,11871,216,,,,,,,,,,,,
418, 0.860 ,24.6,11852,12019,12014,244,,,,,,,,,,,,
423, 0.850 ,24.5,12015,12165,12158,260,,,,,,,,,,,,
428, 0.820 ,23.6,12179,12310,12302,266,,,,,,,,,,,,
433, 0.790 ,22.6,12343,12456,12446,264,,,,,,,,,,,,
438, 0.770 ,22.1,12507,12601,12590,253,,,,,,,,,,,,
443, 0.770 ,22.1,12671,12745,12735,231,,,,,,,,,,,,
448, 0.780 ,22.4,12834,12889,12880,194,,,,,,,,,,,,
453, 0.780 ,22.2,12998,13033,13025,132,,,,,,,,,,,,
458, 0.780 ,22.4,13138,13171,13168,129,,,,,,,,,,,,
463, 0.770 ,22.0,13254,13306,13307,189,,,,,,,,,,,,
468, 0.770 ,21.9,13370,13441,13447,226,,,,,,,,,,,,
473, 0.790 ,22.7,13485,13574,13587,250,,,,,,,,,,,,
478, 0.790 ,22.7,13601,13708,13726,263,,,,,,,,,,,,
483, 0.790 ,22.7,13717,13841,13867,269,,,,,,,,,,,,
488, 0.800 ,22.8,13833,13974,14007,267,,,,,,,,,,,,
493, 0.800 ,23.0,13949,14107,14147,257,,,,,,,,,,,,
498, 0.800 ,22.9,14064,14240,14288,239,,,,,,,,,,,,
503, 0.780 ,22.4,14180,14372,14429,210,,,,,,,,,,,,
508, 0.780 ,22.4,14389,14590,14650,241,,,,,,,,,,,,
513, 0.780 ,22.4,14690,14892,14955,310,,,,,,,,,,,,
518, 0.790 ,22.5,14991,15194,15261,354,,,,,,,,,,,,
523, 0.810 ,23.2,15292,15495,15567,381,,,,,,,,,,,,
528, 0.830 ,23.8,15593,15796,15873,395,,,,,,,,,,,,
533, 0.820 ,23.5,15895,16096,16180,397,,,,,,,,,,,,
538, 0.820 ,23.6,16196,16396,16488,388,,,,,,,,,,,,
543, 0.810 ,23.3,16497,16695,16795,366,,,,,,,,,,,,
548, 0.800 ,22.8,16798,16994,17103,330,,,,,,,,,,,,
553, 0.790 ,22.7,17099,17292,17412,272,,,,,,,,,,,,
558, 0.790 ,22.5,17700,17920,18032,363,,,,,,,,,,,,
568, 0.790 ,22.7,19498,19825,19899,606,,,,,,,,,,,,
