Proxy depth,UK'37,Published temperature,Published age,Marine04 age,Marine09 age,Age model error,,14C depth,Material,14C age,14C error,忖R,Marine04 age,,,Marine09 age,,,Notes:
(cm),,(～C),(yr BP),(yr BP),(yr BP),"(yr, 1考)",,(cm),,(yr BP),"(yr, 1考)",(yr),median (yr BP),2考 lower (yr BP),2考 upper (yr BP),median (yr BP),2考 lower (yr BP),2考 upper (yr BP),
1425.5,0.528,14.4,41418,NaN,NaN,NaN,,,,,,,,,,,,,
1429.5,0.521,14.2,41576,NaN,NaN,NaN,,,,,,,,,,,,,
1451.5,0.510,13.8,42694,NaN,NaN,NaN,,,,,,,,,,,,,
1455.5,0.512,13.9,42932,NaN,NaN,NaN,,,,,,,,,,,,,
1459.5,0.533,14.5,43170,NaN,NaN,NaN,,,,,,,,,,,,,
1463.5,0.535,14.6,43408,NaN,NaN,NaN,,,,,,,,,,,,,
1467.5,0.530,14.4,43646,NaN,NaN,NaN,,,,,,,,,,,,,
1471.5,0.547,15.0,43884,NaN,NaN,NaN,,,,,,,,,,,,,
1475.5,0.547,14.9,44122,NaN,NaN,NaN,,,,,,,,,,,,,
1483.5,0.560,15.3,44598,NaN,NaN,NaN,,,,,,,,,,,,,
1487.5,0.545,14.9,44836,NaN,NaN,NaN,,,,,,,,,,,,,
1491.5,0.550,15.0,45074,NaN,NaN,NaN,,,,,,,,,,,,,
1495.5,0.551,15.1,45312,NaN,NaN,NaN,,,,,,,,,,,,,
1499.5,0.542,14.8,45550,NaN,NaN,NaN,,,,,,,,,,,,,
1503.5,0.525,14.3,45788,NaN,NaN,NaN,,,,,,,,,,,,,
1507.5,0.507,13.8,46026,NaN,NaN,NaN,,,,,,,,,,,,,
1511.5,0.512,13.9,46264,NaN,NaN,NaN,,,,,,,,,,,,,
1515.5,0.511,13.9,46502,NaN,NaN,NaN,,,,,,,,,,,,,
1519.5,0.495,13.4,46740,NaN,NaN,NaN,,,,,,,,,,,,,
1523.5,0.492,13.3,46978,NaN,NaN,NaN,,,,,,,,,,,,,
1527.5,0.490,13.3,47216,NaN,NaN,NaN,,,,,,,,,,,,,
1531.5,0.514,14.0,47454,NaN,NaN,NaN,,,,,,,,,,,,,
1535.5,0.519,14.1,47692,NaN,NaN,NaN,,,,,,,,,,,,,
1539.5,0.547,14.9,47930,NaN,NaN,NaN,,,,,,,,,,,,,
1543.5,0.545,14.9,48168,NaN,NaN,NaN,,,,,,,,,,,,,
1547.5,0.548,15.0,48406,NaN,NaN,NaN,,,,,,,,,,,,,
1551.5,0.542,14.8,48644,NaN,NaN,NaN,,,,,,,,,,,,,
1555.5,0.535,14.6,48882,NaN,NaN,NaN,,,,,,,,,,,,,
1559.5,0.530,14.4,49119,NaN,NaN,NaN,,,,,,,,,,,,,
1563.5,0.524,14.3,49357,NaN,NaN,NaN,,,,,,,,,,,,,
1567.5,0.541,14.8,49595,NaN,NaN,NaN,,,,,,,,,,,,,
1571.5,0.553,15.1,49833,NaN,NaN,NaN,,,,,,,,,,,,,
1579.5,0.545,14.9,50309,NaN,NaN,NaN,,,,,,,,,,,,,
1583.5,0.534,14.5,50547,NaN,NaN,NaN,,,,,,,,,,,,,
1587.5,0.544,14.9,50785,NaN,NaN,NaN,,,,,,,,,,,,,
1591.5,0.542,14.8,51023,NaN,NaN,NaN,,,,,,,,,,,,,
1595.5,0.551,15.1,51261,NaN,NaN,NaN,,,,,,,,,,,,,
1599.5,0.546,14.9,51499,NaN,NaN,NaN,,,,,,,,,,,,,
1603.5,0.558,15.3,51737,NaN,NaN,NaN,,,,,,,,,,,,,
1607.5,0.552,15.1,51975,NaN,NaN,NaN,,,,,,,,,,,,,
1611.5,0.566,15.5,52213,NaN,NaN,NaN,,,,,,,,,,,,,
1615.5,0.563,15.4,52451,NaN,NaN,NaN,,,,,,,,,,,,,
1619.5,0.559,15.3,52689,NaN,NaN,NaN,,,,,,,,,,,,,
1623.5,0.558,15.3,52927,NaN,NaN,NaN,,,,,,,,,,,,,
1627.5,0.563,15.4,53165,NaN,NaN,NaN,,,,,,,,,,,,,
1631.5,0.562,15.4,53403,NaN,NaN,NaN,,,,,,,,,,,,,
1635.5,0.564,15.4,53641,NaN,NaN,NaN,,,,,,,,,,,,,
1639.5,0.564,15.4,53879,NaN,NaN,NaN,,,,,,,,,,,,,
1643.5,0.557,15.2,54117,NaN,NaN,NaN,,,,,,,,,,,,,
1647.5,0.541,14.8,54355,NaN,NaN,NaN,,,,,,,,,,,,,
1651.5,0.550,15.0,54593,NaN,NaN,NaN,,,,,,,,,,,,,
1655.5,0.554,15.2,54831,NaN,NaN,NaN,,,,,,,,,,,,,
1659.5,0.551,15.0,55069,NaN,NaN,NaN,,,,,,,,,,,,,
1663.5,0.560,15.3,55307,NaN,NaN,NaN,,,,,,,,,,,,,
1667.5,0.572,15.7,55545,NaN,NaN,NaN,,,,,,,,,,,,,
1679.5,0.568,15.6,56259,NaN,NaN,NaN,,,,,,,,,,,,,
1691.5,0.564,15.4,56973,NaN,NaN,NaN,,,,,,,,,,,,,
1703.5,0.587,16.1,57687,NaN,NaN,NaN,,,,,,,,,,,,,
1715.5,0.562,15.4,58401,NaN,NaN,NaN,,,,,,,,,,,,,
1727.5,0.578,15.8,59115,NaN,NaN,NaN,,,,,,,,,,,,,
1739.5,0.576,15.8,59829,NaN,NaN,NaN,,,,,,,,,,,,,
1751.5,0.567,15.5,60543,NaN,NaN,NaN,,,,,,,,,,,,,
1763.5,0.575,15.8,61257,NaN,NaN,NaN,,,,,,,,,,,,,
1779.5,0.557,15.2,62209,NaN,NaN,NaN,,,,,,,,,,,,,
1791.5,0.543,14.8,62923,NaN,NaN,NaN,,,,,,,,,,,,,
1795.5,0.529,14.4,63161,NaN,NaN,NaN,,,,,,,,,,,,,
1799.5,0.527,14.4,63399,NaN,NaN,NaN,,,,,,,,,,,,,
1805.5,0.522,14.2,63791,NaN,NaN,NaN,,,,,,,,,,,,,
1811.5,0.525,14.3,64187,NaN,NaN,NaN,,,,,,,,,,,,,
1813.5,0.535,14.6,64319,NaN,NaN,NaN,,,,,,,,,,,,,
1815.5,0.531,14.5,64450,NaN,NaN,NaN,,,,,,,,,,,,,
1817.5,0.477,12.9,64582,NaN,NaN,NaN,,,,,,,,,,,,,
1819.5,0.538,14.7,64714,NaN,NaN,NaN,,,,,,,,,,,,,
1821.5,0.541,14.8,64846,NaN,NaN,NaN,,,,,,,,,,,,,
1823.5,0.548,15.0,64978,NaN,NaN,NaN,,,,,,,,,,,,,
1829.5,0.521,14.2,65373,NaN,NaN,NaN,,,,,,,,,,,,,
1831.5,0.543,14.8,65505,NaN,NaN,NaN,,,,,,,,,,,,,
1833.5,0.539,14.7,65637,NaN,NaN,NaN,,,,,,,,,,,,,
1837.5,0.544,14.8,65901,NaN,NaN,NaN,,,,,,,,,,,,,
1839.5,0.551,15.1,66032,NaN,NaN,NaN,,,,,,,,,,,,,
1841.5,0.546,14.9,66164,NaN,NaN,NaN,,,,,,,,,,,,,
1845.5,0.540,14.7,66428,NaN,NaN,NaN,,,,,,,,,,,,,
1847.5,0.528,14.4,66560,NaN,NaN,NaN,,,,,,,,,,,,,
1849.5,0.527,14.4,66692,NaN,NaN,NaN,,,,,,,,,,,,,
1851.5,0.523,14.2,66823,NaN,NaN,NaN,,,,,,,,,,,,,
1853.5,0.538,14.7,66955,NaN,NaN,NaN,,,,,,,,,,,,,
1855.5,0.535,14.6,67087,NaN,NaN,NaN,,,,,,,,,,,,,
1857.5,0.564,15.4,67219,NaN,NaN,NaN,,,,,,,,,,,,,
1861.5,0.529,14.4,67483,NaN,NaN,NaN,,,,,,,,,,,,,
1863.5,0.531,14.5,67614,NaN,NaN,NaN,,,,,,,,,,,,,
1865.5,0.550,15.0,67746,NaN,NaN,NaN,,,,,,,,,,,,,
1871.5,0.536,14.6,68142,NaN,NaN,NaN,,,,,,,,,,,,,
1873.5,0.527,14.4,68274,NaN,NaN,NaN,,,,,,,,,,,,,
1875.5,0.527,14.4,68405,NaN,NaN,NaN,,,,,,,,,,,,,
1883.5,0.522,14.2,68933,NaN,NaN,NaN,,,,,,,,,,,,,
1885.5,0.511,13.9,69065,NaN,NaN,NaN,,,,,,,,,,,,,
1887.5,0.522,14.2,69196,NaN,NaN,NaN,,,,,,,,,,,,,
1893.5,0.548,15.0,69592,NaN,NaN,NaN,,,,,,,,,,,,,
1895.5,0.554,15.2,69724,NaN,NaN,NaN,,,,,,,,,,,,,
1897.5,0.556,15.2,69856,NaN,NaN,NaN,,,,,,,,,,,,,
1899.5,0.553,15.1,69988,NaN,NaN,NaN,,,,,,,,,,,,,
1901.5,0.562,15.4,70119,NaN,NaN,NaN,,,,,,,,,,,,,
1903.5,0.567,15.5,70251,NaN,NaN,NaN,,,,,,,,,,,,,
1905.5,0.568,15.6,70383,NaN,NaN,NaN,,,,,,,,,,,,,
1907.5,0.579,15.9,70515,NaN,NaN,NaN,,,,,,,,,,,,,
1909.5,0.585,16.1,70647,NaN,NaN,NaN,,,,,,,,,,,,,
1911.5,0.588,16.1,70779,NaN,NaN,NaN,,,,,,,,,,,,,
1913.5,0.589,16.2,70910,NaN,NaN,NaN,,,,,,,,,,,,,
1915.5,0.596,16.4,71042,NaN,NaN,NaN,,,,,,,,,,,,,
1917.5,0.600,16.5,71174,NaN,NaN,NaN,,,,,,,,,,,,,
1919.5,0.619,17.1,71306,NaN,NaN,NaN,,,,,,,,,,,,,
1921.5,0.616,17.0,71438,NaN,NaN,NaN,,,,,,,,,,,,,
1923.5,0.610,16.8,71570,NaN,NaN,NaN,,,,,,,,,,,,,
1925.5,0.619,17.0,71701,NaN,NaN,NaN,,,,,,,,,,,,,
1927.5,0.610,16.8,71833,NaN,NaN,NaN,,,,,,,,,,,,,
1931.5,0.604,16.6,72097,NaN,NaN,NaN,,,,,,,,,,,,,
1933.5,0.599,16.5,72229,NaN,NaN,NaN,,,,,,,,,,,,,
1935.5,0.589,16.2,72361,NaN,NaN,NaN,,,,,,,,,,,,,
1937.5,0.594,16.3,72492,NaN,NaN,NaN,,,,,,,,,,,,,
1939.5,0.595,16.4,72624,NaN,NaN,NaN,,,,,,,,,,,,,
1941.5,0.581,15.9,72756,NaN,NaN,NaN,,,,,,,,,,,,,
1943.5,0.586,16.1,72888,NaN,NaN,NaN,,,,,,,,,,,,,
1949.5,0.585,16.0,73283,NaN,NaN,NaN,,,,,,,,,,,,,
1955.5,0.579,15.9,73679,NaN,NaN,NaN,,,,,,,,,,,,,
1961.5,0.602,16.6,74074,NaN,NaN,NaN,,,,,,,,,,,,,
1967.5,0.607,16.7,74470,NaN,NaN,NaN,,,,,,,,,,,,,
1973.5,0.602,16.6,74865,NaN,NaN,NaN,,,,,,,,,,,,,
1979.5,0.619,17.1,75261,NaN,NaN,NaN,,,,,,,,,,,,,
1985.5,0.626,17.3,75656,NaN,NaN,NaN,,,,,,,,,,,,,
1991.5,0.635,17.5,76052,NaN,NaN,NaN,,,,,,,,,,,,,
1997.5,0.641,17.7,76448,NaN,NaN,NaN,,,,,,,,,,,,,
2003.5,0.645,17.8,76843,NaN,NaN,NaN,,,,,,,,,,,,,
2009.5,0.647,17.9,77239,NaN,NaN,NaN,,,,,,,,,,,,,
2015.5,0.650,18.0,77634,NaN,NaN,NaN,,,,,,,,,,,,,
2021.5,0.662,18.3,78030,NaN,NaN,NaN,,,,,,,,,,,,,
2027.5,0.661,18.3,78425,NaN,NaN,NaN,,,,,,,,,,,,,
2033.5,0.659,18.2,78821,NaN,NaN,NaN,,,,,,,,,,,,,
2039.5,0.669,18.5,79216,NaN,NaN,NaN,,,,,,,,,,,,,
2045.5,0.663,18.4,79612,NaN,NaN,NaN,,,,,,,,,,,,,
2051.5,0.673,18.6,80007,NaN,NaN,NaN,,,,,,,,,,,,,
2055.5,0.667,18.5,80271,NaN,NaN,NaN,,,,,,,,,,,,,
2061.5,0.678,18.8,80666,NaN,NaN,NaN,,,,,,,,,,,,,
2067.5,0.682,18.9,81062,NaN,NaN,NaN,,,,,,,,,,,,,
2073.5,0.683,18.9,81457,NaN,NaN,NaN,,,,,,,,,,,,,
2079.5,0.670,18.6,81853,NaN,NaN,NaN,,,,,,,,,,,,,
2085.5,0.660,18.3,82248,NaN,NaN,NaN,,,,,,,,,,,,,
2091.5,0.653,18.1,82644,NaN,NaN,NaN,,,,,,,,,,,,,
2097.5,0.649,18.0,83039,NaN,NaN,NaN,,,,,,,,,,,,,
2103.5,0.628,17.3,83435,NaN,NaN,NaN,,,,,,,,,,,,,
2109.5,0.634,17.5,83830,NaN,NaN,NaN,,,,,,,,,,,,,
2115.5,0.623,17.2,84226,NaN,NaN,NaN,,,,,,,,,,,,,
2121.5,0.624,17.2,84621,NaN,NaN,NaN,,,,,,,,,,,,,
2127.5,0.611,16.8,85017,NaN,NaN,NaN,,,,,,,,,,,,,
2133.5,0.589,16.2,85412,NaN,NaN,NaN,,,,,,,,,,,,,
2139.5,0.595,16.3,85808,NaN,NaN,NaN,,,,,,,,,,,,,
2145.5,0.595,16.4,86203,NaN,NaN,NaN,,,,,,,,,,,,,
2151.5,0.611,16.8,86574,NaN,NaN,NaN,,,,,,,,,,,,,
2157.5,0.636,17.5,86872,NaN,NaN,NaN,,,,,,,,,,,,,
2163.5,0.614,16.9,87169,NaN,NaN,NaN,,,,,,,,,,,,,
2169.5,0.615,16.9,87466,NaN,NaN,NaN,,,,,,,,,,,,,
2175.5,0.609,16.8,87764,NaN,NaN,NaN,,,,,,,,,,,,,
2181.5,0.609,16.8,88061,NaN,NaN,NaN,,,,,,,,,,,,,
2187.5,0.621,17.1,88358,NaN,NaN,NaN,,,,,,,,,,,,,
2193.5,0.620,17.1,88656,NaN,NaN,NaN,,,,,,,,,,,,,
2199.5,0.625,17.2,88953,NaN,NaN,NaN,,,,,,,,,,,,,
2203.5,0.611,16.8,89151,NaN,NaN,NaN,,,,,,,,,,,,,
2209.5,0.607,16.7,89449,NaN,NaN,NaN,,,,,,,,,,,,,
2215.5,0.607,16.7,89746,NaN,NaN,NaN,,,,,,,,,,,,,
2221.5,0.601,16.5,90043,NaN,NaN,NaN,,,,,,,,,,,,,
2227.5,0.607,16.7,90341,NaN,NaN,NaN,,,,,,,,,,,,,
2233.5,0.602,16.5,90638,NaN,NaN,NaN,,,,,,,,,,,,,
2237.5,0.600,16.5,90836,NaN,NaN,NaN,,,,,,,,,,,,,
2245.5,0.590,16.2,91233,NaN,NaN,NaN,,,,,,,,,,,,,
2249.5,0.593,16.3,91431,NaN,NaN,NaN,,,,,,,,,,,,,
2253.5,0.592,16.3,91629,NaN,NaN,NaN,,,,,,,,,,,,,
2257.5,0.597,16.4,91827,NaN,NaN,NaN,,,,,,,,,,,,,
2261.5,0.606,16.7,92025,NaN,NaN,NaN,,,,,,,,,,,,,
2265.5,0.611,16.8,92224,NaN,NaN,NaN,,,,,,,,,,,,,
2269.5,0.618,17.0,92422,NaN,NaN,NaN,,,,,,,,,,,,,
2273.5,0.619,17.1,92620,NaN,NaN,NaN,,,,,,,,,,,,,
2277.5,0.629,17.4,92818,NaN,NaN,NaN,,,,,,,,,,,,,
2281.5,0.638,17.6,93017,NaN,NaN,NaN,,,,,,,,,,,,,
2285.5,0.623,17.2,93215,NaN,NaN,NaN,,,,,,,,,,,,,
2289.5,0.623,17.2,93413,NaN,NaN,NaN,,,,,,,,,,,,,
2293.5,0.638,17.6,93611,NaN,NaN,NaN,,,,,,,,,,,,,
2297.5,0.638,17.6,93809,NaN,NaN,NaN,,,,,,,,,,,,,
2301.5,0.643,17.8,94008,NaN,NaN,NaN,,,,,,,,,,,,,
2305.5,0.624,17.2,94206,NaN,NaN,NaN,,,,,,,,,,,,,
2309.5,0.671,18.6,94404,NaN,NaN,NaN,,,,,,,,,,,,,
2313.5,0.646,17.8,94602,NaN,NaN,NaN,,,,,,,,,,,,,
2317.5,0.668,18.5,94801,NaN,NaN,NaN,,,,,,,,,,,,,
2323.5,0.699,19.4,95098,NaN,NaN,NaN,,,,,,,,,,,,,
2331.5,0.662,18.3,95494,NaN,NaN,NaN,,,,,,,,,,,,,
2339.5,0.687,19.1,95891,NaN,NaN,NaN,,,,,,,,,,,,,
2347.5,0.652,18.0,96287,NaN,NaN,NaN,,,,,,,,,,,,,
2355.5,0.662,18.3,96684,NaN,NaN,NaN,,,,,,,,,,,,,
2363.5,0.659,18.2,97080,NaN,NaN,NaN,,,,,,,,,,,,,
2371.5,0.679,18.8,97477,NaN,NaN,NaN,,,,,,,,,,,,,
2379.5,0.656,18.1,97873,NaN,NaN,NaN,,,,,,,,,,,,,
2387.5,0.656,18.1,98269,NaN,NaN,NaN,,,,,,,,,,,,,
2395.5,0.672,18.6,98666,NaN,NaN,NaN,,,,,,,,,,,,,
2401.5,0.671,18.6,98963,NaN,NaN,NaN,,,,,,,,,,,,,
2407.5,0.650,18.0,99261,NaN,NaN,NaN,,,,,,,,,,,,,
2413.5,0.660,18.3,99558,NaN,NaN,NaN,,,,,,,,,,,,,
2419.5,0.669,18.5,99855,NaN,NaN,NaN,,,,,,,,,,,,,
2425.5,0.669,18.5,100153,NaN,NaN,NaN,,,,,,,,,,,,,
2431.5,0.655,18.1,100450,NaN,NaN,NaN,,,,,,,,,,,,,
2437.5,0.648,17.9,100747,NaN,NaN,NaN,,,,,,,,,,,,,
2443.5,0.672,18.6,101045,NaN,NaN,NaN,,,,,,,,,,,,,
2449.5,0.651,18.0,101342,NaN,NaN,NaN,,,,,,,,,,,,,
2461.5,0.640,17.7,101937,NaN,NaN,NaN,,,,,,,,,,,,,
2467.5,0.665,18.4,102234,NaN,NaN,NaN,,,,,,,,,,,,,
2473.5,0.659,18.2,102531,NaN,NaN,NaN,,,,,,,,,,,,,
2479.5,0.665,18.4,102829,NaN,NaN,NaN,,,,,,,,,,,,,
2485.5,0.664,18.4,103126,NaN,NaN,NaN,,,,,,,,,,,,,
2491.5,0.677,18.8,103423,NaN,NaN,NaN,,,,,,,,,,,,,
2497.5,0.660,18.3,103721,NaN,NaN,NaN,,,,,,,,,,,,,
2503.5,0.665,18.4,104018,NaN,NaN,NaN,,,,,,,,,,,,,
2509.5,0.658,18.2,104315,NaN,NaN,NaN,,,,,,,,,,,,,
2515.5,0.652,18.0,104613,NaN,NaN,NaN,,,,,,,,,,,,,
2521.5,0.650,18.0,104910,NaN,NaN,NaN,,,,,,,,,,,,,
2527.5,0.657,18.2,105207,NaN,NaN,NaN,,,,,,,,,,,,,
2533.5,0.668,18.5,105505,NaN,NaN,NaN,,,,,,,,,,,,,
2539.5,0.627,17.3,105802,NaN,NaN,NaN,,,,,,,,,,,,,
2545.5,0.635,17.5,106099,NaN,NaN,NaN,,,,,,,,,,,,,
2551.5,0.638,17.6,106397,NaN,NaN,NaN,,,,,,,,,,,,,
2557.5,0.619,17.1,106694,NaN,NaN,NaN,,,,,,,,,,,,,
2563.5,0.623,17.2,106991,NaN,NaN,NaN,,,,,,,,,,,,,
2569.5,0.630,17.4,107289,NaN,NaN,NaN,,,,,,,,,,,,,
2575.5,0.609,16.8,107586,NaN,NaN,NaN,,,,,,,,,,,,,
2581.5,0.602,16.6,107883,NaN,NaN,NaN,,,,,,,,,,,,,
2587.5,0.638,17.6,108181,NaN,NaN,NaN,,,,,,,,,,,,,
2593.5,0.611,16.8,108478,NaN,NaN,NaN,,,,,,,,,,,,,
2599.5,0.612,16.8,108775,NaN,NaN,NaN,,,,,,,,,,,,,
2605.5,0.601,16.5,108962,NaN,NaN,NaN,,,,,,,,,,,,,
2613.5,0.608,16.7,109198,NaN,NaN,NaN,,,,,,,,,,,,,
2621.5,0.595,16.4,109434,NaN,NaN,NaN,,,,,,,,,,,,,
2629.5,0.596,16.4,109671,NaN,NaN,NaN,,,,,,,,,,,,,
2637.5,0.578,15.9,109907,NaN,NaN,NaN,,,,,,,,,,,,,
2645.5,0.588,16.1,110143,NaN,NaN,NaN,,,,,,,,,,,,,
2653.5,0.588,16.2,110379,NaN,NaN,NaN,,,,,,,,,,,,,
2661.5,0.604,16.6,110615,NaN,NaN,NaN,,,,,,,,,,,,,
2669.5,0.596,16.4,110851,NaN,NaN,NaN,,,,,,,,,,,,,
2677.5,0.593,16.3,111087,NaN,NaN,NaN,,,,,,,,,,,,,
2685.5,0.586,16.1,111323,NaN,NaN,NaN,,,,,,,,,,,,,
2693.5,0.603,16.6,111559,NaN,NaN,NaN,,,,,,,,,,,,,
2701.5,0.602,16.5,111795,NaN,NaN,NaN,,,,,,,,,,,,,
2709.5,0.601,16.5,112031,NaN,NaN,NaN,,,,,,,,,,,,,
2717.5,0.609,16.8,112267,NaN,NaN,NaN,,,,,,,,,,,,,
2725.5,0.609,16.8,112503,NaN,NaN,NaN,,,,,,,,,,,,,
2733.5,0.602,16.6,112739,NaN,NaN,NaN,,,,,,,,,,,,,
2741.5,0.611,16.8,112976,NaN,NaN,NaN,,,,,,,,,,,,,
2749.5,0.626,17.3,113212,NaN,NaN,NaN,,,,,,,,,,,,,
2757.5,0.630,17.4,113448,NaN,NaN,NaN,,,,,,,,,,,,,
2765.5,0.668,18.5,113684,NaN,NaN,NaN,,,,,,,,,,,,,
2773.5,0.654,18.1,113920,NaN,NaN,NaN,,,,,,,,,,,,,
2781.5,0.646,17.9,114156,NaN,NaN,NaN,,,,,,,,,,,,,
2789.5,0.658,18.2,114392,NaN,NaN,NaN,,,,,,,,,,,,,
2797.5,0.650,18.0,114628,NaN,NaN,NaN,,,,,,,,,,,,,
2805.5,0.678,18.8,114864,NaN,NaN,NaN,,,,,,,,,,,,,
2813.5,0.686,19.0,115100,NaN,NaN,NaN,,,,,,,,,,,,,
2821.5,0.696,19.3,115336,NaN,NaN,NaN,,,,,,,,,,,,,
2829.5,0.713,19.8,115572,NaN,NaN,NaN,,,,,,,,,,,,,
2837.5,0.711,19.8,115808,NaN,NaN,NaN,,,,,,,,,,,,,
2845.5,0.670,18.6,116044,NaN,NaN,NaN,,,,,,,,,,,,,
2853.5,0.708,19.7,116281,NaN,NaN,NaN,,,,,,,,,,,,,
2861.5,0.783,21.9,116517,NaN,NaN,NaN,,,,,,,,,,,,,
2869.5,0.685,19.0,116753,NaN,NaN,NaN,,,,,,,,,,,,,
2877.5,0.680,18.9,116989,NaN,NaN,NaN,,,,,,,,,,,,,
2885.5,0.724,20.2,117225,NaN,NaN,NaN,,,,,,,,,,,,,
2893.5,0.723,20.1,117461,NaN,NaN,NaN,,,,,,,,,,,,,
2901.5,0.721,20.1,117697,NaN,NaN,NaN,,,,,,,,,,,,,
2909.5,0.713,19.8,117933,NaN,NaN,NaN,,,,,,,,,,,,,
2917.5,0.731,20.3,118169,NaN,NaN,NaN,,,,,,,,,,,,,
2925.5,0.718,20.0,118405,NaN,NaN,NaN,,,,,,,,,,,,,
2933.5,0.694,19.3,118641,NaN,NaN,NaN,,,,,,,,,,,,,
2941.5,0.739,20.6,118877,NaN,NaN,NaN,,,,,,,,,,,,,
2949.5,0.734,20.4,119113,NaN,NaN,NaN,,,,,,,,,,,,,
2957.5,0.725,20.2,119349,NaN,NaN,NaN,,,,,,,,,,,,,
2965.5,0.692,19.2,119586,NaN,NaN,NaN,,,,,,,,,,,,,
2973.5,0.703,19.5,119822,NaN,NaN,NaN,,,,,,,,,,,,,
2981.5,0.707,19.6,120058,NaN,NaN,NaN,,,,,,,,,,,,,
2989.5,0.723,20.1,120294,NaN,NaN,NaN,,,,,,,,,,,,,
2997.5,0.729,20.3,120530,NaN,NaN,NaN,,,,,,,,,,,,,
3005.5,0.729,20.3,120766,NaN,NaN,NaN,,,,,,,,,,,,,
3013.5,0.731,20.3,121002,NaN,NaN,NaN,,,,,,,,,,,,,
3021.5,0.714,19.8,121238,NaN,NaN,NaN,,,,,,,,,,,,,
3029.5,0.744,20.7,121474,NaN,NaN,NaN,,,,,,,,,,,,,
3037.5,0.721,20.0,121710,NaN,NaN,NaN,,,,,,,,,,,,,
3045.5,0.720,20.0,121946,NaN,NaN,NaN,,,,,,,,,,,,,
3053.5,0.707,19.6,122182,NaN,NaN,NaN,,,,,,,,,,,,,
3061.5,0.693,19.2,122418,NaN,NaN,NaN,,,,,,,,,,,,,
3069.5,0.732,20.4,122654,NaN,NaN,NaN,,,,,,,,,,,,,
3077.5,0.660,18.3,122891,NaN,NaN,NaN,,,,,,,,,,,,,
3085.5,0.695,19.3,123127,NaN,NaN,NaN,,,,,,,,,,,,,
3093.5,0.710,19.7,123363,NaN,NaN,NaN,,,,,,,,,,,,,
3101.5,0.682,18.9,123599,NaN,NaN,NaN,,,,,,,,,,,,,
3109.5,0.657,18.2,123835,NaN,NaN,NaN,,,,,,,,,,,,,
3117.5,0.674,18.7,124071,NaN,NaN,NaN,,,,,,,,,,,,,
3125.5,0.656,18.2,124307,NaN,NaN,NaN,,,,,,,,,,,,,
3133.5,0.657,18.2,124543,NaN,NaN,NaN,,,,,,,,,,,,,
3141.5,0.681,18.9,124779,NaN,NaN,NaN,,,,,,,,,,,,,
3157.5,0.663,18.4,125251,NaN,NaN,NaN,,,,,,,,,,,,,
3165.5,0.646,17.9,125487,NaN,NaN,NaN,,,,,,,,,,,,,
3173.5,0.644,17.8,125723,NaN,NaN,NaN,,,,,,,,,,,,,
3181.5,0.658,18.2,125959,NaN,NaN,NaN,,,,,,,,,,,,,
3189.5,0.660,18.3,126196,NaN,NaN,NaN,,,,,,,,,,,,,
3205.5,0.669,18.5,126668,NaN,NaN,NaN,,,,,,,,,,,,,
3213.5,0.653,18.1,126904,NaN,NaN,NaN,,,,,,,,,,,,,
3221.5,0.650,18.0,127140,NaN,NaN,NaN,,,,,,,,,,,,,
3229.5,0.640,17.7,127376,NaN,NaN,NaN,,,,,,,,,,,,,
3237.5,0.652,18.0,127612,NaN,NaN,NaN,,,,,,,,,,,,,
3245.5,0.635,17.5,127848,NaN,NaN,NaN,,,,,,,,,,,,,
3253.5,0.629,17.3,128084,NaN,NaN,NaN,,,,,,,,,,,,,
3261.5,0.632,17.4,128320,NaN,NaN,NaN,,,,,,,,,,,,,
3269.5,0.603,16.6,128556,NaN,NaN,NaN,,,,,,,,,,,,,
3277.5,0.594,16.3,128792,NaN,NaN,NaN,,,,,,,,,,,,,
3285.5,0.584,16.0,129028,NaN,NaN,NaN,,,,,,,,,,,,,
3293.5,0.592,16.3,129264,NaN,NaN,NaN,,,,,,,,,,,,,
3301.5,0.594,16.3,129501,NaN,NaN,NaN,,,,,,,,,,,,,
3309.5,0.578,15.9,129737,NaN,NaN,NaN,,,,,,,,,,,,,
3317.5,0.586,16.1,129973,NaN,NaN,NaN,,,,,,,,,,,,,
3325.5,0.578,15.9,130209,NaN,NaN,NaN,,,,,,,,,,,,,
3333.5,0.576,15.8,130445,NaN,NaN,NaN,,,,,,,,,,,,,
3341.5,0.585,16.1,130681,NaN,NaN,NaN,,,,,,,,,,,,,
3385.5,0.574,15.7,131979,NaN,NaN,NaN,,,,,,,,,,,,,
3393.5,0.569,15.6,132215,NaN,NaN,NaN,,,,,,,,,,,,,
3401.5,0.588,16.2,132451,NaN,NaN,NaN,,,,,,,,,,,,,
3409.5,0.589,16.2,132688,NaN,NaN,NaN,,,,,,,,,,,,,
3417.5,0.579,15.9,132924,NaN,NaN,NaN,,,,,,,,,,,,,
3425.5,0.584,16.0,133160,NaN,NaN,NaN,,,,,,,,,,,,,
3433.5,0.552,15.1,133396,NaN,NaN,NaN,,,,,,,,,,,,,
3441.5,0.544,14.8,133632,NaN,NaN,NaN,,,,,,,,,,,,,
3449.5,0.533,14.5,133868,NaN,NaN,NaN,,,,,,,,,,,,,
3457.5,0.529,14.4,134104,NaN,NaN,NaN,,,,,,,,,,,,,
3481.5,0.576,15.8,134812,NaN,NaN,NaN,,,,,,,,,,,,,
