Proxy depth,UK'37,Published temperature,Published age,Marine04 age,Marine09 age,Age model error,,14C depth,Material,14C age,14C error,忖R,Marine04 age,,,Marine09 age,,
683,0.883,25.0,30546,30413,30418,255,,,,,,,,,,,,
689,0.886,25.2,30999,30835,30837,208,,,,,,,,,,,,
693,0.887,25.2,31300,31146,31139,304,,,,,,,,,,,,
699,0.884,25.1,31751,31609,31594,403,,,,,,,,,,,,
709,0.878,24.7,32504,32377,32354,521,,,,,,,,,,,,
711,0.887,25.2,32655,32530,32506,540,,,,,,,,,,,,
715,0.890,25.4,32956,32837,32811,575,,,,,,,,,,,,
719,0.888,25.3,33257,33144,33115,607,,,,,,,,,,,,
723,0.893,25.5,33558,33450,33420,636,,,,,,,,,,,,
729,0.888,25.3,34009,33909,33877,674,,,,,,,,,,,,
733,0.905,26.2,34310,34215,34182,697,,,,,,,,,,,,
739,0.904,26.1,34762,34674,34639,728,,,,,,,,,,,,
749,0.906,26.2,35515,35438,35402,770,,,,,,,,,,,,
753,0.905,26.2,35816,35744,35707,784,,,,,,,,,,,,
759,0.903,26.1,36267,36202,36165,803,,,,,,,,,,,,
763,0.899,25.8,36568,36507,36470,814,,,,,,,,,,,,
769,0.902,26.0,37020,36964,36928,828,,,,,,,,,,,,
773,0.910,26.4,37321,37268,37234,836,,,,,,,,,,,,
779,0.913,26.6,37772,37725,37693,845,,,,,,,,,,,,
783,0.919,26.9,38073,38028,37999,850,,,,,,,,,,,,
789,0.917,26.8,38525,38481,38460,854,,,,,,,,,,,,
793,0.924,27.2,38799,NaN,NaN,NaN,,,,,,,,,,,,
799,0.924,27.2,39184,NaN,NaN,NaN,,,,,,,,,,,,
803,0.918,26.8,39442,NaN,NaN,NaN,,,,,,,,,,,,
809,0.914,26.6,39827,NaN,NaN,NaN,,,,,,,,,,,,
813,0.906,26.2,40085,NaN,NaN,NaN,,,,,,,,,,,,
819,0.903,26.1,40470,NaN,NaN,NaN,,,,,,,,,,,,
823,0.900,25.9,40728,NaN,NaN,NaN,,,,,,,,,,,,
829,0.890,25.4,41113,NaN,NaN,NaN,,,,,,,,,,,,
830,0.898,25.8,41178,NaN,NaN,NaN,,,,,,,,,,,,
834,0.908,26.3,41435,NaN,NaN,NaN,,,,,,,,,,,,
839,0.896,25.7,41756,NaN,NaN,NaN,,,,,,,,,,,,
843,0.900,25.9,42014,NaN,NaN,NaN,,,,,,,,,,,,
849,0.897,25.7,42399,NaN,NaN,NaN,,,,,,,,,,,,
853,0.902,26.0,42656,NaN,NaN,NaN,,,,,,,,,,,,
859,0.892,25.5,43042,NaN,NaN,NaN,,,,,,,,,,,,
863,0.891,25.4,43299,NaN,NaN,NaN,,,,,,,,,,,,
869,0.874,24.5,43685,NaN,NaN,NaN,,,,,,,,,,,,
873,0.875,24.6,43942,NaN,NaN,NaN,,,,,,,,,,,,
879,0.873,24.5,44328,NaN,NaN,NaN,,,,,,,,,,,,
883,0.873,24.5,44585,NaN,NaN,NaN,,,,,,,,,,,,
889,0.871,24.4,44971,NaN,NaN,NaN,,,,,,,,,,,,
893,0.873,24.5,45228,NaN,NaN,NaN,,,,,,,,,,,,
899,0.868,24.2,45614,NaN,NaN,NaN,,,,,,,,,,,,
903,0.887,25.2,45871,NaN,NaN,NaN,,,,,,,,,,,,
909,0.882,24.9,46311,NaN,NaN,NaN,,,,,,,,,,,,
913,0.885,25.1,46622,NaN,NaN,NaN,,,,,,,,,,,,
919,0.894,25.6,47089,NaN,NaN,NaN,,,,,,,,,,,,
923,0.895,25.6,47400,NaN,NaN,NaN,,,,,,,,,,,,
929,0.899,25.8,47867,NaN,NaN,NaN,,,,,,,,,,,,
933,0.898,25.8,48178,NaN,NaN,NaN,,,,,,,,,,,,
939,0.901,25.9,48644,NaN,NaN,NaN,,,,,,,,,,,,
943,0.898,25.8,48956,NaN,NaN,NaN,,,,,,,,,,,,
949,0.896,25.7,49422,NaN,NaN,NaN,,,,,,,,,,,,
953,0.891,25.4,49733,NaN,NaN,NaN,,,,,,,,,,,,
959,0.902,26.0,50200,NaN,NaN,NaN,,,,,,,,,,,,
963,0.908,26.3,50511,NaN,NaN,NaN,,,,,,,,,,,,
969,0.908,26.3,50978,NaN,NaN,NaN,,,,,,,,,,,,
973,0.907,26.3,51289,NaN,NaN,NaN,,,,,,,,,,,,
979,0.907,26.3,51756,NaN,NaN,NaN,,,,,,,,,,,,
984,0.906,26.2,52144,NaN,NaN,NaN,,,,,,,,,,,,
989,0.903,26.1,52533,NaN,NaN,NaN,,,,,,,,,,,,
993,0.904,26.1,52844,NaN,NaN,NaN,,,,,,,,,,,,
999,0.902,26.0,53333,NaN,NaN,NaN,,,,,,,,,,,,
1003,0.902,26.0,53667,NaN,NaN,NaN,,,,,,,,,,,,
1009,0.902,26.0,54167,NaN,NaN,NaN,,,,,,,,,,,,
1013,0.905,26.2,54500,NaN,NaN,NaN,,,,,,,,,,,,
1019,0.913,26.6,55000,NaN,NaN,NaN,,,,,,,,,,,,
1023,0.911,26.5,55333,NaN,NaN,NaN,,,,,,,,,,,,
1029,0.916,26.7,55833,NaN,NaN,NaN,,,,,,,,,,,,
1033,0.917,26.8,56167,NaN,NaN,NaN,,,,,,,,,,,,
1039,0.928,27.4,56667,NaN,NaN,NaN,,,,,,,,,,,,
1043,0.926,27.3,57000,NaN,NaN,NaN,,,,,,,,,,,,
1049,0.925,27.2,57500,NaN,NaN,NaN,,,,,,,,,,,,
1053,0.927,27.3,57833,NaN,NaN,NaN,,,,,,,,,,,,
1059,0.923,27.1,58269,NaN,NaN,NaN,,,,,,,,,,,,
1063,0.915,26.7,58538,NaN,NaN,NaN,,,,,,,,,,,,
1069,0.912,26.5,58941,NaN,NaN,NaN,,,,,,,,,,,,
1073,0.913,26.6,59210,NaN,NaN,NaN,,,,,,,,,,,,
1079,0.909,26.4,59613,NaN,NaN,NaN,,,,,,,,,,,,
1083,0.907,26.3,59882,NaN,NaN,NaN,,,,,,,,,,,,
1089,0.894,25.6,60286,NaN,NaN,NaN,,,,,,,,,,,,
1093,0.905,26.2,60555,NaN,NaN,NaN,,,,,,,,,,,,
1099,0.903,26.1,60958,NaN,NaN,NaN,,,,,,,,,,,,
1103,0.907,26.3,61227,NaN,NaN,NaN,,,,,,,,,,,,
1109,0.908,26.3,61630,NaN,NaN,NaN,,,,,,,,,,,,
1113,0.909,26.4,61899,NaN,NaN,NaN,,,,,,,,,,,,
1119,0.909,26.4,62303,NaN,NaN,NaN,,,,,,,,,,,,
1123,0.911,26.5,62571,NaN,NaN,NaN,,,,,,,,,,,,
1127,0.910,26.4,62840,NaN,NaN,NaN,,,,,,,,,,,,
1128,0.906,26.2,62908,NaN,NaN,NaN,,,,,,,,,,,,
1130,0.911,26.5,63042,NaN,NaN,NaN,,,,,,,,,,,,
1137,0.908,26.3,63513,NaN,NaN,NaN,,,,,,,,,,,,
1140,0.899,25.8,63714,NaN,NaN,NaN,,,,,,,,,,,,
1144,0.906,26.2,63983,NaN,NaN,NaN,,,,,,,,,,,,
1149,0.908,26.3,64319,NaN,NaN,NaN,,,,,,,,,,,,
1151,0.903,26.1,64454,NaN,NaN,NaN,,,,,,,,,,,,
1160,0.911,26.5,65059,NaN,NaN,NaN,,,,,,,,,,,,
1164,0.893,25.5,65328,NaN,NaN,NaN,,,,,,,,,,,,
1165,0.905,26.2,65395,NaN,NaN,NaN,,,,,,,,,,,,
1174,0.891,25.4,66000,NaN,NaN,NaN,,,,,,,,,,,,
1180,0.906,26.2,66603,NaN,NaN,NaN,,,,,,,,,,,,
1184,0.896,25.7,67005,NaN,NaN,NaN,,,,,,,,,,,,
1190,0.908,26.3,67608,NaN,NaN,NaN,,,,,,,,,,,,
1194,0.909,26.4,68010,NaN,NaN,NaN,,,,,,,,,,,,
1200,0.900,25.9,68612,NaN,NaN,NaN,,,,,,,,,,,,
1204,0.912,26.5,69014,NaN,NaN,NaN,,,,,,,,,,,,
1210,0.908,26.3,69617,NaN,NaN,NaN,,,,,,,,,,,,
1214,0.912,26.5,70019,NaN,NaN,NaN,,,,,,,,,,,,
1220,0.919,26.9,70622,NaN,NaN,NaN,,,,,,,,,,,,
1224,0.903,26.1,71024,NaN,NaN,NaN,,,,,,,,,,,,
1230,0.890,25.4,71627,NaN,NaN,NaN,,,,,,,,,,,,
1234,0.896,25.7,72029,NaN,NaN,NaN,,,,,,,,,,,,
1240,0.914,26.6,72632,NaN,NaN,NaN,,,,,,,,,,,,
1244,0.907,26.3,73033,NaN,NaN,NaN,,,,,,,,,,,,
1250,0.909,26.4,73636,NaN,NaN,NaN,,,,,,,,,,,,
1254,0.917,26.8,74038,NaN,NaN,NaN,,,,,,,,,,,,
1260,0.917,26.8,74641,NaN,NaN,NaN,,,,,,,,,,,,
1264,0.909,26.4,75043,NaN,NaN,NaN,,,,,,,,,,,,
1270,0.916,26.7,75646,NaN,NaN,NaN,,,,,,,,,,,,
1275,0.917,26.8,76148,NaN,NaN,NaN,,,,,,,,,,,,
1283,0.920,26.9,76952,NaN,NaN,NaN,,,,,,,,,,,,
1293,0.920,26.9,77957,NaN,NaN,NaN,,,,,,,,,,,,
1303,0.914,26.6,78962,NaN,NaN,NaN,,,,,,,,,,,,
1313,0.912,26.5,79967,NaN,NaN,NaN,,,,,,,,,,,,
1323,0.918,26.8,80971,NaN,NaN,NaN,,,,,,,,,,,,
1334,0.918,26.8,82077,NaN,NaN,NaN,,,,,,,,,,,,
1343,0.921,27.0,82981,NaN,NaN,NaN,,,,,,,,,,,,
1353,0.941,28.1,83986,NaN,NaN,NaN,,,,,,,,,,,,
1363,0.935,27.7,84990,NaN,NaN,NaN,,,,,,,,,,,,
1373,0.925,27.2,85995,NaN,NaN,NaN,,,,,,,,,,,,
1383,0.929,27.4,87000,NaN,NaN,NaN,,,,,,,,,,,,
1393,0.921,27.0,88167,NaN,NaN,NaN,,,,,,,,,,,,
1403,0.945,28.3,89334,NaN,NaN,NaN,,,,,,,,,,,,
