Proxy depth,UK'37,Published temperature,Published age,Marine04 age,Marine09 age,Age model error,,14C depth,Material,14C age,14C error,忖R,Marine04 age,,,Marine09 age,,
(cm),,(～C),(yr BP),(yr BP),(yr BP),"(yr, 1考)",,(cm),,(yr BP),"(yr, 1考)",(yr),median (yr BP),2考 lower (yr BP),2考 upper (yr BP),median (yr BP),2考 lower (yr BP),2考 upper (yr BP)
3,0.954,28.7,112,-41,-46,290,,12,N. dutertrei,870,45,50,447,301,540,447,301,540
10,0.952,28.6,372,317,314,145,,136,N. dutertrei,3480,80,50,3299,3052,3541,3299,3052,3541
20,0.961,29.1,629,610,602,184,,359.5,N. dutertrei,10140,70,50,11083,10770,11230,11083,10770,11230
30,0.962,29.2,858,845,833,256,,407.5,N. dutertrei,11920,90,50,13322,13129,13554,13327,13119,13566
40,0.960,29.1,1088,1078,1064,302,,469.5,N. dutertrei,14080,100,50,16215,15768,16692,16765,16434,17018
50,0.950,28.5,1317,1311,1296,332,,470.5,N. dutertrei,14530,110,50,16784,16288,17273,17139,16843,17533
60,0.969,29.5,1546,1544,1529,351,,518,N. dutertrei,16620,130,50,19321,19008,19549,19275,18899,19556
70,0.964,29.3,1775,1776,1761,360,,590.5,N. dutertrei,20470,130,50,23973,23589,24362,23916,23477,24340
80,0.954,28.7,2004,2008,1994,360,,680,N. dutertrei,25970,240,50,,,,30351,29639,30860
90,0.941,28.1,2233,2240,2227,351,,688.5,N. dutertrei,26580,260,50,,,,30826,30391,31175
100,0.942,28.1,2462,2472,2460,333,,790.5,N. dutertrei,34260,650,50,,,,38619,36871,40325
110,0.939,27.9,2691,2702,2693,303,,,,,,,,,,,,
120,0.940,28.0,2920,2933,2927,259,,,,,,,,,,,,
130,0.937,27.8,3150,3162,3161,190,,,,,,,,,,,,
140,0.941,28.1,3425,3439,3439,194,,,,,,,,,,,,
148,0.939,27.9,3701,3719,3713,285,,,,,,,,,,,,
160,0.957,28.9,4116,4135,4124,374,,,,,,,,,,,,
170,0.940,28.0,4461,4482,4467,429,,,,,,,,,,,,
176,0.936,27.8,4668,4689,4673,455,,,,,,,,,,,,
190,0.932,27.6,5152,5174,5154,505,,,,,,,,,,,,
200,0.923,27.1,5497,5519,5498,532,,,,,,,,,,,,
210,0.938,27.9,5842,5864,5842,553,,,,,,,,,,,,
220,0.925,27.2,6188,6209,6186,568,,,,,,,,,,,,
230,0.929,27.4,6533,6554,6530,578,,,,,,,,,,,,
235,0.924,27.2,6705,6727,6702,582,,,,,,,,,,,,
250,0.928,27.4,7223,7244,7219,585,,,,,,,,,,,,
260,0.941,28.1,7569,7588,7563,582,,,,,,,,,,,,
270,0.939,27.9,7914,7932,7908,574,,,,,,,,,,,,
280,0.940,28.0,8259,8277,8252,561,,,,,,,,,,,,
290,0.936,27.8,8605,8621,8597,543,,,,,,,,,,,,
299,0.935,27.7,8915,8930,8907,522,,,,,,,,,,,,
303,0.934,27.7,9054,9067,9045,511,,,,,,,,,,,,
314,0.938,27.9,9433,9445,9424,475,,,,,,,,,,,,
323,0.925,27.2,9744,9754,9735,438,,,,,,,,,,,,
333,0.920,26.9,10089,10097,10080,387,,,,,,,,,,,,
343,0.936,27.8,10435,10439,10426,320,,,,,,,,,,,,
353,0.924,27.2,10780,10780,10772,223,,,,,,,,,,,,
359,0.942,28.1,10987,10982,10982,126,,,,,,,,,,,,
363,0.923,27.1,11175,11173,11167,195,,,,,,,,,,,,
369,0.930,27.5,11468,11468,11458,269,,,,,,,,,,,,
373,0.930,27.5,11663,11664,11652,298,,,,,,,,,,,,
379,0.931,27.5,11955,11957,11944,321,,,,,,,,,,,,
383,0.933,27.6,12150,12151,12139,326,,,,,,,,,,,,
389,0.919,26.9,12443,12443,12432,318,,,,,,,,,,,,
393,0.922,27.1,12638,12637,12628,302,,,,,,,,,,,,
399,0.936,27.8,12930,12927,12921,258,,,,,,,,,,,,
403,0.922,27.1,13125,13120,13118,209,,,,,,,,,,,,
409,0.916,26.7,13420,13406,13420,151,,,,,,,,,,,,
411,0.911,26.5,13522,13501,13528,192,,,,,,,,,,,,
419,0.910,26.4,13927,13878,13961,291,,,,,,,,,,,,
423,0.908,26.3,14129,14065,14178,321,,,,,,,,,,,,
429,0.905,26.2,14433,14346,14504,353,,,,,,,,,,,,
433,0.907,26.3,14635,14533,14722,366,,,,,,,,,,,,
439,0.912,26.5,14939,14813,15048,375,,,,,,,,,,,,
443,0.912,26.5,15141,14999,15266,376,,,,,,,,,,,,
449,0.910,26.4,15445,15278,15593,367,,,,,,,,,,,,
453,0.913,26.6,15648,15464,15811,355,,,,,,,,,,,,
459,0.903,26.1,15951,15742,16139,325,,,,,,,,,,,,
463,0.902,26.0,16154,15927,16358,296,,,,,,,,,,,,
469,0.900,25.9,16457,16201,16688,232,,,,,,,,,,,,
473,0.902,26.0,16681,16930,17304,261,,,,,,,,,,,,
479,0.905,26.2,17027,17247,17558,312,,,,,,,,,,,,
483,0.903,26.1,17258,17457,17728,333,,,,,,,,,,,,
489,0.903,26.1,17604,17772,17984,348,,,,,,,,,,,,
493,0.903,26.1,17835,17981,18155,349,,,,,,,,,,,,
499,0.901,25.9,18181,18294,18411,337,,,,,,,,,,,,
503,0.894,25.6,18412,18503,18582,318,,,,,,,,,,,,
509,0.884,25.1,18758,18814,18840,273,,,,,,,,,,,,
513,0.888,25.3,18989,19022,19012,225,,,,,,,,,,,,
519,0.895,25.6,19342,19345,19291,160,,,,,,,,,,,,
523,0.891,25.4,19601,19609,19547,252,,,,,,,,,,,,
529,0.908,26.3,19990,20001,19932,338,,,,,,,,,,,,
533,0.906,26.2,20249,20262,20189,378,,,,,,,,,,,,
539,0.911,26.5,20638,20652,20576,421,,,,,,,,,,,,
543,0.896,25.7,20897,20912,20833,441,,,,,,,,,,,,
549,0.909,26.4,21286,21302,21220,460,,,,,,,,,,,,
553,0.905,26.2,21545,21561,21478,466,,,,,,,,,,,,
559,0.912,26.5,21934,21950,21865,465,,,,,,,,,,,,
561,0.903,26.1,22063,22079,21994,462,,,,,,,,,,,,
564,0.905,26.2,22258,22273,22188,456,,,,,,,,,,,,
565,0.906,26.2,22322,22338,22253,453,,,,,,,,,,,,
573,0.901,25.9,22841,22855,22770,417,,,,,,,,,,,,
579,0.900,25.9,23229,23242,23158,372,,,,,,,,,,,,
583,0.902,26.0,23489,23499,23417,329,,,,,,,,,,,,
589,0.905,26.2,23877,23883,23807,231,,,,,,,,,,,,
593,0.895,25.6,24152,24156,24079,257,,,,,,,,,,,,
599,0.894,25.6,24577,24577,24499,356,,,,,,,,,,,,
603,0.891,25.4,24861,24858,24780,403,,,,,,,,,,,,
609,0.886,25.2,25286,25277,25201,457,,,,,,,,,,,,
613,0.882,24.9,25570,25556,25483,484,,,,,,,,,,,,
619,0.875,24.6,25995,25975,25905,515,,,,,,,,,,,,
623,0.895,25.6,26279,26253,26186,531,,,,,,,,,,,,
629,0.892,25.5,26704,26671,26609,546,,,,,,,,,,,,
633,0.896,25.7,26988,26950,26890,552,,,,,,,,,,,,
639,0.879,24.8,27413,27367,27313,554,,,,,,,,,,,,
643,0.886,25.2,27697,27645,27595,550,,,,,,,,,,,,
649,0.890,25.4,28122,28062,28018,538,,,,,,,,,,,,
653,0.891,25.4,28406,28339,28300,526,,,,,,,,,,,,
659,0.891,25.4,28831,28755,28724,499,,,,,,,,,,,,
663,0.901,25.9,29115,29032,29006,474,,,,,,,,,,,,
669,0.904,26.1,29540,29447,29430,427,,,,,,,,,,,,
673,0.906,26.2,29823,29723,29713,385,,,,,,,,,,,,
679,0.886,25.2,30249,30135,30139,297,,,,,,,,,,,,
