Proxy depth,d18O,Temperature,Published age,Age model error
(m),(VSMOW),(°„C),(yr BP),"(yr, 1¶“)"
1680.02,-38.32,-41.5,13250,74
1680.99,-39.46,-45.0,13270,74.5
1682.01,-38.00,-40.5,13290,74.5
1682.98,-37.53,-39.1,13310,75
1683.93,-38.16,-41.0,13330,75
1685.00,-37.83,-40.0,13350,75.5
1685.97,-38.35,-41.6,13370,75.5
1687.10,-37.25,-38.2,13390,76
1688.04,-37.85,-40.0,13410,76
1689.10,-38.08,-40.7,13430,76.5
1690.11,-37.72,-39.6,13450,76.5
1691.21,-36.41,-35.7,13470,77
1692.26,-36.96,-37.3,13490,77.5
1693.41,-37.18,-38.0,13510,77.5
1694.34,-37.63,-39.4,13530,78
1695.27,-37.62,-39.3,13550,78
1696.13,-39.61,-45.4,13570,78.5
1697.02,-39.17,-44.1,13590,78.5
1697.99,-37.73,-39.7,13610,79
1698.93,-37.80,-39.9,13630,79
1700.06,-37.40,-38.7,13650,79.5
1701.10,-38.17,-41.0,13670,79.5
1702.16,-37.39,-38.6,13690,80
1703.20,-37.31,-38.4,13710,80
1704.29,-37.64,-39.4,13730,80.5
1705.37,-37.89,-40.2,13750,80.5
1706.47,-37.72,-39.6,13770,81
1707.47,-37.87,-40.1,13790,81
1708.57,-38.09,-40.8,13810,81.5
1709.74,-37.02,-37.5,13830,81.5
1710.80,-38.30,-41.4,13850,82
1711.90,-36.96,-37.3,13870,82.5
1713.07,-37.39,-38.6,13890,82.5
1714.02,-37.22,-38.1,13910,83
1714.88,-38.17,-41.0,13930,83
1715.72,-39.19,-44.1,13950,83.5
1716.52,-39.98,-46.5,13970,83.5
1717.21,-38.94,-43.4,13990,84
1717.99,-39.67,-45.6,14010,84
1718.83,-38.59,-42.3,14030,84.5
1719.81,-37.12,-37.8,14050,84.5
1720.79,-37.38,-38.6,14070,85
1721.71,-37.11,-37.8,14090,85
1722.83,-37.55,-39.1,14110,85.5
1723.73,-38.15,-41.0,14130,85.5
1724.78,-37.19,-38.0,14150,86
1725.97,-36.97,-37.4,14170,86.5
1727.15,-37.06,-37.6,14190,86.5
1728.36,-36.62,-36.3,14210,87
1729.45,-36.56,-36.1,14230,87
1730.78,-35.76,-33.7,14250,87.5
1732.06,-35.65,-33.3,14270,87.5
1733.29,-35.36,-32.4,14290,88
1734.40,-36.52,-36.0,14310,88
1735.43,-36.75,-36.7,14330,88.5
1736.45,-35.63,-33.3,14350,89
1737.55,-36.42,-35.7,14370,89
1738.70,-35.91,-34.1,14390,89.5
1739.97,-35.73,-33.6,14410,89.5
1741.24,-36.26,-35.2,14430,90
1742.24,-34.72,-30.5,14450,90
1743.50,-34.98,-31.3,14470,90.5
1744.77,-35.74,-33.6,14490,90.5
1746.07,-35.09,-31.6,14510,91
1747.40,-35.87,-34.0,14530,91
1748.63,-35.23,-32.1,14550,91.5
1749.66,-36.23,-35.1,14570,92
1750.72,-36.94,-37.3,14590,92
1751.86,-35.81,-33.8,14610,92.5
1752.84,-37.50,-39.0,14630,92.5
1753.68,-38.57,-42.2,14650,93
1754.21,-38.59,-42.3,14670,93.5
1754.84,-39.85,-46.1,14690,94.5
1755.41,-40.51,-48.2,14710,94.5
1756.11,-40.41,-47.9,14730,95.5
1756.80,-39.06,-43.7,14750,95.5
1757.45,-38.75,-42.8,14770,95.5
1758.01,-40.03,-46.7,14790,96
1758.61,-39.34,-44.6,14810,96.5
1759.18,-39.55,-45.2,14830,97
1759.74,-39.70,-45.7,14850,97
1760.30,-41.28,-50.5,14870,97.5
1760.79,-38.17,-41.0,14890,97.5
1761.28,-39.38,-44.7,14910,98
1761.78,-39.15,-44.0,14930,98
1762.34,-39.76,-45.9,14950,98.5
1762.85,-38.55,-42.2,14970,99
1763.28,-40.55,-48.3,14990,99
1763.77,-39.62,-45.4,15010,99
1764.28,-39.51,-45.1,15030,99.5
1764.77,-40.49,-48.1,15050,100
1765.23,-39.75,-45.8,15070,101
1765.68,-39.27,-44.4,15090,102
1766.13,-40.24,-47.3,15110,102
1766.60,-40.13,-47.0,15130,102.5
1767.11,-39.42,-44.8,15150,102.5
1767.56,-39.32,-44.5,15170,103
1768.04,-39.52,-45.1,15190,103.5
1768.55,-38.58,-42.3,15210,104
1769.04,-38.55,-42.2,15230,104.5
1769.58,-39.62,-45.4,15250,104.5
1770.09,-39.10,-43.9,15270,105.5
1770.58,-40.00,-46.6,15290,105.5
1771.06,-39.21,-44.2,15310,106.5
1771.52,-39.51,-45.1,15330,107
1772.01,-39.27,-44.4,15350,107
1772.50,-39.01,-43.6,15370,107.5
1772.96,-40.19,-47.2,15390,108
1773.42,-39.74,-45.8,15410,108.5
1773.94,-40.48,-48.1,15430,109
1774.43,-39.40,-44.8,15450,109.5
1774.91,-39.14,-44.0,15470,109.5
1775.39,-40.58,-48.4,15490,110
1775.85,-39.83,-46.1,15510,110.5
1776.30,-42.21,-53.3,15530,111.5
1776.73,-40.22,-47.3,15550,112
1777.18,-40.69,-48.7,15570,112
1777.68,-39.04,-43.7,15590,113
1778.11,-39.03,-43.6,15610,113
1778.54,-38.71,-42.7,15630,113
1778.96,-40.56,-48.3,15650,113
1779.39,-38.49,-42.0,15670,113.5
1779.82,-39.05,-43.7,15690,114
1780.24,-42.46,-54.1,15710,115
1780.65,-39.61,-45.4,15730,115.5
1781.04,-40.11,-46.9,15750,115.5
1781.52,-39.77,-45.9,15770,115.5
1781.98,-39.56,-45.3,15790,116.5
1782.46,-40.54,-48.2,15810,117
1783.00,-39.75,-45.8,15830,117
1783.45,-40.39,-47.8,15850,117.5
1783.88,-39.32,-44.5,15870,117.5
1784.35,-40.32,-47.6,15890,118.5
1784.85,-39.42,-44.8,15910,118.5
1785.30,-40.24,-47.3,15930,120
1785.80,-39.68,-45.6,15950,120.5
1786.26,-41.49,-51.1,15970,121.5
1786.78,-41.10,-50.0,15990,122.5
1787.24,-40.66,-48.6,16010,123
1787.71,-40.58,-48.4,16030,123.5
1788.14,-41.41,-50.9,16050,124
1788.60,-40.49,-48.1,16070,124.5
1789.05,-41.17,-50.2,16090,125
1789.48,-41.82,-52.2,16110,126
1789.94,-39.55,-45.2,16130,127
1790.41,-39.33,-44.6,16150,127
1790.89,-39.33,-44.6,16170,127.5
1791.33,-40.46,-48.0,16190,127.5
1791.74,-39.91,-46.3,16210,128.5
1792.20,-38.48,-42.0,16230,128.5
1792.64,-38.91,-43.3,16250,129.5
1793.08,-39.06,-43.7,16270,130
1793.52,-39.48,-45.0,16290,130.5
1794.02,-39.45,-44.9,16310,131
1794.53,-38.76,-42.8,16330,132
1795.02,-40.71,-48.8,16350,132.5
1795.53,-39.11,-43.9,16370,132.5
1796.00,-39.53,-45.2,16390,133
1796.52,-40.38,-47.8,16410,133.5
1797.01,-40.59,-48.4,16430,134
1797.48,-40.03,-46.7,16450,134.5
1797.94,-39.22,-44.2,16470,134.5
1798.45,-40.09,-46.9,16490,136
1798.90,-38.21,-41.1,16510,136
1799.31,-38.54,-42.1,16530,136.5
1799.78,-39.62,-45.4,16550,136.5
1800.26,-38.32,-41.5,16570,137.5
1800.82,-39.52,-45.1,16590,138.5
1801.35,-39.64,-45.5,16610,139
1801.89,-39.80,-46.0,16630,139.5
1802.36,-39.63,-45.5,16650,140
1802.85,-39.16,-44.0,16670,140.5
1803.31,-40.93,-49.4,16690,141
1803.79,-40.69,-48.7,16710,141.5
1804.28,-40.95,-49.5,16730,142
1804.80,-39.08,-43.8,16750,142.5
1805.26,-37.68,-39.5,16770,143.5
1805.82,-40.96,-49.5,16790,144
1806.32,-39.01,-43.6,16810,145
1806.79,-39.04,-43.7,16830,146
1807.23,-40.59,-48.4,16850,146.5
1807.69,-39.20,-44.2,16870,147
1808.10,-41.58,-51.4,16890,147.5
1808.57,-40.12,-47.0,16910,148
1809.02,-40.82,-49.1,16930,149
1809.52,-40.56,-48.3,16950,149.5
1810.03,-39.66,-45.6,16970,150
1810.50,-39.28,-44.4,16990,150.5
1811.02,-40.04,-46.7,17010,151.5
1811.52,-40.41,-47.9,17030,153
1811.99,-38.51,-42.1,17050,153
1812.54,-39.38,-44.7,17070,154
1813.04,-39.70,-45.7,17090,154.5
1813.58,-40.94,-49.5,17110,155
1814.04,-39.81,-46.0,17130,155
1814.55,-40.05,-46.8,17150,156
1815.05,-39.73,-45.8,17170,156.5
1815.58,-38.19,-41.1,17190,156.5
1816.00,-40.82,-49.1,17210,157.5
1816.43,-39.97,-46.5,17230,158
1816.90,-41.07,-49.9,17250,158.5
1817.37,-40.20,-47.2,17270,159
1817.80,-39.98,-46.5,17290,160.5
1818.25,-39.83,-46.1,17310,161
1818.81,-39.60,-45.4,17330,161.5
1819.28,-40.42,-47.9,17350,162.5
1819.78,-39.94,-46.4,17370,164
1820.21,-41.24,-50.4,17390,164
1820.70,-41.11,-50.0,17410,164.5
1821.16,-40.43,-47.9,17430,165
1821.64,-39.52,-45.1,17450,165.5
1822.06,-38.98,-43.5,17470,166
1822.51,-38.51,-42.1,17490,166.5
1822.95,-38.55,-42.2,17510,166.5
1823.37,-39.32,-44.5,17530,166.5
1823.85,-39.19,-44.1,17550,167
1824.34,-39.82,-46.1,17570,167.5
1824.85,-38.71,-42.7,17590,168
1825.35,-39.91,-46.3,17610,168.5
1825.93,-37.99,-40.5,17630,169
1826.43,-37.64,-39.4,17650,169
1826.83,-39.45,-44.9,17670,170
1827.28,-39.95,-46.4,17690,170.5
1827.73,-38.43,-41.8,17710,171
1828.21,-37.49,-38.9,17730,171.5
1828.69,-39.07,-43.8,17750,171.5
1829.25,-40.05,-46.8,17770,172.5
1829.79,-37.92,-40.3,17790,173
1830.29,-39.44,-44.9,17810,173
1830.73,-39.63,-45.5,17830,173.5
1831.22,-38.07,-40.7,17850,173.5
1831.74,-37.43,-38.8,17870,174
1832.24,-39.14,-44.0,17890,174.5
1832.67,-37.97,-40.4,17910,175
1833.12,-39.68,-45.6,17930,175.5
1833.63,-37.64,-39.4,17950,175.5
1834.08,-39.92,-46.4,17970,175.5
1834.54,-38.77,-42.8,17990,175.5
1834.98,-39.96,-46.5,18010,176.5
1835.40,-38.44,-41.8,18030,177
1835.84,-40.53,-48.2,18050,177.5
1836.37,-39.74,-45.8,18070,178
1836.90,-40.79,-49.0,18090,178
1837.40,-38.13,-40.9,18110,178.5
1837.94,-37.40,-38.7,18130,179
1838.45,-38.37,-41.6,18150,179
1838.96,-38.89,-43.2,18170,179
1839.45,-38.96,-43.4,18190,179.5
1839.92,-39.52,-45.1,18210,179.5
1840.34,-40.34,-47.6,18230,180
1840.87,-38.86,-43.1,18250,180.5
1841.35,-38.02,-40.6,18270,180.5
1841.78,-39.94,-46.4,18290,181
1842.21,-40.07,-46.8,18310,182
1842.64,-37.94,-40.3,18330,182
1843.01,-38.59,-42.3,18350,182.5
1843.39,-38.27,-41.3,18370,183
1843.87,-38.17,-41.0,18390,183
1844.27,-37.77,-39.8,18410,184
1844.70,-38.26,-41.3,18430,184
1845.12,-39.88,-46.2,18450,185
1845.60,-38.60,-42.3,18470,185
1846.03,-38.69,-42.6,18490,186
1846.46,-39.07,-43.8,18510,187
1846.88,-39.86,-46.2,18530,187.5
1847.32,-37.88,-40.1,18550,188.5
1847.81,-41.13,-50.0,18570,189
1848.24,-37.42,-38.7,18590,190
1848.69,-38.32,-41.5,18610,190
1849.16,-38.89,-43.2,18630,190.5
1849.59,-39.00,-43.6,18650,190.5
1850.03,-38.20,-41.1,18670,191
1850.51,-39.32,-44.5,18690,191.5
1850.96,-38.24,-41.2,18710,192
1851.40,-40.06,-46.8,18730,192
1851.81,-40.37,-47.7,18750,193
1852.31,-40.13,-47.0,18770,193.5
1852.79,-40.08,-46.8,18790,194.5
1853.32,-40.26,-47.4,18810,194.5
1853.76,-39.73,-45.8,18830,195
1854.21,-40.03,-46.7,18850,196
1854.66,-38.98,-43.5,18870,196.5
1855.12,-37.25,-38.2,18890,197
1855.54,-39.23,-44.3,18910,198
1856.01,-38.79,-42.9,18930,199
1856.44,-38.68,-42.6,18950,199
1856.89,-39.60,-45.4,18970,200
1857.32,-37.75,-39.7,18990,200
1857.78,-39.96,-46.5,19010,200.5
1858.26,-39.39,-44.7,19030,200.5
1858.70,-38.52,-42.1,19050,201
1859.13,-37.86,-40.1,19070,202
1859.64,-39.36,-44.6,19090,202.5
1860.05,-38.44,-41.8,19110,203
1860.53,-39.27,-44.4,19130,203.5
1861.01,-38.62,-42.4,19150,203.5
1861.40,-39.77,-45.9,19170,204
1861.84,-38.39,-41.7,19190,205
1862.29,-39.95,-46.4,19210,205
1862.76,-39.75,-45.8,19230,205.5
1863.19,-39.00,-43.6,19250,206
1863.63,-38.76,-42.8,19270,206.5
1864.11,-39.18,-44.1,19290,207
1864.55,-38.39,-41.7,19310,207
1864.97,-39.68,-45.6,19330,207.5
1865.43,-37.47,-38.9,19350,208
1865.90,-39.08,-43.8,19370,209
1866.41,-38.67,-42.5,19390,209.5
1866.85,-38.53,-42.1,19410,210
1867.33,-40.56,-48.3,19430,210.5
1867.78,-39.70,-45.7,19450,211
1868.29,-40.10,-46.9,19470,211
1868.74,-38.84,-43.1,19490,212
1869.25,-40.05,-46.8,19510,212.5
1869.78,-39.18,-44.1,19530,212.5
1870.26,-38.42,-41.8,19550,213
1870.69,-39.43,-44.9,19570,213.5
1871.14,-39.78,-45.9,19590,214
1871.62,-39.50,-45.1,19610,214
1872.02,-38.68,-42.6,19630,215
1872.48,-40.10,-46.9,19650,215.5
1872.88,-39.40,-44.8,19670,216
1873.28,-41.79,-52.1,19690,216.5
1873.68,-39.21,-44.2,19710,217
1874.15,-40.72,-48.8,19730,217
1874.60,-42.10,-53.0,19750,217
1875.09,-39.48,-45.0,19770,218
1875.54,-38.85,-43.1,19790,219
1876.01,-40.72,-48.8,19810,219
1876.51,-39.61,-45.4,19830,219
1876.94,-39.64,-45.5,19850,219.5
1877.41,-39.54,-45.2,19870,220
1877.86,-39.11,-43.9,19890,220.5
1878.35,-40.13,-47.0,19910,221
1878.78,-41.44,-51.0,19930,221.5
1879.19,-41.21,-50.3,19950,222
1879.64,-40.31,-47.5,19970,222.5
1880.07,-40.00,-46.6,19990,222.5
1880.56,-40.01,-46.6,20010,223
1881.03,-41.12,-50.0,20030,223
1881.43,-40.25,-47.4,20050,223.5
1881.87,-39.10,-43.9,20070,223.5
1882.31,-39.94,-46.4,20090,224
1882.79,-39.44,-44.9,20110,224.5
1883.25,-40.48,-48.1,20130,225
1883.75,-40.14,-47.0,20150,226
1884.29,-38.73,-42.7,20170,226
1884.75,-40.79,-49.0,20190,226
1885.25,-40.32,-47.6,20210,226.5
1885.75,-40.68,-48.7,20230,226.5
1886.22,-40.66,-48.6,20250,227
1886.75,-40.78,-49.0,20270,228.5
1887.17,-40.21,-47.2,20290,229
1887.63,-40.28,-47.5,20310,229.5
1888.03,-40.86,-49.2,20330,230
1888.48,-41.91,-52.4,20350,230
1888.97,-40.72,-48.8,20370,230.5
1889.38,-41.24,-50.4,20390,231
1889.78,-40.24,-47.3,20410,231.5
1890.25,-41.24,-50.4,20430,231.5
1890.76,-41.53,-51.3,20450,231.5
1891.19,-40.30,-47.5,20470,232.5
1891.65,-40.34,-47.6,20490,232.5
1892.15,-40.57,-48.3,20510,232.5
1892.59,-39.82,-46.1,20530,233
1893.07,-39.56,-45.3,20550,233.5
1893.57,-40.15,-47.1,20570,234.5
1894.01,-38.71,-42.7,20590,235.5
1894.47,-39.22,-44.2,20610,236
1894.96,-40.67,-48.6,20630,236
1895.35,-40.17,-47.1,20650,236.5
1895.77,-38.91,-43.3,20670,237
1896.22,-40.71,-48.8,20690,237
1896.69,-40.15,-47.1,20710,238
1897.15,-40.19,-47.2,20730,238
1897.62,-40.31,-47.5,20750,238
1898.02,-40.30,-47.5,20770,238.5
1898.47,-38.76,-42.8,20790,238.5
1898.89,-39.29,-44.4,20810,239
1899.31,-41.84,-52.2,20830,240.5
1899.70,-41.24,-50.4,20850,241
1900.15,-40.29,-47.5,20870,242
1900.56,-41.61,-51.5,20890,242.5
1900.97,-40.42,-47.9,20910,243
1901.38,-41.21,-50.3,20930,243.5
1901.78,-40.44,-47.9,20950,244
1902.18,-41.13,-50.0,20970,244.5
1902.59,-39.32,-44.5,20990,245
1902.96,-41.50,-51.2,21010,246
1903.36,-41.50,-51.2,21030,247
1903.75,-41.21,-50.3,21050,247.5
1904.12,-40.11,-46.9,21070,248
1904.52,-39.83,-46.1,21090,248
1904.91,-40.84,-49.2,21110,248.5
1905.32,-41.57,-51.4,21130,249.5
1905.76,-41.08,-49.9,21150,249.5
1906.17,-41.05,-49.8,21170,250
1906.60,-40.49,-48.1,21190,250.5
1907.02,-40.22,-47.3,21210,251
1907.43,-40.94,-49.5,21230,251.5
1907.83,-40.89,-49.3,21250,251.5
1908.20,-42.33,-53.7,21270,252
1908.62,-41.63,-51.6,21290,252.5
1909.07,-40.89,-49.3,21310,252.5
1909.45,-40.72,-48.8,21330,253.5
1909.82,-40.95,-49.5,21350,254
1910.21,-41.03,-49.7,21370,254.5
1910.61,-41.45,-51.0,21390,255.5
1911.01,-42.38,-53.9,21410,255.5
1911.45,-41.35,-50.7,21430,256.5
1911.81,-42.15,-53.2,21450,256.5
1912.19,-42.24,-53.4,21470,256.5
1912.62,-40.01,-46.6,21490,257
1913.00,-40.41,-47.9,21510,257.5
1913.37,-40.70,-48.7,21530,257.5
1913.76,-40.77,-48.9,21550,258.5
1914.19,-40.98,-49.6,21570,259
1914.58,-41.82,-52.2,21590,259.5
1914.95,-40.19,-47.2,21610,260
1915.32,-41.32,-50.6,21630,260
1915.70,-41.19,-50.2,21650,260.5
1916.11,-42.22,-53.4,21670,261
1916.54,-42.00,-52.7,21690,261.5
1916.92,-41.92,-52.5,21710,262
1917.32,-41.19,-50.2,21730,262.5
1917.69,-41.16,-50.1,21750,263.5
1918.09,-40.43,-47.9,21770,264
1918.49,-41.06,-49.8,21790,264
1918.88,-40.04,-46.7,21810,264.5
1919.30,-39.66,-45.6,21830,264.5
1919.69,-40.39,-47.8,21850,265
1920.12,-41.17,-50.2,21870,265
1920.54,-41.42,-50.9,21890,265.5
1920.92,-40.44,-47.9,21910,265.5
1921.30,-39.98,-46.5,21930,265.5
1921.69,-41.80,-52.1,21950,266
1922.06,-42.72,-54.9,21970,266
1922.43,-41.04,-49.8,21990,266.5
1922.81,-40.71,-48.8,22010,267
1923.19,-39.51,-45.1,22030,268
1923.59,-41.03,-49.7,22050,268
1923.93,-41.79,-52.1,22070,268.5
1924.33,-41.41,-50.9,22090,269
1924.69,-40.17,-47.1,22110,269.5
1925.09,-41.61,-51.5,22130,270
1925.50,-41.10,-50.0,22150,270.5
1925.90,-39.80,-46.0,22170,271
1926.26,-40.06,-46.8,22190,272
1926.69,-41.84,-52.2,22210,272.5
1927.08,-40.30,-47.5,22230,273.5
1927.44,-39.73,-45.8,22250,273.5
1927.87,-39.94,-46.4,22270,274
1928.27,-40.90,-49.3,22290,274
1928.67,-42.31,-53.6,22310,274
1929.09,-41.33,-50.7,22330,274.5
1929.53,-42.29,-53.6,22350,275.5
1929.95,-41.70,-51.8,22370,275.5
1930.39,-41.28,-50.5,22390,276
1930.82,-41.72,-51.8,22410,276.5
1931.27,-40.84,-49.2,22430,276.5
1931.74,-41.59,-51.4,22450,277
1932.17,-40.17,-47.1,22470,278
1932.65,-40.53,-48.2,22490,278.5
1933.05,-42.12,-53.1,22510,279
1933.45,-39.93,-46.4,22530,280
1933.91,-41.60,-51.5,22550,280.5
1934.32,-39.66,-45.6,22570,281.5
1934.74,-40.85,-49.2,22590,281.5
1935.16,-40.44,-47.9,22610,281.5
1935.57,-41.82,-52.2,22630,282
1936.00,-42.92,-55.5,22650,282
1936.41,-41.80,-52.1,22670,282.5
1936.88,-39.28,-44.4,22690,283
1937.36,-39.80,-46.0,22710,283.5
1937.79,-40.43,-47.9,22730,284
1938.26,-40.97,-49.6,22750,284
1938.68,-41.09,-49.9,22770,285
1939.05,-41.52,-51.2,22790,285
1939.46,-40.53,-48.2,22810,285.5
1939.88,-40.62,-48.5,22830,286
1940.28,-40.41,-47.9,22850,286.5
1940.72,-40.03,-46.7,22870,287.5
1941.19,-39.54,-45.2,22890,288.5
1941.71,-37.86,-40.1,22910,289.5
1942.19,-38.31,-41.4,22930,290
1942.66,-39.35,-44.6,22950,291
1943.12,-39.54,-45.2,22970,291.5
1943.51,-40.64,-48.6,22990,292.5
1943.96,-41.55,-51.3,23010,292.5
1944.43,-40.08,-46.8,23030,292.5
1944.88,-41.99,-52.7,23050,293
1945.28,-40.82,-49.1,23070,293.5
1945.77,-41.95,-52.5,23090,294
1946.23,-41.68,-51.7,23110,294.5
1946.64,-40.80,-49.0,23130,294.5
1946.99,-42.52,-54.3,23150,295
1947.35,-41.11,-50.0,23170,295
1947.80,-40.46,-48.0,23190,295.5
1948.31,-39.78,-45.9,23210,296
1948.81,-39.20,-44.2,23230,296.5
1949.37,-37.76,-39.8,23250,297
1949.86,-37.44,-38.8,23270,297.5
1950.46,-38.48,-42.0,23290,298
1951.00,-39.38,-44.7,23310,298.5
1951.41,-39.89,-46.3,23330,299
1951.85,-38.33,-41.5,23350,299.5
1952.26,-40.71,-48.8,23370,299.5
1952.68,-41.96,-52.6,23390,300
1953.07,-41.55,-51.3,23410,301
1953.43,-40.40,-47.8,23430,302.5
1953.83,-42.22,-53.4,23450,303.5
1954.22,-41.47,-51.1,23470,304
1954.59,-41.60,-51.5,23490,304.5
1954.90,-41.65,-51.6,23510,305
1955.23,-42.26,-53.5,23530,305
1955.62,-42.02,-52.8,23550,305.5
1956.00,-41.67,-51.7,23570,306
1956.33,-40.73,-48.8,23590,307
1956.66,-42.90,-55.4,23610,307.5
1956.98,-41.87,-52.3,23630,308.5
1957.33,-43.30,-56.7,23650,309
1957.64,-44.05,-59.0,23670,310.5
1958.00,-42.49,-54.2,23690,310.5
1958.33,-42.52,-54.3,23710,312
1958.66,-40.16,-47.1,23730,312.5
1959.00,-41.77,-52.0,23750,312.5
1959.32,-42.50,-54.2,23770,313
1959.66,-41.73,-51.9,23790,313
1959.98,-43.62,-57.6,23810,314
1960.30,-44.93,-61.6,23830,315
1960.63,-42.91,-55.5,23850,316
1960.95,-43.31,-56.7,23870,316.5
1961.26,-41.12,-50.0,23890,316.5
1961.57,-42.38,-53.9,23910,317
1961.87,-42.00,-52.7,23930,317.5
1962.17,-42.04,-52.8,23950,318
1962.48,-41.94,-52.5,23970,319
1962.77,-42.73,-54.9,23990,319.5
1963.06,-42.49,-54.2,24010,320
1963.40,-43.06,-55.9,24030,320.5
1963.72,-43.50,-57.3,24050,321
1964.04,-43.90,-58.5,24070,321.5
1964.36,-42.11,-53.0,24090,322
1964.68,-40.21,-47.2,24110,322
1964.97,-42.30,-53.6,24130,322.5
1965.29,-42.33,-53.7,24150,323
1965.63,-41.81,-52.1,24170,323.5
1965.94,-41.41,-50.9,24190,324.5
1966.30,-42.10,-53.0,24210,326
1966.66,-40.79,-49.0,24230,326.5
1966.96,-41.20,-50.3,24250,327
1967.33,-41.03,-49.7,24270,327.5
1967.67,-41.90,-52.4,24290,328
1968.00,-39.55,-45.2,24310,328.5
1968.32,-40.63,-48.5,24330,329
1968.69,-41.25,-50.4,24350,329
1969.03,-41.54,-51.3,24370,330
1969.33,-40.70,-48.7,24390,331
1969.68,-42.20,-53.3,24410,331.5
1970.01,-41.96,-52.6,24430,332
1970.38,-40.28,-47.5,24450,332.5
1970.71,-40.18,-47.1,24470,332.5
1971.01,-41.43,-51.0,24490,333.5
1971.31,-40.61,-48.5,24510,334
1971.60,-41.56,-51.4,24530,334.5
1971.93,-40.71,-48.8,24550,335
1972.24,-39.36,-44.6,24570,335.5
1972.54,-41.45,-51.0,24590,336
1972.85,-43.80,-58.2,24610,337
1973.15,-40.98,-49.6,24630,337.5
1973.45,-43.11,-56.1,24650,337.5
1973.77,-41.45,-51.0,24670,337.5
1974.04,-40.15,-47.1,24690,338.5
1974.39,-40.51,-48.2,24710,339.5
1974.70,-41.84,-52.2,24730,340
1974.99,-39.04,-43.7,24750,340
1975.25,-40.90,-49.3,24770,340.5
1975.58,-43.05,-55.9,24790,340.5
1975.90,-42.38,-53.9,24810,341
1976.25,-41.26,-50.4,24830,341
1976.61,-42.08,-52.9,24850,341.5
1976.95,-41.45,-51.0,24870,342
1977.26,-40.05,-46.8,24890,342.5
1977.60,-40.30,-47.5,24910,343
1977.94,-41.49,-51.1,24930,344
1978.24,-41.76,-52.0,24950,345
1978.62,-39.17,-44.1,24970,345.5
1978.96,-40.10,-46.9,24990,346.5
1979.28,-40.07,-46.8,25010,346.5
1979.59,-39.44,-44.9,25030,347
1979.91,-40.20,-47.2,25050,348
1980.20,-40.90,-49.3,25070,348.5
1980.51,-40.61,-48.5,25090,349.5
1980.84,-41.79,-52.1,25110,350
1981.12,-41.17,-50.2,25130,350.5
1981.39,-42.74,-55.0,25150,350.5
1981.67,-41.18,-50.2,25170,351
1981.97,-40.96,-49.5,25190,351
1982.24,-41.03,-49.7,25210,351
1982.53,-42.27,-53.5,25230,352
1982.80,-40.85,-49.2,25250,352.5
1983.09,-40.27,-47.4,25270,353
1983.38,-43.21,-56.4,25290,354
1983.70,-40.88,-49.3,25310,355
1984.02,-42.24,-53.4,25330,355.5
1984.30,-41.51,-51.2,25350,356
1984.60,-40.10,-46.9,25370,357
1984.89,-40.36,-47.7,25390,357.5
1985.19,-40.41,-47.9,25410,358.5
1985.47,-41.51,-51.2,25430,359
1985.75,-41.58,-51.4,25450,359.5
1986.03,-42.11,-53.0,25470,360
1986.30,-41.41,-50.9,25490,361
1986.58,-40.07,-46.8,25510,361.5
1986.88,-43.53,-57.4,25530,362.5
1987.17,-41.79,-52.1,25550,363
1987.44,-42.01,-52.7,25570,363.5
1987.75,-42.47,-54.1,25590,364.5
1988.03,-42.00,-52.7,25610,366
1988.31,-43.49,-57.2,25630,366
1988.60,-42.70,-54.8,25650,366.5
1988.87,-42.97,-55.7,25670,367
1989.15,-43.87,-58.4,25690,367
1989.45,-42.89,-55.4,25710,367.5
1989.74,-41.53,-51.3,25730,368
1990.03,-42.11,-53.0,25750,368.5
1990.33,-42.14,-53.1,25770,369
1990.61,-41.85,-52.2,25790,369
1990.90,-40.79,-49.0,25810,369.5
1991.16,-41.94,-52.5,25830,370.5
1991.43,-41.32,-50.6,25850,370.5
1991.73,-41.82,-52.2,25870,370.5
1992.03,-40.99,-49.6,25890,372
1992.30,-41.74,-51.9,25910,372.5
1992.58,-41.34,-50.7,25930,373
1992.87,-40.71,-48.8,25950,373.5
1993.20,-41.00,-49.7,25970,374.5
1993.53,-42.33,-53.7,25990,375.5
1993.89,-40.81,-49.1,26010,375.5
1994.24,-40.69,-48.7,26030,375.5
1994.53,-40.91,-49.4,26050,376
1994.84,-39.98,-46.5,26070,376.5
1995.18,-42.12,-53.1,26090,377
1995.54,-40.94,-49.5,26110,377
1995.91,-41.21,-50.3,26130,377.5
1996.29,-39.89,-46.3,26150,378
1996.67,-41.36,-50.7,26170,378.5
1997.08,-40.01,-46.6,26190,379.5
1997.45,-41.23,-50.4,26210,379.5
1997.80,-40.35,-47.7,26230,380
1998.15,-41.72,-51.8,26250,380
1998.49,-40.83,-49.1,26270,380.5
1998.84,-40.68,-48.7,26290,381
1999.19,-39.63,-45.5,26310,381
1999.51,-40.94,-49.5,26330,381.5
1999.83,-41.10,-50.0,26350,382
2000.16,-41.98,-52.6,26370,382.5
2000.46,-42.32,-53.7,26390,383
2000.82,-42.31,-53.6,26410,383
2001.18,-41.04,-49.8,26430,383.5
2001.55,-40.39,-47.8,26450,384
2001.87,-40.02,-46.7,26470,384
2002.14,-42.76,-55.0,26490,384
2002.42,-42.27,-53.5,26510,384.5
