Proxy depth,UK'37,Published temperature,Published age,Marine04 age,Marine09 age,Age model error,,14C depth,Material,14C age,14C error,忖R,Marine04 age,,,Marine09 age,,
(cm),,(～C),(yr BP),(yr BP),(yr BP),"(yr, 1考)",,(cm),,(yr BP),"(yr, 1考)",(yr),median (yr BP),2考 lower (yr BP),2考 upper (yr BP),median (yr BP),2考 lower (yr BP),2考 upper (yr BP)
3.5,0.667,18.5,6083,4248,4189,1084,,102.5,G. bulloides,9770,45,200,10439,10291,10540,10439,10291,10540
5.5,0.660,18.3,6153,4372,4314,1073,,112.5,G. bulloides,10300,50,200,11128,10933,11209,11128,10933,11209
7.5,0.660,18.3,6223,4497,4440,1062,,122.5,G. bulloides,10900,45,200,12073,11916,12297,12072,11917,12295
9.5,0.697,19.3,6293,4621,4565,1051,,132.5,G. bulloides,12200,75,200,13439,13283,13638,13438,13280,13654
11.5,0.657,18.2,6364,4746,4691,1040,,142.5,G. bulloides,12700,55,200,13946,13808,14081,13940,13789,14111
15.5,0.620,17.1,6505,4995,4942,1017,,152.5,G. bulloides,12950,55,200,14296,14051,14694,14370,14034,14890
17.5,0.644,17.8,6578,5119,5067,1005,,162.5,G. bulloides,13150,70,200,14712,14261,15039,14730,14228,15120
19.5,0.665,18.4,6651,5244,5193,993,,182.5,G. bulloides,14750,65,200,16869,16441,17274,17199,16923,17540
20.0,0.680,18.9,6670,5275,5224,990,,192.5,G. bulloides,14850,60,200,17014,16593,17428,17327,16999,17635
21.5,0.664,18.4,6725,5368,5318,981,,202.5,G. bulloides,15650,80,200,18343,18057,18636,18248,18011,18562
23.5,0.652,18.0,6800,5493,5444,969,,212.5,G. bulloides,16050,65,200,18780,18657,18889,18671,18545,18834
27.5,0.691,19.2,6950,5742,5695,944,,222.5,G. bulloides,16700,60,200,19277,19090,19437,19241,18941,19430
30.0,0.682,18.9,7045,5897,5852,929,,232.5,G. bulloides,16900,80,200,19451,19217,19765,19453,18965,19826
31.5,0.680,18.9,7103,5991,5946,919,,242.5,G. bulloides,17400,70,200,19948,19813,20159,19968,19579,20261
33.5,0.676,18.7,7183,6115,6071,906,,252.5,G. bulloides,18000,85,200,20533,20265,20906,20737,20341,21186
35.5,0.671,18.6,7262,6240,6197,893,,262.5,G. bulloides,18200,85,200,20763,20464,21140,20970,20512,21352
37.5,0.680,18.8,7342,6364,6322,880,,272.5,G. bulloides,18400,80,200,21015,20661,21377,21283,20594,21531
39.5,0.682,18.9,7421,6489,6448,866,,292.5,G. bulloides,19300,90,200,22267,22094,22438,22309,22053,22523
41.5,0.667,18.5,7502,6613,6573,852,,302.5,G. bulloides,19600,90,200,22496,22290,22709,22608,22302,23268
43.5,0.697,19.4,7585,6738,6699,838,,,,,,,,,,,,
45.5,0.686,19.0,7668,6862,6825,824,,,,,,,,,,,,
47.5,0.680,18.8,7754,6987,6950,810,,,,,,,,,,,,
49.5,0.680,18.9,7839,7111,7076,795,,,,,,,,,,,,
51.5,0.691,19.2,7925,7236,7201,780,,,,,,,,,,,,
53.5,0.677,18.8,8011,7360,7327,765,,,,,,,,,,,,
55.5,0.683,18.9,8098,7485,7453,749,,,,,,,,,,,,
57.5,0.696,19.3,8187,7609,7578,733,,,,,,,,,,,,
59.5,0.688,19.1,8278,7734,7704,717,,,,,,,,,,,,
61.5,0.701,19.5,8369,7858,7829,700,,,,,,,,,,,,
63.5,0.703,19.5,8462,7983,7955,683,,,,,,,,,,,,
65.5,0.685,19.0,8554,8107,8081,665,,,,,,,,,,,,
67.5,0.686,19.0,8648,8232,8206,647,,,,,,,,,,,,
69.5,0.687,19.1,8742,8356,8332,629,,,,,,,,,,,,
71.5,0.688,19.1,8838,8481,8458,609,,,,,,,,,,,,
73.5,0.701,19.5,8942,8605,8583,590,,,,,,,,,,,,
74.5,0.674,18.7,8994,8668,8646,580,,,,,,,,,,,,
76.5,0.689,19.1,9098,8792,8772,559,,,,,,,,,,,,
77.5,0.696,19.3,9151,8854,8835,548,,,,,,,,,,,,
79.5,0.697,19.4,9257,8979,8961,526,,,,,,,,,,,,
81.5,0.695,19.3,9363,9104,9087,503,,,,,,,,,,,,
83.5,0.693,19.2,9471,9228,9212,479,,,,,,,,,,,,
85.5,0.698,19.4,9580,9353,9338,454,,,,,,,,,,,,
87.5,0.692,19.2,9692,9477,9464,427,,,,,,,,,,,,
89.5,0.686,19.0,9807,9602,9590,398,,,,,,,,,,,,
101.5,0.672,18.6,10507,10351,10351,134,,,,,,,,,,,,
103.5,0.673,18.6,10633,10477,10484,114,,,,,,,,,,,,
105.5,0.679,18.8,10758,10605,10614,163,,,,,,,,,,,,
107.5,0.673,18.6,10884,10735,10744,178,,,,,,,,,,,,
109.5,0.676,18.7,11010,10867,10874,165,,,,,,,,,,,,
111.5,0.673,18.7,11136,11000,11004,118,,,,,,,,,,,,
113.5,0.665,18.4,11270,11167,11174,140,,,,,,,,,,,,
115.5,0.667,18.5,11404,11369,11382,205,,,,,,,,,,,,
117.5,0.671,18.6,11539,11574,11590,224,,,,,,,,,,,,
119.5,0.668,18.5,11677,11780,11798,210,,,,,,,,,,,,
121.5,0.666,18.4,11815,11989,12006,154,,,,,,,,,,,,
123.5,0.663,18.4,11955,12227,12245,170,,,,,,,,,,,,
125.5,0.663,18.4,12095,12496,12517,239,,,,,,,,,,,,
127.5,0.658,18.2,12240,12768,12789,257,,,,,,,,,,,,
129.5,0.651,18.0,12392,13043,13061,237,,,,,,,,,,,,
131.5,0.648,17.9,12543,13320,13332,167,,,,,,,,,,,,
133.5,0.656,18.2,12698,13508,13515,119,,,,,,,,,,,,
135.5,0.640,17.7,12854,13601,13611,149,,,,,,,,,,,,
137.5,0.632,17.4,13010,13697,13706,156,,,,,,,,,,,,
139.5,0.630,17.4,13167,13794,13802,143,,,,,,,,,,,,
141.5,0.624,17.2,13324,13892,13898,103,,,,,,,,,,,,
143.5,0.628,17.3,13501,13983,13993,100,,,,,,,,,,,,
