Proxy depth,UK'37,Published temperature,Published age,Marine04 age,Marine09 age,Age model error,,14C depth,Material,14C age,14C error,忖R,Marine04 age,,,Marine09 age,,
(cm),,(～C),(yr BP),(yr BP),(yr BP),"(yr, 1考)",,(cm),,(yr BP),"(yr, 1考)",(yr),median (yr BP),2考 lower (yr BP),2考 upper (yr BP),median (yr BP),2考 lower (yr BP),2考 upper (yr BP)
2,0.950,26.8,813,1166,1134,410,,0,G.sacculifer,1015,35,100,521,470,604,521,470,604
4,0.950,26.8,1110,1389,1361,360,,10,O.universa,2490,80,100,2025,1837,2262,2025,1837,2262
6,0.954,26.9,1408,1612,1587,302,,20,G.sacculifer,3920,45,100,3768,3634,3894,3768,3634,3894
8,0.937,26.4,1705,1835,1815,229,,30,G.sacculifer,5325,50,100,5589,5468,5696,5589,5468,5696
10,0.940,26.5,2002,2046,2046,103,,40,G.sacculifer,6320,100,100,6666,6425,6908,6666,6425,6908
12,0.957,27.0,2354,2391,2392,235,,55,G.sacculifer,8525,55,100,9040,8883,9235,9040,8883,9235
14,0.950,26.8,2707,2735,2736,277,,70,G.sacculifer,9990,50,100,10810,10617,11043,10810,10617,11043
16,0.937,26.4,3059,3079,3080,275,,85,Creseis/Limacina spp.,12030,55,100,13361,13245,13487,13369,13244,13514
18,0.937,26.4,3412,3422,3423,226,,100,Creseis acicula,13120,60,100,14863,14478,15155,14898,14258,15215
20,0.950,26.8,3764,3763,3766,65,,125,Creseis acicula,14960,120,100,17388,16848,17910,17582,17162,17940
22,0.950,26.8,4128,4129,4130,232,,150,Creseis acicula,17030,90,100,19681,19490,19862,19698,19430,20009
24,0.954,26.9,4492,4493,4494,281,,175,Creseis acicula,18580,100,100,21442,20984,21933,21565,21288,22051
26,0.940,26.5,4856,4857,4857,281,,200,Creseis/Limacina spp.,20540,120,100,23997,23671,24353,23944,23519,24339
28,0.954,26.9,5220,5220,5220,233,,225,Creseis virgula,22090,160,100,,,,25834,25121,26301
30,0.940,26.5,5584,5581,5583,57,,,,,,,,,,,,
32,0.937,26.4,5799,5801,5801,184,,,,,,,,,,,,
34,0.926,26.1,6014,6018,6018,224,,,,,,,,,,,,
36,0.937,26.4,6228,6236,6235,230,,,,,,,,,,,,
38,0.920,25.9,6443,6453,6452,203,,,,,,,,,,,,
40,0.916,25.8,6658,6669,6668,124,,,,,,,,,,,,
42,0.930,26.2,6960,6990,6988,247,,,,,,,,,,,,
44,0.916,25.8,7262,7310,7307,304,,,,,,,,,,,,
45,0.930,26.2,7413,7470,7467,320,,,,,,,,,,,,
48,0.943,26.6,7866,7948,7945,334,,,,,,,,,,,,
50,0.906,25.5,8167,8267,8263,315,,,,,,,,,,,,
52,0.909,25.6,8469,8586,8582,271,,,,,,,,,,,,
54,0.920,25.9,8771,8904,8900,181,,,,,,,,,,,,
56,0.920,25.9,9036,9181,9178,160,,,,,,,,,,,,
58,0.913,25.7,9264,9419,9414,235,,,,,,,,,,,,
60,0.909,25.6,9492,9655,9651,272,,,,,,,,,,,,
62,0.920,25.9,9720,9892,9887,287,,,,,,,,,,,,
64,0.913,25.7,9948,10128,10123,283,,,,,,,,,,,,
66,0.916,25.8,10176,10364,10359,260,,,,,,,,,,,,
68,0.892,25.1,10404,10600,10595,212,,,,,,,,,,,,
70,0.896,25.2,10632,10835,10830,108,,,,,,,,,,,,
72,0.865,24.3,11005,11175,11170,246,,,,,,,,,,,,
74,0.848,23.8,11378,11513,11510,306,,,,,,,,,,,,
76,0.845,23.7,11751,11851,11850,335,,,,,,,,,,,,
78,0.848,23.8,12124,12189,12189,339,,,,,,,,,,,,
80,0.858,24.1,12497,12526,12528,320,,,,,,,,,,,,
82,0.872,24.5,12870,12863,12867,273,,,,,,,,,,,,
84,0.879,24.7,13244,13200,13206,177,,,,,,,,,,,,
86,0.889,25.0,13501,13466,13467,140,,,,,,,,,,,,
88,0.892,25.1,13643,13660,13650,215,,,,,,,,,,,,
90,0.892,25.1,13786,13854,13833,254,,,,,,,,,,,,
92,0.886,24.9,13928,14048,14017,274,,,,,,,,,,,,
94,0.889,25.0,14070,14242,14200,279,,,,,,,,,,,,
96,0.896,25.2,14213,14435,14383,268,,,,,,,,,,,,
98,0.903,25.4,14355,14628,14566,238,,,,,,,,,,,,
100,0.753,21.0,14497,14819,14749,172,,,,,,,,,,,,
102,0.729,20.3,14714,15026,14976,253,,,,,,,,,,,,
106,0.722,20.1,15147,15436,15428,334,,,,,,,,,,,,
110,0.702,19.5,15580,15847,15880,373,,,,,,,,,,,,
114,0.695,19.3,16014,16256,16331,384,,,,,,,,,,,,
118,0.597,16.4,16447,16666,16781,370,,,,,,,,,,,,
122,0.726,20.2,16880,17075,17232,326,,,,,,,,,,,,
126,0.760,21.2,17300,17473,17655,284,,,,,,,,,,,,
130,0.763,21.3,17681,17840,18000,337,,,,,,,,,,,,
134,0.797,22.3,18063,18207,18344,356,,,,,,,,,,,,
138,0.804,22.5,18444,18573,18689,351,,,,,,,,,,,,
142,0.807,22.6,18825,18939,19033,319,,,,,,,,,,,,
145,0.814,22.8,19111,19214,19291,273,,,,,,,,,,,,
150,0.804,22.5,19587,19670,19720,90,,,,,,,,,,,,
154,0.797,22.3,19872,19960,20033,225,,,,,,,,,,,,
158,0.804,22.5,20158,20248,20345,282,,,,,,,,,,,,
162,0.801,22.4,20443,20536,20656,308,,,,,,,,,,,,
166,0.821,23.0,20729,20824,20968,311,,,,,,,,,,,,
170,0.814,22.8,21014,21112,21280,291,,,,,,,,,,,,
