Proxy depth,Mg/Ca,Published temperature,Published age,Marine04 age,Marine09 age,Age model error,,14C depth,Material,14C age,14C error,忖R,Marine04 age,,,Marine09 age,,
151.5,4.707,28.0,8328,8191,8199,161,,,,,,,,,,,,
155.5,4.854,28.3,8529,8480,8488,235,,,,,,,,,,,,
157.5,5.050,28.7,8629,8625,8633,247,,,,,,,,,,,,
159.5,4.803,28.2,8730,8770,8777,247,,,,,,,,,,,,
161.5,4.972,28.6,8831,8914,8921,235,,,,,,,,,,,,
165.5,4.856,28.3,9032,9204,9208,160,,,,,,,,,,,,
167.5,4.803,28.2,9132,9340,9342,87,,,,,,,,,,,,
169.5,4.679,27.9,9233,9424,9426,125,,,,,,,,,,,,
171.5,4.688,27.9,9334,9499,9502,164,,,,,,,,,,,,
175.5,4.720,28.0,9535,9650,9654,211,,,,,,,,,,,,
177.5,5.021,28.7,9635,9725,9729,226,,,,,,,,,,,,
179.5,4.960,28.5,9736,9801,9805,236,,,,,,,,,,,,
181.5,5.551,29.8,9837,9876,9880,243,,,,,,,,,,,,
185.5,4.870,28.3,10038,10027,10031,247,,,,,,,,,,,,
187.5,5.076,28.8,10138,10102,10106,243,,,,,,,,,,,,
189.5,4.807,28.2,10239,10177,10181,237,,,,,,,,,,,,
191.5,5.081,28.8,10340,10253,10256,226,,,,,,,,,,,,
195.5,5.188,29.0,10541,10404,10406,192,,,,,,,,,,,,
197.5,4.679,27.9,10641,10479,10480,165,,,,,,,,,,,,
199.5,4.946,28.5,10742,10555,10555,126,,,,,,,,,,,,
201.5,4.955,28.5,10843,10630,10629,81,,,,,,,,,,,,
205.5,5.024,28.7,11044,10780,10781,163,,,,,,,,,,,,
207.5,4.960,28.5,11144,10855,10857,188,,,,,,,,,,,,
211.5,5.378,29.4,11346,11005,11008,218,,,,,,,,,,,,
215.5,4.477,27.4,11547,11155,11159,228,,,,,,,,,,,,
217.5,4.820,28.2,11647,11230,11234,226,,,,,,,,,,,,
219.5,5.039,28.7,11748,11305,11309,221,,,,,,,,,,,,
221.5,4.931,28.5,11849,11380,11384,210,,,,,,,,,,,,
227.5,4.478,27.4,12150,11611,11612,151,,,,,,,,,,,,
229.5,4.809,28.2,12251,11723,11721,190,,,,,,,,,,,,
231.5,4.701,27.9,12352,11840,11835,223,,,,,,,,,,,,
235.5,4.737,28.0,12553,12074,12062,258,,,,,,,,,,,,
237.5,4.833,28.3,12653,12192,12176,265,,,,,,,,,,,,
239.5,4.325,27.0,12754,12309,12289,265,,,,,,,,,,,,
241.5,4.585,27.7,12855,12427,12402,259,,,,,,,,,,,,
245.5,4.436,27.3,13056,12662,12627,225,,,,,,,,,,,,
247.5,4.400,27.2,13156,12779,12740,194,,,,,,,,,,,,
249.5,4.434,27.3,13257,12897,12852,146,,,,,,,,,,,,
251.5,4.852,28.3,13358,13016,12966,87,,,,,,,,,,,,
255.5,4.377,27.2,13559,13257,13227,199,,,,,,,,,,,,
257.5,4.496,27.5,13659,13377,13359,232,,,,,,,,,,,,
259.5,4.283,26.9,13760,13498,13489,254,,,,,,,,,,,,
261.5,4.559,27.6,13861,13619,13620,269,,,,,,,,,,,,
265.5,4.575,27.6,14062,13861,13881,278,,,,,,,,,,,,
267.5,4.280,26.9,14162,13981,14011,274,,,,,,,,,,,,
269.5,4.245,26.8,14263,14102,14141,263,,,,,,,,,,,,
271.5,4.544,27.6,14364,14223,14271,244,,,,,,,,,,,,
275.5,4.276,26.9,14565,14458,14522,178,,,,,,,,,,,,
279.5,4.500,27.5,14766,14596,14679,190,,,,,,,,,,,,
281.5,4.710,28.0,14867,14662,14754,192,,,,,,,,,,,,
285.5,4.322,27.0,15068,14795,14903,182,,,,,,,,,,,,
287.5,4.660,27.9,15168,14862,14977,170,,,,,,,,,,,,
289.5,4.215,26.7,15269,14929,15051,152,,,,,,,,,,,,
291.5,4.337,27.1,15370,15004,15136,139,,,,,,,,,,,,
295.5,4.418,27.3,15571,15255,15444,225,,,,,,,,,,,,
296.5,4.091,26.4,15621,15320,15523,240,,,,,,,,,,,,
298.5,4.336,27.0,15722,15449,15680,262,,,,,,,,,,,,
300.5,3.975,26.1,15822,15579,15838,278,,,,,,,,,,,,
304.5,4.216,26.7,16023,15838,16153,291,,,,,,,,,,,,
306.5,4.128,26.5,16124,15967,16310,290,,,,,,,,,,,,
308.5,4.060,26.3,16225,16097,16467,284,,,,,,,,,,,,
310.5,4.116,26.5,16325,16227,16623,272,,,,,,,,,,,,
314.5,4.029,26.2,16526,16487,16936,229,,,,,,,,,,,,
316.5,3.915,25.9,16627,16621,17085,206,,,,,,,,,,,,
320.5,3.915,25.9,16828,16941,17314,268,,,,,,,,,,,,
324.5,3.890,25.8,17029,17264,17537,302,,,,,,,,,,,,
326.5,3.788,25.5,17130,17426,17648,307,,,,,,,,,,,,
328.5,4.025,26.2,17231,17588,17758,305,,,,,,,,,,,,
330.5,3.938,26.0,17331,17750,17869,297,,,,,,,,,,,,
334.5,3.845,25.7,17532,18073,18090,253,,,,,,,,,,,,
336.5,3.676,25.2,17633,18235,18200,213,,,,,,,,,,,,
338.5,3.970,26.1,17734,18385,18304,162,,,,,,,,,,,,
340.5,3.988,26.1,17834,18460,18376,173,,,,,,,,,,,,
344.5,3.680,25.2,18035,18585,18509,202,,,,,,,,,,,,
346.5,3.776,25.5,18136,18647,18575,210,,,,,,,,,,,,
348.5,3.847,25.7,18237,18710,18640,214,,,,,,,,,,,,
350.5,3.776,25.5,18337,18773,18706,215,,,,,,,,,,,,
354.5,3.532,24.8,18538,18898,18838,207,,,,,,,,,,,,
356.5,3.615,25.0,18639,18961,18903,198,,,,,,,,,,,,
358.5,4.153,26.6,18740,19024,18968,184,,,,,,,,,,,,
360.5,3.810,25.6,18840,19087,19034,165,,,,,,,,,,,,
364.5,3.361,24.2,19041,19215,19168,112,,,,,,,,,,,,
368.5,3.654,25.2,19243,19371,19365,178,,,,,,,,,,,,
370.5,3.560,24.9,19343,19450,19466,199,,,,,,,,,,,,
374.5,3.437,24.5,19544,19609,19666,223,,,,,,,,,,,,
376.5,3.766,25.5,19645,19688,19767,227,,,,,,,,,,,,
378.5,3.709,25.3,19746,19768,19867,228,,,,,,,,,,,,
380.5,3.690,25.3,19846,19847,19966,224,,,,,,,,,,,,
384.5,3.805,25.6,20047,20007,20166,202,,,,,,,,,,,,
386.5,3.579,24.9,20148,20086,20265,183,,,,,,,,,,,,
388.5,3.764,25.5,20249,20166,20365,155,,,,,,,,,,,,
390.5,3.667,25.2,20349,20251,20464,131,,,,,,,,,,,,
394.5,3.849,25.7,20550,20482,20680,218,,,,,,,,,,,,
396.5,3.636,25.1,20651,20600,20788,248,,,,,,,,,,,,
398.5,3.828,25.7,20752,20718,20896,271,,,,,,,,,,,,
400.5,3.637,25.1,20852,20836,21003,288,,,,,,,,,,,,
404.5,3.492,24.6,21053,21073,21218,307,,,,,,,,,,,,
406.5,3.568,24.9,21154,21191,21325,310,,,,,,,,,,,,
408.5,3.715,25.3,21255,21309,21432,310,,,,,,,,,,,,
410.5,3.714,25.3,21355,21428,21539,306,,,,,,,,,,,,
414.5,3.817,25.6,21556,21664,21753,285,,,,,,,,,,,,
416.5,3.540,24.8,21657,21783,21860,267,,,,,,,,,,,,
418.5,3.652,25.1,21758,21901,21966,243,,,,,,,,,,,,
420.5,3.898,25.9,21858,22020,22073,211,,,,,,,,,,,,
424.5,3.719,25.3,22059,22260,22290,119,,,,,,,,,,,,
426.5,3.687,25.2,22160,22401,22434,174,,,,,,,,,,,,
428.5,3.398,24.3,22261,22546,22582,220,,,,,,,,,,,,
430.5,3.680,25.2,22361,22690,22730,250,,,,,,,,,,,,
434.5,4.013,26.2,22562,22978,23026,277,,,,,,,,,,,,
436.5,3.840,25.7,22663,23122,23173,277,,,,,,,,,,,,
438.5,3.498,24.7,22764,23266,23320,268,,,,,,,,,,,,
444.5,3.522,24.7,23065,23692,23750,336,,,,,,,,,,,,
