Proxy depth,Mg/Ca,Published temperature,Published age,Marine04 age,Marine09 age,Age model error,,14C depth,Material,14C age,14C error,忖R,Marine04 age,,,Marine09 age,,
(cm),(mmol/mol),(～C),(yr BP),(yr BP),(yr BP),"(yr, 1考)",,(cm),,(yr BP),"(yr, 1考)",(yr),median (yr BP),2考 lower (yr BP),2考 upper (yr BP),median (yr BP),2考 lower (yr BP),2考 upper (yr BP)
0,5.113,29.2,751,NaN,NaN,NaN,,11,G. ruber,910,40,0,519,462,607,519,462,607
30,5.096,29.2,1102,734,742,189,,141,G. ruber,2330,40,0,1947,1838,2068,1947,1838,2068
40,4.988,28.9,1219,841,851,221,,341,G. ruber,3620,40,0,3517,3403,3629,3517,3403,3629
60,5.334,29.7,1453,1057,1069,257,,521,G. ruber,6970,40,0,7472,7408,7553,7472,7408,7553
110,5.024,29.0,2038,1603,1615,229,,661,G. ruber,9540,40,0,10406,10267,10508,10406,10267,10508
130,4.980,28.9,2271,1825,1833,157,,698,G. ruber,10590,40,0,11866,11691,12051,11866,11691,12051
170,4.919,28.8,2638,2168,2179,202,,861,G. ruber,14890,40,0,17431,16991,17810,17636,17256,17901
300,5.055,29.1,3704,3182,3194,230,,992,G. ruber,17740,50,0,20459,20239,20771,20640,20301,21094
340,5.061,29.1,4032,3504,3506,71,,1111,G. ruber,22580,60,0,,,,26594,26185,27006
360,4.927,28.8,4439,3919,3932,278,,1271,G. ruber,28430,110,0,,,,32188,31636,32768
380,4.938,28.8,4859,4355,4373,367,,,,,,,,,,,,
400,4.962,28.9,5279,4793,4814,416,,,,,,,,,,,,
420,5.141,29.3,5699,5233,5254,439,,,,,,,,,,,,
440,5.286,29.6,6119,5674,5695,439,,,,,,,,,,,,
460,5.089,29.2,6539,6116,6135,417,,,,,,,,,,,,
480,4.814,28.5,6959,6559,6576,369,,,,,,,,,,,,
500,5.504,30.0,7379,7005,7016,283,,,,,,,,,,,,
530,4.876,28.7,8012,7660,7666,186,,,,,,,,,,,,
550,4.830,28.6,8437,8069,8081,304,,,,,,,,,,,,
570,5.236,29.5,8863,8482,8496,357,,,,,,,,,,,,
590,4.990,28.9,9289,8897,8912,375,,,,,,,,,,,,
610,4.967,28.9,9714,9313,9327,361,,,,,,,,,,,,
630,5.061,29.1,10140,9731,9742,312,,,,,,,,,,,,
650,4.895,28.7,10566,10152,10157,206,,,,,,,,,,,,
660,4.924,28.8,10779,10367,10365,84,,,,,,,,,,,,
670,5.013,29.0,11211,10740,10745,233,,,,,,,,,,,,
680,4.631,28.1,11668,11138,11145,273,,,,,,,,,,,,
690,4.409,27.5,12125,11541,11544,233,,,,,,,,,,,,
693,4.707,28.3,12262,11662,11664,201,,,,,,,,,,,,
696,4.593,28.0,12399,11785,11784,150,,,,,,,,,,,,
700,4.443,27.6,12554,11933,11934,146,,,,,,,,,,,,
703,4.468,27.7,12650,12032,12039,200,,,,,,,,,,,,
706,4.353,27.4,12746,12132,12144,241,,,,,,,,,,,,
720,4.508,27.8,13195,12601,12635,365,,,,,,,,,,,,
730,4.850,28.6,13515,12937,12986,421,,,,,,,,,,,,
740,4.309,27.3,13835,13275,13337,462,,,,,,,,,,,,
750,4.396,27.5,14155,13613,13687,492,,,,,,,,,,,,
760,4.323,27.3,14476,13951,14038,513,,,,,,,,,,,,
770,4.574,28.0,14796,14290,14389,525,,,,,,,,,,,,
780,4.312,27.3,15116,14630,14740,530,,,,,,,,,,,,
790,4.000,26.4,15436,14970,15090,528,,,,,,,,,,,,
810,4.087,26.7,16077,15651,15792,501,,,,,,,,,,,,
820,3.853,26.0,16397,15992,16143,474,,,,,,,,,,,,
827,3.988,26.4,16621,16231,16388,450,,,,,,,,,,,,
840,4.045,26.6,17037,16676,16844,387,,,,,,,,,,,,
850,3.899,26.2,17358,17020,17195,318,,,,,,,,,,,,
860,3.916,26.2,17678,17369,17546,209,,,,,,,,,,,,
870,3.884,26.1,17936,17609,17796,267,,,,,,,,,,,,
880,3.874,26.1,18187,17841,18035,320,,,,,,,,,,,,
890,3.911,26.2,18438,18075,18274,356,,,,,,,,,,,,
900,3.544,25.1,18689,18310,18513,381,,,,,,,,,,,,
910,3.750,25.7,18941,18545,18752,396,,,,,,,,,,,,
920,3.683,25.5,19192,18781,18991,402,,,,,,,,,,,,
930,3.667,25.5,19443,19017,19230,401,,,,,,,,,,,,
940,3.682,25.5,19694,19253,19469,391,,,,,,,,,,,,
950,3.663,25.5,19945,19491,19708,374,,,,,,,,,,,,
960,4.136,26.8,20196,19728,19947,346,,,,,,,,,,,,
970,4.022,26.5,20447,19967,20185,307,,,,,,,,,,,,
980,3.603,25.3,20699,20207,20424,250,,,,,,,,,,,,
990,3.798,25.9,20950,20450,20663,160,,,,,,,,,,,,
1000,3.635,25.4,21423,20898,21106,294,,,,,,,,,,,,
1010,3.684,25.5,21951,21404,21599,401,,,,,,,,,,,,
1020,3.657,25.4,22480,21912,22093,470,,,,,,,,,,,,
1030,3.822,25.9,23009,22422,22587,514,,,,,,,,,,,,
1040,4.113,26.8,23537,22932,23081,541,,,,,,,,,,,,
1050,3.510,25.0,24066,23444,23575,553,,,,,,,,,,,,
