Proxy depth,d18O,Temperature,Published age,Age model error
(m),(VSMOW),(°„C),(yr BP),"(yr, 1¶“)"
1537.94,-40.53,-48.2,13150,73
1538.64,-40.10,-46.9,13170,73
1539.37,-40.58,-48.4,13190,73.5
1540.00,-39.45,-44.9,13210,73.5
1540.80,-39.30,-44.5,13230,74
1541.65,-38.97,-43.5,13250,74
1542.48,-39.03,-43.6,13270,74.5
1543.37,-39.35,-44.6,13290,74.5
1544.20,-39.07,-43.8,13310,75
1545.02,-38.56,-42.2,13330,75
1545.94,-38.36,-41.6,13350,75.5
1546.78,-38.76,-42.8,13370,75.5
1547.75,-38.14,-40.9,13390,76
1548.55,-38.56,-42.2,13410,76
1549.46,-38.79,-42.9,13430,76.5
1550.33,-38.33,-41.5,13450,76.5
1551.27,-37.74,-39.7,13470,77
1552.17,-38.08,-40.7,13490,77.5
1553.16,-38.29,-41.4,13510,77.5
1553.95,-38.99,-43.5,13530,78
1554.75,-39.36,-44.6,13550,78
1555.50,-39.64,-45.5,13570,78.5
1556.26,-40.05,-46.8,13590,78.5
1557.08,-39.21,-44.2,13610,79
1557.89,-39.09,-43.8,13630,79
1558.84,-38.67,-42.5,13650,79.5
1559.72,-38.93,-43.3,13670,79.5
1560.62,-37.66,-39.5,13690,80
1561.51,-38.45,-41.9,13710,80
1562.43,-39.42,-44.8,13730,80.5
1563.36,-38.81,-43.0,13750,80.5
1564.34,-37.86,-40.1,13770,81
1565.20,-39.05,-43.7,13790,81
1566.16,-37.96,-40.4,13810,81.5
1567.16,-38.00,-40.5,13830,81.5
1568.06,-38.43,-41.8,13850,82
1568.98,-38.21,-41.1,13870,82.5
1569.95,-38.61,-42.4,13890,82.5
1570.75,-38.03,-40.6,13910,83
1571.51,-39.99,-46.6,13930,83
1572.26,-39.03,-43.6,13950,83.5
1572.97,-39.73,-45.8,13970,83.5
1573.59,-40.21,-47.2,13990,84
1574.28,-39.90,-46.3,14010,84
1575.03,-40.94,-49.5,14030,84.5
1575.90,-38.05,-40.7,14050,84.5
1576.77,-38.34,-41.5,14070,85
1577.59,-38.01,-40.5,14090,85
1578.54,-38.68,-42.6,14110,85.5
1579.30,-38.04,-40.6,14130,85.5
1580.19,-37.59,-39.2,14150,86
1581.18,-37.46,-38.9,14170,86.5
1582.16,-38.42,-41.8,14190,86.5
1583.16,-37.76,-39.8,14210,87
1584.06,-37.19,-38.0,14230,87
1585.16,-37.13,-37.8,14250,87.5
1586.22,-37.05,-37.6,14270,87.5
1587.24,-37.54,-39.1,14290,88
1588.24,-36.81,-36.9,14310,88
1589.20,-37.49,-38.9,14330,88.5
1590.16,-36.07,-34.6,14350,89
1591.12,-37.17,-38.0,14370,89
1592.08,-37.29,-38.3,14390,89.5
1593.14,-37.04,-37.6,14410,89.5
1594.21,-36.86,-37.0,14430,90
1595.05,-36.26,-35.2,14450,90
1596.12,-36.11,-34.7,14470,90.5
1597.21,-36.14,-34.8,14490,90.5
1598.32,-36.14,-34.8,14510,91
1599.47,-36.98,-37.4,14530,91
1600.52,-35.81,-33.8,14550,91.5
1601.40,-36.74,-36.7,14570,92
1602.32,-37.48,-38.9,14590,92
1603.31,-37.52,-39.0,14610,92.5
1604.17,-37.97,-40.4,14630,92.5
1604.89,-40.64,-48.6,14650,93
1605.38,-41.96,-52.6,14670,93.5
1605.96,-42.47,-54.1,14690,94.5
1606.49,-40.81,-49.1,14710,94.5
1607.08,-41.03,-49.7,14730,95.5
1607.68,-39.92,-46.4,14750,95.5
1608.28,-40.68,-48.7,14770,95.5
1608.80,-42.44,-54.0,14790,96
1609.36,-40.78,-49.0,14810,96.5
1609.88,-41.18,-50.2,14830,97
1610.39,-40.14,-47.0,14850,97
1610.90,-41.47,-51.1,14870,97.5
1611.37,-41.76,-52.0,14890,97.5
1611.83,-41.65,-51.6,14910,98
1612.30,-40.88,-49.3,14930,98
1612.83,-42.61,-54.6,14950,98.5
1613.32,-42.37,-53.8,14970,99
1613.72,-41.54,-51.3,14990,99
1614.18,-43.17,-56.3,15010,99
1614.66,-39.98,-46.5,15030,99.5
1615.13,-43.51,-57.3,15050,100
1615.55,-42.76,-55.0,15070,101
1615.98,-40.12,-47.0,15090,102
1616.39,-42.26,-53.5,15110,102
1616.84,-42.99,-55.7,15130,102.5
1617.32,-42.08,-52.9,15150,102.5
1617.73,-40.57,-48.3,15170,103
1618.18,-43.57,-57.5,15190,103.5
1618.67,-40.55,-48.3,15210,104
1619.12,-44.91,-61.6,15230,104.5
1619.63,-41.99,-52.7,15250,104.5
1620.11,-41.29,-50.5,15270,105.5
1620.56,-42.08,-52.9,15290,105.5
1621.02,-40.75,-48.9,15310,106.5
1621.45,-40.66,-48.6,15330,107
1621.92,-40.04,-46.7,15350,107
1622.38,-43.26,-56.5,15370,107.5
1622.83,-42.38,-53.9,15390,108
1623.27,-42.89,-55.4,15410,108.5
1623.77,-41.61,-51.5,15430,109
1624.25,-41.95,-52.5,15450,109.5
1624.71,-43.57,-57.5,15470,109.5
1625.17,-41.88,-52.3,15490,110
1625.60,-43.21,-56.4,15510,110.5
1626.03,-44.56,-60.5,15530,111.5
1626.44,-42.31,-53.6,15550,112
1626.87,-42.15,-53.2,15570,112
1627.34,-42.12,-53.1,15590,113
1627.74,-42.20,-53.3,15610,113
1628.16,-40.39,-47.8,15630,113
1628.56,-43.50,-57.3,15650,113
1628.98,-43.08,-56.0,15670,113.5
1629.41,-44.63,-60.7,15690,114
1629.81,-42.79,-55.1,15710,115
1630.21,-44.02,-58.9,15730,115.5
1630.60,-43.85,-58.3,15750,115.5
1631.06,-40.21,-47.2,15770,115.5
1631.51,-41.70,-51.8,15790,116.5
1631.99,-41.15,-50.1,15810,117
1632.52,-40.81,-49.1,15830,117
1632.96,-43.15,-56.2,15850,117.5
1633.38,-42.98,-55.7,15870,117.5
1633.83,-41.55,-51.3,15890,118.5
1634.32,-40.53,-48.2,15910,118.5
1634.76,-41.60,-51.5,15930,120
1635.26,-41.94,-52.5,15950,120.5
1635.70,-42.30,-53.6,15970,121.5
1636.21,-41.42,-50.9,15990,122.5
1636.66,-41.29,-50.5,16010,123
1637.12,-42.99,-55.7,16030,123.5
1637.54,-44.97,-61.8,16050,124
1637.99,-43.25,-56.5,16070,124.5
1638.43,-40.35,-47.7,16090,125
1638.85,-43.59,-57.5,16110,126
1639.30,-41.86,-52.3,16130,127
1639.76,-41.64,-51.6,16150,127
1640.23,-44.27,-59.6,16170,127.5
1640.66,-39.89,-46.3,16190,127.5
1641.06,-42.36,-53.8,16210,128.5
1641.51,-41.99,-52.7,16230,128.5
1641.94,-40.71,-48.8,16250,129.5
1642.37,-42.10,-53.0,16270,130
1642.79,-42.33,-53.7,16290,130.5
1643.27,-42.50,-54.2,16310,131
1643.76,-39.74,-45.8,16330,132
1644.22,-42.81,-55.2,16350,132.5
1644.71,-41.62,-51.5,16370,132.5
1645.15,-40.74,-48.9,16390,133
1645.64,-42.58,-54.5,16410,133.5
1646.11,-41.26,-50.4,16430,134
1646.55,-41.18,-50.2,16450,134.5
1646.99,-38.29,-41.4,16470,134.5
1647.48,-40.38,-47.8,16490,136
1647.90,-41.68,-51.7,16510,136
1648.30,-41.52,-51.2,16530,136.5
1648.75,-40.58,-48.4,16550,136.5
1649.20,-42.77,-55.0,16570,137.5
1649.73,-42.78,-55.1,16590,138.5
1650.24,-40.88,-49.3,16610,139
1650.75,-41.55,-51.3,16630,139.5
1651.20,-40.65,-48.6,16650,140
1651.66,-42.69,-54.8,16670,140.5
1652.10,-39.36,-44.6,16690,141
1652.56,-40.72,-48.8,16710,141.5
1653.03,-41.80,-52.1,16730,142
1653.52,-40.92,-49.4,16750,142.5
1653.96,-39.26,-44.3,16770,143.5
1654.49,-40.64,-48.6,16790,144
1654.97,-39.46,-45.0,16810,145
1655.41,-40.35,-47.7,16830,146
1655.84,-40.30,-47.5,16850,146.5
1656.28,-42.10,-53.0,16870,147
1656.66,-41.25,-50.4,16890,147.5
1657.11,-42.41,-54.0,16910,148
1657.54,-40.69,-48.7,16930,149
1658.02,-42.12,-53.1,16950,149.5
1658.50,-40.42,-47.9,16970,150
1658.94,-42.23,-53.4,16990,150.5
1659.44,-40.00,-46.6,17010,151.5
1659.92,-39.76,-45.9,17030,153
1660.37,-38.99,-43.5,17050,153
1660.89,-42.35,-53.8,17070,154
1661.36,-39.80,-46.0,17090,154.5
1661.88,-40.26,-47.4,17110,155
1662.31,-40.48,-48.1,17130,155
1662.80,-40.56,-48.3,17150,156
1663.28,-40.17,-47.1,17170,156.5
1663.78,-41.24,-50.4,17190,156.5
1664.18,-42.24,-53.4,17210,157.5
1664.59,-39.81,-46.0,17230,158
1665.04,-39.80,-46.0,17250,158.5
1665.49,-41.58,-51.4,17270,159
1665.89,-40.55,-48.3,17290,160.5
1666.33,-40.64,-48.6,17310,161
1666.86,-39.94,-46.4,17330,161.5
1667.31,-41.25,-50.4,17350,162.5
1667.78,-42.94,-55.6,17370,164
1668.19,-42.38,-53.9,17390,164
1668.65,-41.52,-51.2,17410,164.5
1669.09,-40.75,-48.9,17430,165
1669.55,-40.72,-48.8,17450,165.5
1669.95,-41.49,-51.1,17470,166
1670.38,-41.22,-50.3,17490,166.5
1670.80,-38.85,-43.1,17510,166.5
1671.20,-40.46,-48.0,17530,166.5
1671.65,-41.85,-52.2,17550,167
1672.12,-39.58,-45.3,17570,167.5
1672.61,-39.70,-45.7,17590,168
1673.08,-40.89,-49.3,17610,168.5
1673.63,-40.04,-46.7,17630,169
1674.11,-40.70,-48.7,17650,169
1674.49,-42.53,-54.3,17670,170
1674.92,-41.35,-50.7,17690,170.5
1675.35,-41.31,-50.6,17710,171
1675.80,-41.04,-49.8,17730,171.5
1676.27,-40.90,-49.3,17750,171.5
1676.80,-38.95,-43.4,17770,172.5
1677.31,-41.45,-51.0,17790,173
1677.78,-42.40,-53.9,17810,173
1678.20,-43.36,-56.8,17830,173.5
1678.67,-41.14,-50.1,17850,173.5
1679.16,-40.93,-49.4,17870,174
1679.64,-42.52,-54.3,17890,174.5
1680.05,-41.74,-51.9,17910,175
1680.47,-43.47,-57.2,17930,175.5
1680.96,-42.27,-53.5,17950,175.5
1681.39,-42.68,-54.8,17970,175.5
1681.82,-41.83,-52.2,17990,175.5
1682.25,-40.50,-48.1,18010,176.5
1682.64,-42.77,-55.0,18030,177
1683.07,-42.90,-55.4,18050,177.5
1683.57,-42.77,-55.0,18070,178
1684.07,-42.99,-55.7,18090,178
1684.55,-40.60,-48.4,18110,178.5
1685.06,-40.68,-48.7,18130,179
1685.55,-40.98,-49.6,18150,179
1686.04,-42.25,-53.5,18170,179
1686.50,-41.83,-52.2,18190,179.5
1686.95,-41.63,-51.6,18210,179.5
1687.35,-44.35,-59.9,18230,180
1687.86,-42.17,-53.2,18250,180.5
1688.35,-40.74,-48.9,18270,180.5
1688.78,-43.78,-58.1,18290,181
1689.23,-42.40,-53.9,18310,182
1689.66,-43.02,-55.8,18330,182
1690.04,-42.35,-53.8,18350,182.5
1690.43,-41.89,-52.4,18370,183
1690.92,-42.12,-53.1,18390,183
1691.32,-42.25,-53.5,18410,184
1691.75,-42.82,-55.2,18430,184
1692.19,-40.04,-46.7,18450,185
1692.67,-42.21,-53.3,18470,185
1693.11,-41.75,-51.9,18490,186
1693.54,-39.92,-46.4,18510,187
1693.97,-40.92,-49.4,18530,187.5
1694.41,-42.85,-55.3,18550,188.5
1694.92,-41.37,-50.8,18570,189
1695.36,-40.41,-47.9,18590,190
1695.82,-40.96,-49.5,18610,190
1696.29,-40.12,-47.0,18630,190.5
1696.74,-41.70,-51.8,18650,190.5
1697.18,-41.13,-50.0,18670,191
1697.67,-41.01,-49.7,18690,191.5
1698.13,-42.66,-54.7,18710,192
1698.59,-42.25,-53.5,18730,192
1699.01,-41.46,-51.1,18750,193
1699.51,-41.24,-50.4,18770,193.5
1700.00,-40.87,-49.3,18790,194.5
1700.51,-41.97,-52.6,18810,194.5
1700.94,-40.39,-47.8,18830,195
1701.38,-40.26,-47.4,18850,196
1701.82,-42.36,-53.8,18870,196.5
1702.27,-42.09,-53.0,18890,197
1702.68,-40.85,-49.2,18910,198
1703.14,-42.11,-53.0,18930,199
1703.56,-41.29,-50.5,18950,199
1703.99,-42.16,-53.2,18970,200
1704.42,-40.04,-46.7,18990,200
1704.87,-42.61,-54.6,19010,200.5
1705.33,-41.81,-52.1,19030,200.5
1705.76,-42.03,-52.8,19050,201
1706.18,-41.50,-51.2,19070,202
1706.68,-42.48,-54.2,19090,202.5
1707.08,-42.75,-55.0,19110,203
1707.55,-41.38,-50.8,19130,203.5
1708.02,-43.74,-58.0,19150,203.5
1708.40,-42.52,-54.3,19170,204
1708.82,-40.54,-48.2,19190,205
1709.27,-43.75,-58.0,19210,205
1709.72,-41.23,-50.4,19230,205.5
1710.14,-42.72,-54.9,19250,206
1710.58,-40.42,-47.9,19270,206.5
1711.04,-41.28,-50.5,19290,207
1711.47,-41.68,-51.7,19310,207
1711.88,-41.75,-51.9,19330,207.5
1712.33,-42.86,-55.3,19350,208
1712.79,-43.07,-56.0,19370,209
1713.29,-42.36,-53.8,19390,209.5
1713.72,-40.85,-49.2,19410,210
1714.18,-41.35,-50.7,19430,210.5
1714.61,-42.17,-53.2,19450,211
1715.10,-41.37,-50.8,19470,211
1715.54,-42.65,-54.7,19490,212
1716.03,-40.93,-49.4,19510,212.5
1716.53,-42.56,-54.4,19530,212.5
1716.99,-40.46,-48.0,19550,213
1717.40,-40.83,-49.1,19570,213.5
1717.83,-40.89,-49.3,19590,214
1718.29,-41.84,-52.2,19610,214
1718.67,-39.93,-46.4,19630,215
1719.11,-41.50,-51.2,19650,215.5
1719.51,-42.05,-52.9,19670,216
1719.89,-41.43,-51.0,19690,216.5
1720.28,-41.40,-50.9,19710,217
1720.73,-41.63,-51.6,19730,217
1721.17,-42.80,-55.1,19750,217
1721.64,-43.02,-55.8,19770,218
1722.09,-41.40,-50.9,19790,219
1722.54,-40.22,-47.3,19810,219
1723.03,-40.69,-48.7,19830,219
1723.44,-41.43,-51.0,19850,219.5
1723.90,-40.66,-48.6,19870,220
1724.34,-41.60,-51.5,19890,220.5
1724.81,-42.62,-54.6,19910,221
1725.24,-42.14,-53.1,19930,221.5
1725.63,-42.66,-54.7,19950,222
1726.07,-41.97,-52.6,19970,222.5
1726.48,-41.69,-51.8,19990,222.5
1726.96,-42.76,-55.0,20010,223
1727.42,-42.71,-54.9,20030,223
1727.81,-41.33,-50.7,20050,223.5
1728.24,-42.68,-54.8,20070,223.5
1728.67,-42.01,-52.7,20090,224
1729.12,-42.60,-54.5,20110,224.5
1729.56,-42.19,-53.3,20130,225
1730.04,-42.79,-55.1,20150,226
1730.55,-40.37,-47.7,20170,226
1731.00,-41.40,-50.9,20190,226
1731.47,-42.46,-54.1,20210,226.5
1731.96,-42.54,-54.3,20230,226.5
1732.41,-41.92,-52.5,20250,227
1732.92,-42.38,-53.9,20270,228.5
1733.32,-43.13,-56.1,20290,229
1733.76,-41.86,-52.3,20310,229.5
1734.14,-43.12,-56.1,20330,230
1734.57,-44.51,-60.4,20350,230
1735.04,-42.45,-54.1,20370,230.5
1735.43,-43.21,-56.4,20390,231
1735.82,-43.52,-57.3,20410,231.5
1736.26,-42.04,-52.8,20430,231.5
1736.75,-41.92,-52.5,20450,231.5
1737.16,-43.20,-56.4,20470,232.5
1737.61,-43.36,-56.8,20490,232.5
1738.09,-44.97,-61.8,20510,232.5
1738.51,-42.52,-54.3,20530,233
1738.97,-42.06,-52.9,20550,233.5
1739.44,-41.89,-52.4,20570,234.5
1739.86,-42.42,-54.0,20590,235.5
1740.31,-40.62,-48.5,20610,236
1740.77,-40.09,-46.9,20630,236
1741.14,-43.60,-57.6,20650,236.5
1741.54,-42.12,-53.1,20670,237
1741.97,-39.93,-46.4,20690,237
1742.43,-42.75,-55.0,20710,238
1742.87,-42.39,-53.9,20730,238
1743.32,-42.98,-55.7,20750,238
1743.70,-40.72,-48.8,20770,238.5
1744.13,-43.35,-56.8,20790,238.5
1744.54,-42.55,-54.4,20810,239
1744.94,-42.08,-52.9,20830,240.5
1745.31,-43.27,-56.6,20850,241
1745.74,-42.27,-53.5,20870,242
1746.13,-43.93,-58.6,20890,242.5
1746.52,-42.95,-55.6,20910,243
1746.92,-43.09,-56.0,20930,243.5
1747.30,-44.85,-61.4,20950,244
1747.68,-43.50,-57.3,20970,244.5
1748.07,-42.52,-54.3,20990,245
1748.43,-42.26,-53.5,21010,246
1748.81,-43.68,-57.8,21030,247
1749.18,-43.31,-56.7,21050,247.5
1749.54,-42.63,-54.6,21070,248
1749.92,-41.83,-52.2,21090,248
1750.29,-42.08,-52.9,21110,248.5
1750.69,-41.92,-52.5,21130,249.5
1751.11,-43.89,-58.5,21150,249.5
1751.50,-42.88,-55.4,21170,250
1751.91,-43.91,-58.5,21190,250.5
1752.32,-42.58,-54.5,21210,251
1752.71,-42.68,-54.8,21230,251.5
1753.09,-41.02,-49.7,21250,251.5
1753.45,-41.96,-52.6,21270,252
1753.85,-42.42,-54.0,21290,252.5
1754.28,-43.83,-58.3,21310,252.5
1754.64,-42.06,-52.9,21330,253.5
1755.00,-42.52,-54.3,21350,254
1755.37,-43.75,-58.0,21370,254.5
1755.75,-41.22,-50.3,21390,255.5
1756.14,-42.34,-53.7,21410,255.5
1756.55,-43.06,-55.9,21430,256.5
1756.90,-44.58,-60.6,21450,256.5
1757.26,-41.88,-52.3,21470,256.5
1757.68,-42.04,-52.8,21490,257
1758.04,-42.86,-55.3,21510,257.5
1758.40,-42.10,-53.0,21530,257.5
1758.76,-41.02,-49.7,21550,258.5
1759.18,-42.87,-55.4,21570,259
1759.55,-41.93,-52.5,21590,259.5
1759.91,-43.40,-57.0,21610,260
1760.26,-42.04,-52.8,21630,260
1760.62,-41.60,-51.5,21650,260.5
1761.02,-44.16,-59.3,21670,261
1761.43,-43.94,-58.6,21690,261.5
1761.80,-42.49,-54.2,21710,262
1762.17,-43.68,-57.8,21730,262.5
1762.53,-43.51,-57.3,21750,263.5
1762.91,-43.10,-56.1,21770,264
1763.29,-42.76,-55.0,21790,264
1763.67,-43.59,-57.5,21810,264.5
1764.07,-43.13,-56.1,21830,264.5
1764.45,-41.36,-50.7,21850,265
1764.86,-41.90,-52.4,21870,265
1765.26,-42.24,-53.4,21890,265.5
1765.62,-42.45,-54.1,21910,265.5
1765.99,-42.68,-54.8,21930,265.5
1766.36,-42.60,-54.5,21950,266
1766.71,-42.55,-54.4,21970,266
1767.07,-41.88,-52.3,21990,266.5
1767.43,-40.51,-48.2,22010,267
1767.79,-43.27,-56.6,22030,268
1768.18,-40.99,-49.6,22050,268
1768.50,-43.28,-56.6,22070,268.5
1768.89,-42.03,-52.8,22090,269
1769.23,-41.00,-49.7,22110,269.5
1769.61,-42.17,-53.2,22130,270
1770.00,-41.51,-51.2,22150,270.5
1770.39,-41.53,-51.3,22170,271
1770.73,-41.15,-50.1,22190,272
1771.13,-41.44,-51.0,22210,272.5
1771.49,-42.32,-53.7,22230,273.5
1771.81,-42.41,-54.0,22250,273.5
1772.21,-43.05,-55.9,22270,274
1772.58,-42.69,-54.8,22290,274
1772.95,-41.05,-49.8,22310,274
1773.33,-43.67,-57.8,22330,274.5
1773.74,-42.38,-53.9,22350,275.5
1774.12,-43.47,-57.2,22370,275.5
1774.53,-42.36,-53.8,22390,276
1774.91,-42.51,-54.3,22410,276.5
1775.33,-41.82,-52.2,22430,276.5
1775.76,-42.00,-52.7,22450,277
1776.15,-43.97,-58.7,22470,278
1776.59,-43.04,-55.9,22490,278.5
1776.96,-42.77,-55.0,22510,279
1777.33,-42.05,-52.9,22530,280
1777.75,-42.34,-53.7,22550,280.5
1778.12,-41.70,-51.8,22570,281.5
1778.51,-42.74,-55.0,22590,281.5
1778.90,-42.96,-55.6,22610,281.5
1779.27,-43.02,-55.8,22630,282
1779.66,-43.31,-56.7,22650,282
1780.04,-42.72,-54.9,22670,282.5
1780.48,-40.56,-48.3,22690,283
1780.91,-40.83,-49.1,22710,283.5
1781.31,-40.19,-47.2,22730,284
1781.74,-42.56,-54.4,22750,284
1782.12,-41.26,-50.4,22770,285
1782.46,-42.21,-53.3,22790,285
1782.84,-41.82,-52.2,22810,285.5
1783.24,-43.69,-57.9,22830,286
1783.62,-42.37,-53.8,22850,286.5
1784.03,-41.04,-49.8,22870,287.5
1784.47,-42.02,-52.8,22890,288.5
1784.96,-40.35,-47.7,22910,289.5
1785.42,-41.31,-50.6,22930,290
1785.85,-41.83,-52.2,22950,291
1786.28,-42.79,-55.1,22970,291.5
1786.65,-42.06,-52.9,22990,292.5
1787.07,-41.94,-52.5,23010,292.5
1787.52,-42.18,-53.2,23030,292.5
1787.94,-43.60,-57.6,23050,293
1788.31,-43.04,-55.9,23070,293.5
1788.78,-42.03,-52.8,23090,294
1789.21,-41.85,-52.2,23110,294.5
1789.59,-42.78,-55.1,23130,294.5
1789.92,-41.48,-51.1,23150,295
1790.26,-41.17,-50.2,23170,295
1790.68,-41.93,-52.5,23190,295.5
1791.16,-41.22,-50.3,23210,296
1791.63,-40.28,-47.5,23230,296.5
1792.16,-39.11,-43.9,23250,297
1792.62,-40.34,-47.6,23270,297.5
1793.19,-40.04,-46.7,23290,298
1793.69,-41.21,-50.3,23310,298.5
1794.08,-42.47,-54.1,23330,299
1794.49,-42.83,-55.2,23350,299.5
1794.88,-44.36,-59.9,23370,299.5
1795.27,-42.78,-55.1,23390,300
1795.64,-42.41,-54.0,23410,301
1795.98,-41.87,-52.3,23430,302.5
1796.35,-42.04,-52.8,23450,303.5
1796.72,-44.64,-60.8,23470,304
1797.07,-44.12,-59.2,23490,304.5
1797.36,-44.64,-60.8,23510,305
1797.67,-44.25,-59.6,23530,305
1798.03,-41.80,-52.1,23550,305.5
1798.40,-44.75,-61.1,23570,306
1798.71,-44.64,-60.8,23590,307
1799.03,-42.81,-55.2,23610,307.5
1799.34,-43.13,-56.1,23630,308.5
1799.67,-44.55,-60.5,23650,309
1799.97,-45.29,-62.7,23670,310.5
1800.31,-43.41,-57.0,23690,310.5
1800.63,-41.51,-51.2,23710,312
1800.95,-44.11,-59.1,23730,312.5
1801.27,-43.95,-58.6,23750,312.5
1801.58,-43.84,-58.3,23770,313
1801.91,-44.14,-59.2,23790,313
1802.21,-44.13,-59.2,23810,314
1802.53,-43.66,-57.8,23830,315
1802.85,-43.11,-56.1,23850,316
1803.16,-43.53,-57.4,23870,316.5
1803.47,-42.93,-55.5,23890,316.5
1803.77,-44.44,-60.1,23910,317
1804.06,-43.86,-58.4,23930,317.5
1804.35,-40.99,-49.6,23950,318
1804.66,-42.65,-54.7,23970,319
1804.94,-42.48,-54.2,23990,319.5
1805.23,-44.11,-59.1,24010,320
1805.56,-44.03,-58.9,24030,320.5
1805.87,-44.24,-59.5,24050,321
1806.18,-42.92,-55.5,24070,321.5
1806.49,-44.30,-59.7,24090,322
1806.81,-43.05,-55.9,24110,322
1807.09,-44.18,-59.3,24130,322.5
1807.40,-42.27,-53.5,24150,323
1807.74,-44.34,-59.8,24170,323.5
1808.04,-44.51,-60.4,24190,324.5
1808.39,-44.33,-59.8,24210,326
1808.74,-43.60,-57.6,24230,326.5
1809.03,-43.86,-58.4,24250,327
1809.40,-41.79,-52.1,24270,327.5
1809.73,-43.65,-57.7,24290,328
1810.05,-43.11,-56.1,24310,328.5
1810.36,-44.07,-59.0,24330,329
1810.72,-43.88,-58.4,24350,329
1811.06,-44.29,-59.7,24370,330
1811.35,-42.30,-53.6,24390,331
1811.69,-42.04,-52.8,24410,331.5
1812.02,-44.64,-60.8,24430,332
1812.37,-43.01,-55.8,24450,332.5
1812.70,-42.93,-55.5,24470,332.5
1813.00,-43.63,-57.7,24490,333.5
1813.28,-43.80,-58.2,24510,334
1813.57,-42.72,-54.9,24530,334.5
1813.89,-42.02,-52.8,24550,335
1814.19,-43.29,-56.6,24570,335.5
1814.49,-42.78,-55.1,24590,336
1814.79,-45.76,-64.2,24610,337
1815.08,-43.64,-57.7,24630,337.5
1815.37,-44.79,-61.2,24650,337.5
1815.69,-42.48,-54.2,24670,337.5
1815.96,-42.71,-54.9,24690,338.5
1816.30,-43.02,-55.8,24710,339.5
1816.60,-44.34,-59.8,24730,340
1816.88,-43.24,-56.5,24750,340
1817.14,-45.27,-62.7,24770,340.5
1817.46,-44.28,-59.7,24790,340.5
1817.77,-43.69,-57.9,24810,341
1818.11,-44.14,-59.2,24830,341
1818.47,-44.93,-61.6,24850,341.5
1818.79,-44.77,-61.1,24870,342
1819.10,-43.33,-56.8,24890,342.5
1819.44,-41.88,-52.3,24910,343
1819.76,-43.23,-56.5,24930,344
1820.06,-42.66,-54.7,24950,345
1820.43,-42.41,-54.0,24970,345.5
1820.78,-43.54,-57.4,24990,346.5
1821.11,-42.71,-54.9,25010,346.5
1821.43,-43.66,-57.8,25030,347
1821.76,-44.35,-59.9,25050,348
1822.06,-44.14,-59.2,25070,348.5
1822.38,-44.35,-59.9,25090,349.5
1822.72,-43.05,-55.9,25110,350
1823.00,-42.74,-55.0,25130,350.5
1823.29,-43.11,-56.1,25150,350.5
1823.58,-43.42,-57.0,25170,351
1823.88,-42.35,-53.8,25190,351
1824.16,-44.12,-59.2,25210,351
1824.46,-43.08,-56.0,25230,352
1824.74,-43.91,-58.5,25250,352.5
1825.03,-43.14,-56.2,25270,353
1825.33,-44.02,-58.9,25290,354
1825.67,-43.40,-57.0,25310,355
1826.00,-42.20,-53.3,25330,355.5
1826.28,-43.45,-57.1,25350,356
1826.60,-43.65,-57.7,25370,357
1826.90,-45.14,-62.3,25390,357.5
1827.20,-44.36,-59.9,25410,358.5
1827.49,-45.30,-62.8,25430,359
1827.78,-44.09,-59.1,25450,359.5
1828.07,-42.41,-54.0,25470,360
1828.35,-41.35,-50.7,25490,361
1828.63,-42.65,-54.7,25510,361.5
1828.94,-45.02,-61.9,25530,362.5
1829.24,-43.60,-57.6,25550,363
1829.53,-43.17,-56.3,25570,363.5
1829.85,-43.00,-55.8,25590,364.5
1830.13,-44.91,-61.6,25610,366
1830.42,-44.45,-60.2,25630,366
1830.71,-46.11,-65.2,25650,366.5
1830.99,-43.74,-58.0,25670,367
1831.29,-43.94,-58.6,25690,367
1831.59,-45.14,-62.3,25710,367.5
1831.89,-43.34,-56.8,25730,368
1832.19,-43.46,-57.2,25750,368.5
1832.50,-44.10,-59.1,25770,369
1832.79,-43.96,-58.7,25790,369
1833.09,-45.11,-62.2,25810,369.5
1833.36,-44.40,-60.0,25830,370.5
1833.64,-44.55,-60.5,25850,370.5
1833.94,-44.51,-60.4,25870,370.5
1834.25,-42.56,-54.4,25890,372
1834.53,-43.20,-56.4,25910,372.5
1834.82,-44.36,-59.9,25930,373
1835.12,-42.59,-54.5,25950,373.5
1835.45,-44.19,-59.4,25970,374.5
1835.79,-45.64,-63.8,25990,375.5
1836.17,-43.37,-56.9,26010,375.5
1836.53,-42.39,-53.9,26030,375.5
1836.83,-43.78,-58.1,26050,376
1837.15,-41.93,-52.5,26070,376.5
1837.50,-44.14,-59.2,26090,377
1837.87,-42.56,-54.4,26110,377
1838.25,-42.46,-54.1,26130,377.5
1838.64,-41.67,-51.7,26150,378
1839.03,-43.10,-56.1,26170,378.5
1839.46,-42.19,-53.3,26190,379.5
1839.83,-44.16,-59.3,26210,379.5
1840.19,-43.22,-56.4,26230,380
1840.56,-42.92,-55.5,26250,380
1840.92,-43.21,-56.4,26270,380.5
1841.29,-42.18,-53.2,26290,381
1841.65,-42.76,-55.0,26310,381
1841.99,-42.87,-55.4,26330,381.5
1842.33,-41.74,-51.9,26350,382
1842.67,-42.75,-55.0,26370,382.5
1842.98,-42.85,-55.3,26390,383
1843.36,-43.40,-57.0,26410,383
