Proxy depth,UK'37,Published temperature,Published age,Marine04 age,Marine09 age,Age model error,,14C depth,Material,14C age,14C error,忖R,Marine04 age,,,Marine09 age,,
(cm),,(～C),(yr BP),(yr BP),(yr BP),"(yr, 1考)",,(cm),,(yr BP),"(yr, 1考)",(yr),median (yr BP),2考 lower (yr BP),2考 upper (yr BP),median (yr BP),2考 lower (yr BP),2考 upper (yr BP)
1,0.671,18.6,240,119,105,212,,8.31,planktics,690,20,0,335,279,408,335,279,408
6,0.629,17.4,287,272,263,126,,158,planktics,2185,35,0,1781,1686,1875,1781,1686,1875
75,0.661,18.3,965,970,983,264,,308,planktics,3705,25,0,3622,3537,3711,3622,3537,3711
225,0.684,19.0,2613,2600,2613,299,,456,planktics,5195,30,0,5560,5469,5622,5560,5469,5622
376,0.687,19.1,4513,4493,4506,308,,606,planktics,7100,35,0,7579,7502,7652,7579,7502,7652
453,0.696,19.3,5535,5508,5511,91,,806,planktics,10780,70,0,12233,11954,12608,12217,11953,12529
524,0.701,19.5,6476,6454,6467,315,,824.89,planktics,11380,60,0,12914,12843,13043,12841,12670,13070
603,0.736,20.5,7533,7537,7538,91,,828.65,planktics,11270,55,0,12857,12806,12915,12736,12608,12902
675,0.697,19.3,9091,9171,9178,457,,1003,planktics,18250,90,0,21078,20704,21445,21328,20901,21566
720,0.696,19.3,10098,10236,10237,482,,1211,AT tephra,24730,247.3,0,,,,29101,28479,29573
730,0.717,19.9,10323,10474,10472,475,,1305,planktics,32700,450,0,,,,36879,35549,38451
748,0.714,19.9,10722,10897,10892,449,,1404.88,planktics,37690,820,0,,,,42045,40751,43274
751,0.715,19.9,10778,10957,10951,444,,1510.91,planktics,38500,900,0,,,,42615,41373,44060
753,0.679,18.8,10834,11016,11010,438,,,,,,,,,,,,
756,0.661,18.3,10890,11076,11069,433,,,,,,,,,,,,
758,0.675,18.7,10946,11136,11128,426,,,,,,,,,,,,
761,0.655,18.1,11002,11195,11187,420,,,,,,,,,,,,
763,0.621,17.1,11059,11255,11246,413,,,,,,,,,,,,
766,0.611,16.8,11115,11315,11305,405,,,,,,,,,,,,
768,0.639,17.6,11172,11376,11365,397,,,,,,,,,,,,
771,0.649,18.0,11229,11437,11425,388,,,,,,,,,,,,
773,0.587,16.1,11287,11498,11485,378,,,,,,,,,,,,
776,0.604,16.6,11343,11558,11545,369,,,,,,,,,,,,
778,0.608,16.7,11399,11618,11603,358,,,,,,,,,,,,
781,0.577,15.8,11455,11678,11662,347,,,,,,,,,,,,
784,0.570,15.6,11511,11737,11721,335,,,,,,,,,,,,
786,0.578,15.9,11567,11797,11780,322,,,,,,,,,,,,
789,0.539,14.7,11623,11856,11838,308,,,,,,,,,,,,
791,0.563,15.4,11678,11916,11896,293,,,,,,,,,,,,
794,0.564,15.4,11734,11975,11954,277,,,,,,,,,,,,
796,0.582,16.0,11789,12035,12012,259,,,,,,,,,,,,
799,0.513,14.0,11845,12094,12070,240,,,,,,,,,,,,
801,0.555,15.2,11900,12154,12128,218,,,,,,,,,,,,
806,0.553,15.1,12012,12277,12244,164,,,,,,,,,,,,
813,0.491,13.3,12334,12500,12445,192,,,,,,,,,,,,
816,0.501,13.6,12443,12578,12513,185,,,,,,,,,,,,
821,0.529,14.4,12665,12737,12650,141,,,,,,,,,,,,
824,0.481,13.0,12775,12817,12719,88,,,,,,,,,,,,
829,0.530,14.4,13000,12893,12825,52,,,,,,,,,,,,
834,0.519,14.1,13233,13112,13060,212,,,,,,,,,,,,
839,0.556,15.2,13469,13347,13306,295,,,,,,,,,,,,
841,0.576,15.8,13587,13466,13429,328,,,,,,,,,,,,
844,0.580,15.9,13706,13584,13553,357,,,,,,,,,,,,
846,0.596,16.4,13823,13702,13675,382,,,,,,,,,,,,
849,0.576,15.8,13940,13818,13796,405,,,,,,,,,,,,
854,0.588,16.1,14172,14051,14038,445,,,,,,,,,,,,
859,0.585,16.1,14400,14279,14274,479,,,,,,,,,,,,
864,0.554,15.2,14625,14505,14508,508,,,,,,,,,,,,
869,0.543,14.8,14858,14739,14750,533,,,,,,,,,,,,
874,0.545,14.9,15093,14975,14994,556,,,,,,,,,,,,
879,0.551,15.1,15324,15207,15235,575,,,,,,,,,,,,
884,0.550,15.0,15554,15439,15474,591,,,,,,,,,,,,
894,0.582,16.0,16023,15910,15960,616,,,,,,,,,,,,
897,0.573,15.7,16186,16074,16130,623,,,,,,,,,,,,
902,0.536,14.6,16416,16306,16369,630,,,,,,,,,,,,
907,0.552,15.1,16647,16538,16608,636,,,,,,,,,,,,
912,0.531,14.5,16879,16773,16850,639,,,,,,,,,,,,
917,0.606,16.7,17111,17006,17090,641,,,,,,,,,,,,
922,0.531,14.5,17339,17236,17327,640,,,,,,,,,,,,
927,0.614,16.9,17568,17467,17565,638,,,,,,,,,,,,
934,0.612,16.8,17917,17819,17927,631,,,,,,,,,,,,
937,0.592,16.3,18030,17933,18045,627,,,,,,,,,,,,
942,0.555,15.2,18251,18156,18274,619,,,,,,,,,,,,
961,0.611,16.8,19167,19081,19224,562,,,,,,,,,,,,
971,0.623,17.2,19620,19539,19694,517,,,,,,,,,,,,
981,0.631,17.4,20083,20008,20174,456,,,,,,,,,,,,
991,0.632,17.4,20544,20476,20653,372,,,,,,,,,,,,
1001,0.656,18.1,21008,20951,21134,237,,,,,,,,,,,,
1006,0.645,17.8,21213,21162,21346,240,,,,,,,,,,,,
1021,0.573,15.7,21751,21726,21905,394,,,,,,,,,,,,
1031,0.618,17.0,22111,22105,22278,459,,,,,,,,,,,,
1053,0.638,17.6,22915,22954,23112,557,,,,,,,,,,,,
1073,0.621,17.1,23639,23721,23863,609,,,,,,,,,,,,
1093,0.665,18.4,24365,24490,24615,636,,,,,,,,,,,,
1123,0.672,18.6,25454,25646,25743,636,,,,,,,,,,,,
1203,0.648,17.9,28349,28732,28739,342,,,,,,,,,,,,
1213,0.679,18.8,28905,29227,29225,320,,,,,,,,,,,,
1233,0.690,19.2,30792,30920,30936,585,,,,,,,,,,,,
1253,0.665,18.4,32651,32597,32619,706,,,,,,,,,,,,
1273,0.652,18.0,34529,34295,34319,757,,,,,,,,,,,,
1293,0.661,18.3,36392,35985,36004,750,,,,,,,,,,,,
1313,0.658,18.2,37812,37388,37403,710,,,,,,,,,,,,
1333,0.664,18.4,38573,38355,38374,686,,,,,,,,,,,,
1353,0.648,17.9,39345,39341,39357,655,,,,,,,,,,,,
1363,0.638,17.6,39726,39828,39842,637,,,,,,,,,,,,
1383,0.608,16.7,40472,40785,40791,596,,,,,,,,,,,,
1402,0.622,17.1,41216,41746,41735,545,,,,,,,,,,,,
1422,0.616,17.0,41955,42031,42021,516,,,,,,,,,,,,
1441,0.635,17.5,42698,42219,42215,505,,,,,,,,,,,,
1461,0.615,16.9,43410,42410,42411,510,,,,,,,,,,,,
1481,0.627,17.3,43921,42602,42607,532,,,,,,,,,,,,
1508,0.612,16.9,44637,42873,42882,583,,,,,,,,,,,,
1518,0.657,18.2,44893,NaN,NaN,NaN,,,,,,,,,,,,
1538,0.601,16.5,45409,NaN,NaN,NaN,,,,,,,,,,,,
1558,0.608,16.7,45933,NaN,NaN,NaN,,,,,,,,,,,,
1578,0.600,16.5,46451,NaN,NaN,NaN,,,,,,,,,,,,
1598,0.609,16.8,46964,NaN,NaN,NaN,,,,,,,,,,,,
1618,0.635,17.5,47485,NaN,NaN,NaN,,,,,,,,,,,,
1639,0.655,18.1,48008,NaN,NaN,NaN,,,,,,,,,,,,
1654,0.624,17.2,48413,NaN,NaN,NaN,,,,,,,,,,,,
1664,0.672,18.6,48676,NaN,NaN,NaN,,,,,,,,,,,,
1684,0.670,18.6,49195,NaN,NaN,NaN,,,,,,,,,,,,
1704,0.655,18.1,49708,NaN,NaN,NaN,,,,,,,,,,,,
1724,0.671,18.6,50227,NaN,NaN,NaN,,,,,,,,,,,,
1744,0.665,18.4,50745,NaN,NaN,NaN,,,,,,,,,,,,
1764,0.644,17.8,51259,NaN,NaN,NaN,,,,,,,,,,,,
1784,0.671,18.6,51818,NaN,NaN,NaN,,,,,,,,,,,,
1803,0.647,17.9,52427,NaN,NaN,NaN,,,,,,,,,,,,
1812,0.669,18.5,52746,NaN,NaN,NaN,,,,,,,,,,,,
1832,0.684,19.0,53380,NaN,NaN,NaN,,,,,,,,,,,,
1852,0.700,19.4,54021,NaN,NaN,NaN,,,,,,,,,,,,
1872,0.697,19.3,54660,NaN,NaN,NaN,,,,,,,,,,,,
1889,0.696,19.3,55226,NaN,NaN,NaN,,,,,,,,,,,,
1909,0.682,18.9,55865,NaN,NaN,NaN,,,,,,,,,,,,
1929,0.669,18.5,56503,NaN,NaN,NaN,,,,,,,,,,,,
1950,0.654,18.1,57199,NaN,NaN,NaN,,,,,,,,,,,,
1960,0.673,18.7,57522,NaN,NaN,NaN,,,,,,,,,,,,
1980,0.641,17.7,58161,NaN,NaN,NaN,,,,,,,,,,,,
2000,0.662,18.3,58803,NaN,NaN,NaN,,,,,,,,,,,,
2019,0.646,17.9,60081,NaN,NaN,NaN,,,,,,,,,,,,
2032,0.656,18.2,61050,NaN,NaN,NaN,,,,,,,,,,,,
2088,0.695,19.3,65290,NaN,NaN,NaN,,,,,,,,,,,,
2100,0.646,17.9,65607,NaN,NaN,NaN,,,,,,,,,,,,
2170,0.677,18.8,67370,NaN,NaN,NaN,,,,,,,,,,,,
2210,0.681,18.9,68401,NaN,NaN,NaN,,,,,,,,,,,,
2250,0.648,17.9,69414,NaN,NaN,NaN,,,,,,,,,,,,
2319,0.645,17.8,71175,NaN,NaN,NaN,,,,,,,,,,,,
2384,0.674,18.7,72819,NaN,NaN,NaN,,,,,,,,,,,,
2454,0.670,18.6,74319,NaN,NaN,NaN,,,,,,,,,,,,
2535,0.680,18.9,75566,NaN,NaN,NaN,,,,,,,,,,,,
2565,0.704,19.5,76022,NaN,NaN,NaN,,,,,,,,,,,,
2604,0.714,19.9,76628,NaN,NaN,NaN,,,,,,,,,,,,
2685,0.735,20.5,77863,NaN,NaN,NaN,,,,,,,,,,,,
2785,0.696,19.3,80352,NaN,NaN,NaN,,,,,,,,,,,,
2795,0.700,19.4,81512,NaN,NaN,NaN,,,,,,,,,,,,
2815,0.723,20.1,83812,NaN,NaN,NaN,,,,,,,,,,,,
