"Age","Temperature","Anomaly"
100,21.1040816326531,3.27981884930685
200,19.5428571428571,1.71859435951093
300,18.469387755102,0.645124971755831
400,18.4061224489796,0.581859665633381
500,20.3,2.47573721665379
600,20.7928571428571,2.96859435951093
700,21.2608108108108,3.4365480274646
800,20.0878378378378,2.26357505449163
900,20.1393617021277,2.31509891878145
1000,21.5021739130435,3.67791112969727
1100,21.886170212766,4.06190742941975
1200,21.2702127659574,3.44594998261124
1300,21.7413043478261,3.91704156447988
1400,21.3,3.47573721665379
1500,20.8217391304348,2.99747634708857
1600,21.5260869565217,3.70182417317553
1700,20.3086956521739,2.4844328688277
1800,19.5652173913043,1.74095460795814
1900,19.5565217391304,1.73225895578422
2000,19.3934782608696,1.56921547752336
2100,20.4611111111111,2.6368483277649
2200,20.5722222222222,2.74795943887601
2300,20.6997237569061,2.87546097355986
2400,20.8654696132597,3.04120682991346
2500,20.9770718232044,3.15280903985821
2600,21.032320441989,3.20805765864274
2700,20.8809392265193,3.05667644317313
2800,20.632320441989,2.80805765864274
2900,19.9991712707182,2.17490848737202
3000,19.3881215469613,1.56385876361512
3100,20.0234806629834,2.19921787963722
3200,20.4027777777778,2.57851499443157
3300,20.0138888888889,2.18962610554268
3400,20.135635359116,2.31137257576981
3500,20.8814917127072,3.05722892936097
3600,21.0085635359116,3.18430075256539
3700,20.7875690607735,2.96330627742727
3800,21.2085635359116,3.38430075256539
3900,21.7511049723757,3.92684218902948
4000,21.8063535911602,3.98209080781401
4100,21.8441988950276,4.01993611168141
4200,21.8165745856354,3.99231180228915
4300,21.2426229508197,3.41836016747346
4400,21.2991935483871,3.47493076504088
4500,21.033064516129,3.20880173278282
4600,20.2725806451613,2.44831786181508
4700,20.7322580645161,2.90799528116992
4800,20.9313008130081,3.10703802966192
4900,20.8629032258065,3.03864044246024
5000,21.3903225806452,3.56605979729895
5100,21.1838709677419,3.35960818439573
5200,20.7645161290323,2.94025334568605
5300,19.9225806451613,2.09831786181508
5400,20.7572580645161,2.93299528116992
5500,20.4136,2.58933721665379
5600,19.8,1.97573721665379
5700,19.5348,1.71053721665379
5800,17.9748,0.150537216653792
5900,17.8684738955823,0.0442111122361197
6000,17.8885542168675,0.0642914335212588
6100,17.8312,0.00693721665378888
6200,17.6274193548387,-0.196843428507503
6300,17.2241935483871,-0.600069234959115
6400,18.328,0.503737216653789
6500,18.3104838709677,0.48622108762153
6600,18.216,0.391737216653791
6700,18.5516129032258,0.727350119879599
6800,18.3096774193548,0.485414636008628
6900,18.3,0.475737216653791
7000,17.59,-0.23426278334621
7100,17.2354838709677,-0.588778912378469
7200,17.6387096774194,-0.185553105926854
7300,17.392,-0.432262783346211
7400,17.118,-0.706262783346212
7500,17.225,-0.599262783346209
7600,16.46875,-1.35551278334621
7700,16.9625,-0.861762783346212
7800,17.2625,-0.561762783346211
7900,16.8875,-0.936762783346211
8000,15.8625,-1.96176278334621
8100,16.4835820895522,-1.34068069379397
8200,17.3542288557214,-0.470033927624819
8300,17.4832089552239,-0.34105382812233
8400,17.5205223880597,-0.303740395286507
8500,17.5578358208955,-0.266426962450687
8600,17.5951492537313,-0.229113529614864
8700,17.4917910447761,-0.332471738570089
8800,17.3674129353234,-0.456849848022827
8900,17.521144278607,-0.303118504739246
9000,17.7201492537313,-0.104113529614867
9100,18.0143034825871,0.190040699240853
9200,18.3252487562189,0.500985972872694
9300,18.6361940298507,0.811931246504535
9400,18.9471393034826,1.12287652013638
9500,18.8558312655087,1.03156848216247
9600,18.6821339950372,0.857871211691013
9700,18.5084367245658,0.684173941219548
9800,18.3347394540943,0.510476670748083
9900,18.1709677419355,0.346704958589275
10000,18.0096774193548,0.185414636008627
10100,18.0958333333333,0.271570549987121
10200,17.5692660550459,-0.254996728300338
10300,17.0564814814815,-0.76778130186473
10400,17.4266055045872,-0.397657278759056
10500,17.85,0.0257372166537913
10600,17.85,0.0257372166537913
10700,17.8748847926267,0.0506220092805201
10800,18.0822580645161,0.257995281169919
10900,18.2896313364055,0.465368553059321
11000,18.0821100917431,0.257847308396912
11100,18.8861111111111,1.0618483277649
11200,18.0623853211009,0.238122537754705
11300,17.9981651376147,0.173902354268467
11400,17.8363636363636,0.0121008530174258
11500,17.9492481203008,0.124985336954541
11600,17.7612781954887,-0.0629845878574891
11700,17.5733082706767,-0.250954512669519
11800,17.3394736842105,-0.484789099135686
11900,17.2342105263158,-0.590052257030422
12000,17.534962406015,-0.289300377331173
12100,17.9071428571429,0.0828800737966482
12200,17.5605263157895,-0.263736467556736
12300,17.0865671641791,-0.737695619167106
12400,16.6363636363636,-1.18789914698257
12500,17.1413533834586,-0.682909399887563
12600,17.3263157894737,-0.497946993872525
12700,17.2436090225564,-0.580653760789819
12800,17.0556390977444,-0.768623685601849
12900,16.9770676691729,-0.847195114173278
13000,17.2125,-0.611762783346208
13100,17.1625,-0.661762783346209
13200,17.5125,-0.311762783346211
13300,18.6678571428571,0.843594359510931
13400,18.0857142857143,0.261451502368075
13500,17.8761904761905,0.0519276928442665
13600,17.7571428571429,-0.0671199262033539
13700,17.6199604743083,-0.20430230903791
13800,17.4816205533597,-0.342642229986527
13900,17.6806547619048,-0.143608021441448
14000,18.3651785714286,0.540915788082362
14100,17.9365546218487,0.112291838502529
14200,17.6558823529412,-0.168380430405033
14300,16.9343137254902,-0.889949057856015
