,,Proxy depth,Published Proxy,Published age,Published Temperature,Marine09 age,Age model error,,,14C depth,14C age,14C error,忖R,忖R error,Marine09 age,,,,,
,,1037,13723.0000,14723.00,29.41,5,,,,,,,,,,,,,,
,,1041,13806.0000,14806.00,,,,,,,,,,,,,,,,
,,1045,13889.0000,14889.00,,,,,,,,,,,,,,,,
,,1047,13930.0000,14930.00,,,,,,,,,,,,,,,,
,,1047,13930.0000,14930.00,,,,,,,,,,,,,,,,
,,1048,13951.0000,14951.00,,,,,,,,,,,,,,,,
,,1049,13972.0000,14972.00,,,,,,,,,,,,,,,,
,,1049,13972.0000,14972.00,29.85,6,,,,,,,,,,,,,,
,,1053,14055.0000,15055.00,,,,,,,,,,,,,,,,
,,1053,14055.0000,15055.00,29.32,5,,,,,,,,,,,,,,
,,1054,14076.0000,15076.00,29.14,5,,,,,,,,,,,,,,
,,1054,14076.0000,15076.00,,,,,,,,,,,,,,,,
,,1056,14117.0000,15117.00,28.45,5,,,,,,,,,,,,,,
,,1056,14117.0000,15117.00,28.57,5,,,,,,,,,,,,,,
,,1058,14159.0000,15159.00,,,,,,,,,,,,,,,,
,,1058,14159.0000,15159.00,28.43,5,,,,,,,,,,,,,,
,,1060,14201.0000,15201.00,27.99,5,,,,,,,,,,,,,,
,,1060,14201.0000,15201.00,,,,,,,,,,,,,,,,
,,1061,14222.0000,15222.00,,,,,,,,,,,,,,,,
,,1061,14222.0000,15222.00,,,,,,,,,,,,,,,,
,,1064,14284.0000,15284.00,,,,,,,,,,,,,,,,
,,1064,14284.0000,15284.00,27.71,5,,,,,,,,,,,,,,
,,1066,14326.0000,15326.00,,,,,,,,,,,,,,,,
,,1066,14326.0000,15326.00,27.88,5,,,,,,,,,,,,,,
,,1068,14368.0000,15368.00,27.51,5,,,,,,,,,,,,,,
,,1068,14368.0000,15368.00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,1070,14410.0000,15410.00,28.09,5,,,,,,,,,,,,,,
,,1070,14410.0000,15410.00,,,,,,,,,,,,,,,,
,,1072,14452.0000,15452.00,27.83,5,,,,,,,,,,,,,,
,,1072,14452.0000,15452.00,,,,,,,,,,,,,,,,
,,1074,14494.0000,15494.00,,,,,,,,,,,,,,,,
,,1074,14494.0000,15494.00,,,,,,,,,,,,,,,,
,,1076,14536.0000,15536.00,,,,,,,,,,,,,,,,
,,1076,14536.0000,15536.00,,,,,,,,,,,,,,,,
,,1078,14578.0000,15578.00,,,,,,,,,,,,,,,,
,,1078,14578.0000,15578.00,27.61,5,,,,,,,,,,,,,,
,,1080,14620.0000,15620.00,27.71,5,,,,,,,,,,,,,,
,,1080,14620.0000,15620.00,,,,,,,,,,,,,,,,
,,1082,14662.0000,15662.00,27.92,5,,,,,,,,,,,,,,
,,1082,14662.0000,15662.00,,,,,,,,,,,,,,,,
,,1082,14662.0000,15662.00,,,,,,,,,,,,,,,,
,,1082,14662.0000,15662.00,,,,,,,,,,,,,,,,
,,1084,14704.0000,15704.00,27.61,5,,,,,,,,,,,,,,
,,1084,14704.0000,15704.00,,,,,,,,,,,,,,,,
,,1086,14746.0000,15746.00,,,,,,,,,,,,,,,,
,,1086,14746.0000,15746.00,,,,,,,,,,,,,,,,
,,1086,14746.0000,15746.00,,,,,,,,,,,,,,,,
,,1086,14746.0000,15746.00,,,,,,,,,,,,,,,,
,,1088,14788.0000,15788.00,27.14,4,,,,,,,,,,,,,,
,,1088,14788.0000,15788.00,,,,,,,,,,,,,,,,
,,1090,14830.0000,15830.00,,,,,,,,,,,,,,,,
,,1090,14830.0000,15830.00,,,,,,,,,,,,,,,,
,,1092,14872.0000,15872.00,,,,,,,,,,,,,,,,
,,1092,14872.0000,15872.00,27.06,4,,,,,,,,,,,,,,
,,1094,14914.0000,15914.00,27.41,4,,,,,,,,,,,,,,
,,1094,14914.0000,15914.00,,,,,,,,,,,,,,,,
,,1096,14957.0000,15957.00,27.24,4,,,,,,,,,,,,,,
,,1096,14957.0000,15957.00,,,,,,,,,,,,,,,,
,,1098,14999.0000,15999.00,27.95,5,,,,,,,,,,,,,,
,,1098,14999.0000,15999.00,,,,,,,,,,,,,,,,
,,1100,15041.0000,16041.00,,,,,,,,,,,,,,,,
,,1100,15041.0000,16041.00,27.56,5,,,,,,,,,,,,,,
,,1101,15062.0000,16062.00,,,,,,,,,,,,,,,,
,,1101,15062.0000,16062.00,,,,,,,,,,,,,,,,
,,1102,15084.0000,16084.00,,,,,,,,,,,,,,,,
,,1102,15084.0000,16084.00,,,,,,,,,,,,,,,,
,,1104,15126.0000,16126.00,,,,,,,,,,,,,,,,
,,1104,15126.0000,16126.00,27.66,5,,,,,,,,,,,,,,
,,1106,15168.0000,16168.00,,,,,,,,,,,,,,,,
,,1106,15168.0000,16168.00,28.50,5,,,,,,,,,,,,,,
,,1108,15211.0000,16211.00,,,,,,,,,,,,,,,,
,,1108,15211.0000,16211.00,,,,,,,,,,,,,,,,
,,1109,15232.0000,16232.00,,,,,,,,,,,,,,,,
,,1111,15274.0000,16274.00,28.18,5,,,,,,,,,,,,,,
,,1111,15274.0000,16274.00,,,,,,,,,,,,,,,,
,,1111,15274.0000,16274.00,,,,,,,,,,,,,,,,
,,1111,15274.0000,16274.00,,,,,,,,,,,,,,,,
,,1112,15296.0000,16296.00,27.54,5,,,,,,,,,,,,,,
,,1112,15296.0000,16296.00,,,,,,,,,,,,,,,,
,,1114,15338.0000,16338.00,27.61,5,,,,,,,,,,,,,,
,,1114,15338.0000,16338.00,,,,,,,,,,,,,,,,
,,1116,15381.0000,16381.00,26.98,4,,,,,,,,,,,,,,
,,1116,15381.0000,16381.00,,,,,,,,,,,,,,,,
,,1118,15423.0000,16423.00,,,,,,,,,,,,,,,,
,,1118,15423.0000,16423.00,27.59,5,,,,,,,,,,,,,,
,,1120,15466.0000,16466.00,27.39,4,,,,,,,,,,,,,,
,,1120,15466.0000,16466.00,,,,,,,,,,,,,,,,
,,1122,15508.0000,16508.00,,,,,,,,,,,,,,,,
,,1122,15508.0000,16508.00,27.90,5,,,,,,,,,,,,,,
,,1124,15551.0000,16551.00,27.19,4,,,,,,,,,,,,,,
,,1124,15551.0000,16551.00,,,,,,,,,,,,,,,,
,,1126,15594.0000,16594.00,,,,,,,,,,,,,,,,
,,1126,15594.0000,16594.00,,,,,,,,,,,,,,,,
,,1128,15636.0000,16636.00,26.96,4,,,,,,,,,,,,,,
,,1128,15636.0000,16636.00,,,,,,,,,,,,,,,,
,,1130,15679.0000,16679.00,,,,,,,,,,,,,,,,
,,1130,15679.0000,16679.00,27.34,4,,,,,,,,,,,,,,
,,1132,15722.0000,16722.00,,,,,,,,,,,,,,,,
,,1132,15722.0000,16722.00,26.80,4,,,,,,,,,,,,,,
,,1133,15743.0000,16743.00,,,,,,,,,,,,,,,,
,,1133,15743.0000,16743.00,,,,,,,,,,,,,,,,
,,1134,15764.0000,16764.00,,,,,,,,,,,,,,,,
,,1134,15764.0000,16764.00,27.36,4,,,,,,,,,,,,,,
,,1136,15807.0000,16807.00,26.56,4,,,,,,,,,,,,,,
,,1136,15807.0000,16807.00,27.14,4,,,,,,,,,,,,,,
,,1138,15850.0000,16850.00,27.22,4,,,,,,,,,,,,,,
,,1138,15850.0000,16850.00,,,,,,,,,,,,,,,,
,,1139,15871.0000,16871.00,,,,,,,,,,,,,,,,
,,1139,15871.0000,16871.00,,,,,,,,,,,,,,,,
,,1140,15893.0000,16893.00,26.35,4,,,,,,,,,,,,,,
,,1140,15893.0000,16893.00,,,,,,,,,,,,,,,,
,,1141,15914.0000,16914.00,,,,,,,,,,,,,,,,
,,1141,15914.0000,16914.00,,,,,,,,,,,,,,,,
,,1142,15936.0000,16936.00,,,,,,,,,,,,,,,,
,,1142,15936.0000,16936.00,26.40,4,,,,,,,,,,,,,,
,,1144,15979.0000,16979.00,,,,,,,,,,,,,,,,
,,1144,15979.0000,16979.00,26.32,4,,,,,,,,,,,,,,
,,1146,16021.0000,17021.00,,,,,,,,,,,,,,,,
,,1146,16021.0000,17021.00,27.59,5,,,,,,,,,,,,,,
,,1147,16043.0000,17043.00,,,,,,,,,,,,,,,,
,,1147,16043.0000,17043.00,,,,,,,,,,,,,,,,
,,1148,16064.0000,17064.00,26.21,4,,,,,,,,,,,,,,
,,1148,16064.0000,17064.00,,,,,,,,,,,,,,,,
,,1149,16086.0000,17086.00,,,,,,,,,,,,,,,,
,,1149,16086.0000,17086.00,,,,,,,,,,,,,,,,
,,1150,16107.0000,17107.00,27.56,5,,,,,,,,,,,,,,
,,1150,16107.0000,17107.00,,,,,,,,,,,,,,,,
,,1151,16129.0000,17129.00,,,,,,,,,,,,,,,,
,,1151,16129.0000,17129.00,,,,,,,,,,,,,,,,
,,1152,16150.0000,17150.00,26.80,4,,,,,,,,,,,,,,
,,1152,16150.0000,17150.00,,,,,,,,,,,,,,,,
,,1153,16172.0000,17172.00,,,,,,,,,,,,,,,,
,,1153,16172.0000,17172.00,,,,,,,,,,,,,,,,
,,1154,16193.0000,17193.00,,,,,,,,,,,,,,,,
,,1154,16193.0000,17193.00,27.56,5,,,,,,,,,,,,,,
,,1156,16236.0000,17236.00,,,,,,,,,,,,,,,,
,,1156,16236.0000,17236.00,26.93,4,,,,,,,,,,,,,,
,,1157,16258.0000,17258.00,,,,,,,,,,,,,,,,
,,1157,16258.0000,17258.00,,,,,,,,,,,,,,,,
,,1158,16279.0000,17279.00,,,,,,,,,,,,,,,,
,,1158,16279.0000,17279.00,,,,,,,,,,,,,,,,
,,1160,16322.0000,17322.00,26.24,4,,,,,,,,,,,,,,
,,1160,16322.0000,17322.00,,,,,,,,,,,,,,,,
,,1161,16344.0000,17344.00,,,,,,,,,,,,,,,,
,,1161,16344.0000,17344.00,27.21,4,,,,,,,,,,,,,,
,,1164,16409.0000,17409.00,26.37,4,,,,,,,,,,,,,,
,,1164,16409.0000,17409.00,,,,,,,,,,,,,,,,
,,1166,16452.0000,17452.00,27.41,4,,,,,,,,,,,,,,
,,1166,16452.0000,17452.00,,,,,,,,,,,,,,,,
,,1168,16495.0000,17495.00,,,,,,,,,,,,,,,,
,,1168,16495.0000,17495.00,25.87,4,,,,,,,,,,,,,,
,,1169,16517.0000,17517.00,,,,,,,,,,,,,,,,
,,1170,16538.0000,17538.00,26.18,4,,,,,,,,,,,,,,
,,1170,16538.0000,17538.00,,,,,,,,,,,,,,,,
,,1172,16581.0000,17581.00,26.59,4,,,,,,,,,,,,,,
,,1172,16581.0000,17581.00,,,,,,,,,,,,,,,,
,,1174,16625.0000,17625.00,27.26,4,,,,,,,,,,,,,,
,,1174,16625.0000,17625.00,,,,,,,,,,,,,,,,
,,1175,16646.0000,17646.00,,,,,,,,,,,,,,,,
,,1175,16646.0000,17646.00,,,,,,,,,,,,,,,,
,,1176,16668.0000,17668.00,,,,,,,,,,,,,,,,
,,1176,16668.0000,17668.00,26.64,4,,,,,,,,,,,,,,
,,1177,16690.0000,17690.00,,,,,,,,,,,,,,,,
,,1177,16690.0000,17690.00,,,,,,,,,,,,,,,,
,,1178,16711.0000,17711.00,26.24,4,,,,,,,,,,,,,,
,,1178,16711.0000,17711.00,,,,,,,,,,,,,,,,
,,1179,16733.0000,17733.00,,,,,,,,,,,,,,,,
,,1179,16733.0000,17733.00,,,,,,,,,,,,,,,,
,,1180,16754.0000,17754.00,,,,,,,,,,,,,,,,
,,1180,16754.0000,17754.00,26.54,4,,,,,,,,,,,,,,
,,1182,16798.0000,17798.00,,,,,,,,,,,,,,,,
,,1182,16798.0000,17798.00,27.09,4,,,,,,,,,,,,,,
,,1183,16819.0000,17819.00,,,,,,,,,,,,,,,,
,,1183,16819.0000,17819.00,,,,,,,,,,,,,,,,
,,1184,16841.0000,17841.00,26.04,4,,,,,,,,,,,,,,
,,1184,16841.0000,17841.00,,,,,,,,,,,,,,,,
,,1186,16885.0000,17885.00,26.18,4,,,,,,,,,,,,,,
,,1186,16885.0000,17885.00,,,,,,,,,,,,,,,,
,,1186,16885.0000,17885.00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,1186,16885.0000,17885.00,,,,,,,,,,,,,,,,
,,1188,16928.0000,17928.00,,,,,,,,,,,,,,,,
,,1188,16928.0000,17928.00,26.40,4,,,,,,,,,,,,,,
,,1189,16950.0000,17950.00,,,,,,,,,,,,,,,,
,,1189,16950.0000,17950.00,,,,,,,,,,,,,,,,
,,1190,16971.0000,17971.00,,,,,,,,,,,,,,,,
,,1190,16971.0000,17971.00,,,,,,,,,,,,,,,,
,,1191,16993.0000,17993.00,,,,,,,,,,,,,,,,
,,1192,17015.0000,18015.00,,,,,,,,,,,,,,,,
,,1192,17015.0000,18015.00,26.85,4,,,,,,,,,,,,,,
,,1193,17037.0000,18037.00,26.78,4,,,,,,,,,,,,,,
,,1193,17037.0000,18037.00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,1194,17058.0000,18058.00,,,,,,,,,,,,,,,,
,,1194,17058.0000,18058.00,26.05,4,,,,,,,,,,,,,,
,,1195,17080.0000,18080.00,25.82,4,,,,,,,,,,,,,,
,,1195,17080.0000,18080.00,,,,,,,,,,,,,,,,
,,1197,17123.0000,18123.00,,,,,,,,,,,,,,,,
,,1197,17123.0000,18123.00,26.24,4,,,,,,,,,,,,,,
,,1198,17145.0000,18145.00,26.84,4,,,,,,,,,,,,,,
,,1198,17145.0000,18145.00,,,,,,,,,,,,,,,,
,,1199,17167.0000,18167.00,25.93,4,,,,,,,,,,,,,,
,,1199,17167.0000,18167.00,,,,,,,,,,,,,,,,
,,1201,17210.0000,18210.00,26.04,4,,,,,,,,,,,,,,
,,1201,17210.0000,18210.00,,,,,,,,,,,,,,,,
,,1202,17232.0000,18232.00,27.53,5,,,,,,,,,,,,,,
,,1202,17232.0000,18232.00,,,,,,,,,,,,,,,,
,,1202,17232.0000,18232.00,,,,,,,,,,,,,,,,
,,1202,17232.0000,18232.00,,,,,,,,,,,,,,,,
,,1203,17254.0000,18254.00,,,,,,,,,,,,,,,,
,,1204,17276.0000,18276.00,,,,,,,,,,,,,,,,
,,1204,17276.0000,18276.00,,,,,,,,,,,,,,,,
,,1205,17298.0000,18298.00,25.79,4,,,,,,,,,,,,,,
,,1205,17298.0000,18298.00,,,,,,,,,,,,,,,,
,,1206,17319.0000,18319.00,25.93,4,,,,,,,,,,,,,,
,,1206,17319.0000,18319.00,,,,,,,,,,,,,,,,
,,1207,17341.0000,18341.00,26.37,4,,,,,,,,,,,,,,
,,1207,17341.0,18341,,,,,,,,,,,,,,,,
,,1208,17363.0,18363,,,,,,,,,,,,,,,,
,,1208,17363.0,18363,,,,,,,,,,,,,,,,
,,1209,17385.0,18385,,,,,,,,,,,,,,,,
,,1209,17385.0,18385,27,4,,,,,,,,,,,,,,
,,1210,17407.0,18407,27,4,,,,,,,,,,,,,,
,,1210,17407.0,18407,,,,,,,,,,,,,,,,
,,1211,17428.0,18428,28,5,,,,,,,,,,,,,,
,,1211,17428.0,18428,,,,,,,,,,,,,,,,
,,1212,17450.0,18450,,,,,,,,,,,,,,,,
,,1212,17450.0,18450,,,,,,,,,,,,,,,,
,,1213,17472.0,18472,26,4,,,,,,,,,,,,,,
,,1213,17472.0,18472,,,,,,,,,,,,,,,,
,,1214,17494.0,18494,,,,,,,,,,,,,,,,
,,1214,17494.0,18494,26,4,,,,,,,,,,,,,,
,,1215,17516.0,18516,,,,,,,,,,,,,,,,
,,1215,17516.0,18516,27,4,,,,,,,,,,,,,,
,,1216,17538.0,18538,,,,,,,,,,,,,,,,
,,1216,17538.0,18538,,,,,,,,,,,,,,,,
,,1217,17559.0,18559,,,,,,,,,,,,,,,,
,,1217,17559.0,18559,26,4,,,,,,,,,,,,,,
,,1218,17581.0,18581,27,4,,,,,,,,,,,,,,
,,1218,17581.0,18581,,,,,,,,,,,,,,,,
,,1219,17603.0,18603,26,4,,,,,,,,,,,,,,
,,1219,17603.0,18603,,,,,,,,,,,,,,,,
,,1220,17625.0,18625,,,,,,,,,,,,,,,,
,,1220,17625.0,18625,,,,,,,,,,,,,,,,
,,1221,17647.0,18647,,,,,,,,,,,,,,,,
,,1221,17647.0,18647,25,4,,,,,,,,,,,,,,
,,1222,17669.0,18669,25,4,,,,,,,,,,,,,,
,,1222,17669.0,18669,,,,,,,,,,,,,,,,
,,1223,17691.0,18691,,,,,,,,,,,,,,,,
,,1223,17691.0,18691,26,4,,,,,,,,,,,,,,
,,1225,17734.0,18734,25,4,,,,,,,,,,,,,,
,,1225,17734.0,18734,,,,,,,,,,,,,,,,
,,1226,17756.0,18756,25,4,,,,,,,,,,,,,,
,,1226,17756.0,18756,,,,,,,,,,,,,,,,
,,1227,17778.0,18778,26,4,,,,,,,,,,,,,,
,,1227,17778.0,18778,,,,,,,,,,,,,,,,
,,1229,17822.0,18822,25,4,,,,,,,,,,,,,,
,,1229,17822.0,18822,,,,,,,,,,,,,,,,
,,1230,17844.0,18844,,,,,,,,,,,,,,,,
,,1230,17844.0,18844,26,4,,,,,,,,,,,,,,
,,1231,17866.0,18866,,,,,,,,,,,,,,,,
,,1231,17866.0,18866,26,4,,,,,,,,,,,,,,
,,1232,17888.0,18888,26,4,,,,,,,,,,,,,,
,,1232,17888.0,18888,,,,,,,,,,,,,,,,
,,1233,17910.0,18910,26,4,,,,,,,,,,,,,,
,,1233,17910.0,18910,,,,,,,,,,,,,,,,
,,1234,17932.0,18932,,,,,,,,,,,,,,,,
,,1234,17932.0,18932,27,4,,,,,,,,,,,,,,
,,1236,17976.0,18976,,,,,,,,,,,,,,,,
,,1236,17976.0,18976,,,,,,,,,,,,,,,,
,,1236,17976.0,18976,26,4,,,,,,,,,,,,,,
,,1236,17976.0,18976,,,,,,,,,,,,,,,,
,,1238,18019.0,19019,,,,,,,,,,,,,,,,
,,1238,18019.0,19019,27,4,,,,,,,,,,,,,,
,,1239,18041.0,19041,,,,,,,,,,,,,,,,
,,1239,18041.0,19041,25,4,,,,,,,,,,,,,,
,,1240,18063.0,19063,,,,,,,,,,,,,,,,
,,1240,18063.0,19063,,,,,,,,,,,,,,,,
,,1241,18085.0,19085,26,4,,,,,,,,,,,,,,
,,1241,18085.0,19085,,,,,,,,,,,,,,,,
,,1242,18107.0,19107,26,4,,,,,,,,,,,,,,
,,1242,18107.0,19107,,,,,,,,,,,,,,,,
,,1243,18129.0,19129,,,,,,,,,,,,,,,,
,,1243,18129.0,19129,25,4,,,,,,,,,,,,,,
,,1244,18151.0,19151,,,,,,,,,,,,,,,,
,,1244,18151.0,19151,,,,,,,,,,,,,,,,
,,1245,18173.0,19173,,,,,,,,,,,,,,,,
,,1245,18173.0,19173,26,4,,,,,,,,,,,,,,
,,1246,18195.0,19195,,,,,,,,,,,,,,,,
,,1246,18195.0,19195,26,4,,,,,,,,,,,,,,
,,1247,18217.0,19217,25,4,,,,,,,,,,,,,,
,,1247,18217.0,19217,,,,,,,,,,,,,,,,
,,1248,18239.0,19239,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,1248,18239.0,19239,,,,,,,,,,,,,,,,
,,1249,18261.0,19261,,,,,,,,,,,,,,,,
,,1249,18261.0,19261,26,4,,,,,,,,,,,,,,
,,1250,18283.0,19283,,,,,,,,,,,,,,,,
,,1250,18283.0,19283,26,4,,,,,,,,,,,,,,
,,1251,18305.0,19305,,,,,,,,,,,,,,,,
,,1251,18305.0,19305,,,,,,,,,,,,,,,,
,,1251,18305.0,19305,26,4,,,,,,,,,,,,,,
,,1252,18327.0,19327,,,,,,,,,,,,,,,,
,,1252,18327.0,19327,25,4,,,,,,,,,,,,,,
,,1253,18349.0,19349,25,4,,,,,,,,,,,,,,
,,1253,18349.0,19349,,,,,,,,,,,,,,,,
,,1254,18371.0,19371,,,,,,,,,,,,,,,,
,,1254,18371.0,19371,,,,,,,,,,,,,,,,
,,1255,18393.0,19393,26,4,,,,,,,,,,,,,,
,,1255,18393.0,19393,,,,,,,,,,,,,,,,
,,1256,18415.0,19415,,,,,,,,,,,,,,,,
,,1256,18415.0,19415,26,4,,,,,,,,,,,,,,
,,1257,18437.0,19437,,,,,,,,,,,,,,,,
,,1257,18437.0,19437,25,4,,,,,,,,,,,,,,
,,1258,18459.0,19459,,,,,,,,,,,,,,,,
,,1258,18459.0,19459,,,,,,,,,,,,,,,,
,,1259,18481.0,19481,,,,,,,,,,,,,,,,
,,1259,18481.0,19481,26,4,,,,,,,,,,,,,,
,,1260,18503.0,19503,25,4,,,,,,,,,,,,,,
,,1260,18503.0,19503,,,,,,,,,,,,,,,,
,,1261,18525.0,19525,,,,,,,,,,,,,,,,
,,1261,18525.0,19525,,,,,,,,,,,,,,,,
,,1262,18547.0,19547,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,1262,18547.0,19547,,,,,,,,,,,,,,,,
,,1263,18570.0,19570,,,,,,,,,,,,,,,,
,,1263,18570.0,19570,,,,,,,,,,,,,,,,
,,1264,18592.0,19592,,,,,,,,,,,,,,,,
,,1264,18592.0,19592,26,4,,,,,,,,,,,,,,
,,1266,18636.0,19636,,,,,,,,,,,,,,,,
,,1266,18636.0,19636,,,,,,,,,,,,,,,,
,,1268,18680.0,19680,,,,,,,,,,,,,,,,
,,1268,18680.0,19680,27,4,,,,,,,,,,,,,,
,,1269,18702.0,19702,,,,,,,,,,,,,,,,
,,1269,18702.0,19702,,,,,,,,,,,,,,,,
,,1269,18702.0,19702,26,4,,,,,,,,,,,,,,
,,1270,18724.0,19724,,,,,,,,,,,,,,,,
,,1270,18724.0,19724,,,,,,,,,,,,,,,,
,,1271,18746.0,19746,,,,,,,,,,,,,,,,
,,1271,18746.0,19746,,,,,,,,,,,,,,,,
,,1272,18768.0,19768,,,,,,,,,,,,,,,,
,,1272,18768.0,19768,27,4,,,,,,,,,,,,,,
,,1273,18790.0,19790,,,,,,,,,,,,,,,,
,,1273,18790.0,19790,,,,,,,,,,,,,,,,
,,1274,18812.0,19812,,,,,,,,,,,,,,,,
,,1274,18812.0,19812,,,,,,,,,,,,,,,,
,,1276,18857.0,19857,27,4,,,,,,,,,,,,,,
,,1276,18857.0,19857,,,,,,,,,,,,,,,,
,,1277,18879.0,19879,,,,,,,,,,,,,,,,
,,1277,18879.0,19879,26,4,,,,,,,,,,,,,,
,,1277,18879.0,19879,,,,,,,,,,,,,,,,
,,1278,18901.0,19901,,,,,,,,,,,,,,,,
,,1278,18901.0,19901,,,,,,,,,,,,,,,,
,,1280,18945.0,19945,,,,,,,,,,,,,,,,
,,1280,18945.0,19945,26,4,,,,,,,,,,,,,,
,,1282,18989.0,19989,,,,,,,,,,,,,,,,
,,1282,18989.0,19989,,,,,,,,,,,,,,,,
,,1284,19034.0,20034,26,4,,,,,,,,,,,,,,
,,1284,19034.0,20034,26,4,,,,,,,,,,,,,,
,,1286,19078.0,20078,26,4,,,,,,,,,,,,,,
,,1286,19078.0,20078,,,,,,,,,,,,,,,,
,,1288,19122.0,20122,26,4,,,,,,,,,,,,,,
,,1288,19122.0,20122,,,,,,,,,,,,,,,,
,,1289,19144.0,20144,,,,,,,,,,,,,,,,
,,1289,19144.0,20144,26,4,,,,,,,,,,,,,,
,,1289,19144.0,20144,,,,,,,,,,,,,,,,
,,1290,19166.0,20166,,,,,,,,,,,,,,,,
,,1290,19166.0,20166,,,,,,,,,,,,,,,,
,,1291,19189.0,20189,,,,,,,,,,,,,,,,
,,1291,19189.0,20189,,,,,,,,,,,,,,,,
,,1291,19189.0,20189,26,4,,,,,,,,,,,,,,
,,1292,19211.0,20211,,,,,,,,,,,,,,,,
,,1292,19211.0,20211,25,4,,,,,,,,,,,,,,
,,1293,19233.0,20233,26,4,,,,,,,,,,,,,,
,,1293,19233.0,20233,,,,,,,,,,,,,,,,
,,1294,19255.0,20255,,,,,,,,,,,,,,,,
,,1294,19255.0,20255,,,,,,,,,,,,,,,,
,,1295,19277.0,20277,26,4,,,,,,,,,,,,,,
,,1295,19277.0,20277,,,,,,,,,,,,,,,,
,,1296,19299.0,20299,27,4,,,,,,,,,,,,,,
,,1296,19299.0,20299,,,,,,,,,,,,,,,,
,,1297,19322.0,20322,26,4,,,,,,,,,,,,,,
,,1297,19322.0,20322,,,,,,,,,,,,,,,,
,,1297,19322.0,20322,,,,,,,,,,,,,,,,
,,1298,19344.0,20344,,,,,,,,,,,,,,,,
,,1298,19344.0,20344,,,,,,,,,,,,,,,,
,,1299,19366.0,20366,26,4,,,,,,,,,,,,,,
,,1299,19366.0,20366,,,,,,,,,,,,,,,,
,,1299,19366.0,20366,,,,,,,,,,,,,,,,
,,1300,19388.0,20388,,,,,,,,,,,,,,,,
,,1300,19388.0,20388,26,4,,,,,,,,,,,,,,
,,1302,19433.0,20433,,,,,,,,,,,,,,,,
,,1302,19433.0,20433,,,,,,,,,,,,,,,,
,,1304,19477.0,20477,,,,,,,,,,,,,,,,
,,1304,19477.0,20477,26,4,,,,,,,,,,,,,,
,,1308,19566.0,20566,26,4,,,,,,,,,,,,,,
,,1308,19566.0,20566,,,,,,,,,,,,,,,,
,,1309,19588.0,20588,,,,,,,,,,,,,,,,
,,1311,19633.0,20633,,,,,,,,,,,,,,,,
,,1311,19633.0,20633,,,,,,,,,,,,,,,,
,,1311,19633.0,20633,27,4,,,,,,,,,,,,,,
,,1311,19633.0,20633,,,,,,,,,,,,,,,,
,,1312,19655.0,20655,25,4,,,,,,,,,,,,,,
,,1312,19655.0,20655,,,,,,,,,,,,,,,,
,,1314,19699.0,20699,,,,,,,,,,,,,,,,
,,1316,19744.0,20744,26,4,,,,,,,,,,,,,,
,,1316,19744.0,20744,,,,,,,,,,,,,,,,
,,1320,19833.0,20833,,,,,,,,,,,,,,,,
,,1320,19833.0,20833,25,4,,,,,,,,,,,,,,
,,1324,19922.0,20922,,,,,,,,,,,,,,,,
,,1324,19922.0,20922,,,,,,,,,,,,,,,,
,,1324,19922.0,20922,26,4,,,,,,,,,,,,,,
,,1326,19966.0,20966,,,,,,,,,,,,,,,,
,,1326,19966.0,20966,26,4,,,,,,,,,,,,,,
,,1328,20011.0,21011,,,,,,,,,,,,,,,,
,,1328,20011.0,21011,,,,,,,,,,,,,,,,
,,1330,20056.0,21056,26,4,,,,,,,,,,,,,,
,,1330,20056.0,21056,,,,,,,,,,,,,,,,
,,1332,20100.0,21100,,,,,,,,,,,,,,,,
,,1332,20100.0,21100,,,,,,,,,,,,,,,,
,,1334,20145.0,21145,,,,,,,,,,,,,,,,
,,1334,20145.0,21145,27,4,,,,,,,,,,,,,,
,,1336,20189.0,21189,,,,,,,,,,,,,,,,
,,1336,20189.0,21189,27,4,,,,,,,,,,,,,,
,,1338,20234.0,21234,,,,,,,,,,,,,,,,
,,1338,20234.0,21234,27,4,,,,,,,,,,,,,,
,,1339,20256.0,21256,,,,,,,,,,,,,,,,
,,1340,20279.0,21279,,,,,,,,,,,,,,,,
,,1340,20279.0,21279,26,4,,,,,,,,,,,,,,
,,1343,20346.0,21346,,,,,,,,,,,,,,,,
,,1344,20368.0,21368,,,,,,,,,,,,,,,,
,,1344,20368.0,21368,26,4,,,,,,,,,,,,,,
,,1348,20457.0,21457,,,,,,,,,,,,,,,,
,,1348,20457.0,21457,26,4,,,,,,,,,,,,,,
,,1349,20480.0,21480,,,,,,,,,,,,,,,,
,,1352,20547.0,21547,27,4,,,,,,,,,,,,,,
,,1352,20547.0,21547,,,,,,,,,,,,,,,,
,,1356,20636.0,21636,,,,,,,,,,,,,,,,
,,1356,20636.0,21636,27,4,,,,,,,,,,,,,,
,,1360,20725.0,21725,26,4,,,,,,,,,,,,,,
,,1360,20725.0,21725,,,,,,,,,,,,,,,,
,,1361,20748.0,21748,27,4,,,,,,,,,,,,,,
