1698.1650	8.8932	8893.2	267.90	3.37	3
1708.1825	8.9855	8985.5	265.45	1.43	5
1718.2305	9.0810	9081.0	268.86	1.42	5
1728.2005	9.1769	9176.9	263.95	1.85	5
1738.2113	9.2749	9274.9	270.60	3.85	2
1748.2092	9.3701	9370.1	269.23	0.46	3
1758.2252	9.4675	9467.5	263.80	1.06	3
1768.2095	9.5614	9561.4	265.55	3.36	3
1778.2425	9.6543	9654.3	271.17	1.69	5
1788.9410	9.7599	9759.9	264.97	2.18	5
1798.2455	9.8503	9850.3	269.82	2.13	7
1808.7480	9.9531	9953.1	265.92	0.69	2
1818.2703	10.0471	10047.1	270.68	1.25	2
1828.2555	10.1478	10147.8	268.05	2.46	5
1838.2470	10.2485	10248.5	267.19	2.52	5
1848.2842	10.3527	10352.7	267.44	1.43	3
1858.3193	10.4549	10454.9	267.54	2.75	7
1868.3128	10.5558	10555.8	271.28	1.01	2
1878.3400	10.6568	10656.8	280.93	1.37	6
1888.3482	10.7584	10758.4	268.11	0.96	3
1898.6095	10.8616	10861.6	271.50	2.13	5
1908.4165	10.9574	10957.4	271.81	1.97	5
1918.4123	11.0525	11052.5	275.94	0.99	7
1928.6113	11.1512	11151.2	268.06	3.26	4
1938.4485	11.2467	11246.7	277.03	3.66	5
1948.3975	11.3394	11339.4	268.81	1.67	3
1953.2441	11.3832	11383.2	268.84	1.29	4
1955.2235	11.3999	11399.9	272.16	2.55	4
1957.2365	11.4175	11417.5	268.48	2.04	5
1959.3172	11.4359	11435.9	274.14	2.11	3
1961.2375	11.4531	11453.1	272.87	0.70	3
1963.3510	11.4728	11472.8	273.10	2.52	4
1965.2388	11.4904	11490.4	271.17	0.85	3
1967.2395	11.5072	11507.2	271.66	1.15	3
1969.2385	11.5239	11523.9	273.51	0.85	2
1971.4625	11.5436	11543.6	270.90	0.66	3
1973.2420	11.5596	11559.6	266.74	1.42	4
1975.2442	11.5764	11576.4	271.09	0.50	3
1977.2528	11.5922	11592.2	264.70	0.29	3
1979.2425	11.6113	11611.3	265.30	1.52	3
1981.2495	11.6290	11629.0	270.22	2.41	5
1983.3905	11.6479	11647.9	261.13	1.34	3
1985.2445	11.6645	11664.5	251.55	0.34	3
1987.2462	11.6828	11682.8	258.62	0.88	3
1989.2525	11.7014	11701.4	257.99	1.46	5
1991.2547	11.7197	11719.7	260.04	1.26	5
1993.2590	11.7407	11740.7	259.89	1.40	3
1995.2525	11.7592	11759.2	262.74	1.48	3
1997.2535	11.7807	11780.7	262.25	0.33	3
1999.4775	11.8028	11802.8	262.53	1.78	5
2001.2615	11.8205	11820.5	261.17	1.48	5
2003.3625	11.8433	11843.3	258.31	1.34	5
2005.2635	11.8631	11863.1	257.63	1.59	5
2007.2525	11.8832	11883.2	255.56	0.58	3
2009.2535	11.9049	11904.9	259.90	1.16	4
2011.2540	11.9270	11927.0	262.57	5.26	5
2013.2735	11.9481	11948.1	252.92	2.04	5
2015.2385	11.9696	11969.6	257.99	1.30	3
2017.2585	11.9907	11990.7	259.39	1.39	4
2019.2644	12.0159	12015.9	251.85	1.45	4
2021.2575	12.0373	12037.3	252.41	0.35	3
2023.3605	12.0588	12058.8	257.10	0.70	3
2025.2655	12.0798	12079.8	255.03	2.57	5
2027.2615	12.1052	12105.2	259.66	1.99	3
2029.2575	12.1246	12124.6	257.02	0.87	3
2031.2565	12.1465	12146.5	255.14	1.41	3
2033.2783	12.1685	12168.5	255.42	0.85	3
2035.2565	12.1904	12190.4	254.97	0.73	3
2037.2565	12.2113	12211.3	253.65	1.23	3
2039.2635	12.2329	12232.9	253.23	1.60	5
2041.2135	12.2565	12256.5	252.95	1.48	3
2043.3575	12.2808	12280.8	253.38	1.33	4
2045.2595	12.3010	12301.0	252.92	0.29	3
2047.2595	12.3213	12321.3	254.73	1.37	3
2049.2645	12.3431	12343.1	250.97	0.76	5
2051.2565	12.3653	12365.3	248.31	1.16	3
2053.2635	12.3883	12388.3	247.00	1.21	3
2055.2725	12.4094	12409.4	250.40	1.45	5
2057.2591	12.4319	12431.9	251.67	0.82	4
2059.2533	12.4548	12454.8	249.83	0.56	3
2061.2515	12.4754	12475.4	250.18	0.79	3
2063.2525	12.4958	12495.8	248.42	1.18	3
2065.2555	12.5214	12521.4	250.74	1.29	5
2067.2485	12.5437	12543.7	253.92	1.72	4
2069.2578	12.5646	12564.6	248.27	1.21	6
2071.2515	12.5866	12586.6	251.02	0.27	3
2073.2590	12.6076	12607.6	252.09	1.18	2
2075.2535	12.6299	12629.9	250.94	0.45	3
2077.3745	12.6536	12653.6	247.95	1.68	5
2079.2555	12.6739	12673.9	246.53	0.96	3
2081.2565	12.6971	12697.1	248.24	0.96	5
2083.3565	12.7198	12719.8	245.59	1.07	3
2085.2555	12.7399	12739.9	251.30	0.41	4
2087.2580	12.7626	12762.6	244.02	1.12	4
2089.2535	12.7856	12785.6	245.50	2.09	3
2091.2545	12.8093	12809.3	246.23	1.95	3
2093.2867	12.8302	12830.2	246.15	1.34	3
2095.2535	12.8527	12852.7	243.35	1.29	4
2097.2545	12.8740	12874.0	245.24	1.30	4
2099.2545	12.8934	12893.4	243.44	0.79	3
2101.2595	12.9171	12917.1	242.79	1.12	5
2103.2805	12.9392	12939.2	242.18	2.82	3
2105.2545	12.9598	12959.8	244.71	0.95	3
2107.2555	12.9809	12980.9	241.15	0.81	2
2109.2545	13.0011	13001.1	243.42	2.09	4
2111.2565	13.0219	13021.9	238.68	0.19	2
2113.2270	13.0437	13043.7	242.86	1.94	5
2115.2595	13.0666	13066.6	241.91	2.24	5
2117.2670	13.0882	13088.2	245.56	1.16	2
2121.2535	13.1284	13128.4	238.82	0.11	2
2125.2565	13.1727	13172.7	240.91	0.96	2
2129.2573	13.2162	13216.2	243.41	0.69	2
2133.8752	13.2670	13267.0	244.42	0.15	3
2137.2648	13.3041	13304.1	240.86	0.34	3
2147.2505	13.4181	13418.1	241.83	1.87	4
2153.2729	13.4867	13486.7	244.25	1.41	5
2157.2485	13.5317	13531.7	239.83	0.40	2
2163.3495	13.6008	13600.8	247.86	0.12	2
2167.2485	13.6453	13645.3	242.55	0.46	2
2173.2770	13.7128	13712.8	245.59	1.23	2
2177.2592	13.7587	13758.7	245.11	2.22	7
2183.3520	13.8272	13827.2	243.08	0.10	2
2187.2425	13.8716	13871.6	241.95	0.85	3
2193.2653	13.9402	13940.2	244.57	0.57	3
2198.2420	14.0018	14001.8	239.92	1.04	2
2200.2435	14.0229	14022.9	241.87	1.09	4
2203.3643	14.0601	14060.1	245.27	1.17	3
2205.2425	14.0845	14084.5	236.88	1.52	3
2208.2405	14.1201	14120.1	240.40	0.13	2
2211.2435	14.1566	14156.6	243.24	0.42	4
2213.2710	14.1796	14179.6	243.36	0.81	2
2215.2995	14.2056	14205.6	242.36	1.89	4
2218.2468	14.2374	14237.4	240.60	1.19	4
2221.2492	14.2730	14273.0	244.21	1.33	3
2223.3485	14.2987	14298.7	243.04	0.22	2
2224.2435	14.3086	14308.6	239.80	1.10	2
2227.2435	14.3432	14343.2	246.08	1.09	4
2228.3255	14.3545	14354.5	242.39	0.49	2
2230.2445	14.3750	14375.0	244.33	1.05	3
2233.2623	14.4106	14410.6	246.55	1.42	3
2234.2530	14.4222	14422.2	246.60	1.76	4
2236.2405	14.4433	14443.3	244.95	0.35	3
2238.2195	14.4636	14463.6	242.61	0.77	2
2241.2408	14.4972	14497.2	246.06	2.25	6
2243.3590	14.5209	14520.9	245.14	1.27	4
2244.2435	14.5313	14531.3	247.17	0.81	2
2245.2415	14.5417	14541.7	239.83	0.56	2
2246.2518	14.5529	14552.9	245.73	0.42	3
2247.2450	14.5635	14563.5	243.86	1.46	4
2248.3015	14.5759	14575.9	243.77	1.74	5
2249.2445	14.5862	14586.2	241.97	1.14	3
2250.2468	14.5955	14595.5	239.31	0.61	2
2251.2422	14.6062	14606.2	241.59	0.85	3
2252.2455	14.6194	14619.4	241.97	0.76	2
2253.2640	14.6300	14630.0	244.10	1.12	4
2254.7445	14.6452	14645.2	242.12	0.60	2
2255.2465	14.6523	14652.3	238.62	0.39	2
2256.2455	14.6641	14664.1	237.42	0.29	2
2257.1955	14.6751	14675.1	238.34	1.04	3
2258.1765	14.6864	14686.4	241.49	0.29	3
2259.2425	14.6967	14696.7	232.91	0.44	2
2260.2425	14.7070	14707.0	232.18	0.77	3
2261.2415	14.7181	14718.1	234.53	1.10	3
2262.2435	14.7309	14730.9	238.54	1.23	4
2263.3603	14.7432	14743.2	235.48	1.10	4
2264.7835	14.7585	14758.5	231.90	0.75	2
2265.2452	14.7634	14763.4	228.64	0.78	3
2266.2455	14.7763	14776.3	231.39	1.12	3
2267.2455	14.7878	14787.8	231.79	0.23	2
2268.2455	14.7991	14799.1	232.50	1.02	3
2269.3095	14.8106	14810.6	231.58	0.43	2
2270.2445	14.8224	14822.4	230.51	0.70	2
2271.3298	14.8348	14834.8	232.40	0.01	2
2272.2425	14.8448	14844.8	231.87	0.41	3
2273.2757	14.8575	14857.5	237.17	1.47	3
2274.2415	14.8692	14869.2	236.22	0.59	2
2275.2415	14.8807	14880.7	231.85	1.11	4
2276.2385	14.8925	14892.5	234.63	1.24	3
2277.2398	14.9042	14904.2	232.72	0.54	3
2278.2375	14.9159	14915.9	232.36	0.53	2
2279.2648	14.9290	14929.0	232.47	0.34	2
2281.3465	14.9537	14953.7	232.89	1.23	4
2283.3697	14.9765	14976.5	233.79	2.09	3
2284.2345	14.9873	14987.3	231.65	1.22	3
