2286.2345	15.0115	15011.5	232.37	1.02	2
2288.2335	15.0348	15034.8	229.38	0.84	3
2291.3342	15.0725	15072.5	232.99	0.24	3
2293.2580	15.0958	15095.8	238.47	0.02	2
2296.2647	15.1335	15133.5	233.67	0.63	3
2298.2325	15.1565	15156.5	232.81	0.89	3
2300.2295	15.1811	15181.1	231.84	1.04	4
2303.3370	15.2189	15218.9	234.18	0.33	3
2305.2305	15.2434	15243.4	232.27	1.21	3
2308.2285	15.2807	15280.7	229.77	0.92	4
2311.2475	15.3209	15320.9	231.64	1.42	5
2313.2510	15.3452	15345.2	232.92	0.96	2
2316.2285	15.3828	15382.8	229.39	1.57	3
2318.2285	15.4101	15410.1	228.74	0.75	3
2322.2493	15.4629	15462.9	227.27	1.38	4
2328.2510	15.5464	15546.4	227.53	0.35	3
2335.2835	15.6494	15649.4	226.76	1.37	2
2339.2365	15.7048	15704.8	226.16	0.57	3
2343.3590	15.7677	15767.7	228.86	1.87	2
2348.2320	15.8450	15845.0	226.36	0.44	2
2353.2520	15.9203	15920.3	227.51	0.65	2
2354.2369	15.9365	15936.5	227.77	0.64	4
2357.9995	15.9955	15995.5	227.72	2.06	3
2358.2325	15.9990	15999.0	228.41	0.18	1
2359.2325	16.0147	16014.7	226.39	0.89	3
2360.2377	16.0338	16033.8	228.48	1.43	3
2363.3385	16.0830	16083.0	228.24	0.82	2
2365.2335	16.1141	16114.1	226.41	1.31	3
2367.2405	16.1512	16151.2	228.86	1.02	4
2368.2355	16.1667	16166.7	230.19	0.07	2
2369.2342	16.1875	16187.5	225.49	1.18	3
2370.4318	16.2087	16208.7	231.32	1.21	4
2371.2365	16.2230	16223.0	227.24	0.55	2
2372.2358	16.2406	16240.6	224.49	1.06	3
2373.2552	16.2607	16260.7	222.56	0.97	3
2374.2405	16.2787	16278.7	218.22	0.59	3
2375.2415	16.2970	16297.0	216.84	0.75	3
2376.2425	16.3174	16317.4	218.60	0.60	3
2377.2425	16.3373	16337.3	216.43	1.19	3
2378.2435	16.3542	16354.2	218.83	1.20	4
2379.2435	16.3749	16374.9	215.21	0.50	3
2380.2345	16.3919	16391.9	213.51	0.82	3
2381.2445	16.4107	16410.7	216.95	0.94	3
2382.2455	16.4313	16431.3	215.79	1.81	3
2383.5690	16.4584	16458.4	221.19	0.28	2
2384.2475	16.4720	16472.0	217.94	1.11	3
2386.2475	16.5099	16509.9	211.95	0.12	3
2388.2475	16.5535	16553.5	212.65	0.52	3
2390.2045	16.5900	16590.0	212.46	0.84	3
2393.4895	16.6559	16655.9	217.15	0.81	2
2397.2550	16.7335	16733.5	214.25	1.10	3
2400.2035	16.7975	16797.5	209.53	0.96	3
2403.5565	16.8693	16869.3	209.19	0.96	2
2406.2535	16.9288	16928.8	206.93	0.68	3
2409.1631	16.9948	16994.8	208.32	1.09	4
2413.3015	17.0918	17091.8	206.10	1.05	2
2416.2597	17.1637	17163.7	202.63	1.30	3
2419.2720	17.2362	17236.2	202.29	0.78	2
2421.2740	17.2879	17287.9	199.88	0.50	3
2422.2730	17.3119	17311.9	198.65	0.27	3
2424.2585	17.3605	17360.5	194.50	0.91	3
2425.2710	17.3853	17385.3	197.02	0.39	3
2426.2585	17.4100	17410.0	195.89	0.27	3
2427.2595	17.4350	17435.0	194.76	0.47	3
2428.2585	17.4610	17461.0	197.00	0.46	3
2429.2585	17.4853	17485.3	195.48	0.50	3
2430.2595	17.5109	17510.9	195.59	0.05	3
2431.2595	17.5346	17534.6	196.37	0.61	3
2432.2751	17.5615	17561.5	196.62	0.30	4
2433.2830	17.5863	17586.3	200.96	0.86	2
2434.2730	17.6120	17612.0	199.79	0.24	5
2435.2605	17.6379	17637.9	197.21	1.23	3
2436.3425	17.6651	17665.1	198.38	0.56	4
2437.2708	17.6912	17691.2	195.52	1.33	3
2438.2615	17.7170	17717.0	193.52	0.56	3
2439.3240	17.7438	17743.8	194.41	0.24	3
2440.2718	17.7697	17769.7	195.70	0.33	3
2441.2750	17.7976	17797.6	191.25	0.66	3
2442.2718	17.8254	17825.4	195.21	1.24	3
2443.3695	17.8546	17854.6	193.52	0.72	2
2444.2790	17.8810	17881.0	194.26	1.19	2
2445.2760	17.9072	17907.2	195.72	0.26	4
2446.2748	17.9360	17936.0	192.54	0.98	3
2447.2738	17.9658	17965.8	192.66	0.10	3
2448.2665	17.9920	17992.0	192.96	0.64	3
2449.3790	18.0245	18024.5	191.79	1.10	2
2450.2758	18.0501	18050.1	191.73	0.50	3
2451.2770	18.0816	18081.6	192.64	0.47	4
2452.2778	18.1106	18110.6	192.59	1.48	2
2453.2735	18.1398	18139.8	188.88	0.23	2
2454.2820	18.1732	18173.2	193.01	1.13	3
2455.2778	18.2018	18201.8	189.65	0.95	3
2456.2789	18.2322	18232.2	192.88	0.47	4
2457.2788	18.2647	18264.7	192.52	1.16	3
2458.2778	18.2958	18295.8	193.03	0.19	3
2459.2118	18.3244	18324.4	191.12	0.84	3
2460.2808	18.3604	18360.4	192.73	0.18	3
2461.2798	18.3912	18391.2	192.21	1.16	3
2462.2820	18.4224	18422.4	192.47	0.75	3
2463.3745	18.4578	18457.8	191.45	1.07	2
2464.2685	18.4866	18486.6	191.09	0.70	3
2465.2665	18.5200	18520.0	191.67	0.14	2
2467.3138	18.5829	18582.9	192.57	0.62	3
2470.2844	18.6774	18677.4	197.90	0.50	4
2472.4465	18.7470	18747.0	195.27	1.01	3
2474.2735	18.8036	18803.6	196.97	1.10	3
2475.2818	18.8352	18835.2	192.44	0.82	3
2476.2745	18.8669	18866.9	192.50	0.53	4
2480.2870	18.9938	18993.8	196.71	1.75	4
2485.2725	19.1528	19152.8	195.09	1.12	4
2489.2826	19.2822	19282.2	195.58	0.84	5
2494.2715	19.4427	19442.7	195.52	1.30	2
2498.2840	19.5682	19568.2	192.95	0.25	3
2500.2735	19.6295	19629.5	195.42	0.59	3
2505.2735	19.7912	19791.2	197.60	0.53	2
2508.1870	19.8839	19883.9	200.06	0.42	2
2512.2900	20.0187	20018.7	197.72	0.75	4
2518.2930	20.2133	20213.3	194.47	1.21	3
2524.2855	20.4076	20407.6	193.99	0.65	2
2528.3500	20.5368	20536.8	197.93	0.69	2
2532.3965	20.6665	20666.5	191.76	0.93	2
2537.3518	20.8284	20828.4	196.66	1.09	3
2541.3038	20.9644	20964.4	194.87	0.82	3
2544.2975	21.0677	21067.7	192.40	0.87	2
2548.4970	21.2127	21212.7	194.05	0.07	3
2552.3168	21.3452	21345.2	191.24	1.16	2
2558.4380	21.5629	21562.9	189.23	0.31	2
2564.8685	21.7906	21790.6	191.96	0.22	4
2568.3410	21.9136	21913.6	194.78	0.95	2
2572.3085	22.0556	22055.6	191.38	1.55	2
2577.3035	22.2309	22230.9	195.27	0.99	3
2581.3113	22.3677	22367.7	196.08	1.30	2
2588.4165	22.6119	22611.9	197.95	0.75	3
2590.3135	22.6774	22677.4	193.97	1.31	2
2592.3142	22.7480	22748.0	195.24	1.26	3
2594.9748	22.8406	22840.6	200.00	1.19	2
2597.3165	22.9218	22921.8	199.97	0.85	2
2598.4225	22.9623	22962.3	198.94	0.19	2
2600.3175	23.0300	23030.0	197.55	0.69	2

