1698.035	8.891204	8891.2	671.48
1700.035	8.910372	8910.4	679.16
1702.034	8.928999	8929.0	665.86
1704.033	8.946475	8946.5	670.25
1706.032	8.963825	8963.8	654.61
1708.034	8.984444	8984.4	661.71
1710.036	9.003905	9003.9	668.53
1712.038	9.022876	9022.9	667.31
1714.041	9.041677	9041.7	657.02
1716.042	9.060955	9061.0	666.22
1718.085	9.080003	9080.0	682.58
1720.049	9.098774	9098.8	695.70
1720.049	9.098774	9098.8	688.02
1720.049	9.098774	9098.8	682.46
1720.049	9.098774	9098.8	683.32
1722.052	9.118245	9118.2	673.73
1724.051	9.136772	9136.8	672.29
1726.051	9.155123	9155.1	684.33
1728.053	9.174922	9174.9	677.19
1730.056	9.193163	9193.2	661.25
1732.059	9.213244	9213.2	663.17
1734.062	9.235715	9235.7	658.59
1736.065	9.253687	9253.7	654.55
1738.065	9.272936	9272.9	655.42
1740.066	9.291995	9292.0	664.59
1742.067	9.310948	9310.9	665.03
1744.608	9.33464	9334.6	683.28
1746.069	9.348537	9348.5	675.70
1748.07	9.369027	9369.0	666.51
1750.07	9.387597	9387.6	668.45
1752.073	9.407985	9408.0	676.28
1754.075	9.425335	9425.3	687.22
1756.075	9.446598	9446.6	681.24
1758.071	9.466547	9466.5	664.89
1760.074	9.484818	9484.8	682.76
1762.077	9.502924	9502.9	683.99
1764.076	9.523225	9523.2	685.84
1766.079	9.541918	9541.9	699.46
1766.079	9.541918	9541.9	698.89
1768.082	9.560438	9560.4	679.81
1770.084	9.579451	9579.5	680.14
1772.084	9.599474	9599.5	682.97
1774.087	9.617565	9617.6	682.44
1776.089	9.636501	9636.5	686.24
1778.09	9.653205	9653.2	677.64
1780.09	9.673408	9673.4	693.06
1782.092	9.696804	9696.8	690.37
1784.088	9.714524	9714.5	689.72
1786.089	9.732017	9732.0	687.06
1788.549	9.756046	9756.0	683.92
1788.549	9.756046	9756.0	683.65
1790.091	9.771465	9771.5	689.56
1792.092	9.789575	9789.6	678.63
1794.094	9.809694	9809.7	698.15
1796.09	9.828278	9828.3	682.59
1798.093	9.849268	9849.3	689.77
1800.094	9.867918	9867.9	692.05
1802.097	9.886702	9886.7	690.36
1804.328	9.909814	9909.8	680.77
1806.098	9.92699	9927.0	699.38
1808.603	9.952143	9952.1	698.32
1810.106	9.966043	9966.0	707.89
1812.106	9.986996	9987.0	697.28
1814.11	10.00723	10007.2	702.35
1818.114	10.045166	10045.2	693.94
1820.114	10.064078	10064.1	684.63
1822.079	10.08388	10083.9	694.17
1824.216	10.106211	10106.2	714.56
1826.119	10.124806	10124.8	689.62
1828.121	10.146773	10146.8	681.28
1830.12	10.165903	10165.9	698.76
1832.123	10.187429	10187.4	688.37
1834.128	10.207224	10207.2	683.27
1836.134	10.227188	10227.2	672.22
1838.101	10.247521	10247.5	674.53
1840.138	10.267967	10268.0	694.95
1842.139	10.288078	10288.1	705.04
1844.138	10.307634	10307.6	691.66
