0.37	13.73
0.87	14.24
1.39	14.25
1.87	14.24
2.54	14.06
3.57	14.32
4.26	14.2
4.92	14.27
5.43	14.28
5.83	15
5.9	14.96
6.27	14.86
6.8	14.47
7.63	14.49
8.42	14.74
10.53	14.9
8.99	14.95
10.92	15.62
9.39	15.37
11.32	14.85
9.77	15.28
11.64	14.89
11.71	14.95
10.15	15.39
12.1	15.42
12.44	14.06
12.75	13.28
13.05	13.37
13.36	13.25
13.69	13.37
14.24	12.72
14.82	13.52
15.36	12.8
15.91	12.6
17.78	11.15
16.45	12.86
18.16	10.06
18.47	10.34
16.98	12.1
18.53	9.95
17.43	12.35
18.9	9.02
19.27	8.89
19.7	9.51
20	9.62
20.36	9.84
20.71	9.95
21.08	9.92
21.43	9.53
21.65	9.31
21.69	9.44
21.93	9.01
22.13	7.78
22.17	7.96
22.42	9.61
23.07	8.98
23.4	10.64
23.67	10.83
23.73	10.98
24.03	10.91
24.09	10.07
24.47	9.42
24.78	9.31
24.84	9.3
25.98	8.97
25.21	10.09
26.42	8.94
26.51	8.83
25.59	10.09
26.61	8.73
26.99	10.11
27.08	9.5
27.65	9.91
28.22	11.23
28.77	10.74
29.06	10.57
29.51	10.83
29.33	10.38
29.63	10.21
29.75	10.3
29.89	10.22
30.04	10.71
30.11	10.57
30.18	10.32
30.43	10.96
30.54	10.65
31.01	9.61
31.37	8.7
31.44	8.56
31.86	10.05
32.29	10.34
32.99	9.7
34.65	10.05
33.74	10.23
35.36	9.64
36.08	10.21
36.69	10.21
37.24	10.34
37.8	8.64
38.36	9.56
38.96	10.01
39.3	11.42
39.57	11.1
39.62	10.78
39.87	11.22
39.92	11.07
40.06	10.62
40.14	9.42
40.18	9.5
40.3	8.98
40.67	8.62
40.42	8.52
40.87	9.2
40.91	9.2
40.99	8.92
41.13	9.98
41.31	9.71
41.34	9.6
41.59	10.87
41.63	9.98
41.66	9.56
41.84	10.63
42.04	9.43
42.05	9.52
42.26	9.05
42.27	9.77
42.37	9.77
42.48	10.3
42.69	11.47
42.9	10.61
43.01	10.48
43.45	8.98
43.69	8.27
43.92	8.6
44.13	8.35
44.37	8.53
46.18	10.4
44.6	9.21
46.41	10.34
44.81	10.39
46.64	9.48
45.04	10.55
45.27	10.62
47.08	10.27
45.51	11.19
47.31	10.75
45.72	11.82
45.95	11.65
47.76	10.96
48.18	9.82
48.63	9.11
49.06	9.63
49.48	9.69
49.93	9.41
50.78	9.91
51.23	11.11
52.43	11.46
51.65	10.96
52.69	10.21
51.92	10.69
52.17	12.6
53.2	10.04
53.47	11.57
53.72	9.85
53.99	10.82
54.25	11.95
54.5	11.11
54.76	11.79
55.07	11.11
55.39	10.38
55.71	10.83
56.95	12.27
56.02	10.52
57.12	10.41
56.32	10.38
57.29	11.8
57.46	12.44
57.63	11.7
57.8	11.91
57.96	12.34
58.14	12.58
58.3	11.89
58.48	11.55
58.64	11.42
58.8	11.61
58.97	13.53
59.31	13.44
59.63	12.92
59.94	10.49
60.25	12.95
60.57	9.81
60.88	10.05
61.19	11.87
61.51	12.89
62.11	9.73
61.82	9.59
62.45	9.39
62.75	7.88
63.08	8.59
63.38	8.2
63.7	8.65
64.06	9.72
65.77	8.69
64.4	8.51
66.11	8.07
64.73	8.89
66.46	7.9
65.07	8.49
66.8	7.97
65.43	10.32
67.15	8.88
67.5	8.37
67.84	8.69
68.08	10.29
68.3	10.51
68.53	12.69
68.75	12.3
68.99	13.51
69.21	13.29
69.45	14.68
69.68	12.18
69.85	10.73
