"","Title","First Author","Year","URL","_gddid"
"2460","The Guerrero suspect terrane (western Mexico) and coeval arc terranes (the Greater Antilles and the Western Cordillera of Colombia): a late Mesozoic intra-oceanic arc accreted to cratonal America during the Cretaceous","Tardy, M.","1994","http://www.sciencedirect.com/science/article/pii/0040195194901465","54c476f8e1382389c54c4884"
"2461","Re–Os dating of molybdenites from Oligocene Cu–Mo–Au mineralized veins in the Qarachilar area, Qaradagh batholith (northwest Iran): implications for understanding Cenozoic mineralization in South Armenia, Nakhchivan, and Iran","Simmonds, Vartan","2015","http://www.tandfonline.com/doi/abs/10.1080/00206814.2014.1003339","58c859f3cf58f179a56e6a66"
"2462","Geology, mineralogy and geochemistry of the rhyolite-hosted Maungaparerua clay deposit, Northland","Brathwaite, RL","2014","http://www.tandfonline.com/doi/abs/10.1080/00288306.2014.920889","58c201c1cf58f116611bac75"
"2463","Pollination, biogeography and phylogeny of oceanic island bellflowers (Campanulaceae)","Olesen, Jens M.","2012","http://www.sciencedirect.com/science/article/pii/S1433831912000108","56a13570cf58f187a42574fd"
"2464","A-type granite belts of two chemical subgroups in central eastern China: Indication of ridge subduction","Li, He","2012","http://www.sciencedirect.com/science/article/pii/S0024493711002921","54c849a5e13823b607fd3cba"
"2465","Denudation of metamorphic core complexes and the reconstruction of the transition zone, West central Arizona: Constraints from apatite fission track thermochronology","Foster, David A.","1993","http://doi.wiley.com/10.1029/92JB02407","56de4160cf58f17a79c9b9dc"
"2466","Igneous Origin of CO2 in Ancient and Recent Hot-Spring Waters and Travertines from the Northern Argentinean Andes","Gibert, R. O.","2009","http://dx.doi.org/10.2110/jsr.2009.061","5713c36fcf58f1b6a070dc33"
"2467","Chlorine in submarine glasses from the Lau Basin: seawater contamination and constraints on the composition of slab-derived fluids","Kent, Adam J.R.","2002","http://www.sciencedirect.com/science/article/pii/S0012821X02007860","54ce4dd8e138236bcc92a7d2"
"2468","Kreativität und Chemie?","Bliersbach, Markus","2017","http://doi.wiley.com/10.1002/ciuz.201700755","5941c71ecf58f10532fa47fc"
"2469","Reviewers","","1995","http://www.sciencedirect.com/science/article/pii/0895981195900004","55f3a28ecf58f16256a21f1a"
"2470","Geochemistry of apatite-rich layers in the Finero phlogopite–peridotite massif (Italian Western Alps) and ion microprobe dating of apatite","Morishita, Tomoaki","2008","http://www.sciencedirect.com/science/article/pii/S0009254108000910","54d84b9ce138238471e8024f"
"2471","A method for intercalibration of U-Th-Pb and 40Ar-39Ar ages in the Phanerozoic","Villeneuve, Mike","2000","http://www.sciencedirect.com/science/article/pii/S0016703700004841","55ba8152e1382373b63b8955"
"2472","Andean geodynamics: main issues and contributions from the 4th ISAG, Göttingen","Jaillard, Etienne","2002","http://www.sciencedirect.com/science/article/pii/S0040195101002037","54bdf869e138233c8bc4f8d8"
"2473","From ocean depths to mountain tops: uplift of the Troodos ophiolite (Cyprus) constrained by low-temperature thermochronology and geomorphic analysis","Morag, Navot","2016","http://doi.wiley.com/10.1002/2015TC004069","56e307b6cf58f152bd48831e"
"2474","Timing, duration, and causes for Late Jurassic–Early Cretaceous anoxia in the Barents Sea","Georgiev, Svetoslav V.","2017","http://www.sciencedirect.com/science/article/pii/S0012821X16307488","58b6cd12cf58f11a62f28671"
"2475","Early evolution of Martian volatiles: Nitrogen and noble gas components in ALH84001 and Chassigny","Mathew, K. J.","2001","http://doi.wiley.com/10.1029/2000JE001255","56bd6836cf58f15c72c8b03e"
"2476","Crustal structure of the high Andes in the North Pampean flat slab segment from magnetic and gravity data","Sánchez, Marcos A.","2017","http://www.sciencedirect.com/science/article/pii/S0895981116303236","58bb0eeecf58f15bb451e4c3"
"2477","Entwicklung und klimatische Differenzierung der Laubwaldflora Mitteleuropas im Tertiär","Mai, Dieter H.","1981","https://www.sciencedirect.com/science/article/pii/S036725301731304X","5b29b538cf58f18d812c0742"
"2478","Late Carboniferous N-MORB-type basalts in central Inner Mongolia, China: Products of hydrous melting in an intraplate setting?","Pang, Chong-Jin","2016","http://www.sciencedirect.com/science/article/pii/S002449371630072X","58bb4722cf58f170ac4e3e40"
"2479","Ultramafic xenoliths from Damaping (Hannuoba region, NE-China): Petrogenetic implications from crystal chemistry of pyroxenes, olivine and Cr-spinel and trace element content of clinopyroxene","Princivalle, F.","2014","http://www.sciencedirect.com/science/article/pii/S0024493713003290","54d7d409e138238471e8004b"
"2480","Biblographia Cretacea 3","Schöbel, Jürgen","1980","http://www.sciencedirect.com/science/article/pii/0195667180900464","54b43253e138239d8684bbe2"
"2481","Bibliographia Cretacea 5","Schöbel, Jürgen","1981","http://www.sciencedirect.com/science/article/pii/0195667181900100","54b43253e138239d8684bbe3"
"2482","Hydrological constraints of paleo-Lake Suguta in the Northern Kenya Rift during the African Humid Period (15–5kaBP)","Junginger, Annett","2013","http://www.sciencedirect.com/science/article/pii/S0921818113002051","55c95e6bcf58f1a8110ba8eb"
"2483","Bibliographia Cretacea 2","Schöbel, Jürgen","1980","http://www.sciencedirect.com/science/article/pii/0195667180900294","54b43253e138239d8684bbe5"
"2484","Synthese neuer Dehydroannulene vom Sworski-Typ:3,4-Benz-1,2,5,6,8,9,12, 13-octadehydro[14]annulene","Kuwatani, Yoshiyuki","1995","http://doi.wiley.com/10.1002/ange.19951071718","5a66660acf58f1026bee576c"
"2485","Abstracts","","2007","http://doi.wiley.com/10.1111/j.1945-5100.2007.tb00601.x","577ebaa9cf58f196d4ae5e82"
"2486","Guides to Some Volcanic Terranes in Washington, Idaho, Oregon, and Northern California","Johnston, David A.","1981","https://www.sciencebase.gov/catalog/item/4f4e4a81e4b07f02db64a29a","55b8dac2e13823bd29ba8a78"
"2487","Early Paleozoic arc–back-arc system in the southeastern margin of the North Qilian Orogen, China: Constraints from geochronology, and whole-rock elemental and Sr-Nd-Pb-Hf isotopic geochemistry of volcanic suites","Li, Xi-Yao","2018","https://www.sciencedirect.com/science/article/pii/S1342937X18300765","5b6a871ccf58f1887e8c5791"
"2488","The Occurrence of Deep Water Glaucony from the Eastern Pacific: The Result of In Situ Genesis or Subsidence?","Odin, G.S.","","http://deepseadrilling.org/66/dsdp_toc.htm","5c34d0771faed655488c0173"
"2489","Some characteristics of geomagnetic reversals inferred from detailed volcanic records","Valet, Jean-Pierre","2003","http://www.sciencedirect.com/science/article/pii/S1631071303000051","54f56684e13823054496a55f"
"2490","Geomorphology of anomalously high glaciated mountains at the northwestern end of Tibet: Muztag Ata and Kongur Shan","Seong, Yeong Bae","2009","http://www.sciencedirect.com/science/article/pii/S0169555X08001621","55189764e1382394b500dc49"
"2491","Petrogenesis and provenance of distal volcanic tuffs from the Permian–Triassic Karoo Basin, South Africa: A window into a dissected magmatic province","McKay, Matthew P.","2016","http://dx.doi.org/10.1130/ges01215.1","57a3f329cf58f1bf40de762d"
"2492","Biological oceanography","","1987","http://www.sciencedirect.com/science/article/pii/0198025487954707","5564a84fe138232582d73a5e"
"2493","The evolution of North Sister: A volcano shaped by extension and ice in the central Oregon Cascade Arc","Schmidt, M. E.","2009","http://dx.doi.org/10.1130/b26442.1","579deaa2cf58f17e3287d8d9"
"2494","Mercury vapor emissions from the Ingenios in Potosí (Bolivia)","Higueras, P.","2012","http://www.sciencedirect.com/science/article/pii/S0375674211000719","5597d8ade1382390cc640a30"
"2495","Tectonic setting and U-Pb geochronology of the Early Tertiary Ladybird Leucogranite Suite, Thor-Odin - Pinnacles Area, Southern Omineca Belt, British Columbia","Carr, Sharon D.","1992","http://doi.wiley.com/10.1029/91TC01644","56e33ca6cf58f1658b51aa08"
"2496","Late Carboniferous syn-tectonic magmatic flow at the northern margin of the North China Craton—Evidence for the reactivation of cratonic basement","Zhou, Liyun","2012","http://www.sciencedirect.com/science/article/pii/S1367912012001575","54b4327ee138239d86853395"
"2497","Clay plains and geomorphic history of the central Sudan A review","Ruxton, B.P.","1978","http://www.sciencedirect.com/science/article/pii/0341816278900139","557a6178e138231c7c52c843"
"2498","Contribution of water and cooked rice to an estimation of the dietary intake of inorganic arsenic in a rural village of West Bengal, India","Signes, A.","2008","https://www.tandfonline.com/doi/full/10.1080/02652030701385233","5b236420cf58f126b3c8dcf7"
"2499","The Yellowstone hotspot in space and time: Nd and Hf isotopes in silicic magmas","Nash, Barbara P.","2006","http://www.sciencedirect.com/science/article/pii/S0012821X06003359","54cd555ee138236bcc92a3d6"
"2500","Melt inclusions from chemically zoned ash flow sheets from the Southwest Nevada Volcanic Field","Vogel, Thomas A.","1996","http://doi.wiley.com/10.1029/95JB03252","56c01a01cf58f15c72c8e5c2"
"2501","Ab initio study of the influence of aggregation on the infrared spectrum of acetonitrile","Mathieu, Didier","1993","http://doi.wiley.com/10.1002/qua.560450620","5a4f4cd2cf58f19b7f41f0f5"
"2502","Oceanic ridge crest processes","Rona, Peter A.","1987","http://doi.wiley.com/10.1029/RG025i005p01089","56f930c2cf58f18568388311"
"2503","Carbonatites and Fenitization Associated with a Lamprophyric Dike-Swarm Intrusive into Schists of the New Zealand Geosyncline","COOPER, A. F.","1971","http://dx.doi.org/10.1130/0016-7606(1971)82[1327:cafawa]2.0.co;2","577eaa43cf58f1906a1d703f"
"2504","Examination of the interplay between glacial processes and exhumation in the Saint Elias Mountains, Alaska","Headley, R. M.","2013","http://dx.doi.org/10.1130/ges00810.1","57a1a109cf58f10fde5d5071"
"2505","The dynamics of Kerguelen Plateau magma evolution: New insights from major element, trace element and Sr isotope microanalysis of plagioclase hosted in Elan Bank basalts","Kinman, William S.","2009","http://www.sciencedirect.com/science/article/pii/S0009254109001193","54c00228e1382389c54c3471"
"2506","Tooele 1 x 2 Quadrangle, Northwest Utah; a CUSMAP preassessment study","Stein, H. J.","1989","https://www.sciencebase.gov/catalog/item/4f4e4a53e4b07f02db62b3b6","558ce76ae13823109f3edb37"
"2507","Blueschists and Eclogites of the World and Their Exhumation","Maruyama, S.","1996","http://www.tandfonline.com/doi/abs/10.1080/00206819709465347","598b9b0acf58f11b42d06f1d"
"2508","Abstracts","","1960","http://doi.wiley.com/10.1002/jctb.5010100209","57e6002ccf58f16626d8698d"
"2509","Subject Index","","1989","http://doi.wiley.com/10.1002/anie.198917751","5aae00b3cf58f120ce54fe82"
"2510","Quartz as a natural luminescence dosimeter","Preusser, Frank","2009","http://www.sciencedirect.com/science/article/pii/S0012825209001500","55033c00e1382326932d7e41"
"2511","Submarine geology and geophysics","","1982","http://www.sciencedirect.com/science/article/pii/0198025482946817","55cf87bacf58f1b3b25e2f0f"
"2512","Early Cretaceous gold mineralization in the Lesser Xing’an Range of NE China: the Yongxin example","Zhao, Zhong-Hai","","https://www.tandfonline.com/doi/full/10.1080/00206814.2018.1522521","5c37d1641faed655488c51ad"
"2513","Geochemistry of Early Cretaceous volcanic rocks in the Northeastern Great Xing’an Range, northeast China and implication for geodynamic setting","Deng, Changzhou","","https://www.tandfonline.com/doi/full/10.1080/00206814.2018.1528481","5c37d1641faed655488c51ae"
"2514","Volcanogenic sediment–seawater interactions and the geochemistry of pore waters","Schacht, Ulrike","2008","http://www.sciencedirect.com/science/article/pii/S0009254108000351","54c012b2e1382389c54c34f2"
"2515","Sanjiang Tethyan metallogenesis in S.W. China: Tectonic setting, metallogenic epochs and deposit types","Hou, Zengqian","2007","http://www.sciencedirect.com/science/article/pii/S0169136806000424","55988b9fe1382390cc640e27"
"2516","The natural history of oviposition on a ginkgophyte fruit from the Middle Jurassic of northeastern China","Meng, Qing-Min","2017","http://doi.wiley.com/10.1111/1744-7917.12506","5a746f0dcf58f1997d9815be"
"2517","Multiple metamorphic events in the Palaeozoic Mérida Andes basement, Venezuela: insights from U–Pb geochronology and Hf–Nd isotope systematics","Tazzo-Rangel, M. Daniela","","https://www.tandfonline.com/doi/full/10.1080/00206814.2018.1522520","5c37d1641faed655488c51ac"
"2518","U–Pb SHRIMP and Sm–Nd geochronology of granite–gneiss complexes and implications for the evolution of the Central Brazil Archean Terrain","Queiroz, Cláudia Lima","2008","http://www.sciencedirect.com/science/article/pii/S0895981107000910","54b6b728e138230a74d1562d"
"2519","Evolution of biological dispersal corridors through a tectonically active mountain range in New Zealand","Craw, D.","2008","http://doi.wiley.com/10.1111/j.1365-2699.2008.01936.x","5720cec8cf58f1be095b9ab9"
"2520","Geophysical abstracts 169, April-June 1957","Rabbitt, M. C.","1957","https://www.sciencebase.gov/catalog/item/4f4e4ac9e4b07f02db67c360","55b73a4be13823bd29ba8046"
"2521","A new species of Xotodon (Notoungulata, Toxodontidae) from northwestern Argentina","Armella, Matías A.","2018","https://www.tandfonline.com/doi/full/10.1080/02724634.2017.1425882","5b194fa9cf58f127867a85e9"
"2522","General","","1969","http://www.sciencedirect.com/science/article/pii/0034666769900220","54b4326fe138239d868508c3"
"2523","Keywords index Volumes 1–20","","1991","http://www.sciencedirect.com/science/article/pii/0304386X91900024","55cb851ccf58f1a8110bb1f4"
"2524","Geology and structural history of the southwest Precordillera margin, northern Mendoza Province, Argentina","Gerbi, C","2002","http://www.sciencedirect.com/science/article/pii/S0895981101000803","54cf534ce138236bcc92ac29"
"2525","Zircon geochronology and Hf isotopes of Mesozoic intrusive rocks from the Yidun terrane, Eastern Tibetan Plateau: Petrogenesis and their bearings with Cu mineralization","Peng, Touping","2014","http://www.sciencedirect.com/science/article/pii/S1367912013005671","54b4327de138239d86853180"
"2526","Variations of the Antarctic Circumpolar Current intensity during the past 500 ka","Mazaud, A.","2010","http://doi.wiley.com/10.1029/2010GC003033","56747641cf58f122156073f2"
"2527","Porosity as key factor in the durability of two historical building stones: Neapolitan Yellow Tuff and Vicenza Stone","Di Benedetto, C.","2015","http://www.sciencedirect.com/science/article/pii/S001379521500160X","55d16abccf58f1b3b25e36ec"
"2528","40Ar/39Ar ages of flood basalt provinces in Russia and China and their possible link to global faunal extinction events: A cautionary tale regarding alteration and loss of 40Ar∗","Baksi, Ajoy K.","2014","http://www.sciencedirect.com/science/article/pii/S1367912013003921","54b4327de138239d86853186"
"2529","String matching with alphabet sampling","Claude, Francisco","2012","http://www.sciencedirect.com/science/article/pii/S1570866710000365","5771ffa7cf58f175afaf5446"
"2530","All in One - Complete Issue: ChemInform 37/2014","","2014","http://doi.wiley.com/10.1002/chin.201493701","59e1e740cf58f12de35054f7"
"2531","Transform deformation of tertiary rocks along the Tjornes Fracture Zone, north central Iceland","Young, Kirby D.","1985","http://doi.wiley.com/10.1029/JB090iB12p09986","569050b1cf58f1585852f348"
"2532","Variation in habitat use along the freshwater-marine continuum by grey mullet Mugil cephalus at the southern limits of its distribution","Górski, K.","2015","http://doi.wiley.com/10.1111/jfb.12777","5896e2a9cf58f17f971471b9"
"2533","Provenance of the Miocene Alto Tunuyán Basin (33°40′S, Argentina) and its implications for the evolution of the Andean Range: Insights from petrography and U–Pb LA–ICPMS zircon ages","Porras, Hernán","2016","http://www.sciencedirect.com/science/article/pii/S0040195116304073","58bdbfe6cf58f1b5298adead"
"2534","Preparation and characterization of biodegradable foams from calcium carbonate reinforced poly(propylene carbonate) composites","Jiao, J.","2006","http://doi.wiley.com/10.1002/app.24771","59c82af7cf58f194d1599310"
"2535","Weathering and the formation of hillslope deposits in the tropical highlands of Itatiaia — southeastern Brazil","Modenesi-Gauttieri, May Christine","1996","http://www.sciencedirect.com/science/article/pii/034181629600015X","557aa72ce138231c7c52ca14"
"2536","A magmatic-hydrothermal origin for Ag-Pb-Zn vein formation at the Bianjiadayuan deposit, inner Mongolia, NE China: Evidences from fluid inclusion, stable (C-H-O) and noble gas isotope studies","Liu, Jiajun","2018","https://www.sciencedirect.com/science/article/pii/S0169136818301926","5c2ff4181faed655488b6d24"
"2537","Mass spectrometric studies of the composition of the lower thermosphere during summer 1967","Krankowsky, D.","1968","http://doi.wiley.com/10.1029/JA073i023p07291","56a2dae5cf58f19442529a54"
"2538","Petrological and Os Isotopic Characteristics of Zedong Peridotites in the Eastern Yarlung-Zangbo Suture in Tibet","LAI, Shengmin","2018","http://doi.wiley.com/10.1111/1755-6724.13536","5c319a241faed655488b9bc6"
"2539","New evidence concerning the Plio-Pleistocene landscape evolution of southern Santa Cruz region","Strelin, J.A.","1999","http://www.sciencedirect.com/science/article/pii/S089598119900022X","54c62805e1382389c54c4f94"
"2540","Cenozoic evolution of the northwestern Salar de Atacama Basin, northern Chile","Pananont, P.","2004","http://doi.wiley.com/10.1029/2003TC001595","56e33c7bcf58f1658b51a9e6"
"2541","Untersuchung des Einflusses von Zusatzelementen zu hochreinem Kupfer auf die Eigenschaften von Cu2O-Gleichrichtern","Brodowsky, Ulrich","1970","http://doi.wiley.com/10.1002/andp.19704800302","5a3d6b6acf58f1b2c219aaff"
"2542","40Ar/39Ar and RbSr analyses from ductile shear zones from the Atacama Fault Zone, northern Chile: the age of deformation","Scheuber, Ekkehard","1995","http://www.sciencedirect.com/science/article/pii/0040195195000448","54c4395ae1382389c54c478b"
"2543","Single exposure of human fibroblasts (WI-38) to a sub-cytotoxic dose of UVB induces premature senescence","Straface, Elisabetta","2007","http://doi.wiley.com/10.1016/j.febslet.2007.08.006","599b50fccf58f1934fad121c"
"2544","Intracratonic, strike-slip partitioned transpression and the formation and exhumation of eclogite facies rocks: An example from the Musgrave Block, central Australia","Camacho, Alfredo","2000","http://doi.wiley.com/10.1029/1999TC001151","56e3136dcf58f15792d954b3"
"2545","A morphotectonic analysis of central Patagonian Cordillera: Negative inversion of the Andean belt over a buried spreading center?","Scalabrino, B.","2010","http://doi.wiley.com/10.1029/2009TC002453","56e3136dcf58f15792d954b2"
"2546","High-silica Ediacaran volcanism in the Dom Feliciano Belt, southernmost Brazil","Noll Filho, Roberto J.","","http://doi.wiley.com/10.1002/gj.3239","5c40367d1faed655488cfc9f"
"2547","Episodic Cenozoic volcanism and tectonism in the Andes of Peru","Noble, Donald C.","1974","http://www.sciencedirect.com/science/article/pii/0012821X74900570","54d77925e138238471e7ff00"
"2548","Crustal heat transfer in the Taupo Volcanic Zone (New Zealand): comparison with other volcanic arcs and explanatory heat source models","Hochstein, M.P.","1995","http://www.sciencedirect.com/science/article/pii/037702739500010R","5543f36fe138233dfd7d2f7b"
"2549","The zone of incipient 40Ar* loss-monitoring 40Ar* degassing behavior in a contact metamorphic setting","Wemmer, Klaus","2018","https://www.sciencedirect.com/science/article/pii/S0169131718303478","5c2478cb1faed655488a52fe"
"2550","Abstracts","","2004","http://doi.wiley.com/10.1002/cyto.b.20035","5884a5e9cf58f17c18ad833e"
"2551","The Jurassic history of the Africa–Antarctica corridor — new constraints from magnetic data on the conjugate continental margins","Leinweber, Volker Thor","2012","http://www.sciencedirect.com/science/article/pii/S0040195111004641","54eef1f8e138237cc91528fd"
"2552","Mid-Cretaceous polar standstill of South America, motion of the Atlantic hotspots and the birth of the Andean cordillera","Somoza, Rubén","2008","http://www.sciencedirect.com/science/article/pii/S0012821X08002562","54cccd01e138236bcc92a18b"
"2553","Subduction of the South Chile active spreading ridge: A 17Ma to 3Ma magmatic record in central Patagonia (western edge of Meseta del Lago Buenos Aires, Argentina)","Boutonnet, E.","2010","http://www.sciencedirect.com/science/article/pii/S0377027309004582","554487a3e138233dfd7d3280"
"2554","Crustal growth during back-arc closure: Cretaceous exhumation history of Cordillera Darwin, southern Patagonia","MALONEY, K. T.","2011","http://doi.wiley.com/10.1111/j.1525-1314.2011.00934.x","5801104ecf58f18fb42ffac3"
"2555","Paleomagnetism of the Santa Fé Group, central Brazil: Implications for the late Paleozoic apparent polar wander path for South America","Brandt, Daniele","2009","http://doi.wiley.com/10.1029/2008JB005735","56e1ed47cf58f17b649aab6f"
"2556","Carbon dioxide in surface waters of the Pacific Ocean: 1. Measurements of the distribution","Keeling, Charles D.","1965","http://doi.wiley.com/10.1029/JZ070i024p06087","56c0eb70cf58f15c72c8f57f"
"2557","Potassium-argon geochronology of a basalt-andesite-dacite arc system: The Mount Adams volcanic field, Cascade Range of southern Washington","HILDRETH, WES","1994","http://dx.doi.org/10.1130/0016-7606(1994)106<1413:pagoab>2.3.co;2","579094f5cf58f13ee6fb782a"
"2558","Hornfelses from Paritu, Coromandel County","Black, Philippa M.","1972","http://www.tandfonline.com/doi/abs/10.1080/03036758.1972.10429375","58cfa835cf58f107dae8f8e2"
"2559","Provenance of the Cenozoic siliciclastic intramontane Amagá Formation: Implications for the early Miocene collision between Central and South America","Salazar-Franco, Ana M.","2018","https://www.sciencedirect.com/science/article/pii/S0037073818301544","5c31ee1f1faed655488ba4a9"
"2560","Early arc development recorded in Permian−Triassic plutons of the northern Mojave Desert region, California, USA","Stone","2018","http://dx.doi.org/10.1130/b31963.1","5c3f32481faed655488ce332"
"2561","Physikalische Methoden in der Chemie: Massenspektrometrie II","Lehmann, Wolf Dieter","1976","http://doi.wiley.com/10.1002/ciuz.19760100602","5937c7afcf58f181d24452a1"
"2562","The Luingo caldera: The south-easternmost collapse caldera in the Altiplano–Puna plateau, NW Argentina","Guzmán, Silvina","2010","http://www.sciencedirect.com/science/article/pii/S0377027310001691","554461d2e138233dfd7d3201"
"2563","Reconstructing pre-Pangean supercontinents","Evans, D. A. D.","2013","http://dx.doi.org/10.1130/b30950.1","57a21634cf58f134cf840c29"
"2564","Subject index Notes","","1990","http://www.sciencedirect.com/science/article/pii/S0198025406805911","55616aebe13823b845fe5d31"
"2565","Accordant summit heights, summit levels and the origin of the “upper denudation level” in the Serra do Mar (SE-Brazil, São Paulo): A study of hillslope forms and processes","Römer, Wolfgang","2008","http://www.sciencedirect.com/science/article/pii/S0169555X08000081","5518a6a4e1382394b500dc82"
"2566","A novel immunosuppressive pathway involving peroxynitrate-mediated nitration of platelet antigens within antigen-presenting cells","Semple, John W.","2008","http://doi.wiley.com/10.1111/j.1537-2995.2008.01793.x","5bc844c0cf58f17253344da2"
"2567","Multiple cosmogenic nuclides document the stability of the East Antarctic Ice Sheet in northern Victoria Land since the Late Miocene (5–7 Ma)","Di Nicola, Luigia","2012","http://www.sciencedirect.com/science/article/pii/S0277379112003770","5507419ee1382326932d94b1"
"2568","A new ichthyodectiform (Pisces, Teleostei) from the Lower Cretaceous of South Korea and its paleobiogeographic implication","Kim, Haang-Mook","2014","http://www.sciencedirect.com/science/article/pii/S0195667113001778","54b43250e138239d8684b4db"
"2569","Preparation, Homogeneity and Stability Studies of Freeze-Dried Water Containing Pesticides","Barcelo, D.","1994","http://www.tandfonline.com/doi/abs/10.1080/03067319408027430","5902b779cf58f14a4bd6ff97"
"2570","Seismically induced slump on an extremely gentle slope (<1 ) of the Pleistocene Tecopa paleolake (California)","Garcia-Tortosa, F. J.","2011","http://dx.doi.org/10.1130/g32218.1","57a06241cf58f1793fd13a7a"
"2571","The origin of solutes within the groundwaters of a high Andean aquifer","Rissmann, Clinton","2015","http://www.sciencedirect.com/science/article/pii/S0009254114005877","54be6779e13823ba91da142b"
"2572","Posters","","2017","http://doi.wiley.com/10.1111/ajd.21_12652","5bc62742cf58f18e82f561f9"
"2573","Climatic and tectonic implications of the late Miocene Jakokkota flora, Bolivian Altiplano","Gregory-Wodzicki, Kathryn M.","1998","http://www.sciencedirect.com/science/article/pii/S0895981198000315","54c614a9e1382389c54c4f55"
"2574","Eocene-Early Miocene paleotopography of the Sierra Nevada-Great Basin-Nevadaplano based on widespread ash-flow tuffs and paleovalleys","Henry, C. D.","2012","http://dx.doi.org/10.1130/ges00727.1","57a0b450cf58f1947c412c55"
"2575","Alkaline ring complexes in Egypt: Their ages and relationship in time","Serencsits, C. McC.","1981","http://doi.wiley.com/10.1029/JB086iB04p03009","56a27868cf58f194425292db"
"2576","Haemopoietic growth factors I","","1992","http://doi.wiley.com/10.1111/j.1365-2141.1992.tb08268.x","5b5e6349cf58f1bb8ec2e691"
"2577","Petrology of Oligocene and early Miocene calc-alkalic volcanism in the Marysvale area, Utah","Wender, L. E.","1979","http://dx.doi.org/10.1130/gsab-p2-90-34","578555decf58f18cd4d37205"
"2578","Brittle and semibrittle deformation of synthetic marbles composed of two phases","Dresen, Georg","1993","http://doi.wiley.com/10.1029/93JB00697","56de1ab6cf58f16d41ccb40b"
"2579","Origin of the Rift Under the Amazon Basin as a Result of Continental Collision During Pan- African Time","Burke, Kevin C.","2010","http://www.tandfonline.com/doi/abs/10.1080/00206819309465563","598b2390cf58f1acebe3288c"
"2580","Triassic volcanism along the eastern margin of the Xing'an Massif, NE China: Constraints on the spatial–temporal extent of the Mongol–Okhotsk tectonic regime","Li, Yu","2017","http://www.sciencedirect.com/science/article/pii/S1342937X16303781","598be181cf58f135058096fa"
"2581","Factors influencing the characteristics and distribution or surface organic matter in the Pacific-Atlantic connection","Barrera, Facundo","2017","https://www.sciencedirect.com/science/article/pii/S0924796317301331","5a208da7cf58f15bbdd99136"
"2582","Fluid Evolution and Ore-forming Processes of the Jiama Cu Deposit, Tibet: Evidence from Fluid Inclusions","YAO, Xiaofeng","2018","http://doi.wiley.com/10.1111/1755-6724.13498","5c31a12f1faed655488b9cc4"
"2583","Gold-bearing gravel of the ancestral Yuba River, Sierra Nevada, California","Yeend, Warren E.","1974","https://www.sciencebase.gov/catalog/item/4f4e4b15e4b07f02db6a49dc","55b2d781e138231cbdd6cea4"
"2584","Accurate and precise quantification of major and trace element compositions of calcic–sodic fluid inclusions by combined microthermometry and LA-ICPMS analysis","Schlegel, Tobias U.","2012","http://www.sciencedirect.com/science/article/pii/S0009254112004895","54c0e6c2e1382389c54c39b6"
"2585","A major resurgent caldera in southern Mexico: the source of the late Eocene Tilzapotla ignimbrite","Morán-Zenteno, D.J","2004","http://www.sciencedirect.com/science/article/pii/S0377027304001660","5545c8d0e138233dfd7d37d1"
"2586","Geodynamic reconstruction of an accreted Cretaceous back-arc basin in the Northern Andes","Seton, Maria","2018","https://www.sciencedirect.com/science/article/pii/S0264370718300905","5c2b5da21faed655488b1702"
"2587","Enzalutamide, an androgen receptor signaling inhibitor, induces tumor regression in a mouse model of castration-resistant prostate cancer","Guerrero, Javier","2013","http://doi.wiley.com/10.1002/pros.22674","5b806adfcf58f1a4ad8b6825"
"2588","Magnetic properties of anorthosites: A forgotten source for planetary magnetic anomalies?","Brown, Laurie L.","2008","http://doi.wiley.com/10.1029/2007GL032522","56f8107bcf58f120de7afa5b"
"2589","Protolith interpretation in metamorphic terranes: a back-arc environment with Besshi-type base metal potential for the Quha Formation, Natal Province, South Africa","Cornell, D.H.","1996","http://www.sciencedirect.com/science/article/pii/0301926895000518","54b43273e138239d86851514"
"2590","Discovery and characterization of ß-1,6-glucan inhibitors","Kitamura, Akihiro","2010","http://www.tandfonline.com/doi/full/10.1517/17460441.2010.498472","58e9dbfecf58f1124716e096"
"2591","The genesis of silicic arc magmas in shallow crustal cold zones","Adam, John","2016","http://www.sciencedirect.com/science/article/pii/S0024493716302109","58bb39a2cf58f16b79111ddd"
"2592","Timing of lateritization on the Guiana Shield: synthesis of paleomagnetic results from French Guiana and Suriname","Théveniaut, H","2002","http://www.sciencedirect.com/science/article/pii/S0031018201004047","54b43249e138239d8684a065"
"2593","Numerical modelling of spontaneous slab breakoff and subsequent topographic response","Duretz, Thibault","2011","http://www.sciencedirect.com/science/article/pii/S0040195110002416","54b9c06de1382369e57e4e03"
"2594","The large-scale surface uplift in the Altiplano-Puna region of Bolivia: A parametric study of source characteristics and crustal rheology using finite element analysis","Hickey, James","2013","http://doi.wiley.com/10.1002/ggge.20057","56746282cf58f122156072ed"
"2595","Validation and application of an UPLC–MS/MS method for the quantification of synthetic cannabinoids in urine samples and analysis of seized materials from the Portuguese market","Simões, Susana Sadler","2014","http://www.sciencedirect.com/science/article/pii/S0379073814003077","5a477903cf58f1019083ba7c"
"2596","Internal structure of the Precordilleran fault system (Chile) — insights from structural and geophysical observations","Janssen, C.","2002","http://www.sciencedirect.com/science/article/pii/S0191814101000530","54b57fb2e138230a74d14fc7"
