"","Title","First Author","Year","URL","_gddid"
"4605","P–T–t evolution of an Early Silurian medium-grade shear zone on the west side of the Famatinian magmatic arc, Argentina: Implications for the assembly of the Western Gondwana margin","Castro de Machuca, B.","2008","http://www.sciencedirect.com/science/article/pii/S1342937X07000895","54b43255e138239d8684c2c6"
"4606","Seismic evidence of exhumed mantle rock basement at the Gorringe Bank and the adjacent Horseshoe and Tagus abyssal plains (SW Iberia)","Sallarès, Valentí","2013","http://www.sciencedirect.com/science/article/pii/S0012821X13000381","54cefc44e138236bcc92aab6"
"4607","Inversion of an Oligocene volcano-tectonic basin and uplifting of its superimposed Miocene magmatic arc in the Chilean Central Andes: first seismic and gravity evidences","Godoy, E","1999","http://www.sciencedirect.com/science/article/pii/S0040195199000463","54c3defae1382389c54c4603"
"4608","Geochemistry of the metamorphosed Ordovician Taconian Magmatic Arc, Bronson Hill anticlinorium, western New England","Hollocher, Kurt","2002","http://www.sciencedirect.com/science/article/pii/S147470650100002X","559b46abe1382390cc641eaf"
"4609","Efficient junction sequence method for transport in a directed network","Barten, W.","2000","http://doi.wiley.com/10.1029/2000WR900013","56fcc9fecf58f14ecdc775f8"
"4610","Subject index","","1986","","57a0b323cf58f18ca6b0617c"
"4611","Bibliography and index of North American geology, paleontology, petrology, and mineralogy for the years 1901-1905, inclusive","Weeks, Fred Boughton","1906","https://www.sciencebase.gov/catalog/item/4f4e4a51e4b07f02db62a36f","55b866e8e13823bd29ba8762"
"4612","A New Understanding of the Provinces of the Amazon Craton Based on Integration of Field Mapping and U-Pb and Sm-Nd Geochronology","Santos, João Orestes Schneider","2000","http://www.sciencedirect.com/science/article/pii/S1342937X05707553","54b43253e138239d8684bc81"
"4613","Small Antarctic Late Cretaceous chorate dinoflagellate cysts: biological and palaeoenvironmental affinities","Amenábar, Cecilia R.","2014","http://www.tandfonline.com/doi/abs/10.1080/01916122.2014.907829","58ce72cccf58f152ea4454db"
"4614","Implications of two Holocene time-dependent geomagnetic models for cosmogenic nuclide production rate scaling","Lifton, Nathaniel","2015","http://www.sciencedirect.com/science/article/pii/S0012821X15007049","565359f6cf58f155b97d7274"
"4615","U–Pb LA–ICPMS dating using accessory mineral standards with variable common Pb","Chew, D.M.","2014","http://www.sciencedirect.com/science/article/pii/S000925411300510X","54c0aa28e1382389c54c38b6"
"4616","New Late Miocene Dromomerycine Artiodactyl from the Amazon Basin: Implications for Interchange Dynamics","Prothero, Donald R.","2014","https://www.cambridge.org/core/product/identifier/S0022336000057322/type/journal_article","5c63c0bb1faed6554895b0d6"
"4617","Geology and age of the Morrison porphyry Cu-Au-Mo deposit, Babine Lake area, British Columbia","Liu, Lijuan","2016","http://www.nrcresearchpress.com/doi/10.1139/cjes-2015-0231","575136b0cf58f1167ee2a643"
"4618","List of contents","","2005","http://www.sciencedirect.com/science/article/pii/S0016703705009038","55c2bf26cf58f1a8110b8acd"
"4619","Tectonic and unroofing history of Neogene Manantiales foreland basin deposits, Cordillera Frontal (32°30′S), San Juan Province, Argentina","Pérez, Daniel J.","2001","http://www.sciencedirect.com/science/article/pii/S0895981101000712","54cf4d6ce138236bcc92ac14"
"4620","Dolomitic marbles and associated calc-silicates, Tandilia belt, Argentina: Geothermobarometry, metamorphic evolution, and P–T path","Delpino, Sergio H.","2008","http://www.sciencedirect.com/science/article/pii/S0895981107000788","54b6b399e138230a74d1561c"
"4621","A Neogene giant landslide in Tarapacá, northern Chile: A signal of instability of the westernmost Altiplano and palaeoseismicity effects","Pinto, L.","2008","http://www.sciencedirect.com/science/article/pii/S0169555X08002547","5518964ee1382394b500dc44"
"4622","Contents Volume 222","","2004","http://www.sciencedirect.com/science/article/pii/S0012821X04003024","54e46d15e138237cc914fcf2"
"4623","A bibliography of German astrological works printed between 1465 and 1600, with locations of those extant in London libraries","Winder, Marianne","1966","http://www.tandfonline.com/doi/abs/10.1080/00033796600203135","58c32947cf58f180519c6198"
"4624","The southern segment of the Famatinian magmatic arc, La Pampa Province, Argentina","Chernicoff, Carlos J.","2010","http://www.sciencedirect.com/science/article/pii/S1342937X09002081","54b43255e138239d8684c17e"
"4625","New insights into petrogenesis of Miocene magmatism associated with porphyry copper deposits of the Andean Pampean flat slab, Argentina","Rubinstein, Nora A.","2018","https://www.sciencedirect.com/science/article/pii/S1674987117301755","5c291d151faed655488ad742"
"4626","The Pleistocene Cape Kidnappers section in New Zealand: orbitally forced controls on active margin sedimentation?","Proust, Jean-Noël","2004","http://doi.wiley.com/10.1002/jqs.865","56f8db23cf58f167a9344662"
"4627","Shorter contributions to isotope research","Edited by Peterman, Zell E.","1986","https://www.sciencebase.gov/catalog/item/4f4e49fae4b07f02db5f3e68","558f6ac3e13823109f3ee979"
"4628","Tectonic controls on the evolution of the Andean Cenozoic foreland basin: Evidence from fluvial system variations in the Payogastilla Group, in the Calchaquí, Tonco and Amblayo Valleys, NW Argentina","Galli, Claudia Inés","2014","http://www.sciencedirect.com/science/article/pii/S0895981114000339","54efcd00e138237cc9152c7d"
"4629","Lithosphere erosion and crustal growth in subduction zones: Insights from initiation of the nascent East Philippine Arc","Macpherson, Colin G.","2008","http://dx.doi.org/10.1130/g24412a.1","579ced83cf58f1210204f5b5"
"4630","Subject index","","1984","","57a0b2d3cf58f18ca6b06106"
"4631","Predicted path for hotspot tracks off South America since Paleocene times: Tectonic implications of ridge-trench collision along the Andean margin","Contreras-Reyes, Eduardo","2018","https://www.sciencedirect.com/science/article/pii/S1342937X18302260","5c295c731faed655488adedd"
"4632","Contrasting magmatic arcs in the Palaeoproterozoic of the south-western Baltic Shield","Brewer, Tim S","1998","http://www.sciencedirect.com/science/article/pii/S0301926898000795","54b43273e138239d8685141d"
"4633","Modes of oblique compression: Late Cenozoic tectonics of the south island of New Zealand","Walcott, R. I.","1998","http://doi.wiley.com/10.1029/97RG03084","56f90c65cf58f178cb9b9467"
"4634","Fluid and mass transfer at subduction interfaces—The field metamorphic record","Bebout, Gray E.","2016","http://www.sciencedirect.com/science/article/pii/S0024493715003680","5683741acf58f1beada52e26"
"4635","Geochronology and petrochemistry of Easter and Sala y Gomez Islands: implications for the origin of the Sala y Gomez Ridge","Clark, James G.","1977","http://www.sciencedirect.com/science/article/pii/0377027377900142","554394d3e138233dfd7d2c8f"
"4636","Time scales of magmatic processes","Hawkesworth, Chris","2004","http://www.sciencedirect.com/science/article/pii/S0012821X03006344","54e486e3e138237cc914fd61"
"4637","Lower crustal processes leading to Mesozoic lithospheric thinning beneath eastern North China: Underplating, replacement and delamination","Zhai, Mingguo","2007","http://www.sciencedirect.com/science/article/pii/S0024493706002830","54c7865be13823b607fd3990"
"4638","A LEAFCUTTER BEE TRACE FOSSIL FROM THE MIDDLE EOCENE OF PATAGONIA, ARGENTINA, AND A REVIEW OF MEGACHILID (HYMENOPTERA) ICHNOLOGY","SARZETTI, LAURA C.","2008","http://doi.wiley.com/10.1111/j.1475-4983.2008.00787.x","56820bb5cf58f1ba274d4d35"
"4639","Tectonics of the North Qilian orogen, NW China","Song, Shuguang","2013","http://www.sciencedirect.com/science/article/pii/S1342937X12000445","54b43254e138239d8684bfa1"
"4640","Several distinct wet periods since 420ka in the Namib Desert inferred from U-series dates of speleothems","Geyh, Mebus A.","2014","http://www.sciencedirect.com/science/article/pii/S0033589413001439","54b43265e138239d8684edba"
"4641","Early Archean (>3.2 Ga) Fe-oxide-rich, hydrothermal discharge vents in the Barberton greenstone belt, South Africa","DE RONDE, CORNEL E. J.","1994","http://dx.doi.org/10.1130/0016-7606(1994)106<0086:eagfor>2.3.co;2","579056dacf58f12d8b13aa9c"
"4642","Characteristics of late Cenozoic volcanism along the Archibarca lineament from Cerro Llullaillaco to Corrida de Cori, northwest Argentina","Richards, Jeremy P","2002","http://www.sciencedirect.com/science/article/pii/S0377027301003298","55461d43e138233dfd7d3935"
"4643","Effect of semibrittle deformation on transport properties of calcite rocks","Siddiqi, Gunter","1997","http://doi.wiley.com/10.1029/97JB01038","56bd2f00cf58f15c72c8abca"
"4644","Structure and kinematics of Upper Cenozoic extensional detachment on Naxos and Paros (Cyclades Islands, Greece)","Gautier, Pierre","1993","http://doi.wiley.com/10.1029/93TC01131","57380f44cf58f11f576910fa"
"4645","Crafting Semiconductor Organic−Inorganic Nanocomposites via Placing Conjugated Polymers in Intimate Contact with Nanocrystals for Hybrid Solar Cells","Zhao, Lei","2012","http://doi.wiley.com/10.1002/adma.201201196","59888795cf58f17ecc47573f"
"4646","The Moores Peak Formation, a Cretaceous debris-avalanche deposit in the Antarctic Peninsula Volcanic Group, Livingston Island, South Shetland Islands","Willan, Robert C.R.","1996","http://www.sciencedirect.com/science/article/pii/0895981196000119","54b70a42e138230a74d1579e"
"4647","Microstructure, metamorphism, thermochronology and P-T-t-deformation history of the Port aux Basques gneisses, south-west Newfoundland, Canada","BURGESS, J. L.","1995","http://doi.wiley.com/10.1111/j.1525-1314.1995.tb00257.x","56eef0f9cf58f1a72dadab07"
"4648","Strontium isotope geology of the South Mountain batholith, Nova Scotia","Clarke, D.B.","1980","http://www.sciencedirect.com/science/article/pii/0016703780900587","55b8a67ee1382373b63b8197"
"4649","Proto- to Paleo-Tethyan evolution of the eastern margin of Simao block","Wang, Qingfei","2018","https://www.sciencedirect.com/science/article/pii/S1342937X18300534","5c294e671faed655488adcf0"
"4650","Iron Sulfide and Pyrite as Potential Electron Donors for Microbial Nitrate Reduction in Freshwater Wetlands","Haaijer, Suzanne C. M.","2007","http://www.tandfonline.com/doi/abs/10.1080/01490450701436489","58cded38cf58f12a356abea0"
"4651","LATE-GLACIAL GLACIER EVENTS IN SOUTHERNMOST SOUTH AMERICA: A BLEND OF 'NORTHERN' AND 'SOUTHERN' HEMISPHERIC CLIMATIC SIGNALS?","SUGDEN, D.E.","2005","http://doi.wiley.com/10.1111/j.0435-3676.2005.00259.x","56a040afcf58f1079fd4baab"
"4652","Thallium Mass Fraction and Stable Isotope Ratios of Sixteen Geological Reference Materials","Brett, Alex","2018","http://doi.wiley.com/10.1111/ggr.12215","5c2fdeea1faed655488b6af6"
"4653","Carboniferous age for the East Greenland “Devonian” basin: Paleomagnetic and isotopic constraints on age, stratigraphy, and plate reconstructions: Comment and Reply","Stemmerik, Lars","1998","http://dx.doi.org/10.1130/0091-7613(1998)026<0284:cafteg>2.3.co;2","57930a49cf58f15e4a5bbb91"
"4654","Geochemistry and mineralogy of the carbonates of the Creede mining district, Colorado","Wetlaufer, Pamela Heald","1977","https://www.sciencebase.gov/catalog/item/4f4e4b1fe4b07f02db6ab712","55a76156e13823757cc6ff92"
"4655","Late Breaking Poster Session Group III - Green LB TPS 2","","2015","http://doi.wiley.com/10.1111/all.12724","5c18a2581faed6554888f98d"
"4656","Porphyry copper assessment of Southeast Asia and Melanesia: Chapter D in Global mineral resource assessment","Hammarstrom, Jane M.","2013","https://www.sciencebase.gov/catalog/item/5142e35ce4b073a963ff6539","55b90dfce13823bd29ba8ba7"
"4657","Gradual and quantum genome size shifts in the hystricognath rodents","Gallardo, M. H.","2003","http://doi.wiley.com/10.1046/j.1420-9101.2003.00507.x","57174d54cf58f157bb39a417"
"4658","Trace metals in pyrite and marcasite from the Agua Rica porphyry-high sulfidation epithermal deposit, Catamarca, Argentina: Textural features and metal zoning at the porphyry to epithermal transition","Franchini, Marta","2015","http://www.sciencedirect.com/science/article/pii/S016913681400273X","5598e1bde1382390cc640fc7"
"4659","Mountain building processes during continent–continent collision in the Uralides","Brown, D.","2008","http://www.sciencedirect.com/science/article/pii/S0012825208000627","55034915e1382326932d7ea1"
"4660","Gold- and diamond-bearing White Hills Gravel, St Arnaud district, Victoria: age and provenance based on U – Pb dating of zircon and rutile","Birch, W. D.","2007","http://www.tandfonline.com/doi/abs/10.1080/08120090701188996","58d0744ecf58f14b0055863e"
"4661","Fundamental problems in the circum-Pacific orogenesis","Matsumoto, Tatsuro","1967","http://www.sciencedirect.com/science/article/pii/0040195167900248","54c18703e1382389c54c3c38"
"4662","Geochronology of the Lake Region of south-central Chile (39°–42°S): Preliminary results","Munizaga, F.","1988","http://www.sciencedirect.com/science/article/pii/0895981188900090","54b72e1fe138230a74d15836"
"4663","ISAC XXII International Congress","","2004","http://doi.wiley.com/10.1002/cyto.a.20044.abs","58849ee4cf58f179e37c4199"
"4664","A REVIEW OF TRIASSIC TETRAPOD TRACK ASSEMBLAGES FROM ARGENTINA","MELCHOR, RICARDO N.","2006","http://doi.wiley.com/10.1111/j.1475-4983.2006.00538.x","56820e5dcf58f1ba274d4d5b"
"4665","Nitric acid from volcanoes","Mather, T.A.","2004","http://www.sciencedirect.com/science/article/pii/S0012821X0300640X","54e48515e138237cc914fd5c"
"4666","Geochemical, biogeochemical, and sedimentological studies of the Green River Formation, Wyoming, Utah, and Colorado","Edited by Tuttle, M. L.","1991","https://www.sciencebase.gov/catalog/item/4f4e4afde4b07f02db696e0c","55b7c404e13823bd29ba8379"
"4667","Constraints on the timing of Quaternary volcanism and duration of magma residence at Ciomadul volcano, east–central Europe, from combined U–Th/He and U–Th zircon geochronology","Harangi, S.","2015","http://www.sciencedirect.com/science/article/pii/S0377027315001286","55f3c9f8cf58f16256a2201b"
"4668","Implications of shortening in the Himalayan fold-thrust belt for uplift of the Tibetan Plateau","DeCelles, Peter G.","2002","http://doi.wiley.com/10.1029/2001TC001322","57380f44cf58f11f576910f9"
"4669","Geological Calibration of Spallation Production Rates in the CRONUS-Earth Project","Borchers, Brian","2016","http://www.sciencedirect.com/science/article/pii/S1871101415000102","54d64bb0e138238471e7fa0e"
"4670","Crystal fractionation of adakitic magmas in the crust–mantle transition zone: Petrology, geochemistry and U–Pb zircon chronology of the Seme adakites, eastern Pontides, NE Turkey","Eyuboglu, Yener","2011","http://www.sciencedirect.com/science/article/pii/S0024493710002951","54fbad9ae138239936c6d673"
"4671","Pliocene terrestrial environments and data/model comparisons","edited by Thompson, Robert S.","1994","https://www.sciencebase.gov/catalog/item/4f4e4ad9e4b07f02db684d9e","558c7ddae13823109f3ed8d6"
"4672","LIST OF MEMBERS","","1952","http://doi.wiley.com/10.1111/j.1471-0307.1952.tb01565.x","587a19e9cf58f16efc7680e6"
"4673","Brittle tectonothermal evolution in the Forsmark area, central Fennoscandian Shield, recorded by paragenesis, orientation and 40Ar/39Ar geochronology of fracture minerals","Sandström, Björn","2009","http://www.sciencedirect.com/science/article/pii/S0040195109004235","54b9f27ce1382369e57e4edf"
"4674","Strengthening the link between geochronology, textures and petrology","Müller, Wolfgang","2003","http://www.sciencedirect.com/science/article/pii/S0012821X02010075","54ce3382e138236bcc92a778"
"4675","Metallogeny of the peridotite-hosted magnetite ores of the Nain ophiolite, Central Iran: Implications for Fe concentration processes during multi-episodic serpentinization","Eslami, Alireza","2018","https://www.sciencedirect.com/science/article/pii/S0169136817304201","5b6e82a3cf58f12e8f2980c9"
"4676","Direct dating of Fe oxide-(Cu-Au) mineralization by U/Pb zircon geochronology","Valley, P. M.","2009","http://dx.doi.org/10.1130/g25439a.1","579db5e8cf58f16b2cd6c347"
"4677","Theoretical Modeling of the C2 Fluorescence Spectrum in Comet Hale-Bopp","Rousselot, P.","2000","http://www.sciencedirect.com/science/article/pii/S0019103500963838","56444398cf58f1ad52d1b181"
"4678","The Cretaceous-Paleogene transition at Galanderud (northern Alborz, Iran): A multidisciplinary approach","Asgharian Rostami, Masoud","2018","https://www.sciencedirect.com/science/article/pii/S0031018217307198","5ab966a3cf58f17f39a1c507"
"4679","40Ar/39Ar, K–Ar and 230Th–238U dating of the Laschamp excursion: A radioisotopic tie-point for ice core and climate chronologies","Singer, Brad S.","2009","http://www.sciencedirect.com/science/article/pii/S0012821X09003483","54e31ea3e138237cc914f76f"
"4680","The genotoxicity of ambient outdoor air, a review: Salmonella mutagenicity","Matthews, Peggy P.","2004","https://www.sciencedirect.com/science/article/pii/S1383574204000596","5c9a37bb4e85ba2e7cc0a561"
"4681","Sea ice extent and seasonality for the Early Pliocene northern Weddell Sea","Williams, Mark","2010","http://www.sciencedirect.com/science/article/pii/S0031018210001999","54b4324ee138239d8684ae16"
"4682","On possible relationships between Upper Quaternary glaciations, geomagnetism, and vulcanism","Chappel, J.","1975","http://www.sciencedirect.com/science/article/pii/0012821X75900138","54caf514e138236bcc9299ec"
"4683","Growth, destruction and facies architecture of effusive and explosive volcanics in the Miocene Shama basin, southwest of Saudi Arabia: Subaqueous–subaerial volcanism in a lacustrine setting","Abdel Motelib, A.","2015","","56833f0dcf58f1beada52cac"
"4684","A Sr, Nd, and Pb isotopic study of mantle domains and crustal structure from Miocene volcanic rocks in the Mojave Desert, California","Miller, J. S.","2000","http://dx.doi.org/10.1130/0016-7606(2000)112<1264:asnapi>2.0.co;2","57950354cf58f11e6bb368e1"
"4685","AN ASSESSMENT OF THE CURRENT APPLICATIONS AND FUTURE DIRECTIONS OF OBSIDIAN SOURCING STUDIES IN ARCHAEOLOGICAL RESEARCH*","FREUND, K. P.","2013","http://doi.wiley.com/10.1111/j.1475-4754.2012.00708.x","5783bb21cf58f176c768f0aa"
"4686","Structural evolution of preexisting oceanic crust through intraplate igneous activities in the Marcus-Wake seamount chain","Kaneda, Kentaro","2010","http://doi.wiley.com/10.1029/2010GC003231","567381fecf58f1b7d3cfcef0"
"4687","Index 2014","","2015","http://doi.wiley.com/10.1111/gto.12087","57c2f0cacf58f10a6c37a16d"
"4688","Late Jurassic intraplate faulting in eastern Australia: A link to subduction in eastern Gondwana and plate tectonic reorganisation","Tonguç Uysal, I.","2019","https://www.sciencedirect.com/science/article/pii/S1342937X18302521","5c2963751faed655488adf4e"
"4689","The Spongtang Massif in Ladakh, NW Himalaya: An Early Cretaceous record of spontaneous, intra-oceanic subduction initiation in the Neotethys","Aitchison, Jonathan C.","2018","https://www.sciencedirect.com/science/article/pii/S1342937X18301874","5c2963751faed655488adf4a"
"4690","Chemical and mineralogical aspects of deep-sea sediments","Goldberg, Edward D.","1961","http://www.sciencedirect.com/science/article/pii/007919466190009X","55995b2ce1382390cc641260"
"4691","The Grenville orogenic cycle of southern Laurentia: Unraveling sutures, rifts, and shear zones as potential piercing points for Amazonia","Bartholomew, Mervin J.","2010","http://www.sciencedirect.com/science/article/pii/S0895981109001291","54c64490e1382389c54c501b"
"4692","Antitrypanosomal and antioxidant properties of 4-hydroxycoumarins derivatives","Pérez-Cruz, Fernanda","2012","http://www.sciencedirect.com/science/article/pii/S0960894X12008803","59d9559bcf58f1901ee2ee90"
"4693","Re-Os geochronology of gold mineralization in the Fawakhir area, Eastern Desert, Egypt","Zoheir, B.A.","2015","http://www.tandfonline.com/doi/full/10.1080/00206814.2014.935964","589f0ae5cf58f118d01f98fd"
"4694","New primate locality from the early Miocene of Patagonia, Argentina","Novo, Nelson M.","2017","http://doi.wiley.com/10.1002/ajpa.23309","5a4abd92cf58f172d32d785a"
"4695","Comparisons of the kinematics and deep structures of the Zagros and Himalaya and of the Iranian and Tibetan plateaus and geodynamic implications","Hatzfeld, Denis","2010","http://doi.wiley.com/10.1029/2009RG000304","56f9164fcf58f17bf32554ed"
"4696","Palaeoclimatic implications of Mio–Pliocene sedimentation in the high-altitude intra-arc Lauca Basin of northern Chile","Gaupp, Reinhard","1999","http://www.sciencedirect.com/science/article/pii/S0031018299000176","54b43248e138239d86849e57"
"4697","Structural characteristics of an active fold-and-thrust system in the southeastern Atacama Basin, northern Chile","Lin, Yen-Sheng","2016","http://www.sciencedirect.com/science/article/pii/S0040195116302682","580e6f53cf58f184ab84ce65"
"4698","Holocene glacial activity in Barilari Bay, west Antarctic Peninsula, tracked by magnetic mineral assemblages: Linking ice, ocean, and atmosphere","Reilly, Brendan T.","2016","http://doi.wiley.com/10.1002/2016GC006627","58f74be8cf58f19a1d3e9f3c"
"4699","Anomalous nitrogen isotopes in ultrahigh-pressure metamorphic rocks from the Sulu orogenic belt: Effect of abiotic nitrogen reduction during fluid–rock interaction","Li, Long","2014","http://www.sciencedirect.com/science/article/pii/S0012821X14004142","54e50e89e138237cc914ffa6"
"4700","Sequence of Late Jurassic–Early Cretaceous magmatic–hydrothermal events in the Xiong’ershan region, Central China: An overview with new zircon U–Pb geochronology data on quartz porphyries","Deng, Jun","2014","http://www.sciencedirect.com/science/article/pii/S136791201300494X","54b4327de138239d86853144"
"4701","Perforative Corrosion of Pyrite Enhanced by Direct Attachment of Acidithiobacillus ferrooxidans","Pisapia, Céline","2008","http://www.tandfonline.com/doi/abs/10.1080/01490450802258105","58cdf457cf58f12c4244fa62"
"4702","Preservation patterns of Late Cenozoic fluvial deposits and their implications: Results from IGCP 449","Bridgland, David R.","2008","http://www.sciencedirect.com/science/article/pii/S1040618207002728","5833d45bcf58f112d8194386"
"4703","Mammalian faunal dynamics of the great American interchange","Webb, S. David","1976","https://www.cambridge.org/core/product/identifier/S0094837300004802/type/journal_article","5c5d37441faed655489522d8"
"4704","Consultancy services in platinum-group mineral exploration for the Directorate of Mineral Resources","Zientek, Michael L.","1990","https://www.sciencebase.gov/catalog/item/4f4e4b05e4b07f02db699de8","55a75ee8e13823757cc6ff84"
"4705","Continental drift emphasizing the history of the south Atlantic area: A UNESCO/IUGS Symposium held at Montevideo, Uruguay, On October 16–19, 1967","Wilson, J. Tuzo","1972","http://doi.wiley.com/10.1029/EO053i002p00164","570489d0cf58f160a4b00dd0"
"4706","A new quality check for absolute palaeointensities of the Earth magnetic field","Haag, M.","1995","http://doi.wiley.com/10.1029/95GL03333","56f5f1e1cf58f12211c5349b"
"4707","Spatial and temporal evolution of Liassic to Paleocene arc activity in southern Peru unraveled by zircon U–Pb and Hf in-situ data on plutonic rocks","Demouy, Sophie","2012","http://www.sciencedirect.com/science/article/pii/S0024493712003659","54db2c65e138235b0d06b786"
"4708","Geochronological constraints on the magmatic and tectonic development of the Pongola Supergroup (Central Region), South Africa","Mukasa, Samuel B.","2013","http://www.sciencedirect.com/science/article/pii/S0301926812002306","54b43270e138239d86850c4c"
"4709","Isotopic and geochemical characterization of fossil brines of the Cambrian Mt. Simon Sandstone and Ironton–Galesville Formation from the Illinois Basin, USA","Labotka, Dana M.","2015","http://www.sciencedirect.com/science/article/pii/S0016703715003968","55c3f749cf58f1a8110b9245"
"4710","Resident rainbow trout produce anadromous offspring in a large interior watershed","Courter, Ian I.","2013","http://www.nrcresearchpress.com/doi/abs/10.1139/cjfas-2012-0457","57b014a9cf58f19d110e99de"
"4711","Geodigest","","1997","http://doi.wiley.com/10.1046/j.1365-2451.1997.t01-1-00009.x","56b5fe27cf58f14c238d36d6"
"4712","Glauconite","McRae, S.G.","1972","http://www.sciencedirect.com/science/article/pii/0012825272900633","5502bfc2e1382326932d7ad1"
"4713","Build-up and depositional dynamics of an arc front volcaniclastic complex: the Miocene Tepoztlán Formation (Transmexican Volcanic Belt, Central Mexico)","LENHARDT, NILS","2011","http://doi.wiley.com/10.1111/j.1365-3091.2010.01203.x","57ec23aecf58f1b0374ae9c9"
"4714","The discovery of late Triassic mylonitic granite and geologic significance in the middle Gangdese batholiths, southern Tibet","Ma, Shiwei","2017","http://www.sciencedirect.com/science/article/pii/S0264370716300758","58b9ee97cf58f1a2aa001270"
"4715","A geophysical model of the Variscan orogenic root (Bohemian Massif): Implications for modern collisional orogens","Guy, Alexandra","2011","http://www.sciencedirect.com/science/article/pii/S0024493710002100","54fbb050e138239936c6d687"
"4716","Late Cretaceous−Cenozoic basin evolution and topographic growth of the Hoh Xil Basin, central Tibetan Plateau","Li","2017","http://dx.doi.org/10.1130/b31769.1","5a0fb05dcf58f1b92218bb99"
"4717","Decadal volcanic deformation in the Central Andes Volcanic Zone revealed by InSAR time series","Henderson, S. T.","2013","http://doi.wiley.com/10.1002/ggge.20074","56747953cf58f12215607418"
"4718","Modulation of the proliferation and differentiation of human mesenchymal stem cells by copper","Rodríguez, J. Pablo","2002","http://doi.wiley.com/10.1002/jcb.10111","5810edfecf58f196df52c677"
"4719","A maximum discrimination DEA method for ranking association rules in data mining","Amin, Gholam R.","2011","http://www.tandfonline.com/doi/abs/10.1080/00207160.2010.543457","5a1fc8a7cf58f10e398a1c52"
"4720","Distinguishing and correlating deposits from large ignimbrite eruptions using paleomagnetism: The Cougar Point Tuffs (mid-Miocene), southern Snake River Plain, Idaho, USA","Finn, David R.","2016","http://doi.wiley.com/10.1002/2016JB012984","58022295cf58f1296a482a6d"
"4721","Metamorphic P-T path and zircon U-Pb dating of HP mafic granulites in the Yushugou granulite-peridotite complex, Chinese South Tianshan, NW China","Zhang, Lu","2018","https://www.sciencedirect.com/science/article/pii/S1367912017302833","5aba55bbcf58f11b1dfcbf65"
"4722","Morphology and growth history of delgada fan: Implications for the Neogene evolution of Point Arena Basin and the Mendocino Triple Junction","Drake, David E.","1989","http://doi.wiley.com/10.1029/JB094iB03p03139","56a4200dcf58f1944252b2c5"
"4723","Carbon isotope and magnetostratigraphy of the Cretaceous (Barremian – Aptian) Pabellón Formation, Chañarcillo Basin, Chile","Price, Gregory D.","2008","http://www.sciencedirect.com/science/article/pii/S0195667107001000","54b43251e138239d8684b6f1"
"4724","Late Pleistocene intraplate extension of the Central Anatolian Plateau, Turkey: Inferences from cosmogenic exposure dating of alluvial fan, landslide, and moraine surfaces along the Ecemiş Fault Zone","Yıldırım, Cengiz","2016","http://doi.wiley.com/10.1002/2015TC004038","57f673efcf58f120ec3ca837"
"4725","The geochemistry of Tl and its isotopes during magmatic and hydrothermal processes: The peralkaline Ilimaussaq complex, southwest Greenland","Hettmann, Kai","2014","http://www.sciencedirect.com/science/article/pii/S0009254113005706","54d91328e138238471e805ad"
"4726","High impact grazing as a management tool to optimize biomass growth in northern Argentinean grassland","Kurtz, Ditmar Bernardo","2016","http://www.sciencedirect.com/science/article/pii/S1470160X15006299","579f7dc2cf58f133f10cd759"
"4727","Triassic deformation of Permian Early Triassic arcrelated sediments in the Beishan (NW China): Last pulse of the accretionary orogenesis in the southernmost Altaids","Tian, Zhonghua","2015","http://www.sciencedirect.com/science/article/pii/S0040195115000530","54da41b2e13823725d4c4702"
"4728","Impact of Dye-Protein Interaction and Silver Nanoparticles on Rose Bengal Photophysical Behavior and Protein Photocrosslinking","Simpson, Madeline J.","2013","http://doi.wiley.com/10.1111/php.12119","5b8ea52ecf58f16a2f893902"
"4729","Supplement: Trends in invasive Candida infections and their treatment: focus on echinocandins","","2009","http://www.tandfonline.com/doi/full/10.1185/03007990902990817","5af5bf15cf58f1315035b5fe"
"4730","The geologic investigation of the Taurus-Littrow Valley; Apollo 17 landing site, with a section on Apollo 17 lunar surface photography","Wolfe, Edward W.","1981","https://www.sciencebase.gov/catalog/item/4f4e4a9ae4b07f02db65d9d0","55b3a9e9e138231cbdd6d311"
"4731","Journal and patent literature","","1913","http://doi.wiley.com/10.1002/jctb.5000321206","58576964cf58f16ff3967890"
"4732","Uptake of nickel by synthetic mackinawite","Wilkin, Richard T.","2017","http://www.sciencedirect.com/science/article/pii/S0009254117302607","598a50c5cf58f15f21a0a5ca"
"4733","Schreiben des HerrnSchmidt, Observators auf der Bonner Sternwarte, an den Herausgeber","Jul. Schmidt, J. F.","1851","http://doi.wiley.com/10.1002/asna.18510311602","58fb9a58cf58f107e4d46a9a"
"4734","Reply to the comment on “Age and cooling history of the Manaslu granite: implications for Himalayan tectonics” by Igor Villa","Copeland, Peter","1996","http://www.sciencedirect.com/science/article/pii/0377027394001138","5543ee1be138233dfd7d2f50"
"4735","Prolonged magmatism, juvenile nature and tectonic evolution of the Chinese Altai, NW China: Evidence from zircon U–Pb and Hf isotopic study of Paleozoic granitoids","Cai, Keda","2011","http://www.sciencedirect.com/science/article/pii/S1367912011000332","54b4327ee138239d868534f5"
