BP	Vostok_shakun	Vostok_marcott	DomeF_marcott	DomeF_shakun	DomeC_shakun	Antarctica	SO136-GC11_shakun	SO136-GC11_marcott	MD97-2121	MD97-2020	Mount Honey	New Zealand	PC-6	KT92-17 Site 14	Composite MD01-2421; KR02-06 St A GC; KR02-06 St A MC	NW Pacific	GeoB 3313	GeoB 7139-2_marcott	GeoB 7139-2_shakun	ODP 1233_shakun	South America
108900									16.6665107			16.6665107									
109000									16.60730932			16.60730932									
109100									16.52786017			16.52786017									
109200									16.4497646			16.4497646									
109300									16.43799435			16.43799435									
109400									16.42622411			16.42622411									
109500									16.41603376			16.41603376									
109600									16.40665729			16.40665729									
109700									16.39453861			16.39453861									
109800									16.37570621			16.37570621									
109900									16.35687382			16.35687382									
110000									16.34679849			16.34679849									
110100									16.3373823			16.3373823									
110200									16.31723164			16.31723164									
110300									16.28898305			16.28898305									
110400									16.26864407			16.26864407									
110500									16.27806026			16.27806026									
110600									16.28747646			16.28747646									
110700									16.29289077			16.29289077									
110800									16.29759887			16.29759887									
110900									16.31384181			16.31384181									
111000									16.3420904			16.3420904									
111100									16.37095104			16.37095104									
111200									16.40390772			16.40390772									
111300									16.43686441			16.43686441									
111400									16.46619586			16.46619586									
111500									16.49444444			16.49444444									
111600									16.51111111			16.51111111									
111700									16.51111111			16.51111111									
111800									16.51205273			16.51205273									
111900									16.53088512			16.53088512									
112000									16.54971751			16.54971751									
112100									16.58804143			16.58804143									
112200									16.63512241			16.63512241									
112300									16.68686441			16.68686441									
112400									16.74806968			16.74806968									
112500									16.80927495			16.80927495									
112600									16.89788136			16.89788136									
112700									16.98733522			16.98733522									
112800									17.06797937			17.06797937									
112900									17.14299109			17.14299109									
113000									17.21581921			17.21581921									
113100									17.28173258			17.28173258									
113200									17.34764595			17.34764595									
113300									17.41355932			17.41355932									
113400									17.47947269			17.47947269									
113500									17.54048964			17.54048964									
113600									17.59698682			17.59698682									
113700									17.66101695			17.66101695									
113800									17.7645951			17.7645951									
113900									17.86817326			17.86817326									
114000									17.97175141			17.97175141									
114100									18.07532957			18.07532957									
114200									18.1747646			18.1747646									
114300									18.26892655			18.26892655									
114400									18.3645951			18.3645951									
114500									18.47758945			18.47758945									
114600									18.5905838			18.5905838									
114700									18.66629002			18.66629002									
114800									18.72749529			18.72749529									
114900									18.77514124			18.77514124									
115000									18.79868173			18.79868173									
115100									18.82222222			18.82222222									
115200									18.90696798			18.90696798									
115300									18.99171375			18.99171375									
115400									19.13370998			19.13370998									
115500									19.3079096			19.3079096									
115600									19.44651601			19.44651601									
115700									19.49359699			19.49359699									
115800									19.54067797			19.54067797									
115900									19.54877589			19.54877589									
116000									19.55348399			19.55348399									
116100									19.58706048			19.58706048									
116200									19.64331927			19.64331927									
116300									19.6960452			19.6960452									
116400									19.73370998			19.73370998									
116500									19.77137476			19.77137476									
116600									19.78950094			19.78950094									
116700									19.80362524			19.80362524									
116800									19.81111111			19.81111111									
116900									19.81111111			19.81111111									
117000									19.81991525			19.81991525									
117100									19.89995292			19.89995292									
117200									19.97999058			19.97999058									
117300									20.01059322			20.01059322									
117400									20.02471751			20.02471751									
117500									19.98559322			19.98559322									
117600									19.86318267			19.86318267									
117700									19.74670433			19.74670433									
117800									19.8220339			19.8220339									
117900									19.89736347			19.89736347									
118000									19.96953861			19.96953861									
118100									20.04016008			20.04016008									
118200									20.08888889			20.08888889									
118300									20.08888889			20.08888889									
118400									20.08888889			20.08888889									
118500									20.04863465			20.04863465									
118600									20.00626177			20.00626177									
118700									19.97222222			19.97222222									
118800									19.94397363			19.94397363									
118900									19.9200565			19.9200565									
119000									19.9106403			19.9106403									
119100									19.90122411			19.90122411									
119200									19.89180791			19.89180791									
119300									19.88239171			19.88239171									
119400									19.88495077			19.88495077									
119500									19.89901547			19.89901547									
119600									19.91770245			19.91770245									
119700									19.96478343			19.96478343									
119800									20.01186441			20.01186441									
119900									20.01120527			20.01120527									
120000									19.99708098			19.99708098									
120100									19.97702448			19.97702448									
120200									19.94877589			19.94877589									
120300									19.92363465			19.92363465									
120400									19.94717514			19.94717514									
120500									19.97071563			19.97071563									
120600									20.00414313			20.00414313									
120700									20.04180791			20.04180791									
120800									20.07467043			20.07467043									
120900									20.09821092			20.09821092									
121000									20.12175141			20.12175141									
121100									20.12222222			20.12222222									
121200									20.12222222			20.12222222									
121300									20.09595104			20.09595104									
121400									20.05357815			20.05357815									
121500									20.02344633			20.02344633									
121600									20.02815443			20.02815443									
121700									20.03286252			20.03286252									
121800									19.94858757			19.94858757									
121900									19.85442561			19.85442561									
122000									19.78568738			19.78568738									
122100									19.7386064			19.7386064									
122200									19.69915254			19.69915254									
122300									19.69444444			19.69444444									
122400									19.68973635			19.68973635									
122500									19.61939736			19.61939736									
122600									19.5346516			19.5346516									
122700									19.45007032			19.45007032									
122800									19.36568214			19.36568214									
122900									19.28338041			19.28338041									
123000									19.22217514			19.22217514									
123100									19.16096987			19.16096987									
123200									19.09632768			19.09632768									
123300									19.03041431			19.03041431									
123400									18.97146893			18.97146893									
123500									18.92438795			18.92438795									
123600									18.87707156			18.87707156									
123700									18.80645009			18.80645009									
123800									18.73582863			18.73582863									
123900									18.72526483			18.72526483									
124000									18.74703978			18.74703978									
124100									18.74867585			18.74867585									
124200									18.70100636			18.70100636									
124300									18.65333686			18.65333686									
124400									18.56133475			18.56133475									
124500									18.46599576			18.46599576									
124600									18.39179025			18.39179025									
124700									18.33352754			18.33352754									
124800									18.28527542			18.28527542									
124900									18.2746822			18.2746822									
125000									18.26408898			18.26408898									
125100									18.25349576			18.25349576									
125200									18.24290254			18.24290254									
125300									18.23861229			18.23861229									
125400									18.24088226			18.24088226									
125500									18.24521792			18.24521792									
125600									18.26337772			18.26337772									
125700									18.28153753			18.28153753									
125800									18.24842615			18.24842615									
125900									18.2			18.2									
126000									18.16772152			18.16772152									
126100									18.15867993			18.15867993									
126200									18.14936441			18.14936441									
126300									18.13347458			18.13347458									
126400									18.11758475			18.11758475									
126500									18.10169492			18.10169492									
126600									18.08580508			18.08580508									
126700									18.06991525			18.06991525									
126800									18.05402542			18.05402542									
126900									18.03813559			18.03813559									
127000									17.99173729			17.99173729									
127100									17.9440678			17.9440678									
127200									17.89639831			17.89639831									
127300									17.84872881			17.84872881									
127400									17.79879944			17.79879944									
127500									17.74171375			17.74171375									
127600									17.68462806			17.68462806									
127700									17.586629			17.586629									
127800									17.48305085			17.48305085									
127900									17.3819209			17.3819209									
128000									17.28305085			17.28305085									
128100									17.18719397			17.18719397									
128200									17.10715631			17.10715631									
128300									17.02711864			17.02711864									
128400									16.95838041			16.95838041									
128500									16.89246704			16.89246704									
128600									16.81205273			16.81205273									
128700									16.71318267			16.71318267									
128800									16.61694915			16.61694915									
128900									16.55103578			16.55103578									
129000									16.48512241			16.48512241									
129100									16.41920904			16.41920904									
129200									16.35329567			16.35329567									
129300									16.28410689			16.28410689									
129400									16.20909517			16.20909517									
129500									16.13408345			16.13408345									
129600									16.11002825			16.11002825									
129700									16.08648776			16.08648776									
129800									16.07036252			16.07036252									
129900									16.05859228			16.05859228									
130000									16.05081719			16.05081719									
130100									16.05384383			16.05384383									
130200									16.05687046			16.05687046									
130300									16.04153551			16.04153551									
130400									16.02438458			16.02438458									
130500									16.00346045			16.00346045									
130600									15.97944915			15.97944915									
130700									15.95941448			15.95941448									
130800									15.95633282			15.95633282									
130900									15.95325116			15.95325116									
131000									15.95016949			15.95016949									
131100									15.94708783			15.94708783									
131200									15.94400616			15.94400616									
131300									15.9409245			15.9409245									
131400									15.93784284			15.93784284									
131500									15.93476117			15.93476117									
131600									15.93167951			15.93167951									
131700									15.92859784			15.92859784									
131800									15.92551618			15.92551618									
131900									15.92243451			15.92243451									
132000									15.92118644			15.92118644									
132100									15.92683616			15.92683616									
132200									15.93248588			15.93248588									
132300									15.89045601			15.89045601									
132400									15.84001211			15.84001211									
132500									15.78807263			15.78807263									
132600									15.73457655			15.73457655									
132700									15.68079096			15.68079096									
132800									15.6248823			15.6248823									
132900									15.56897363			15.56897363									
133000									15.50903955			15.50903955									
133100									15.44783427			15.44783427									
133200									15.40710923			15.40710923									
133300									15.39710452			15.39710452									
133400									15.38553269			15.38553269									
133500									15.33634988			15.33634988									
133600									15.28716707			15.28716707									
133700									15.25496368			15.25496368									
133800									15.23075061			15.23075061									
