"Center_win","Average"
500,17.6769512195122
600,17.7665243902439
700,17.8479386792453
800,17.9127449911762
900,17.9914449064449
1000,18.0330856496445
1100,18.0149883449883
1200,18.0705729166667
1300,18.0881705729167
1400,18.077841796875
1500,18.0069191028226
1600,17.9978504704301
1700,17.9990864748677
1800,18.0113701923077
1900,18.0672708333333
2000,18.1577994791667
2100,18.2698507145029
2200,18.3074107142857
2300,18.3333036437247
2400,18.4266574754902
2500,18.6247121040724
2600,18.7233333333333
2700,18.8146666666667
2800,18.8308131868132
2900,18.8500293542074
3000,18.8431370656371
3100,18.8482876712329
3200,18.9011651362336
3300,18.9734668071654
3400,19.0336070686071
3500,19.0998735511064
3600,19.2040990516333
3700,19.2977344573235
3800,19.362655426765
3900,19.4332560590095
4000,19.4176923076923
4100,19.4196257796258
4200,19.3925965929048
4300,19.380102739726
4400,19.3915410958904
4500,19.3635657248157
4600,19.3212834224599
4700,19.2785026737968
4800,19.3034090909091
4900,19.3164545454545
5000,19.3664545454545
5100,19.5018863636364
5200,19.6009167625623
5300,19.6713958333333
5400,19.7064375
5500,19.7760272638754
5600,19.8056923076923
5700,19.8935769230769
5800,20.0040895813048
5900,20.0579807692308
6000,20.1061538461538
6100,20.2087925998053
6200,20.1716346153846
6300,20.2544615384615
6400,20.3096538461538
6500,20.3796153846154
6600,20.4224903846154
6700,20.4998942307692
6800,20.54528125
6900,20.54
7000,20.5574166666667
7100,20.5773333333333
7200,20.6042771084337
7300,20.61045995671
7400,20.6312575757576
7500,20.6766310160428
7600,20.6797304075235
7700,20.7575934065934
7800,20.6439666666667
7900,20.6481839506173
8000,20.6471942892613
8100,20.509391682185
8200,20.4195880149813
8300,20.386324906367
8400,20.2789928571429
8500,20.1354214285714
8600,20.0138955823293
8700,19.8025883727724
8800,19.7099795501023
8900,19.6829365079365
9000,19.7181055900621
9100,19.7275903614458
9200,19.6379141376758
9300,19.5760340488527
9400,19.5453303249097
9500,19.5527310469314
9600,19.5601317689531
9700,19.4492885304659
9800,19.2828010752688
9900,19.1163136200717
10000,19.0621963028169
10100,19.0219674295775
10200,18.9742100694444
10300,18.7834114583333
10400,18.5565815508021
10500,18.3204794372294
10600,18.1728305860806
10700,18.0011428571429
10800,17.823368707483
10900,17.591014084507
11000,17.1791830985915
11100,16.7954835680751
11200,16.5244761904762
11300,16.1925507246377
11400,15.9776238785369
