"Center_win","Average"
700,-0.466666666666667
800,-0.388888888888889
900,-0.311881188118812
1000,-0.280616061606161
1100,-0.221782178217822
1200,-0.148148148148148
1300,-0.207150715071507
1400,-0.210087145969499
1500,-0.264653465346535
1600,-0.27
1700,-0.324
1800,-0.440204081632653
1900,-0.514007421150278
2000,-0.578604224058769
2100,-0.608256029684601
2200,-0.629577594123049
2300,-0.6594
2400,-0.5718
2500,-0.57989898989899
2600,-0.530990099009901
2700,-0.500891089108911
2800,-0.478657865786579
2900,-0.415641855447681
3000,-0.400980392156863
3100,-0.331283710895361
3200,-0.255119825708061
3300,-0.244444444444444
3400,-0.244444444444444
3500,-0.261920172599784
3600,-0.292156862745098
3700,-0.258605664488017
3800,-0.236383442265795
3900,-0.245214521452145
4000,-0.2571
4100,-0.302178217821782
4200,-0.376565656565657
4300,-0.4497
4400,-0.445630797773655
4500,-0.429591836734694
4600,-0.455388940955951
4700,-0.441705716963449
4800,-0.428772258669166
4900,-0.458762886597938
5000,-0.513068181818182
5100,-0.518181818181818
5200,-0.509372071227741
5300,-0.453787878787879
5400,-0.419868791002812
5500,-0.444593301435407
5600,-0.435037878787879
5700,-0.432333645735708
5800,-0.458481724461106
5900,-0.468181818181818
6000,-0.446672914714152
6100,-0.450757575757576
6200,-0.522961574507966
6300,-0.57788191190253
6400,-0.607765151515152
6500,-0.647402597402597
6600,-0.744128787878788
6700,-0.81875
6800,-0.878819119025305
6900,-0.945083487940631
7000,-0.946766635426429
7100,-0.948421052631579
7200,-0.948301193755739
7300,-0.913450834879406
7400,-0.950714285714286
7500,-1.0211
7600,-1.06212121212121
7700,-1.05549019607843
7800,-1.07851485148515
7900,-1.06625674217907
8000,-1.09259259259259
8100,-1.09700854700855
8200,-1.10188679245283
8300,-1.12274143302181
8400,-1.09771547248183
8500,-1.02558613659531
8600,-0.960958205912334
8700,-0.91010101010101
8800,-0.858103975535168
8900,-0.795995995995996
9000,-0.715915915915916
9100,-0.682882882882883
9200,-0.627013251783894
9300,-0.528888888888889
9400,-0.462793068297655
9500,-0.40519877675841
9600,-0.309876543209877
9700,-0.213603322949117
9800,-0.171278825995807
9900,-0.155555555555556
10000,-0.157671957671958
10100,-0.155339805825243
10200,-0.10042735042735
10300,-0.193203883495146
10400,-0.250980392156863
10500,-0.381372549019608
10600,-0.500647249190939
10700,-0.56537216828479
10800,-0.694771241830065
10900,-0.752805280528053
11000,-0.74520697167756
11100,-0.914994606256742
11200,-0.943042071197411
11300,-1.01078431372549
11400,-1.00388349514563
11500,-1.08595387840671
11600,-1.27044025157233
11700,-1.42307692307692
11800,-1.64825396825397
11900,-1.9202492211838
12000,-2.19007551240561
12100,-2.48568376068376
12200,-2.81470899470899
12300,-3.19869281045752
12400,-3.57671957671958
12500,-3.83106796116505
12600,-4.03873015873016
12700,-4.21272923408846
12800,-4.35771305285868
12900,-4.51559829059829
13000,-4.53513227513228
13100,-4.54313725490196
13200,-4.51865828092243
13300,-4.37735042735043
13400,-4.36666666666667
13500,-4.36666666666667
13600,-4.31645299145299
13700,-4.28253968253968
13800,-4.15420560747664
13900,-4.11404612159329
14000,-4.0356394129979
14100,-3.88930817610063
14200,-3.85308641975309
14300,-3.87777777777778
14400,-3.9144750254842
14500,-3.99259259259259
14600,-4.05316718587747
14700,-4.0927624872579
14800,-4.17050882658359
14900,-4.29866255144033
15000,-4.49413580246914
15100,-4.75946502057613
15200,-4.95219164118247
15300,-5.04650205761317
15400,-5.08930817610063
15500,-5.15432098765432
15600,-5.26792452830189
15700,-5.4314465408805
15800,-5.59485596707819
15900,-5.75345911949686
16000,-5.91547248182762
16100,-6.00864197530864
16200,-6.14675052410901
16300,-6.35046728971963
16400,-6.50761904761905
16500,-6.69809523809524
16600,-6.92407407407407
16700,-7.12568134171908
16800,-7.32326064382139
16900,-7.46571428571429
17000,-7.64882772680938
17100,-7.80943396226415
17200,-7.95786163522013
17300,-8.10893042575286
17400,-8.27851153039832
17500,-8.45168195718654
17600,-8.58888888888889
17700,-8.72314814814815
17800,-8.83029350104822
17900,-9.00031152647975
18000,-9.10246913580247
18100,-9.1641975308642
18200,-9.23846153846154
18300,-9.28265835929387
18400,-9.30705128205128
18500,-9.31960167714885
18600,-9.36984126984127
18700,-9.42592592592593
18800,-9.41005291005291
18900,-9.38888888888889
19000,-9.39520697167756
19100,-9.42745098039216
19200,-9.43930693069307
19300,-9.4406
19400,-9.4606
19500,-9.4594
19600,-9.47190082644628
19700,-9.460853432282
19800,-9.43636363636364
19900,-9.46401124648547
20000,-9.53411433926898
20100,-9.50271790065604
20200,-9.46615087040619
20300,-9.50440771349862
20400,-9.48885630498534
20500,-9.42630560928433
20600,-9.40133971291866
20700,-9.3100580270793
20800,-9.29148936170213
20900,-9.2952047952048
21000,-9.24310850439883
21100,-9.18671328671329
21200,-9.21094819159335
21300,-9.18241758241758
21400,-9.17422577422577
21500,-9.2569696969697
21600,-9.28394584139265
21700,-9.2658835546476
21800,-9.29030969030969
21900,-9.28913043478261
22000,-9.26911045943304
22100,-9.30207509881423
22200,-9.31189555125725
22300,-9.3215667311412
22400,-9.31942583732057
22500,-9.28660801564027
22600,-9.2686553030303
22700,-9.31636363636364
22800,-9.31640112464855
22900,-9.27563261480787
23000,-9.26800734618916
23100,-9.24183673469388
23200,-9.23
23300,-9.21574257425743
23400,-9.18891089108911
23500,-9.11747276688453
23600,-9.04444444444444
23700,-9.01503267973856
23800,-9.05851851851852
23900,-9.13883597883598
24000,-9.20041928721174
24100,-9.2026503567788
24200,-9.19444444444444
24300,-9.24362895005097
24400,-9.28888888888889
24500,-9.3094395280236
24600,-9.41414141414142
24700,-9.46464646464647
24800,-9.46666666666667
24900,-9.45
25000,-9.47380224260958
25100,-9.5015015015015
25200,-9.51111111111111
25300,-9.52698412698413
25400,-9.57777777777778
25500,-9.64444444444444
25600,-9.64084084084084
25700,-9.58078078078078
25800,-9.58728728728729
25900,-9.60585858585859
26000,-9.53636363636364
26100,-9.50658436213992
26200,-9.50534979423868
26300,-9.47037037037037
26400,-9.43333333333333
26500,-9.40835881753313
26600,-9.35015576323988
26700,-9.33333333333333
26800,-9.32793354101765
26900,-9.29140461215933
27000,-9.33333333333333
27100,-9.34381551362683
27200,-9.34444444444444
27300,-9.34444444444444
27400,-9.20893042575286
27500,-9.03386243386243
27600,-8.98888888888889
27700,-8.99665587918015
27800,-8.97722772277228
27900,-8.92222222222222
28000,-8.85514563106796
28100,-8.84871287128713
28200,-8.87957894736842
28300,-8.95952830188679
28400,-9.0684693877551
28500,-9.05097402597402
28600,-9.00624426078972
28700,-8.94489795918367
28800,-8.9119375573921
28900,-8.92829313543599
29000,-8.91640112464855
29100,-8.88890909090909
29200,-8.73617619493908
29300,-8.54090909090909
29400,-8.38274582560297
